Produkt,Marke,Preis,Vorheriger Preis,Preis_kg,Hinweis,Nur_online,Gueltig_raw,Gueltig_von,Gueltig_bis,Bildpfad,assigned_labels
Pommes Frites XXL,Keine Marke,"€ 2,99","€ 3,69",1.20 / kg,tiefgekühlt,Nein,"Wochenangebote gültig von Montag, 02.03.26 - Samstag, 07.03.26",02.03.26,07.03.26,images_netto/netto_offer_075.png,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_obst,tag_whole_food"
Räucherlachs,Keine Marke,"€ 4,29",,19.50 / kg,gekühlt,Nein,"Wochenangebote gültig von Montag, 02.03.26 - Samstag, 07.03.26",02.03.26,07.03.26,images_netto/netto_offer_076.png,"cat_fisch_meeresfruechte,diet_gluten_free,diet_lactose_free,tag_whole_food"
XXL Bauchspeck,Keine Marke,"€ 6,66","€ 8,99",9.51 / kg,geräuchert,Nein,"Wochenangebote gültig von Montag, 02.03.26 - Samstag, 07.03.26",02.03.26,07.03.26,images_netto/netto_offer_077.png,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food"
Mayonnaise,Keine Marke,"€ 2,49",,3.11 / l,,Nein,"Wochenangebote gültig von Montag, 02.03.26 - Samstag, 07.03.26",02.03.26,07.03.26,images_netto/netto_offer_078.png,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food"
Pastasaucen XXL,Keine Marke,"€ 1,99",,2.84 / kg,versch. Sorten,Nein,"Wochenangebote gültig von Montag, 02.03.26 - Samstag, 07.03.26",02.03.26,07.03.26,images_netto/netto_offer_079.png,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_obst,sub_nudeln,tag_whole_food"
Walnusskerne Cashewkerne Mandeln und Nusskernmischung XXL,Keine Marke,"€ 4,99",,12.48 / kg,,Nein,"Wochenangebote gültig von Montag, 02.03.26 - Samstag, 07.03.26",02.03.26,07.03.26,images_netto/netto_offer_080.png,"cat_knabbern_naschen,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food"
Mangostreifen XXL,Keine Marke,"€ 4,99",,16.63 / kg,,Nein,"Wochenangebote gültig von Montag, 02.03.26 - Samstag, 07.03.26",02.03.26,07.03.26,images_netto/netto_offer_081.png,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_obst,tag_whole_food"
Pistazien,Keine Marke,"€ 3,49",,11.63 / kg,versch. Sorten,Nein,"Wochenangebote gültig von Montag, 02.03.26 - Samstag, 07.03.26",02.03.26,07.03.26,images_netto/netto_offer_082.png,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food"
Pils oder Export,Keine Marke,"€ 0,55",,0.97 / l,,Nein,"Wochenangebote gültig von Montag, 02.03.26 - Samstag, 07.03.26",02.03.26,07.03.26,images_netto/netto_offer_083.png,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed"
Champignons,Keine Marke,"€ 0,79",,3.43 / kg,"3. Wahl, geschnitten",Nein,"Wochenangebote gültig von Montag, 02.03.26 - Samstag, 07.03.26",02.03.26,07.03.26,images_netto/netto_offer_084.png,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,sub_pilze,tag_whole_food"
Küchentücher,Keine Marke,"€ 3,99",,Kein Mengenpreis,3-lagig,Nein,"Wochenangebote gültig von Montag, 02.03.26 - Samstag, 07.03.26",02.03.26,07.03.26,images_netto/netto_offer_085.png,"cat_drogerie,tag_whole_food"
Mylos Natives Olivenöl Extra,Keine Marke,"€ 19,99",,10.- / l,,Nein,"Wochenangebote gültig von Montag, 02.03.26 - Samstag, 07.03.26",02.03.26,07.03.26,images_netto/netto_offer_086.png,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food"
Mühlhäuser Thüringer Pflaumenmus,Keine Marke,"€ 2,99","€ 5,39",Kein Mengenpreis,,Nein,"Wochenangebote gültig von Montag, 02.03.26 - Samstag, 07.03.26",02.03.26,07.03.26,images_netto/netto_offer_087.png,"cat_sonstiges,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food"
Bihophar Neue Ernte Honig,Keine Marke,"€ 6,99","€ 8,99",Kein Mengenpreis,versch. Sorten,Nein,"Wochenangebote gültig von Montag, 02.03.26 - Samstag, 07.03.26",02.03.26,07.03.26,images_netto/netto_offer_088.png,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,tag_whole_food"
Vitalis Müsli,Keine Marke,"€ 5,99","€ 8,99",5.70 - 5.99 / kg,versch. Sorten,Nein,"Wochenangebote gültig von Montag, 02.03.26 - Samstag, 07.03.26",02.03.26,07.03.26,images_netto/netto_offer_089.png,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_obst,tag_whole_food"
Götterspeise,Dr Oetker,"€ 3,9","€ 3,98",3.- / kg,"gekühlt, versch. Sorten Einzelpreis: 1.99 (3.98 / kg)",Nein,"Wochenangebote gültig von Montag, 02.03.26 - Samstag, 07.03.26",02.03.26,07.03.26,images_netto/netto_offer_090.png,"cat_grundnahrung,diet_gluten_free,diet_vegetarian,tag_ultra_processed"
gefriergetrocknete Früchte,Keine Marke,"€ 6,99","€ 8,99",69.90 / kg,versch. Sorten,Nein,"Wochenangebote gültig von Montag, 02.03.26 - Samstag, 07.03.26",02.03.26,07.03.26,images_netto/netto_offer_091.png,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,tag_whole_food"
3 Glocken Genuss Pur Teigwaren,Keine Marke,"€ 1,99","€ 3,78",Kein Mengenpreis,versch. Ausformungen,Nein,"Wochenangebote gültig von Montag, 02.03.26 - Samstag, 07.03.26",02.03.26,07.03.26,images_netto/netto_offer_092.png,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_nudeln,tag_whole_food"
Haribo Dose,Keine Marke,"€ 3,99","€ 4,69",3.99 - 5.32 / kg,versch. Sorten,Nein,"Wochenangebote gültig von Montag, 02.03.26 - Samstag, 07.03.26",02.03.26,07.03.26,images_netto/netto_offer_093.png,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_obst,tag_whole_food"
Purina Beneful Hundenahrung,Keine Marke,"€ 6,99","€ 8,99",2.50 / kg,versch. Sorten,Nein,"Wochenangebote gültig von Montag, 02.03.26 - Samstag, 07.03.26",02.03.26,07.03.26,images_netto/netto_offer_094.png,cat_tiernahrung
Mississippi Barbecue Sauce,Keine Marke,"€ 6,49","€ 8,99",4.16 / l,,Nein,"Wochenangebote gültig von Montag, 02.03.26 - Samstag, 07.03.26",02.03.26,07.03.26,images_netto/netto_offer_095.png,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food"
Felix Knabber Mix,Keine Marke,"€ 3,99","€ 5,49",12.09 / kg,versch. Sorten,Nein,"Wochenangebote gültig von Montag, 02.03.26 - Samstag, 07.03.26",02.03.26,07.03.26,images_netto/netto_offer_096.png,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food"
Jägermeister Kräuterlikör,Keine Marke,"€ 29,99",,17.14 / l,35 % Vol. Pumpe GRATIS!,Nein,"Wochenangebote gültig von Montag, 02.03.26 - Samstag, 07.03.26",02.03.26,07.03.26,images_netto/netto_offer_097.png,"cat_getraenke,diet_gluten_free,diet_vegetarian"
Frischkäsezubereitung Natur XXL,Philadelphia,"€ 2,69","€ 3,89",8.15 / kg,gekühlt,Nein,"Wochenangebote gültig von Montag, 02.03.26 - Samstag, 07.03.26",02.03.26,07.03.26,images_netto/netto_offer_098.png,"cat_molkerei_kaese,diet_vegetarian,sub_kaese,sub_milchprodukte,sub_sahne_creme,tag_ultra_processed"
Lindt Lindor XXL Beutel,Keine Marke,"€ 6,99","€ 8,79",27.96 / kg,versch. Sorten,Nein,"Wochenangebote gültig von Montag, 02.03.26 - Samstag, 07.03.26",02.03.26,07.03.26,images_netto/netto_offer_099.png,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food"
Extra Tafelschokolade,Milka,"€ 2,29","€ 3,99",12.05 / kg,versch. Sorten,Nein,"Wochenangebote gültig von Montag, 02.03.26 - Samstag, 07.03.26",02.03.26,07.03.26,images_netto/netto_offer_100.png,"cat_knabbern_naschen,diet_vegetarian,tag_ultra_processed"
Country 9 1 oder Hanuta 10 1,Kinder,"€ 2,49","€ 3,29",10.29 - 14.43 / kg,versch. Sorten,Nein,"Wochenangebote gültig von Montag, 02.03.26 - Samstag, 07.03.26",02.03.26,07.03.26,images_netto/netto_offer_101.png,cat_knabbern_naschen
biscuits,nutella,"€ 2,99","€ 3,49",9.84 / kg,,Nein,"Wochenangebote gültig von Montag, 02.03.26 - Samstag, 07.03.26",02.03.26,07.03.26,images_netto/netto_offer_102.png,"cat_knabbern_naschen,diet_vegetarian,tag_ultra_processed"
Nippon Minis,Keine Marke,"€ 1,49","€ 2,29",11.92 / kg,,Nein,"Wochenangebote gültig von Montag, 02.03.26 - Samstag, 07.03.26",02.03.26,07.03.26,images_netto/netto_offer_103.png,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_gemuese,sub_frisches_obst,tag_whole_food"
Choco Crossies oder Choclait Chips,Keine Marke,"€ 2,22","€ 3,79",14.80 - 19.30 / kg,versch. Sorten,Nein,"Wochenangebote gültig von Montag, 02.03.26 - Samstag, 07.03.26",02.03.26,07.03.26,images_netto/netto_offer_104.png,"cat_knabbern_naschen,diet_lactose_free,diet_vegetarian,tag_ultra_processed"
Linzeraugen mit Aprikosenfüllung,Keine Marke,"€ 2,99",,5.75 / kg,,Nein,"Wochenangebote gültig von Montag, 02.03.26 - Samstag, 07.03.26",02.03.26,07.03.26,images_netto/netto_offer_105.png,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,tag_whole_food"
Elephant Pretzels,Keine Marke,"€ 1,69",,9.39 - 10.56 / kg,versch. Sorten,Nein,"Wochenangebote gültig von Montag, 02.03.26 - Samstag, 07.03.26",02.03.26,07.03.26,images_netto/netto_offer_106.png,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food"
Erdnüsse,Keine Marke,"€ 2,29",,Kein Mengenpreis,geröstet oder geröstet & gesalzen,Nein,"Wochenangebote gültig von Montag, 02.03.26 - Samstag, 07.03.26",02.03.26,07.03.26,images_netto/netto_offer_107.png,"cat_knabbern_naschen,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_huelsenfruechte,tag_high_protein,tag_proteinreich,tag_ultra_processed,tag_whole_food"
Löffel-Ei,Milka,"€ 3,99","€ 4,99",29.34 - 31.17 / kg,versch. Sorten,Nein,"Wochenangebote gültig von Montag, 02.03.26 - Samstag, 07.03.26",02.03.26,07.03.26,images_netto/netto_offer_108.png,"cat_knabbern_naschen,diet_vegetarian,tag_ultra_processed"
Lay s Kartoffelchips,Keine Marke,"€ 1,19","€ 1,99",7.93 / kg,versch. Sorten,Nein,"Wochenangebote gültig von Montag, 02.03.26 - Samstag, 07.03.26",02.03.26,07.03.26,images_netto/netto_offer_109.png,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,sub_kartoffeln,tag_whole_food"
Tuc Cracker,Keine Marke,"€ 1,99","€ 2,99",6.63 / kg,,Nein,"Wochenangebote gültig von Montag, 02.03.26 - Samstag, 07.03.26",02.03.26,07.03.26,images_netto/netto_offer_110.png,"cat_knabbern_naschen,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food"
funny-frisch Laugensticks oder Brezli,Keine Marke,"€ 1,0","€ 1,49",5.- - 6.25 / kg,,Nein,"Wochenangebote gültig von Montag, 02.03.26 - Samstag, 07.03.26",02.03.26,07.03.26,images_netto/netto_offer_111.png,"cat_knabbern_naschen,diet_lactose_free,diet_vegetarian,tag_ultra_processed"
Ricola Bonbons,Keine Marke,"€ 1,99","€ 2,35",26.53 / kg,versch. Sorten,Nein,"Wochenangebote gültig von Montag, 02.03.26 - Samstag, 07.03.26",02.03.26,07.03.26,images_netto/netto_offer_112.png,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food"
Farmers Snack Nuss Mix,Keine Marke,"€ 2,99","€ 3,69",13.29 / kg,versch. Sorten,Nein,"Wochenangebote gültig von Montag, 02.03.26 - Samstag, 07.03.26",02.03.26,07.03.26,images_netto/netto_offer_113.png,"cat_knabbern_naschen,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_gemuese,tag_ultra_processed,tag_whole_food"
Choco Keks,Leibniz,"€ 2,29","€ 2,99",18.32 / kg,versch. Sorten,Nein,"Wochenangebote gültig von Montag, 02.03.26 - Samstag, 07.03.26",02.03.26,07.03.26,images_netto/netto_offer_114.png,"cat_knabbern_naschen,tag_ultra_processed"
Kaiser- Mohn- oder Sesambrötchen,Keine Marke,"€ 1,3","€ 1,331,75",Kein Mengenpreis,Einzelpreis: 0.19 - 0.25Gilt nur in Filialen mit Backautomat!,Nein,"Wochenangebote gültig von Montag, 02.03.26 - Samstag, 07.03.26",02.03.26,07.03.26,images_netto/netto_offer_115.png,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegetarian,tag_ultra_processed"
Hähnchentasche Kebab Style,Keine Marke,"€ 0,89","€ 0,99",Kein Mengenpreis,Gilt nur in Filialen mit Backautomat!,Nein,"Wochenangebote gültig von Montag, 02.03.26 - Samstag, 07.03.26",02.03.26,07.03.26,images_netto/netto_offer_116.png,"cat_fleisch_wurst,diet_gluten_free,diet_lactose_free,sub_gefluegel,tag_proteinreich,tag_whole_food"
Apfeltasche,Keine Marke,"€ 0,25","€ 0,69",Kein Mengenpreis,Gilt nur in Filialen mit Backautomat!,Nein,"Wochenangebote gültig von Montag, 02.03.26 - Samstag, 07.03.26",02.03.26,07.03.26,images_netto/netto_offer_117.png,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_obst,tag_whole_food"
Bauernbrot,Keine Marke,"€ 1,29",,2.58 / kg,Gilt nur in Filialen mit Backautomat!,Nein,"Wochenangebote gültig von Montag, 02.03.26 - Samstag, 07.03.26",02.03.26,07.03.26,images_netto/netto_offer_118.png,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food"
Donut mit Pistazie,Keine Marke,"€ 0,79",,Kein Mengenpreis,Gilt nur in Filialen mit Backautomat!,Nein,"Wochenangebote gültig von Montag, 02.03.26 - Samstag, 07.03.26",02.03.26,07.03.26,images_netto/netto_offer_119.png,"cat_knabbern_naschen,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food"
Weizenbaguette,Keine Marke,"€ 0,59","€ 0,69",2.36 / kg,Gilt nur in Filialen mit Backautomat!,Nein,"Wochenangebote gültig von Montag, 02.03.26 - Samstag, 07.03.26",02.03.26,07.03.26,images_netto/netto_offer_120.png,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food"
Laugenstange mit Käse,Keine Marke,"€ 1,1","€ 1,18",Kein Mengenpreis,Einzelpreis: 0.59Gilt nur in Filialen mit Backautomat!,Nein,"Wochenangebote gültig von Montag, 02.03.26 - Samstag, 07.03.26",02.03.26,07.03.26,images_netto/netto_offer_121.png,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_kaese,sub_milchprodukte,tag_ultra_processed,tag_whole_food"
Nuss-Nougat-Croissant,Keine Marke,"€ 0,59","€ 0,69",Kein Mengenpreis,Gilt nur in Filialen mit Backautomat!,Nein,"Wochenangebote gültig von Montag, 02.03.26 - Samstag, 07.03.26",02.03.26,07.03.26,images_netto/netto_offer_122.png,"cat_knabbern_naschen,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food"
Triasso Rosso Biologico,Keine Marke,"€ 3,99","€ 4,99",5.32 / l,"Italien, Rotwein, halbtrocken",Nein,"Wochenangebote gültig von Montag, 02.03.26 - Samstag, 07.03.26",02.03.26,07.03.26,images_netto/netto_offer_123.png,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_obst,tag_whole_food"
TorreSanta Primitivo di Manduria DOC,Keine Marke,"€ 6,99","€ 8,99",9.32 / l,"Italien, Apulien, Rotwein, trocken",Nein,"Wochenangebote gültig von Montag, 02.03.26 - Samstag, 07.03.26",02.03.26,07.03.26,images_netto/netto_offer_124.png,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food"
Le Filou Weine,Keine Marke,"€ 20,7","€ 28,74",Kein Mengenpreis,Einzelpreis: 4.79,Nein,"Wochenangebote gültig von Montag, 02.03.26 - Samstag, 07.03.26",02.03.26,07.03.26,images_netto/netto_offer_125.png,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food"
Cola-Mix oder Cola-Mix Zero,Keine Marke,"€ 6,49",,0.65 / l,koffeinhaltig,Nein,"Wochenangebote gültig von Montag, 02.03.26 - Samstag, 07.03.26",02.03.26,07.03.26,images_netto/netto_offer_126.png,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegetarian,tag_ultra_processed"
Warsteiner Premium Pilsener oder Alkoholfrei,Keine Marke,"€ 10,99",,1.10 / l,,Nein,"Wochenangebote gültig von Montag, 02.03.26 - Samstag, 07.03.26",02.03.26,07.03.26,images_netto/netto_offer_127.png,cat_getraenke
