Marke,Produkt,Preis,Vorheriger_Preis,Preis_kg,RAW_Preis_kg,Hinweis,Nur_online,Gueltig_raw,Gueltig_von,Gueltig_bis,Bildpfad,assigned_labels,Einheit,nutrition_link,reference_row_id,rough_match_observation_ids,exact_match_observation_ids,brand_extracted,brand_normalized
Coca-Cola,SPRITE oder MEZZO MIX Erfrischungsgetränke,"€ 10,99",,"1 l = 0,92","1 l = 0,92","z. T. koffeinhaltig, versch. Sorten (+ 3.30 Pfand)",Nein,Dieses Angebot findest du vom 23.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-23,2026-04-29,../images/kaufland/kaufland_offer_292.jpg,"cat_getraenke,tag_ultra_processed",,,ref_000407,obs_0000015905|obs_0000011120|obs_0000031043|obs_0000028043|obs_0000032258|obs_0000034906|obs_0000032019|obs_0000029984|obs_0000029010|obs_0000032704|obs_0000030679|obs_0000013322|obs_0000015049|obs_0000024700|obs_0000027647,obs_0000015905|obs_0000011120,,x
Aperol,Spritz,"€ 6,99","€ 9,49","1 l = 11,65","1 l = 11,65","alkoholisches Mischgetränk, fertig gemixt, 10,5 Vol. %",Nein,Dieses Angebot findest du vom 23.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-23,2026-04-29,../images/kaufland/kaufland_offer_307.jpg,"cat_getraenke,sub_tk_fertiggerichte,tag_high_protein",,,ref_000408,obs_0000011575|obs_0000016150|obs_0000019758|obs_0000002969|obs_0000001820|obs_0000007085|obs_0000032755|obs_0000029092|obs_0000029262|obs_0000000857|obs_0000001269|obs_0000005264|obs_0000025949|obs_0000007665,obs_0000016150|obs_0000007085|obs_0000019758|obs_0000011575,,x
ERBEN,Spätlese Scheurebe Grauburgunder oder Riesling,"€ 3,49","€ 4,99","1 l = 4,66","1 l = 4,66","Spätlese, Scheurebe, Grauburgunder, Riesling, Spätlese Bio oder Süße Lese alkoholfrei, z. B. Spätlese: Prädikatswein, Rheinhessen, feine Säure, zarte Fruchtaromen, passt zu würzigem Ragout",Nein,Dieses Angebot findest du vom 27.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-27,2026-04-29,../images/kaufland/kaufland_offer_050.jpg,"cat_getraenke,diet_vegetarian,tag_ultra_processed",,,ref_000409,obs_0000013913|obs_0000010749|obs_0000025609|obs_0000020159|obs_0000009799|obs_0000009328|obs_0000020978|obs_0000026754|obs_0000031878|obs_0000021374|obs_0000002703|obs_0000019740|obs_0000033828|obs_0000003513|obs_0000010309|obs_0000034633|obs_0000020555|obs_0000025421|obs_0000008015,obs_0000013913|obs_0000010749,,
FINISH,Spülmaschinen-Tabs oder -Caps,"€ 6,99","€ 7,99","pro Einheit = 0,17","pro Einheit = 0,17",versch. Sorten,Nein,Dieses Angebot findest du vom 23.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-23,2026-04-29,../images/kaufland/kaufland_offer_346.jpg,cat_drogerie,,,ref_000410,obs_0000012012|obs_0000015515|obs_0000010767|obs_0000013425|obs_0000010954|obs_0000012884|obs_0000024056|obs_0000024477|obs_0000016629,obs_0000012012|obs_0000015515,,
SWIFFER,Staubmagnet Duster Kit Dance Edition,"€ 4,49",,"pro Einheit = 8,00","pro Einheit = 8,00",Griff und 7 Staubfangtücher,Nein,Dieses Angebot findest du vom 23.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-23,2026-04-29,../images/kaufland/kaufland_offer_434.jpg,"cat_drogerie,tag_ultra_processed",,,ref_000411,obs_0000012979|obs_0000012966|obs_0000033603,obs_0000012979,,
SWIFFER,Staubmagnet-Nachfülltücher Dance Edition,"€ 4,49",,"pro Einheit = 9,00","pro Einheit = 9,00",Für Staubmagnet Duster Kit,Nein,Dieses Angebot findest du vom 23.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-23,2026-04-29,../images/kaufland/kaufland_offer_433.jpg,"cat_drogerie,tag_ultra_processed",,,ref_000412,obs_0000012966|obs_0000012977|obs_0000012979|obs_0000033603,obs_0000012966,,
SWIFFER,Staubmagnet-Starter-Set Dance Edition,"€ 7,99",,"pro Einheit = 9,00","pro Einheit = 9,00",Bodenwischer und 8 Bodenreinigungstücher,Nein,Dieses Angebot findest du vom 23.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-23,2026-04-29,../images/kaufland/kaufland_offer_432.jpg,"cat_drogerie,tag_ultra_processed",,,ref_000413,obs_0000012977|obs_0000013429|obs_0000015587|obs_0000008428|obs_0000016014|obs_0000012966|obs_0000013428|obs_0000015588|obs_0000008431|obs_0000012113|obs_0000033603,obs_0000012977,,
ROWENTA,Staubsauger RO3950,"€ 79,99","€ 149,99","pro Einheit = 79,99","pro Einheit = 79,99","Kompakter Bodenstaubsauger Mit integrierter Möbelbürste Teleskoprohr Aktionsradius ca. 8,8 m Für Staubbeutel mit 3 l Fassungsvermögen 900 W Inkl. Parkett-, Fugen- und Polsterdüse",Nein,Dieses Angebot findest du vom 23.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-23,2026-04-29,../images/kaufland/kaufland_offer_394.jpg,cat_non_food,,,ref_000414,,,,
LEIFHEIT,Staubwedel Superduster XL,"€ 5,99","€ 12,99","pro Einheit = 5,99","pro Einheit = 5,99","Staubwedel aus Mikrofasern Zieht Haare, Staub und Allergene an Für große Flächen geeignet Staubwedel abnehm- und waschbar (bei 40 °C) Einfache Befestigung dank Druckknopf",Nein,Dieses Angebot findest du vom 23.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-23,2026-04-29,../images/kaufland/kaufland_offer_449.jpg,cat_non_food,,,ref_000415,obs_0000012957|obs_0000015303,obs_0000012957|obs_0000034677|obs_0000015303,,
K-PURLAND,Steak Mexico Style,"€ 4,49",,"1 kg = 5,99","1 kg = 5,99","vom Schweinenacken/-kamm, würzig mariniert, 2 x 2 Stück",Nein,Dieses Angebot findest du vom 23.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-23,2026-04-29,../images/kaufland/kaufland_offer_106.jpg,"cat_fleisch_wurst,sub_rind,sub_schwein",,,ref_000416,obs_0000014445|obs_0000008592|obs_0000013431|obs_0000012267,obs_0000014445|obs_0000008592|obs_0000013431|obs_0000012267,,
Original Wagner,Steinofen-Pizza oder -Flammkuchen,"€ 1,79",,"1 kg = 4,98 - 5,97","1 kg = 4,98 - 5,97",versch. Sorten,Nein,Dieses Angebot findest du vom 23.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-23,2026-04-29,../images/kaufland/kaufland_offer_186.jpg,"cat_tiefkuehl,sub_tk_fertiggerichte,sub_tk_pizza,tag_ultra_processed",,,ref_000417,obs_0000012202|obs_0000014511|obs_0000015695|obs_0000008618|obs_0000026375|obs_0000002169|obs_0000002723|obs_0000005579|obs_0000006150|obs_0000006664|obs_0000007601|obs_0000027386|obs_0000025810|obs_0000018047|obs_0000010530|obs_0000003616|obs_0000013341|obs_0000005867|obs_0000022366|obs_0000023186|obs_0000023713|obs_0000023992|obs_0000024135|obs_0000024418,obs_0000012202|obs_0000005579|obs_0000006150|obs_0000014511|obs_0000006664|obs_0000015695|obs_0000007601,,x
Keine Marke,Südafrik Tafeltrauben rot,"€ 1,79","€ 2,49","1 kg = 3,58","1 kg = 3,58","Sorte laut Auszeichnung, Kl. I",Nein,Dieses Angebot findest du vom 23.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-23,2026-04-29,../images/kaufland/kaufland_offer_052.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_obst,tag_whole_food",,,ref_000418,obs_0000013442|obs_0000011782|obs_0000006278|obs_0000012251|obs_0000013921|obs_0000006261|obs_0000007315|obs_0000012672|obs_0000015240|obs_0000008710|obs_0000028721|obs_0000008765|obs_0000010312|obs_0000008792|obs_0000031873|obs_0000028835|obs_0000028335|obs_0000014088|obs_0000008527|obs_0000009624|obs_0000010211,obs_0000013442,,
K-PURLAND,Tafelspitz vom Jungbullen,"€ 15,99",,"pro Einheit = 15,99","pro Einheit = 15,99",vom Jungbullen,Nein,Dieses Angebot findest du vom 23.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-23,2026-04-29,../images/kaufland/kaufland_offer_107.jpg,"cat_fleisch_wurst,diet_gluten_free,diet_lactose_free,sub_rind,tag_whole_food",,,ref_000419,obs_0000010590|obs_0000012760|obs_0000014912|obs_0000013445|obs_0000011844|obs_0000027671|obs_0000015351|obs_0000013854|obs_0000008818|obs_0000012293|obs_0000012294|obs_0000026669|obs_0000014473|obs_0000014474|obs_0000028972|obs_0000013364|obs_0000026295|obs_0000017489|obs_0000018409,obs_0000010590|obs_0000012760|obs_0000014912|obs_0000027671|obs_0000013445|obs_0000011844,,
SCHWARZKOPF,Taft Haarlack -spray oder Schaumfestiger,"€ 2,99",,"1 l = 11,96 - 19,94","1 l = 11,96 - 19,94","Haarlack, -spray oder Schaumfestiger, versch. Sorten",Nein,Dieses Angebot findest du vom 23.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-23,2026-04-29,../images/kaufland/kaufland_offer_353.jpg,cat_drogerie,,,ref_000420,obs_0000012020|obs_0000008878|obs_0000026918|obs_0000028458|obs_0000018326|obs_0000032777|obs_0000026148,obs_0000005669|obs_0000006765|obs_0000012020|obs_0000006590,,
K-CLASSIC,Taschentücher,"€ 0,85","€ 0,95","pro Einheit = 100,00","pro Einheit = 100,00",4-lagig,Nein,Dieses Angebot findest du vom 23.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-23,2026-04-29,../images/kaufland/kaufland_offer_342.jpg,"cat_drogerie,tag_ultra_processed",,,ref_000421,obs_0000012458|obs_0000009297|obs_0000009761|obs_0000033002|obs_0000006388|obs_0000031049|obs_0000024952|obs_0000012879|obs_0000021120|obs_0000033673|obs_0000011599|obs_0000013922|obs_0000012007|obs_0000020301|obs_0000008063|obs_0000014666|obs_0000034871|obs_0000006249|obs_0000034990|obs_0000035077|obs_0000031059|obs_0000006592|obs_0000033631|obs_0000007115|obs_0000031764|obs_0000007296|obs_0000005484|obs_0000005854|obs_0000006057|obs_0000010159|obs_0000032037,obs_0000012458|obs_0000033002|obs_0000006388|obs_0000031049|obs_0000024952|obs_0000012879|obs_0000021120|obs_0000033673|obs_0000009297|obs_0000011599|obs_0000009761|obs_0000013922|obs_0000012007|obs_0000020301,,
DOVGAN,Taschki Teigtaschen,"€ 2,49","€ 3,99","1 kg = 4,98 - 6,23","1 kg = 4,98 - 6,23","nach russ. Art, versch. Sorten",Nein,Dieses Angebot findest du vom 27.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-27,2026-04-29,../images/kaufland/kaufland_offer_019.jpg,"cat_tiefkuehl,sub_tk_fertiggerichte",,,ref_000422,obs_0000011779|obs_0000009148|obs_0000015680|obs_0000014158|obs_0000013923|obs_0000002307,obs_0000011779|obs_0000009148|obs_0000015680|obs_0000014158|obs_0000013923,,
FULYA,Tavuk Salami,"€ 1,59","€ 2,89","1 kg = 7,95","1 kg = 7,95","geräucherte Geflügelfleischwurst, versch. Sorten",Nein,Dieses Angebot findest du vom 27.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-27,2026-04-29,../images/kaufland/kaufland_offer_010.jpg,"cat_fleisch_wurst,sub_wurst,tag_ultra_processed",,,ref_000423,obs_0000013924|obs_0000011756|obs_0000002611|obs_0000010316|obs_0000014932|obs_0000019030|obs_0000028273|obs_0000005781|obs_0000023205|obs_0000003239|obs_0000019666|obs_0000016602|obs_0000008425|obs_0000021226|obs_0000003307|obs_0000002285|obs_0000011010|obs_0000025355|obs_0000026898|obs_0000017184|obs_0000007987|obs_0000025934|obs_0000008039|obs_0000016755|obs_0000034176|obs_0000002957|obs_0000020407|obs_0000016328|obs_0000017375|obs_0000031198|obs_0000010234,obs_0000013924|obs_0000011756,,
REINERT,Teewurst,"€ 0,99","€ 1,29","1 kg = 7,92","1 kg = 7,92","fein, nach Rügenwalder Art",Nein,Dieses Angebot findest du vom 23.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-23,2026-04-29,../images/kaufland/kaufland_offer_135.jpg,"cat_fleisch_wurst,sub_wurst,tag_ultra_processed",,,ref_000424,obs_0000012777|obs_0000009735|obs_0000001033|obs_0000010122|obs_0000034591|obs_0000014370|obs_0000012199|obs_0000009269|obs_0000006344|obs_0000013925|obs_0000007050|obs_0000005787|obs_0000028074|obs_0000030895|obs_0000010935|obs_0000006870|obs_0000029541|obs_0000007415|obs_0000032537|obs_0000032197,obs_0000009735|obs_0000001033|obs_0000010122|obs_0000034591|obs_0000014370|obs_0000012199|obs_0000009269|obs_0000006344|obs_0000013925|obs_0000012777,,
RÜGENWALDER MÜHLE,Teewurst oder Leberwurst,"€ 1,49",,"1 kg = 11,92","1 kg = 11,92",versch. Sorten,Nein,Dieses Angebot findest du vom 23.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-23,2026-04-29,../images/kaufland/kaufland_offer_132.jpg,"cat_fleisch_wurst,sub_wurst,tag_ultra_processed",,,ref_000425,obs_0000010935|obs_0000028074|obs_0000032537|obs_0000032197|obs_0000009269|obs_0000009735|obs_0000034591|obs_0000010122|obs_0000012199|obs_0000013925|obs_0000014370|obs_0000006344|obs_0000005973|obs_0000001033|obs_0000026066|obs_0000026452|obs_0000026900|obs_0000010597|obs_0000019440|obs_0000011436|obs_0000003643|obs_0000028438|obs_0000028508|obs_0000028622|obs_0000012655|obs_0000012777|obs_0000013053|obs_0000013762|obs_0000014468|obs_0000031720|obs_0000023801|obs_0000024223,obs_0000010935|obs_0000032537,,
Keine Marke,Teleskopstiel,"€ 1,99",,"pro Einheit = 1,99","pro Einheit = 1,99","3-teilig, mit Schraubgewinde Ausziehbar bis 150 cm",Nein,Dieses Angebot findest du vom 23.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-23,2026-04-29,../images/kaufland/kaufland_offer_441.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",,,ref_000426,obs_0000012961|obs_0000015302,obs_0000012961|obs_0000015302,,
GLENMORANGIE,The Original 12 Single Malt Scotch Whisky,"€ 29,99","€ 39,99","1 l = 42,85","1 l = 42,85","12 Jahre in Bourbon-Fässern gereift, köstlich milder Charakter mit Aromen von Zitrus, Vanille und Pfirsich, 40 Vol. %",Nein,Dieses Angebot findest du vom 23.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-23,2026-04-29,../images/kaufland/kaufland_offer_312.jpg,cat_getraenke,,,ref_000427,obs_0000015490|obs_0000014252|obs_0000015073|obs_0000020036|obs_0000019629|obs_0000020855|obs_0000025037|obs_0000024920|obs_0000020037|obs_0000020856|obs_0000008607|obs_0000018872|obs_0000025019|obs_0000017414|obs_0000024596|obs_0000021544|obs_0000007258|obs_0000020725|obs_0000007456|obs_0000021815|obs_0000025948|obs_0000007090|obs_0000016836|obs_0000024880|obs_0000022506|obs_0000034840,obs_0000015490,,
BRITA,Tischwasserfilter Style Essential,"€ 16,99","€ 29,99","pro Einheit = 16,99","pro Einheit = 16,99","Aus Kunststoff Reduziert Kalk und geschmacksstörende Stoffe Mit Filterwechselanzeige »BRITA Smartlight« Gesamtvolumen ca. 2,4 l Gefiltertes Wasser ca. 1,4 l Höhe ca. 27 cm Versch. Farben (Deckel und Griff) Inkl. Filterkartusche »MAXTRA PRO«",Nein,Dieses Angebot findest du vom 23.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-23,2026-04-29,../images/kaufland/kaufland_offer_410.jpg,"cat_drogerie,diet_vegan,tag_ultra_processed",,,ref_000428,obs_0000025561,,,
GIOVANNI RANA,Tradizionali oder Amore di Pesto,"€ 2,39","€ 3,79","1 kg = 9,56","1 kg = 9,56","Cappelletti, Tortelloni oder Ravioli, versch. Sorten",Nein,Dieses Angebot findest du vom 23.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-23,2026-04-29,../images/kaufland/kaufland_offer_194.jpg,"cat_grundnahrung,sub_nudeln,tag_ultra_processed",,,ref_000429,obs_0000013936|obs_0000006836|obs_0000005569|obs_0000025099|obs_0000001549|obs_0000020017|obs_0000003675|obs_0000000146|obs_0000018607|obs_0000016639|obs_0000023299|obs_0000011527|obs_0000019219|obs_0000011089|obs_0000014195|obs_0000015289|obs_0000019945|obs_0000015872,obs_0000013936|obs_0000006836|obs_0000005569,,
WZG MÖGLINGEN,Trollinger mit Lemberger halbtrocken,"€ 3,49","€ 3,99","pro Einheit = 1,00","pro Einheit = 1,00","Qualitätswein, Württemberg, Beerenaromen, rubinrot, feinherb, duftig, passt zu Schlachtplatte und Vesper (+ 0.03 Pfand)",Nein,Dieses Angebot findest du vom 23.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-23,2026-04-29,../images/kaufland/kaufland_offer_316.jpg,cat_getraenke,,,ref_000430,obs_0000010747|obs_0000019679|obs_0000019885|obs_0000001458|obs_0000008908|obs_0000009671|obs_0000028131|obs_0000015492|obs_0000022601|obs_0000001272,obs_0000010747,,
MACHELLE,Tropical,"€ 1,79","€ 2,29","pro Einheit = 100,00","pro Einheit = 100,00","holl. Frischkäsespezialität, aus Kuhmilch und mit tropischen Früchten, 50 % Fett i. Tr.",Nein,Dieses Angebot findest du vom 23.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-23,2026-04-29,../images/kaufland/kaufland_offer_178.jpg,cat_molkerei_kaese,,,ref_000431,obs_0000014117,,,
K-GOLD EDITION,Trüffelpralinen,"€ 3,99",,"1 kg = 19,95","1 kg = 19,95","Mischung aus acht erlesenen Sorten, mit oder ohne Alkohol",Nein,Dieses Angebot findest du vom 23.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-23,2026-04-29,../images/kaufland/kaufland_offer_277.jpg,"cat_knabbern_naschen,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed",,BLS-S625000,ref_000432,obs_0000001266|obs_0000019488,,,
BILLIE GREEN,Vegane Bratwurst,"€ 2,59","€ 3,29","1 kg = 14,39","1 kg = 14,39","Krakauer-Style, auf Basis von Weizenprotein",Nein,Dieses Angebot findest du vom 23.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-23,2026-04-29,../images/kaufland/kaufland_offer_202.jpg,"cat_grundnahrung,diet_lactose_free,diet_vegan,diet_vegetarian,sub_fleischersatz,sub_wurst,tag_ultra_processed",,BLS-H910300,ref_000433,obs_0000006701|obs_0000026247|obs_0000006539|obs_0000007634,,,
RÜGENWALDER MÜHLE,Vegane Pfannen- oder Grillprodukte,"€ 1,99",,"1 kg = 7,96 - 11,71","1 kg = 7,96 - 11,71","versch. Sorten, auf Soja- oder Weizen-Basis",Nein,Dieses Angebot findest du vom 23.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-23,2026-04-29,../images/kaufland/kaufland_offer_200.jpg,"cat_grundnahrung,diet_lactose_free,diet_vegan,diet_vegetarian,sub_fleischersatz",,,ref_000434,obs_0000015305,obs_0000015305,,
K-TAKE IT VEGGIE,Veganes Steak,"€ 1,99","€ 2,49","1 kg = 12,44","1 kg = 12,44","nach Rinder-Art in Pfeffer-Marinade, auf Basis von Soja- und Weizenprotein",Nein,Dieses Angebot findest du vom 23.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-23,2026-04-29,../images/kaufland/kaufland_offer_201.jpg,"cat_grundnahrung,diet_lactose_free,diet_vegan,diet_vegetarian,sub_fleischersatz,tag_ultra_processed",,,ref_000435,obs_0000029867|obs_0000017345,,,
MERCI,Vielfalt,"€ 2,99",,"1 kg = 11,96 - 14,24","1 kg = 11,96 - 14,24","Schokoladenspezialitäten, versch. Sorten",Nein,Dieses Angebot findest du vom 27.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-27,2026-04-29,../images/kaufland/kaufland_offer_635.jpg,"cat_knabbern_naschen,diet_vegetarian,tag_ultra_processed",,,ref_000436,obs_0000011352|obs_0000023300|obs_0000018890|obs_0000027341|obs_0000000996|obs_0000002174|obs_0000002431|obs_0000000534|obs_0000027216|obs_0000033006|obs_0000028038|obs_0000007487|obs_0000005836|obs_0000007277|obs_0000030117,obs_0000011352,,
DALLI,Voll- oder Colorwaschmittel,"€ 8,99",,"pro Einheit = 0,08","pro Einheit = 0,08","Pulver 5 kg oder flüssig 4,5 l = 100 Anwendungen",Nein,Dieses Angebot findest du vom 27.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-27,2026-04-29,../images/kaufland/kaufland_offer_045.jpg,cat_drogerie,,,ref_000437,obs_0000013475|obs_0000011597|obs_0000012453|obs_0000014661|obs_0000010760|obs_0000014866|obs_0000012874|obs_0000011156|obs_0000015297|obs_0000015700|obs_0000012002|obs_0000014662|obs_0000032919|obs_0000029574,obs_0000012453|obs_0000014661|obs_0000014662|obs_0000010760|obs_0000014866|obs_0000012874|obs_0000011156|obs_0000015297|obs_0000013475|obs_0000011597|obs_0000015700|obs_0000012002,,
STAEDTLER,Wachsmalkreide-Set Noris junior,"€ 5,99","€ 10,05","pro Einheit = 18,00","pro Einheit = 18,00",Abgerundetes Sechskantprofil Mit Papiermanschette Größe je ca. 125 x Ø 14 mm Für Kinder ab 2 Jahren,Nein,Dieses Angebot findest du vom 23.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-23,2026-04-29,../images/kaufland/kaufland_offer_404.jpg,cat_non_food,,,ref_000438,obs_0000032835,,,
DUPLO,Waffel-Schokoriegel,"€ 1,99",,"1 kg = 10,94","1 kg = 10,94",Original oder White,Nein,Dieses Angebot findest du vom 23.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-23,2026-04-29,../images/kaufland/kaufland_offer_280.jpg,"cat_knabbern_naschen,diet_vegetarian,tag_ultra_processed",,,ref_000439,obs_0000010728|obs_0000009371|obs_0000014275|obs_0000008282|obs_0000009830|obs_0000020991|obs_0000020234|obs_0000002189|obs_0000015897|obs_0000009124|obs_0000025649|obs_0000011961|obs_0000021053|obs_0000025162|obs_0000020172|obs_0000028364|obs_0000008659|obs_0000001108|obs_0000001258,obs_0000010728,,
BESTRON,Waffeleisen AWM6Z,"€ 9,99",,"pro Einheit = 9,99","pro Einheit = 9,99",Für leckere Brüsseler Waffeln Antihaftbeschichtete Platten ca. Ø 11 cm Wärmeisolierte Griffe 2 Kontrollleuchten 750 W,Nein,Dieses Angebot findest du vom 23.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-23,2026-04-29,../images/kaufland/kaufland_offer_389.jpg,"cat_non_food,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian",,,ref_000440,obs_0000033545|obs_0000005016|obs_0000003360|obs_0000024737|obs_0000026402|obs_0000002492|obs_0000004162|obs_0000004589,,,
K-CLASSIC,Waffelmischung,"€ 4,00","€ 4,58","1 kg = 5,00","1 kg = 5,00",6 Sorten Waffeln,Nein,Dieses Angebot findest du vom 23.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-23,2026-04-29,../images/kaufland/kaufland_offer_250.jpg,"cat_grundnahrung,diet_vegetarian,tag_ultra_processed",,,ref_000441,obs_0000013943,obs_0000013943,,
LEIFHEIT,Wand- und Deckenbesen Dusty,"€ 5,99","€ 10,99","pro Einheit = 5,99","pro Einheit = 5,99",Kunststoff-Borsten Dreiecksform Kombinierbar mit Leifheit Click-System-Stiel Reinigung unter fließendem Wasser,Nein,Dieses Angebot findest du vom 23.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-23,2026-04-29,../images/kaufland/kaufland_offer_437.jpg,cat_non_food,,,ref_000442,obs_0000012969|obs_0000015301,obs_0000012969|obs_0000015301,,
