Produkt,Marke,Preis,Vorheriger Preis,Preis_kg,Hinweis,Nur_online,Gueltig_raw,Gueltig_von,Gueltig_bis,Bildpfad,source_market
Oral-B Zahncreme,Keine Marke,"€ 3,59",,"1 l = 47,87","Pro Expert, je 75-ml-Tuben-Pckg",Nein,2026-01-26 bis 2026-02-01,2026-01-26,2026-02-01,images_rewe/bamberg_offer_210.jpg,bamberg
Adidas Duschgel,Keine Marke,"€ 1,99",,"1 l = 7,96","After Sport, je 250-ml-Fl",Nein,2026-01-26 bis 2026-02-01,2026-01-26,2026-02-01,images_rewe/bamberg_offer_211.jpg,bamberg
Pampers Baby Dry Pants Single Pack,Keine Marke,"€ 7,99",,Kein Mengenpreis,"Größe 5, je 24-St.-Pckg",Nein,2026-01-26 bis 2026-02-01,2026-01-26,2026-02-01,images_rewe/bamberg_offer_212.jpg,bamberg
Pampers Feuchttücher,Keine Marke,"€ 4,99",,Kein Mengenpreis,"Sensitive, je 5 x 52-St.-Pckg",Nein,2026-01-26 bis 2026-02-01,2026-01-26,2026-02-01,images_rewe/bamberg_offer_214.jpg,bamberg
Adidas Deospray,Keine Marke,"€ 2,79",,"1 l = 18,60","Ice Dive, je 150-ml-Dose",Nein,2026-01-26 bis 2026-02-01,2026-01-26,2026-02-01,images_rewe/bamberg_offer_215.jpg,bamberg
Pantene Pro-V Shampoo,Keine Marke,"€ 3,29",,"1 l = 10,97","Repair & Care, je 300-ml-Fl",Nein,2026-01-26 bis 2026-02-01,2026-01-26,2026-02-01,images_rewe/bamberg_offer_216.jpg,bamberg
Persil Universal 4 in 1 Discs,Keine Marke,"€ 16,99",,"1 WL = 0,22",je 76-WL-Btl,Nein,2026-01-26 bis 2026-02-01,2026-01-26,2026-02-01,images_rewe/bamberg_offer_217.jpg,bamberg
Always Slipeinlagen Daily Protect,Keine Marke,"€ 2,59",,Kein Mengenpreis,"XL mit Duft, je 40-St.-Pckg",Nein,2026-01-26 bis 2026-02-01,2026-01-26,2026-02-01,images_rewe/bamberg_offer_218.jpg,bamberg
Always Slipeinlagen Daily Fresh,Keine Marke,"€ 2,59",,Kein Mengenpreis,"Normal, je 56-St.-Pckg",Nein,2026-01-26 bis 2026-02-01,2026-01-26,2026-02-01,images_rewe/bamberg_offer_220.jpg,bamberg
Ariel Colorwaschmittel flüssig,Keine Marke,"€ 4,99",,"1 WL = 0,25",je 20-WL-Fl,Nein,2026-01-26 bis 2026-02-01,2026-01-26,2026-02-01,images_rewe/bamberg_offer_207.jpg,bamberg
Lavazza Caff Crema oder Espresso,Keine Marke,"€ 13,99",,Kein Mengenpreis,"versch. Sorten, je 1000-g-Pckg",Nein,2026-01-26 bis 2026-02-01,2026-01-26,2026-02-01,images_rewe/bamberg_offer_127.jpg,bamberg
Mars Snickers Minis,Keine Marke,"€ 2,99",,"1 kg = 13,17",je 227-g-Pckg,Nein,2026-01-26 bis 2026-02-01,2026-01-26,2026-02-01,images_rewe/bamberg_offer_164.jpg,bamberg
Langnese Cuja Mara Split,Keine Marke,"€ 2,49",,"1 l = 5,93",je 420-ml-Pckg,Nein,2026-01-26 bis 2026-02-01,2026-01-26,2026-02-01,images_rewe/bamberg_offer_125.jpg,bamberg
Rote Tafeläpfel,Keine Marke,"€ 1,99",,"1 kg = 1,00","Sorte: siehe Etikett, Kl. I, je 2-kg-Btl",Nein,2026-01-26 bis 2026-02-01,2026-01-26,2026-02-01,images_rewe/bamberg_offer_034.jpg,bamberg
Rinderroastbeef,Keine Marke,"€ 2,99",,Kein Mengenpreis,"ohne Knochen, natur oder mariniert, je 100 g",Nein,2026-01-26 bis 2026-02-01,2026-01-26,2026-02-01,images_rewe/bamberg_offer_035.jpg,bamberg
Schiller GQB Strohschwein Polnische roh oder Chilibeißer,Keine Marke,"€ 1,49",,Kein Mengenpreis,je 100 g,Nein,2026-01-26 bis 2026-02-01,2026-01-26,2026-02-01,images_rewe/bamberg_offer_036.jpg,bamberg
Schiller GQB Strohschwein Schwarzgeräuchertes,Keine Marke,"€ 1,79",,Kein Mengenpreis,"roh, je 100 g",Nein,2026-01-26 bis 2026-02-01,2026-01-26,2026-02-01,images_rewe/bamberg_offer_037.jpg,bamberg
Höhenrainer Putenschnitzel oder Cordon bleu,Keine Marke,"€ 1,49",,Kein Mengenpreis,"paniert, je 100 g",Nein,2026-01-26 bis 2026-02-01,2026-01-26,2026-02-01,images_rewe/bamberg_offer_038.jpg,bamberg
Ostermeier GQB Strohschwein Domschinken,Keine Marke,"€ 1,79",,Kein Mengenpreis,je 100 g,Nein,2026-01-26 bis 2026-02-01,2026-01-26,2026-02-01,images_rewe/bamberg_offer_039.jpg,bamberg
Rindersuppenfleisch,Keine Marke,"€ 1,19",,Kein Mengenpreis,"mit Knochen, je 100 g",Nein,2026-01-26 bis 2026-02-01,2026-01-26,2026-02-01,images_rewe/bamberg_offer_040.jpg,bamberg
Landbauern Hähnchensteaks Pollo Fino,Keine Marke,"€ 0,99",,Kein Mengenpreis,je 100 g,Nein,2026-01-26 bis 2026-02-01,2026-01-26,2026-02-01,images_rewe/bamberg_offer_041.jpg,bamberg
Kalbshüfte,Keine Marke,"€ 2,99",,Kein Mengenpreis,je 100 g,Nein,2026-01-26 bis 2026-02-01,2026-01-26,2026-02-01,images_rewe/bamberg_offer_042.jpg,bamberg
Strohschwein Krustenbraten,Keine Marke,"€ 0,88",,Kein Mengenpreis,"ohne Knochen, aus der Schulter, je 100 g",Nein,2026-01-26 bis 2026-02-01,2026-01-26,2026-02-01,images_rewe/bamberg_offer_043.jpg,bamberg
Rinderbraten oder Gulasch,Keine Marke,"€ 1,99",,Kein Mengenpreis,"aus der Schulter, je 100 g",Nein,2026-01-26 bis 2026-02-01,2026-01-26,2026-02-01,images_rewe/bamberg_offer_044.jpg,bamberg
Schweinenackensteak,Keine Marke,"€ 0,77",,Kein Mengenpreis,"ohne Knochen, gefroren, getaut, je 100 g",Nein,2026-01-26 bis 2026-02-01,2026-01-26,2026-02-01,images_rewe/bamberg_offer_045.jpg,bamberg
Böhnlein Krakauer,Keine Marke,"€ 1,29",,Kein Mengenpreis,"gekocht, je 100 g",Nein,2026-01-26 bis 2026-02-01,2026-01-26,2026-02-01,images_rewe/bamberg_offer_046.jpg,bamberg
Bio Ingwer,Keine Marke,"€ 0,49",,Kein Mengenpreis,je 100 g,Nein,2026-01-26 bis 2026-02-01,2026-01-26,2026-02-01,images_rewe/bamberg_offer_033.jpg,bamberg
Frico Gouda Chips,Keine Marke,"€ 1,69",,Kein Mengenpreis,je 100 g,Nein,2026-01-26 bis 2026-02-01,2026-01-26,2026-02-01,images_rewe/bamberg_offer_047.jpg,bamberg
Höhenrainer Puten Grillbrustschinken,Keine Marke,"€ 1,99",,Kein Mengenpreis,je 100 g,Nein,2026-01-26 bis 2026-02-01,2026-01-26,2026-02-01,images_rewe/bamberg_offer_049.jpg,bamberg
Sonthofer Bergkäse,Keine Marke,"€ 1,29",,Kein Mengenpreis,"Hartkäse, 50% Fett i.Tr., je 100 g",Nein,2026-01-26 bis 2026-02-01,2026-01-26,2026-02-01,images_rewe/bamberg_offer_050.jpg,bamberg
Kartoffelsalat,Keine Marke,"€ 0,59",,Kein Mengenpreis,je 100 g,Nein,2026-01-26 bis 2026-02-01,2026-01-26,2026-02-01,images_rewe/bamberg_offer_051.jpg,bamberg
Grünländer mild nussig Scheiben oder Naturfreunde Tilsiter Scheiben,Keine Marke,"€ 1,89",,"1 kg = 13,50",je 140-g-Pckg,Nein,2026-01-26 bis 2026-02-01,2026-01-26,2026-02-01,images_rewe/bamberg_offer_052.jpg,bamberg
Meggle Feine Butter oder Streichzart,Keine Marke,"€ 1,49",,"1 kg = 5,96","versch. Sorten, je 250-g-Becher/Pckg",Nein,2026-01-26 bis 2026-02-01,2026-01-26,2026-02-01,images_rewe/bamberg_offer_053.jpg,bamberg
Salakis Schafskäse Natur,Keine Marke,"€ 1,99",,"1 kg = 11,06",je 180-g-Pckg,Nein,2026-01-26 bis 2026-02-01,2026-01-26,2026-02-01,images_rewe/bamberg_offer_054.jpg,bamberg
Oatly Haferdrink Barista,Keine Marke,"€ 1,79",,Kein Mengenpreis,"versch. Sorten, je 1-l-Pckg",Nein,2026-01-26 bis 2026-02-01,2026-01-26,2026-02-01,images_rewe/bamberg_offer_055.jpg,bamberg
Berchtesgadener Land Frische Bio Alpenmilch oder Haltbare Bio Alpenmilch,Keine Marke,"€ 1,49",,Kein Mengenpreis,"3,5% Fett, je 1-l-Pckg",Nein,2026-01-26 bis 2026-02-01,2026-01-26,2026-02-01,images_rewe/bamberg_offer_056.jpg,bamberg
Berchtesgadener Land Bergbauern Butter,Keine Marke,"€ 1,99",,"1 kg = 7,96",je 250-g-Pckg,Nein,2026-01-26 bis 2026-02-01,2026-01-26,2026-02-01,images_rewe/bamberg_offer_057.jpg,bamberg
Weihenstephan Haltbare Milch,Keine Marke,"€ 1,19",,Kein Mengenpreis,"1,5/3,5% Fett, je 1-l-Pckg",Nein,2026-01-26 bis 2026-02-01,2026-01-26,2026-02-01,images_rewe/bamberg_offer_058.jpg,bamberg
Milram Frühlingsquark,Keine Marke,"€ 0,99",,"1 kg = 5,35","versch. Sorten, je 185-g-Becher",Nein,2026-01-26 bis 2026-02-01,2026-01-26,2026-02-01,images_rewe/bamberg_offer_059.jpg,bamberg
Ehrmann Almighurt,Keine Marke,"€ 0,39",,"1 kg = 2,60","versch. Sorten, je 150-g-Becher",Nein,2026-01-26 bis 2026-02-01,2026-01-26,2026-02-01,images_rewe/bamberg_offer_060.jpg,bamberg
Milkana Frischeschale Sahne oder Käse Vielfalt,Keine Marke,"€ 1,99",,"1 kg = 10,47","Schmelzkäse, je 190-g-Pckg./Schale",Nein,2026-01-26 bis 2026-02-01,2026-01-26,2026-02-01,images_rewe/bamberg_offer_061.jpg,bamberg
Vinzenz Murr Weißer Leberkäse,Keine Marke,"€ 1,29",,Kein Mengenpreis,"mit Kalbfleisch, je 100 g",Nein,2026-01-26 bis 2026-02-01,2026-01-26,2026-02-01,images_rewe/bamberg_offer_048.jpg,bamberg
Bauer Yo Go Yoghurt Drink oder Der große Bauer Joghurt,Keine Marke,"€ 0,59",,"1 kg = 2,62","versch. Sorten, je 225-g-Becher",Nein,2026-01-26 bis 2026-02-01,2026-01-26,2026-02-01,images_rewe/bamberg_offer_062.jpg,bamberg
Bio Orangen,Keine Marke,"€ 1,99",,Kein Mengenpreis,"Sorte: siehe Etikett, Kl. I, je 1-kg-Netz",Nein,2026-01-26 bis 2026-02-01,2026-01-26,2026-02-01,images_rewe/bamberg_offer_032.jpg,bamberg
Riesenorangen,Keine Marke,"€ 4,44",,"1 kg = 1,78","Sorte: siehe Etikett, Kl. I, je 2,5-kg-Netz",Nein,2026-01-26 bis 2026-02-01,2026-01-26,2026-02-01,images_rewe/bamberg_offer_030.jpg,bamberg
Followfood Bio Lachs Filets,Keine Marke,"€ 7,99",,"1 kg = 39,95","tiefgefroren, je 200-g-Pckg",Nein,2026-01-26 bis 2026-02-01,2026-01-26,2026-02-01,images_rewe/bamberg_offer_004.jpg,bamberg
Andechser Natur Bio Jogurt mild,Keine Marke,"€ 1,29",,"1 kg = 2,58","3,8% Fett, je 500-g-Becher",Nein,2026-01-26 bis 2026-02-01,2026-01-26,2026-02-01,images_rewe/bamberg_offer_006.jpg,bamberg
Bio Avocado,Keine Marke,"€ 1,49",,Kein Mengenpreis,"»Hass«, Kl. II, je St",Nein,2026-01-26 bis 2026-02-01,2026-01-26,2026-02-01,images_rewe/bamberg_offer_009.jpg,bamberg
REWE Bio Mini Wiener Würstchen,Keine Marke,"€ 2,29",,"1 kg = 14,31",je 160-g-Pckg,Nein,2026-01-26 bis 2026-02-01,2026-01-26,2026-02-01,images_rewe/bamberg_offer_011.jpg,bamberg
Bio Suppengrün,Keine Marke,"€ 1,49",,"1 kg = 3,73",je 400-g-Pckg,Nein,2026-01-26 bis 2026-02-01,2026-01-26,2026-02-01,images_rewe/bamberg_offer_012.jpg,bamberg
REWE Bio Gouda,Keine Marke,"€ 1,39",,"1 kg = 9,27","gerieben, je 150-g-Btl",Nein,2026-01-26 bis 2026-02-01,2026-01-26,2026-02-01,images_rewe/bamberg_offer_013.jpg,bamberg
Bio Broccoli,Keine Marke,"€ 1,49",,"1 kg = 3,73","Kl. II, je 400-g-Pckg",Nein,2026-01-26 bis 2026-02-01,2026-01-26,2026-02-01,images_rewe/bamberg_offer_014.jpg,bamberg
Helle Tafeltrauben,Keine Marke,"€ 1,69",,"1 kg = 3,38","Sorte: siehe Etikett, Kl. I, je 500-g-Schale",Nein,2026-01-26 bis 2026-02-01,2026-01-26,2026-02-01,images_rewe/bamberg_offer_031.jpg,bamberg
Himbeeren,Keine Marke,"€ 1,79",,"1 kg = 14,32","Kl. I, je 125-g-Schale",Nein,2026-01-26 bis 2026-02-01,2026-01-26,2026-02-01,images_rewe/bamberg_offer_015.jpg,bamberg
Bio Porree,Keine Marke,"€ 1,99",,"1 kg = 4,98","Kl. II, je 400-g-Bund",Nein,2026-01-26 bis 2026-02-01,2026-01-26,2026-02-01,images_rewe/bamberg_offer_018.jpg,bamberg
Rote Speisezwiebeln,Keine Marke,"€ 0,88",,"1 kg = 1,76","Kl. I, je 500-g-Netz",Nein,2026-01-26 bis 2026-02-01,2026-01-26,2026-02-01,images_rewe/bamberg_offer_019.jpg,bamberg
Romatomaten,Keine Marke,"€ 2,49",,"1 kg = 6,23","»Chef«, Ursprung: siehe Etikett, Kl. I, je 400-g-Schale",Nein,2026-01-26 bis 2026-02-01,2026-01-26,2026-02-01,images_rewe/bamberg_offer_020.jpg,bamberg
Bio Baby Spinat,Keine Marke,"€ 1,19",,"1 kg = 11,90","Kl. II, je 100-g-Pckg",Nein,2026-01-26 bis 2026-02-01,2026-01-26,2026-02-01,images_rewe/bamberg_offer_021.jpg,bamberg
Gelb- oder pinkfleischige Honeypomelo,Keine Marke,"€ 1,79",,Kein Mengenpreis,"Kl. I, je St",Nein,2026-01-26 bis 2026-02-01,2026-01-26,2026-02-01,images_rewe/bamberg_offer_022.jpg,bamberg
Zitronen,Keine Marke,"€ 0,99",,"1 kg = 1,98","Sorte: siehe Etikett, Kl. I, je 500-g-Netz",Nein,2026-01-26 bis 2026-02-01,2026-01-26,2026-02-01,images_rewe/bamberg_offer_023.jpg,bamberg
Grüne Tafelbirnen,Keine Marke,"€ 2,49",,Kein Mengenpreis,"»Xenia«, Kl. I, je 1 kg",Nein,2026-01-26 bis 2026-02-01,2026-01-26,2026-02-01,images_rewe/bamberg_offer_024.jpg,bamberg
Bio Heidelbeeren,Keine Marke,"€ 3,99",,"1 kg = 13,30","Kl. I, je 300-g-Schale",Nein,2026-01-26 bis 2026-02-01,2026-01-26,2026-02-01,images_rewe/bamberg_offer_025.jpg,bamberg
Jacobs Auslese oder Meisterröstung,Keine Marke,"€ 6,49",,"1 kg = 12,98","versch. Sorten, gemahlener Bohnenkaffee, je 500-g-Pckg",Nein,2026-01-26 bis 2026-02-01,2026-01-26,2026-02-01,images_rewe/bamberg_offer_126.jpg,bamberg
Speisekartoffeln,Keine Marke,"€ 1,49",,"1 kg = 0,50","Sorte und Kocheigenschaft: siehe Etikett, Qualität I, je 3-kg-Netz",Nein,2026-01-26 bis 2026-02-01,2026-01-26,2026-02-01,images_rewe/bamberg_offer_027.jpg,bamberg
Mini Cherry Rispentomaten,Keine Marke,"€ 2,49",,"1 kg = 12,45","»Delizioso«, Kl. I, je 200-g-Schale",Nein,2026-01-26 bis 2026-02-01,2026-01-26,2026-02-01,images_rewe/bamberg_offer_028.jpg,bamberg
Rucola,Keine Marke,"€ 0,85",,"1 kg = 6,80","Kl. I, je 125-g-Schale",Nein,2026-01-26 bis 2026-02-01,2026-01-26,2026-02-01,images_rewe/bamberg_offer_029.jpg,bamberg
Bio Snack Möhren,Keine Marke,"€ 1,11",,"1 kg = 5,55","Kl. I, je 200-g-Btl",Nein,2026-01-26 bis 2026-02-01,2026-01-26,2026-02-01,images_rewe/bamberg_offer_016.jpg,bamberg
Greenforce Vegane Fleischalternative,Keine Marke,"€ 2,49",,"1 kg = 13,83","versch. Sorten, je 180-g-Pckg",Nein,2026-01-26 bis 2026-02-01,2026-01-26,2026-02-01,images_rewe/bamberg_offer_063.jpg,bamberg
Billie Green vegane Salami,Keine Marke,"€ 1,29",,"1 kg = 18,43","versch. Sorten, je 70-g-Pckg",Nein,2026-01-26 bis 2026-02-01,2026-01-26,2026-02-01,images_rewe/bamberg_offer_065.jpg,bamberg
Chaumes oder Saint Albray Classic,Keine Marke,"€ 1,79",,Kein Mengenpreis,"frz. Weichkäse, versch. Sorten, je 100 g",Nein,2026-01-26 bis 2026-02-01,2026-01-26,2026-02-01,images_rewe/bamberg_offer_097.jpg,bamberg
Elpozo Original Fuetec spanische Salami,Keine Marke,"€ 2,59",,"1 kg = 15,24","luftgetrocknet, je 170-g-Pckg",Nein,2026-01-26 bis 2026-02-01,2026-01-26,2026-02-01,images_rewe/bamberg_offer_098.jpg,bamberg
REWE Beste Wahl Räucherlaxxs vegan,Keine Marke,"€ 1,79",,"1 kg = 17,90",je 100-g-Pckg,Nein,2026-01-26 bis 2026-02-01,2026-01-26,2026-02-01,images_rewe/bamberg_offer_099.jpg,bamberg
Bergader Watzmann Bergkäse,Keine Marke,"€ 1,79",,Kein Mengenpreis,"Hartkäse, 45% Fett i.Tr., je 100 g",Nein,2026-01-26 bis 2026-02-01,2026-01-26,2026-02-01,images_rewe/bamberg_offer_100.jpg,bamberg
Wiesenhof Hähnchen Grillbraten,Keine Marke,"€ 1,49",,"1 kg = 18,63",je 80-g-Pckg,Nein,2026-01-26 bis 2026-02-01,2026-01-26,2026-02-01,images_rewe/bamberg_offer_101.jpg,bamberg
REWE Beste Wahl Vegane Creme,Keine Marke,"€ 0,59",,"1 kg = 3,93","versch. Sorten, je 150-g-Becher",Nein,2026-01-26 bis 2026-02-01,2026-01-26,2026-02-01,images_rewe/bamberg_offer_103.jpg,bamberg
Simply V Streichzart Natur,Keine Marke,"€ 1,99",,"1 kg = 13,27",je 150-g-Becher,Nein,2026-01-26 bis 2026-02-01,2026-01-26,2026-02-01,images_rewe/bamberg_offer_104.jpg,bamberg
Innocent Direktsaft,Keine Marke,"€ 2,69",,"1 l = 2,99","Orange, je 900-ml-Fl, zzgl. 0,25 Pfand",Nein,2026-01-26 bis 2026-02-01,2026-01-26,2026-02-01,images_rewe/bamberg_offer_106.jpg,bamberg
Bürger Gnocchi,Keine Marke,"€ 1,79",,"1 kg = 3,58","versch. Sorten, je 500-g-Btl",Nein,2026-01-26 bis 2026-02-01,2026-01-26,2026-02-01,images_rewe/bamberg_offer_107.jpg,bamberg
Burgis Sonntagsknödel,Keine Marke,"€ 1,79",,"1 kg = 3,58",je 500-g-Pckg,Nein,2026-01-26 bis 2026-02-01,2026-01-26,2026-02-01,images_rewe/bamberg_offer_108.jpg,bamberg
Popp Feinster Fleischsalat,Keine Marke,"€ 1,29",,"1 kg = 6,45","versch. Sorten, je 200-g-Becher",Nein,2026-01-26 bis 2026-02-01,2026-01-26,2026-02-01,images_rewe/bamberg_offer_109.jpg,bamberg
Herta Finesse Aufschnitt,Keine Marke,"€ 1,59",,"1 kg = 15,90","versch. Sorten, je 100-g-Pckg",Nein,2026-01-26 bis 2026-02-01,2026-01-26,2026-02-01,images_rewe/bamberg_offer_096.jpg,bamberg
Burgis Knödelinos,Keine Marke,"€ 1,79",,"1 kg = 4,77",je 375-g-Pckg,Nein,2026-01-26 bis 2026-02-01,2026-01-26,2026-02-01,images_rewe/bamberg_offer_110.jpg,bamberg
Shot,Keine Marke,"€ 1,19",,"1 l = 19,83","versch. Sorten, je 60-ml-Fl",Nein,2026-01-26 bis 2026-02-01,2026-01-26,2026-02-01,images_rewe/bamberg_offer_113.jpg,bamberg
REWE Feine Welt Dressing,Keine Marke,"€ 1,29",,"1 l = 6,45","versch. Sorten, je 200-ml-Fl",Nein,2026-01-26 bis 2026-02-01,2026-01-26,2026-02-01,images_rewe/bamberg_offer_114.jpg,bamberg
Frosta Pfannengericht,Keine Marke,"€ 2,79",,"1 kg = 5,58","versch. Sorten, tiefgefroren, je 500-g-Btl",Nein,2026-01-26 bis 2026-02-01,2026-01-26,2026-02-01,images_rewe/bamberg_offer_115.jpg,bamberg
Original Wagner Steinofen Pizza Salami,Keine Marke,"€ 1,89",,"1 kg = 5,91","tiefgefroren, je 320-g-Pckg",Nein,2026-01-26 bis 2026-02-01,2026-01-26,2026-02-01,images_rewe/bamberg_offer_116.jpg,bamberg
Dr Oetker Bistro Baguette,Keine Marke,"€ 1,49",,"1 kg = 5,96","versch. Sorten, tiefgefroren, je 250-g-Pckg",Nein,2026-01-26 bis 2026-02-01,2026-01-26,2026-02-01,images_rewe/bamberg_offer_117.jpg,bamberg
Snickers Original Ice Cream,Keine Marke,"€ 2,29",,"1 l = 9,11","je 251,5-ml-Pckg",Nein,2026-01-26 bis 2026-02-01,2026-01-26,2026-02-01,images_rewe/bamberg_offer_118.jpg,bamberg
Langnese Flutschfinger,Keine Marke,"€ 2,49",,"1 l = 4,86",je 512-ml-Pckg,Nein,2026-01-26 bis 2026-02-01,2026-01-26,2026-02-01,images_rewe/bamberg_offer_119.jpg,bamberg
Coppenrath Wiese Unsere Goldstücke 9 Weizen-Brötchen,Keine Marke,"€ 1,49",,"1 kg = 3,31","tiefgefroren, je 450-g-Btl",Nein,2026-01-26 bis 2026-02-01,2026-01-26,2026-02-01,images_rewe/bamberg_offer_120.jpg,bamberg
The Vegetarian Butcher Lasagn-Yeah,Keine Marke,"€ 2,99",,"1 kg = 7,48","tiefgefroren, je 400-g-Pckg",Nein,2026-01-26 bis 2026-02-01,2026-01-26,2026-02-01,images_rewe/bamberg_offer_122.jpg,bamberg
Coppenrath Wiese Unsere Goldstücke 9 Baguette-Brötchen,Keine Marke,"€ 1,49",,"1 kg = 2,76","tiefgefroren, je 540-g-Btl",Nein,2026-01-26 bis 2026-02-01,2026-01-26,2026-02-01,images_rewe/bamberg_offer_123.jpg,bamberg
Original Wagner Flammkuchen Elsässer Art,Keine Marke,"€ 1,89",,"1 kg = 6,30","tiefgefroren, je 300-g-Pckg",Nein,2026-01-26 bis 2026-02-01,2026-01-26,2026-02-01,images_rewe/bamberg_offer_124.jpg,bamberg
Meine Lieblinge Bio-Graved Lachs oder Bio-Lachs,Keine Marke,"€ 3,79",,"1 kg = 47,38",je 80-g-Pckg,Nein,2026-01-26 bis 2026-02-01,2026-01-26,2026-02-01,images_rewe/bamberg_offer_064.jpg,bamberg
Innocent Saft Blue Break,Keine Marke,"€ 2,69",,"1 l = 3,59","je 750-ml-Fl, zzgl. 0,25 Pfand",Nein,2026-01-26 bis 2026-02-01,2026-01-26,2026-02-01,images_rewe/bamberg_offer_111.jpg,bamberg
Abraham Leichter Genuss Rohschinken,Keine Marke,"€ 1,79",,Kein Mengenpreis,"3% Fett, je 100 g",Nein,2026-01-26 bis 2026-02-01,2026-01-26,2026-02-01,images_rewe/bamberg_offer_095.jpg,bamberg
REWE Beste Wahl Salat Winter Edition,Keine Marke,"€ 0,99",,"1 kg = 8,25",je 120-g-Btl,Nein,2026-01-26 bis 2026-02-01,2026-01-26,2026-02-01,images_rewe/bamberg_offer_112.jpg,bamberg
Hackfleisch gemischt,Keine Marke,"€ 2,99",,"1 kg = 11,96","vom Rind und Schwein, je 250-g-Pckg",Nein,2026-01-26 bis 2026-02-01,2026-01-26,2026-02-01,images_rewe/bamberg_offer_093.jpg,bamberg
Milram Körniger Frischkäse,Keine Marke,"€ 1,99",,"1 kg = 5,69",je 350-g-Becher,Nein,2026-01-26 bis 2026-02-01,2026-01-26,2026-02-01,images_rewe/bamberg_offer_066.jpg,bamberg
El Pozo Iberico Fuetec Spanische Salami,Keine Marke,"€ 2,59",,"1 kg = 17,27",je 150-g-Pckg,Nein,2026-01-26 bis 2026-02-01,2026-01-26,2026-02-01,images_rewe/bamberg_offer_094.jpg,bamberg
Simply V Pizza gerieben,Keine Marke,"€ 1,99",,"1 kg = 11,06","vegan, je 180-g-Btl",Nein,2026-01-26 bis 2026-02-01,2026-01-26,2026-02-01,images_rewe/bamberg_offer_067.jpg,bamberg
Sanella Streichfett,Keine Marke,"€ 1,39",,"1 kg = 3,48",je 400-g-Becher,Nein,2026-01-26 bis 2026-02-01,2026-01-26,2026-02-01,images_rewe/bamberg_offer_068.jpg,bamberg
Exquisa Milder Skyr,Keine Marke,"€ 1,49",,"1 kg = 3,73",je 400-g-Becher,Nein,2026-01-26 bis 2026-02-01,2026-01-26,2026-02-01,images_rewe/bamberg_offer_069.jpg,bamberg
Müller Reine Buttermilch,Keine Marke,"€ 0,59",,"1 kg = 1,18","je 500-g-Fl, zzgl. 0,25 Pfand",Nein,2026-01-26 bis 2026-02-01,2026-01-26,2026-02-01,images_rewe/bamberg_offer_070.jpg,bamberg
Rama zum Braten,Keine Marke,"€ 1,49",,"1 l = 2,98","versch. Sorten, je 500-ml-Fl",Nein,2026-01-26 bis 2026-02-01,2026-01-26,2026-02-01,images_rewe/bamberg_offer_072.jpg,bamberg
Allgäuer Hof-Milch Käsescheiben aus Heumilch,Keine Marke,"€ 1,49",,"1 kg = 14,90","versch. Sorten, je 100-g-Pckg",Nein,2026-01-26 bis 2026-02-01,2026-01-26,2026-02-01,images_rewe/bamberg_offer_074.jpg,bamberg
Allgäuer Hof-Milch Reibekäse,Keine Marke,"€ 1,79",,"1 kg = 11,93","versch. Sorten, je 150-g-Pckg",Nein,2026-01-26 bis 2026-02-01,2026-01-26,2026-02-01,images_rewe/bamberg_offer_075.jpg,bamberg
REWE Regional Frisches Hähnchen-Brustfilet,Keine Marke,"€ 6,99",,"1 kg = 12,71","Teilstück, je 550-g-Pckg",Nein,2026-01-26 bis 2026-02-01,2026-01-26,2026-02-01,images_rewe/bamberg_offer_076.jpg,bamberg
Exquisa Quark Genuss,Keine Marke,"€ 1,49",,"1 kg = 2,98","Erdbeere, 0,2% Fett, je 500-g-Becher",Nein,2026-01-26 bis 2026-02-01,2026-01-26,2026-02-01,images_rewe/bamberg_offer_077.jpg,bamberg
Wilhelm Brandenburg Leberwurst mit Kalbfleisch,Keine Marke,"€ 0,99",,Kein Mengenpreis,je 100 g,Nein,2026-01-26 bis 2026-02-01,2026-01-26,2026-02-01,images_rewe/bamberg_offer_078.jpg,bamberg
Citterio Mailänder Salami Strafino,Keine Marke,"€ 1,99",,Kein Mengenpreis,je 100 g,Nein,2026-01-26 bis 2026-02-01,2026-01-26,2026-02-01,images_rewe/bamberg_offer_079.jpg,bamberg
Andechser Natur Körniger Bio-Frischkäse,Keine Marke,"€ 1,49",,"1 kg = 7,45",je 200-g-Becher,Nein,2026-01-26 bis 2026-02-01,2026-01-26,2026-02-01,images_rewe/bamberg_offer_073.jpg,bamberg
Rinder-Markknochen,Keine Marke,"€ 4,49",,Kein Mengenpreis,"SB-verpackt, je 1 kg",Nein,2026-01-26 bis 2026-02-01,2026-01-26,2026-02-01,images_rewe/bamberg_offer_089.jpg,bamberg
REWE Regional Frisches Hähnchen-Innenbrustfilet,Keine Marke,"€ 4,44",,"1 kg = 12,69",je 350-g-Pckg,Nein,2026-01-26 bis 2026-02-01,2026-01-26,2026-02-01,images_rewe/bamberg_offer_091.jpg,bamberg
Andechser Natur Bio-Frischkäse mit Joghurt,Keine Marke,"€ 1,49",,"1 kg = 8,51","Natur, je 175-g-Pckg",Nein,2026-01-26 bis 2026-02-01,2026-01-26,2026-02-01,images_rewe/bamberg_offer_080.jpg,bamberg
