Produkt,Preis,Preis_kg,Hinweis,Gueltig_von,Gueltig_bis,Bildpfad
"Vescovino Frizzante Secco, Hugo, Spritz oder Alkoholfrei",€ 1.49,"1 l = 1,99 €","verschiedene Sorten, 0,75 Liter Flasche, (1 l = 1,99 €)",2026-02-02,2026-02-07,images_edeka/vescovino-frizzante-secco-hugo-spritz-oder-alkoholfrei.jpg
Blanchet Wein,€ 2.49,"1 l = 3,32 €","aus Frankreich, verschiedene Sorten, 0,75 Liter Flasche, (1 l = 3,32 €)",2026-02-02,2026-02-07,images_edeka/blanchet-wein.jpg
"Juliusspital Gutswein, Secco oder Alkoholfrei",€ 6.49,"1 l = 8,65 €","verschiedene Sorten, aus Franken, 0,75 Liter Flasche, (1 l = 8,65 €)",2026-02-02,2026-02-07,images_edeka/juliusspital-gutswein-secco-oder-alkoholfrei.jpg
Tanqueray Gin,€ 15.99,"1 l = 22,84 €","verschiedene Sorten oder Alkoholfrei, 0,00-43,1 % Vol., 0,7 Liter Flasche, (1 l = 22,84 €)",2026-02-02,2026-02-07,images_edeka/tanqueray-gin.jpg
Chantré Weinbrand,€ 5.99,"1 l = 8,56 €","verschiedene Sorten oder Creme Sahnelikör, 15-36 % Vol., 0,7 Liter Flasche, (1 l = 8,56 €)",2026-02-02,2026-02-07,images_edeka/chantr-weinbrand.jpg
GWF Tischlein Deck' Dich Wein,€ 4.99,"1 l = 6,65 €","aus Franken, verschiedene Sorten, 0,75 Liter Flasche, (1 l = 6,65 €)",2026-02-02,2026-02-07,images_edeka/gwf-tischlein-deck-dich-wein.jpg
Rendezvous Eierlikör,€ 3.99,"1 l = 5,70 €","20 % Vol., 0,7 Liter Flasche, (1 l = 5,70 €)",2026-02-02,2026-02-07,images_edeka/rendezvous-eierlik-r.jpg
Mionetto Prosecco DOC,€ 5.99,"1 l = 7,99 €","verschiedene Sorten oder Alkoholfrei, 0,75 Liter Flasche, (1 l = 7,99 €)",2026-02-02,2026-02-07,images_edeka/mionetto-prosecco-doc.jpg
ouzo of plomari,€ 8.99,"1 l = 12,84 €","verschiedene Sorten, 34/40 % Vol. Je nach Verfügbarkeit des Marktes., 0,7 Liter Flasche, (1 l = 12,84 €)",2026-02-02,2026-02-07,images_edeka/ouzo-of-plomari.jpg
Lillet Apéritif,€ 9.99,"1 l = 13,32 €","verschiedene Sorten, 17 % Vol., 0,75 Liter Flasche, (1 l = 13,32 €)",2026-02-02,2026-02-07,images_edeka/lillet-ap-ritif.jpg
Dr Pepper koffeinhaltige Limonade,€ 1.49,"1 l = 1,19 €","verschiedene Sorten, 1,25 Liter Flasche + 0,25 Pfand, (1 l = 1,19 €)",2026-02-02,2026-02-07,images_edeka/dr-pepper-koffeinhaltige-limonade.jpg
Karlsberg Mixery,€ 0.99,"1 l = 1,98 €","verschiedene Sorten Ausgenommen Karlsberg Mixery Ultimate., 0,5 Liter Dose + 0,25 Pfand, (1 l = 1,98 €)",2026-02-02,2026-02-07,images_edeka/karlsberg-mixery.jpg
Vitrex natürliches Mineralwasser,€ 3.49,"1 l = 0,39 €","verschiedene Sorten entspricht Einzelpreis von 0,59 €, 6 x 1,5 Liter Packung + 1,50 Pfand, (1 l = 0,39 €)",2026-02-02,2026-02-07,images_edeka/vitrex-nat-rliches-mineralwasser.jpg
Valensina Saft oder Nektar,€ 1.79,"1 l = 1,79 €","verschiedene Sorten, 1 Liter Flasche + 0,25 Pfand, (1 l = 1,79 €)",2026-02-02,2026-02-07,images_edeka/valensina-saft-oder-nektar.jpg
fuze tea,€ 1.29,"1 l = 1,03 €","verschiedene Sorten, 1,25 Liter Flasche + 0,25 Pfand, (1 l = 1,03 €)",2026-02-02,2026-02-07,images_edeka/fuze-tea.jpg
Schweppes Classic,€ 1.49,"1 l = 1,19 €","verschiedene Sorten, 1,25 Liter Flasche + 0,25 Pfand, (1 l = 1,19 €)",2026-02-02,2026-02-07,images_edeka/schweppes-classic.jpg
Anheuser-Busch Bud Beer,€ 0.99,"1 l = 3,00 €","0,33 Liter Dose + 0,25 Pfand, (1 l = 3,00 €)",2026-02-02,2026-02-07,images_edeka/anheuser-busch-bud-beer.jpg
Booster Energy Drink,€ 0.69,"1 l = 2,09 €","verschiedene Sorten, 0,33 Liter Dose + 0,25 Pfand, (1 l = 2,09 €)",2026-02-02,2026-02-07,images_edeka/booster-energy-drink.jpg
Booster Energy Drink 4 Life,€ 0.69,"1 l = 1,38 €","Fusion, Alpha oder Clash Je nach Verfügbarkeit des Marktes., 0,5 Liter Dose + 0,25 Pfand, (1 l = 1,38 €)",2026-02-02,2026-02-07,images_edeka/booster-energy-drink-4-life.jpg
Desperados Original,€ 1.49,"1 l = 2,98 €","Bier mit aguardiente Aroma Je nach Verfügbarkeit des Marktes., 0,5 Liter Dose + 0,25 Pfand, (1 l = 2,98 €)",2026-02-02,2026-02-07,images_edeka/desperados-original.jpg
Corona mexikanisches Bier,€ 6.49,"1 l = 3,05 €","verschiedene Sorten, 6 x 0,355 Liter Packung + 0,48 Pfand, (1 l = 3,05 €)",2026-02-02,2026-02-07,images_edeka/corona-mexikanisches-bier.jpg
Krombacher Bier,€ 3.99,"1 l = 2,02 €","verschiedene Sorten, 6 x 0,33 Liter Packung + 0,48 Pfand, (1 l = 2,02 €)",2026-02-02,2026-02-07,images_edeka/krombacher-bier.jpg
Franziskaner Weissbier,€ 13.99,"1 l = 1,40 €","verschiedene Sorten, 20 x 0,5 Liter Kasten + 3,10 Pfand, (1 l = 1,40 €)",2026-02-02,2026-02-07,images_edeka/franziskaner-weissbier.jpg
Gösser Natur Radler,€ 14.99,"1 l = 1,50 €","20 x 0,5 Liter Kasten + 3,10 Pfand, (1 l = 1,50 €)",2026-02-02,2026-02-07,images_edeka/g-sser-natur-radler.jpg
Lösch-Zwerg Bierspezialität,€ 12.99,"1 l = 1,97 €","verschiedene Sorten, 20 x 0,33 Liter Kasten + 3,10 Pfand, (1 l = 1,97 €)",2026-02-02,2026-02-07,images_edeka/l-sch-zwerg-bierspezialit-t.jpg
Unbekannt_164,?,,"*Rabatt bereits bei der Preisauszeichnung im Markt berücksichtigt. Produkte können je nach Marktausstattung variieren. Niedrigster Gesamtpreis der letzten 30 Tage: € 1,49",2026-02-02,2026-02-07,
Milka Schokolade,€ 1.99,"1 kg = 22,11 €","verschiedene Sorten *Je nach Verfügbarkeit des Marktes., 85*-100 g Tafel, (1 kg = 22,11 €)",2026-02-02,2026-02-07,images_edeka/milka-schokolade.jpg
Lorenz Crunchips,€ 0.99,,verschiedene Sorten,2026-02-02,2026-02-07,images_edeka/lorenz-crunchips.jpg
Gut & Günstig Pistazien,€ 2.99,"1 kg = 11,96 €","verschiedene Sorten, 250 g Packung, (1 kg = 11,96 €)",2026-02-02,2026-02-07,images_edeka/gut-g-nstig-pistazien.jpg
EDEKA Herzstücke Cookies,€ 1.79,,verschiedene Sorten,2026-02-02,2026-02-07,images_edeka/edeka-herzst-cke-cookies.jpg
Lorenz Nic Nacs,€ 0.99,"1 kg = 9,00 €","verschiedene Sorten, 110 g Packung, (1 kg = 9,00 €)",2026-02-02,2026-02-07,images_edeka/lorenz-nic-nacs.jpg
Chio Tortillas,€ 1.11,"1 kg = 10,09 €","verschiedene Sorten, 110 g Packung, (1 kg = 10,09 €)",2026-02-02,2026-02-07,images_edeka/chio-tortillas.jpg
funny-frisch Pom-Bär oder Chipsfrisch,€ 1.99,,"verschiedene Sorten, 4er",2026-02-02,2026-02-07,images_edeka/funny-frisch-pom-b-r-oder-chipsfrisch.jpg
Cheez-it,€ 1.99,"1 kg = 16,58 €","verschiedene Sorten, 120 g Packung, (1 kg = 16,58 €)",2026-02-02,2026-02-07,images_edeka/cheez-it.jpg
Oreo Kekse,€ 1.29,,verschiedene Sorten,2026-02-02,2026-02-07,images_edeka/oreo-kekse.jpg
"Mars, Twix, Snickers, Bounty oder Milky Way",€ 2.99,"1 kg = 13,17 €","Mini Schokoriegel, 227 g Packung, (1 kg = 13,17 €)",2026-02-02,2026-02-07,images_edeka/mars-twix-snickers-bounty-oder-milky-way.jpg
Katjes Family Fruchtgummi,€ 0.89,"1 kg = 2,97 €","verschiedene Sorten, vegetarisch Je nach Verfügbarkeit des Marktes., 300 g Packung, (1 kg = 2,97 €)",2026-02-02,2026-02-07,images_edeka/katjes-family-fruchtgummi.jpg
M&M´s,€ 1.69,,verschiedene Sorten,2026-02-02,2026-02-07,images_edeka/m-m-s.jpg
kinder Schoko-Bons,€ 3.99,"1 kg = 11,40 €","Nur solange der Vorrat reicht., 300 g Packung + 50 g gratis, (1 kg = 11,40 €)",2026-02-02,2026-02-07,images_edeka/kinder-schoko-bons.jpg
Leibniz Choco Keks,€ 1.99,"1 kg = 15,92 €","verschiedene Sorten, 125 g Packung, (1 kg = 15,92 €)",2026-02-02,2026-02-07,images_edeka/leibniz-choco-keks.jpg
Ritter Sport Duo,€ 2.99,"1 kg = 13,72 €","verschiedene Sorten, 218 g Tafel, (1 kg = 13,72 €)",2026-02-02,2026-02-07,images_edeka/ritter-sport-duo.jpg
mentos,€ 1.49,"1 kg = 13,07 €","verschiedene Sorten, 3er, 114 g Packung, (1 kg = 13,07 €)",2026-02-02,2026-02-07,images_edeka/mentos.jpg
Toblerone,€ 1.79,"1 kg = 17,90 €","100 g Packung, (1 kg = 17,90 €)",2026-02-02,2026-02-07,images_edeka/toblerone.jpg
Trumpf Edle Tropfen in Nuss,€ 2.99,"1 kg = 11,96 €","verschiedene Sorten, 250 g Packung, (1 kg = 11,96 €)",2026-02-02,2026-02-07,images_edeka/trumpf-edle-tropfen-in-nuss.jpg
Chio Popcorn,€ 1.59,"1 kg = 13,25 €","verschiedene Sorten, 120 g Packung, (1 kg = 13,25 €)",2026-02-02,2026-02-07,images_edeka/chio-popcorn.jpg
Unbekannt_184,?,,"*Rabatt bereits bei der Preisauszeichnung im Markt berücksichtigt. Produkte können je nach Marktausstattung variieren. Niedrigster Gesamtpreis der letzten 30 Tage: € 2,29",2026-02-02,2026-02-07,
Persil Vollwaschmittel,€ 16.99,,verschiedene Sorten,2026-02-02,2026-02-07,images_edeka/persil-vollwaschmittel.jpg
Kuschelweich Weichspüler,€ 1.49,"1 por = 0,04 €","verschiedene Sorten, 38 WL Flasche, (1 por = 0,04 €)",2026-02-02,2026-02-07,images_edeka/kuschelweich-weichsp-ler.jpg
Somat Maschinengeschirr-Reiniger,€ 7.99,,verschiedene Sorten,2026-02-02,2026-02-07,images_edeka/somat-maschinengeschirr-reiniger.jpg
Palmolive Geschirrspülmittel,€ 1.29,"1 l = 1,72 €","verschiedene Sorten Je nach Verfügbarkeit des Marktes., 750 ml Flasche, (1 l = 1,72 €)",2026-02-02,2026-02-07,images_edeka/palmolive-geschirrsp-lmittel.jpg
Zewa wisch & weg Küchentücher,€ 2.49,,"verschiedene Sorten, 2 x 72-4 x 74 Blatt Packung",2026-02-02,2026-02-07,images_edeka/zewa-wisch-weg-k-chent-cher.jpg
L’Oréal Paris Elnett Haarspray,€ 3.99,"1 l = 13,30 €","verschiedene Sorten, 300 ml Dose, (1 l = 13,30 €)",2026-02-02,2026-02-07,images_edeka/l-or-al-paris-elnett-haarspray.jpg
Rexona Deospray,€ 1.99,"1 l = 13,27 €","verschiedene Sorten Ausgenommen Maximum und Nonstop Protection., 150 ml Dose, (1 l = 13,27 €)",2026-02-02,2026-02-07,images_edeka/rexona-deospray.jpg
Colgate Total Zahncreme,€ 2.69,"1 l = 35,87 €","verschiedene Sorten, 75 ml Packung, (1 l = 35,87 €)",2026-02-02,2026-02-07,images_edeka/colgate-total-zahncreme.jpg
Hakle Toilettenpapier,€ 2.99,,"verschiedene Sorten, 3-lagig, 8 x 150 Blatt Packung",2026-02-02,2026-02-07,images_edeka/hakle-toilettenpapier.jpg
Unbekannt_194,?,,,2026-02-02,2026-02-07,
Vitakraft Hunde-Snacks,€ 1.79,"1 kg = 22,38 €","verschiedene Sorten, 80 g Packung, (1 kg = 22,38 €)",2026-02-02,2026-02-07,images_edeka/vitakraft-hunde-snacks.jpg
animonda Hundenahrung,€ 1.29,"1 kg = 3,23 €","verschiedene Sorten, 400 g Dose, (1 kg = 3,23 €)",2026-02-02,2026-02-07,images_edeka/animonda-hundenahrung.jpg
Unbekannt_197,?,,,2026-02-02,2026-02-07,
Roggenkruste,€ 1.39,"1 kg = 1,31 €","Abbildung ähnlich., 1000 g Laib, (1 kg = 1,31 €)",2026-02-02,2026-02-07,images_edeka/roggenkruste.jpg
Mehrkornbrötchen,€ 0.29,,"Abbildung ähnlich., Stück",2026-02-02,2026-02-07,images_edeka/mehrkornbr-tchen.jpg
Mehrkornbrötchen,€ 0.29,,"Abbildung ähnlich., Stück",2026-02-02,2026-02-07,images_edeka/mehrkornbr-tchen.jpg
Käseschnecke,€ 0.79,,"Plunderteigling mit Käsecremefüllung und -scheibe Abbildung ähnlich., Stück",2026-02-02,2026-02-07,images_edeka/k-seschnecke.jpg
Nuss-Nougat Croissant,€ 0.55,,"Abbildung ähnlich., Stück",2026-02-02,2026-02-07,images_edeka/nuss-nougat-croissant.jpg
Krapfen,€ 0.29,,"mit Hiffenmark-Füllung Abbildung ähnlich., Stück",2026-02-02,2026-02-07,images_edeka/krapfen.jpg
Toscana Brötchen,€ 0.39,,"Abbildung ähnlich., Stück",2026-02-02,2026-02-07,images_edeka/toscana-br-tchen.jpg
Unbekannt_205,?,,,2026-02-02,2026-02-07,
