Produkt,Marke,Preis,Vorheriger Preis,Preis_kg,Hinweis,Nur_online,Gueltig_raw,Gueltig_von,Gueltig_bis,Bildpfad,assigned_labels,nutrition_link,reference_row_id,rough_match_observation_ids,exact_match_observation_ids,reference_row_id.1,rough_match_observation_ids.1,exact_match_observation_ids.1
Edel Nougat-Eier,Favorina,"€ 1,86",,"1 kg = 12,40",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_lidl/lidl_offer_220.jpg,"cat_knabbern_naschen,tag_ultra_processed",,ref_000220,obs_0000030990|obs_0000018764|obs_0000017785|obs_0000022402|obs_0000018429|obs_0000001547|obs_0000015463|obs_0000008570,obs_0000030990,ref_000220,obs_0000030990|obs_0000018764|obs_0000017785|obs_0000022402|obs_0000018429|obs_0000001547|obs_0000015463|obs_0000008570,obs_0000030990
Gefüllte Schokoladen-Eier Vollmilch,Favorina,"€ 1,71",,"pro Einheit = 2,29",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_lidl/lidl_offer_221.jpg,"cat_knabbern_naschen,diet_vegetarian,tag_ultra_processed",,ref_000221,obs_0000008570|obs_0000001050|obs_0000031903,,ref_000221,obs_0000008570|obs_0000001050|obs_0000031903,
Gefüllte Schokoladen-Eier,Favorina,"€ 2,09",,"pro Einheit = 2,79",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_lidl/lidl_offer_222.jpg,"cat_knabbern_naschen,diet_vegetarian,tag_ultra_processed",,ref_000222,obs_0000008570,,ref_000222,obs_0000008570,
Schokoladen-Eier,Favorina,"€ 3,36",,"pro Einheit = 4,49",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_lidl/lidl_offer_223.jpg,"cat_knabbern_naschen,diet_vegetarian,tag_ultra_processed",BLS-S672000,ref_000223,obs_0000008570,,ref_000223,obs_0000008570,
Schoko-Eier zum Löffeln,Favorina,"€ 2,09",,"pro Einheit = 2,79",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_lidl/lidl_offer_224.jpg,"cat_knabbern_naschen,diet_vegetarian,tag_ultra_processed",,ref_000224,obs_0000008570,,ref_000224,obs_0000008570,
Gefüllte Eier und Figuren Mix,Favorina,"€ 2,24",,"pro Einheit = 2,99",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_lidl/lidl_offer_225.jpg,"cat_non_food,diet_vegetarian,tag_ultra_processed",,ref_000225,obs_0000024700|obs_0000008570,,ref_000225,obs_0000024700|obs_0000008570,
Gefüllte Schokoladen-Eier,Favorina,"€ 1,86",,"pro Einheit = 2,49",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_lidl/lidl_offer_226.jpg,"cat_knabbern_naschen,diet_vegetarian,tag_ultra_processed",,ref_000226,obs_0000008570,,ref_000226,obs_0000008570,
Frühlingsmandeln,Favorina,"€ 2,24",,"pro Einheit = 2,99",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_lidl/lidl_offer_227.jpg,"cat_knabbern_naschen,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food",,ref_000227,,,ref_000227,,
Osterfiguren,Favorina,"€ 1,34",,"pro Einheit = 1,79",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_lidl/lidl_offer_228.jpg,"cat_non_food,diet_gluten_free",,ref_000228,obs_0000001707|obs_0000001621,,ref_000228,obs_0000001707|obs_0000001621,
Feinste Baumkuchenspitzen,Favorina,"€ 2,24",,"pro Einheit = 2,99",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_lidl/lidl_offer_230.jpg,"cat_fleisch_wurst,diet_gluten_free,diet_vegetarian",BLS-D6A2000,ref_000230,obs_0000016469|obs_0000021150|obs_0000017192|obs_0000020331|obs_0000025470|obs_0000000008|obs_0000004696|obs_0000003718|obs_0000004269|obs_0000003842|obs_0000003061,obs_0000016469|obs_0000021150|obs_0000017192|obs_0000020331|obs_0000025470,ref_000230,obs_0000016469|obs_0000021150|obs_0000017192|obs_0000020331|obs_0000025470|obs_0000000008|obs_0000004696|obs_0000003718|obs_0000004269|obs_0000003842|obs_0000003061,obs_0000016469|obs_0000021150|obs_0000017192|obs_0000020331|obs_0000025470
Feine Schokoladenfiguren,Favorina,"€ 1,34",,"pro Einheit = 1,79",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_lidl/lidl_offer_231.jpg,"cat_knabbern_naschen,diet_vegetarian,tag_ultra_processed",,ref_000231,obs_0000016582|obs_0000016692|obs_0000017139|obs_0000017200,obs_0000016582|obs_0000016692|obs_0000017139|obs_0000017200,ref_000231,obs_0000016582|obs_0000016692|obs_0000017139|obs_0000017200,obs_0000016582|obs_0000016692|obs_0000017139|obs_0000017200
Gefüllte Schokoladen-Eier,Favorina,"€ 1,71",,"pro Einheit = 2,29",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_lidl/lidl_offer_232.jpg,"cat_knabbern_naschen,diet_vegetarian,tag_ultra_processed",,ref_000232,obs_0000008570,,ref_000232,obs_0000008570,
Edel Marzipan Ei,Favorina,"€ 1,11",,"pro Einheit = 1,49",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_lidl/lidl_offer_233.jpg,"cat_knabbern_naschen,diet_lactose_free,diet_vegan,tag_ultra_processed",,ref_000233,obs_0000001700|obs_0000026458|obs_0000027098,,ref_000233,obs_0000001700|obs_0000026458|obs_0000027098,
Edel-Marzipan Baumstamm,Favorina,"€ 0,96",,"pro Einheit = 1,29",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_lidl/lidl_offer_234.jpg,"cat_knabbern_naschen,tag_ultra_processed",,ref_000234,obs_0000026458|obs_0000027098,obs_0000020533|obs_0000025673|obs_0000016540|obs_0000021352|obs_0000025574,ref_000234,obs_0000026458|obs_0000027098,obs_0000020533|obs_0000025673|obs_0000016540|obs_0000021352|obs_0000025574
Kleine Schokoladenkäfer,Favorina,"€ 1,86",,"pro Einheit = 2,49",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_lidl/lidl_offer_235.jpg,"cat_knabbern_naschen,diet_vegetarian,tag_ultra_processed",,ref_000235,,,ref_000235,,
The Targe Highland Single Grain Scotch Whisky 25 Jahre,The Targe Highland Single Grain Scotch Whisky 25 Jahre,"€ 44,99",,"pro Einheit = 59,99",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_lidl/lidl_offer_236.jpg,cat_getraenke,,ref_000236,obs_0000024597|obs_0000016430|obs_0000017141|obs_0000024915|obs_0000025945|obs_0000018029|obs_0000017398|obs_0000018810,obs_0000024597,ref_000236,obs_0000024597|obs_0000016430|obs_0000017141|obs_0000024915|obs_0000025945|obs_0000018029|obs_0000017398|obs_0000018810,obs_0000024597
Vodka,Belvedere,"€ 29,99",,"pro Einheit = 44,99",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_lidl/lidl_offer_237.jpg,cat_getraenke,BLS-P712000,ref_000237,obs_0000035049|obs_0000008713|obs_0000020363|obs_0000012175|obs_0000012431|obs_0000009883|obs_0000034845|obs_0000013474|obs_0000019368|obs_0000015665|obs_0000021182|obs_0000009791|obs_0000028354|obs_0000008904|obs_0000009420|obs_0000002903|obs_0000024028|obs_0000026846|obs_0000009320|obs_0000022378|obs_0000034034|obs_0000011132|obs_0000024448|obs_0000005634|obs_0000019334|obs_0000028940|obs_0000026134|obs_0000013345|obs_0000020001|obs_0000010156|obs_0000014636|obs_0000007087|obs_0000008370|obs_0000005814|obs_0000003389|obs_0000006212|obs_0000030027|obs_0000002273|obs_0000006369|obs_0000018913|obs_0000007909|obs_0000006897|obs_0000027000|obs_0000006009|obs_0000029435|obs_0000032135|obs_0000018832|obs_0000026002|obs_0000029083|obs_0000007459,obs_0000035049|obs_0000008713|obs_0000020363|obs_0000012175|obs_0000012431|obs_0000009883|obs_0000034845|obs_0000013474|obs_0000019368|obs_0000015665|obs_0000021182|obs_0000009791|obs_0000028354|obs_0000008904|obs_0000009420|obs_0000002903|obs_0000024028|obs_0000026846|obs_0000009320|obs_0000022378|obs_0000034034|obs_0000011132|obs_0000024448,ref_000237,obs_0000035049|obs_0000008713|obs_0000020363|obs_0000012175|obs_0000012431|obs_0000009883|obs_0000034845|obs_0000013474|obs_0000019368|obs_0000015665|obs_0000021182|obs_0000009791|obs_0000028354|obs_0000008904|obs_0000009420|obs_0000002903|obs_0000024028|obs_0000026846|obs_0000009320|obs_0000022378|obs_0000034034|obs_0000011132|obs_0000024448|obs_0000005634|obs_0000019334|obs_0000028940|obs_0000026134|obs_0000013345|obs_0000020001|obs_0000010156|obs_0000014636|obs_0000007087|obs_0000008370|obs_0000005814|obs_0000003389|obs_0000006212|obs_0000030027|obs_0000002273|obs_0000006369|obs_0000018913|obs_0000007909|obs_0000006897|obs_0000027000|obs_0000006009|obs_0000029435|obs_0000032135|obs_0000018832|obs_0000026002|obs_0000029083|obs_0000007459,obs_0000035049|obs_0000008713|obs_0000020363|obs_0000012175|obs_0000012431|obs_0000009883|obs_0000034845|obs_0000013474|obs_0000019368|obs_0000015665|obs_0000021182|obs_0000009791|obs_0000028354|obs_0000008904|obs_0000009420|obs_0000002903|obs_0000024028|obs_0000026846|obs_0000009320|obs_0000022378|obs_0000034034|obs_0000011132|obs_0000024448
Ruby L Ap ro mit Geschenkbox und Glas,Pampelle,"€ 16,99",,"pro Einheit = 19,99",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_lidl/lidl_offer_238.jpg,cat_non_food,,ref_000238,obs_0000024931,,ref_000238,obs_0000024931,
Blended Scotch Whisky 21 Jahre Port Cask Finish,Glenalba,"€ 39,99",,"pro Einheit = 59,99",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_lidl/lidl_offer_239.jpg,cat_getraenke,,ref_000239,obs_0000022043|obs_0000018988|obs_0000017871|obs_0000025090|obs_0000021135|obs_0000024595|obs_0000021029|obs_0000018866|obs_0000022834|obs_0000018871|obs_0000018888|obs_0000020316|obs_0000020210|obs_0000018803|obs_0000017271|obs_0000021888|obs_0000016158,obs_0000025090|obs_0000021135|obs_0000022043|obs_0000021029|obs_0000018988|obs_0000022834|obs_0000018871|obs_0000017871|obs_0000020316|obs_0000020210|obs_0000021888,ref_000239,obs_0000022043|obs_0000018988|obs_0000017871|obs_0000025090|obs_0000021135|obs_0000024595|obs_0000021029|obs_0000018866|obs_0000022834|obs_0000018871|obs_0000018888|obs_0000020316|obs_0000020210|obs_0000018803|obs_0000017271|obs_0000021888|obs_0000016158,obs_0000025090|obs_0000021135|obs_0000022043|obs_0000021029|obs_0000018988|obs_0000022834|obs_0000018871|obs_0000017871|obs_0000020316|obs_0000020210|obs_0000021888
Speyside Single Malt Scotch Whisky 25 Jahre,Ben Bracken,"€ 69,99",,"pro Einheit = 84,99",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_lidl/lidl_offer_240.jpg,"cat_non_food,diet_vegetarian",,ref_000240,obs_0000018878|obs_0000020040|obs_0000018230|obs_0000020859|obs_0000025011|obs_0000019418|obs_0000021544|obs_0000020725|obs_0000021815|obs_0000016229|obs_0000019846|obs_0000017072|obs_0000016202|obs_0000017414|obs_0000024593|obs_0000017449|obs_0000025948|obs_0000018807|obs_0000015919|obs_0000020036|obs_0000017533|obs_0000019629|obs_0000015074|obs_0000020855|obs_0000018845|obs_0000025037|obs_0000024920|obs_0000016430|obs_0000020037|obs_0000017141|obs_0000020856|obs_0000008607|obs_0000018872|obs_0000025019|obs_0000024596|obs_0000007258|obs_0000007456|obs_0000007090|obs_0000016836,obs_0000021544|obs_0000020040|obs_0000020725|obs_0000018230|obs_0000021815|obs_0000016229|obs_0000020859|obs_0000019846|obs_0000025011|obs_0000018878|obs_0000019418,ref_000240,obs_0000018878|obs_0000020040|obs_0000018230|obs_0000020859|obs_0000025011|obs_0000019418|obs_0000021544|obs_0000020725|obs_0000021815|obs_0000016229|obs_0000019846|obs_0000017072|obs_0000016202|obs_0000017414|obs_0000024593|obs_0000017449|obs_0000025948|obs_0000018807|obs_0000015919|obs_0000020036|obs_0000017533|obs_0000019629|obs_0000015074|obs_0000020855|obs_0000018845|obs_0000025037|obs_0000024920|obs_0000016430|obs_0000020037|obs_0000017141|obs_0000020856|obs_0000008607|obs_0000018872|obs_0000025019|obs_0000024596|obs_0000007258|obs_0000007456|obs_0000007090|obs_0000016836,obs_0000021544|obs_0000020040|obs_0000020725|obs_0000018230|obs_0000021815|obs_0000016229|obs_0000020859|obs_0000019846|obs_0000025011|obs_0000018878|obs_0000019418
Pastis de Marseille,Duval,"€ 11,11",,"pro Einheit = 13,99",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_lidl/lidl_offer_241.jpg,"cat_grundnahrung,diet_vegan,diet_vegetarian,sub_nudeln",,ref_000241,obs_0000020525|obs_0000021680|obs_0000021344|obs_0000024433|obs_0000024009,,ref_000241,obs_0000020525|obs_0000021680|obs_0000021344|obs_0000024433|obs_0000024009,
Costi res de N mes AOP Ros wein trocken,Costi res de N mes AOP Ros wein trocken,"€ 4,79",,"pro Einheit = 5,99",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_lidl/lidl_offer_242.jpg,cat_getraenke,,ref_000242,obs_0000024449|obs_0000024024|obs_0000018444|obs_0000024603,obs_0000024449|obs_0000024024,ref_000242,obs_0000024449|obs_0000024024|obs_0000018444|obs_0000024603,obs_0000024449|obs_0000024024
Barolo Riserva DOCG Rotwein trocken,Barolo Riserva DOCG Rotwein trocken,"€ 14,99",,"pro Einheit = 19,99",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_lidl/lidl_offer_243.jpg,cat_getraenke,,ref_000243,obs_0000023224|obs_0000035018|obs_0000017149|obs_0000008611|obs_0000016709|obs_0000019814,obs_0000023224,ref_000243,obs_0000023224|obs_0000035018|obs_0000017149|obs_0000008611|obs_0000016709|obs_0000019814,obs_0000023224
Handcrafted Cabernet Sauvignon Merlot Rotwein trocken,Stellenbosch,"€ 7,77",,"1 l = 10,36",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_lidl/lidl_offer_244.jpg,cat_getraenke,,ref_000244,obs_0000019515|obs_0000008375|obs_0000026185,,ref_000244,obs_0000019515|obs_0000008375|obs_0000026185,
Weißburgunder QbA Weißwein trocken,Weißburgunder QbA Weißwein trocken,"€ 5,99",,"pro Einheit = 9,99",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_lidl/lidl_offer_245.jpg,cat_getraenke,,ref_000245,obs_0000022841|obs_0000028934|obs_0000033826|obs_0000032946|obs_0000025153,,ref_000245,obs_0000022841|obs_0000028934|obs_0000033826|obs_0000032946|obs_0000025153,
Champagne Defontaine Premium brut,Sansibar Deluxe,"€ 11,99",,"pro Einheit = 12,99",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_lidl/lidl_offer_246.jpg,cat_getraenke,,ref_000246,obs_0000011595|obs_0000013830,obs_0000019708,ref_000246,obs_0000011595|obs_0000013830,obs_0000019708
I Frati Lugana DOC Weißwein trocken,C dei Frati,"€ 13,90",,"pro Einheit = 14,90",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_lidl/lidl_offer_247.jpg,cat_getraenke,,ref_000247,obs_0000020767|obs_0000019109|obs_0000025424|obs_0000021586|obs_0000028821|obs_0000017309|obs_0000019745|obs_0000022305|obs_0000003514|obs_0000025153|obs_0000016192|obs_0000017865|obs_0000024925,,ref_000247,obs_0000020767|obs_0000019109|obs_0000025424|obs_0000021586|obs_0000028821|obs_0000017309|obs_0000019745|obs_0000022305|obs_0000003514|obs_0000025153|obs_0000016192|obs_0000017865|obs_0000024925,
FreeSecco 0 0 alkoholfrei,FreeSecco 0 0 alkoholfrei,"€ 5,99",,"1 l = 7,99",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_lidl/lidl_offer_248.jpg,cat_getraenke,,ref_000248,obs_0000023416|obs_0000011150|obs_0000034225,,ref_000248,obs_0000023416|obs_0000011150|obs_0000034225,
Kids Kinder-Pantoletten,Esmara,"€ 5,99",,"pro Einheit = 5,99",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_lidl/lidl_offer_249.jpg,"cat_non_food,tag_ultra_processed",,ref_000249,,,ref_000249,,
Jeans Slim Fit,Lupilu,"€ 4,99",,"pro Einheit = 4,99",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_lidl/lidl_offer_250.jpg,cat_non_food,,ref_000250,obs_0000023097|obs_0000001142|obs_0000001625,,ref_000250,obs_0000023097|obs_0000001142|obs_0000001625,
Sneaker,Lupilu,"€ 5,99",,"pro Einheit = 5,99",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_lidl/lidl_offer_251.jpg,cat_non_food,,ref_000251,obs_0000001144|obs_0000012571|obs_0000012599|obs_0000013987|obs_0000002479|obs_0000003187|obs_0000023875|obs_0000024302|obs_0000004405|obs_0000000313|obs_0000004832|obs_0000003104|obs_0000014179|obs_0000003978|obs_0000030037,obs_0000001144,ref_000251,obs_0000001144|obs_0000012571|obs_0000012599|obs_0000013987|obs_0000002479|obs_0000003187|obs_0000023875|obs_0000024302|obs_0000004405|obs_0000000313|obs_0000004832|obs_0000003104|obs_0000014179|obs_0000003978|obs_0000030037,obs_0000001144
Lightweight-Jacke,Lupilu,"€ 9,99",,"pro Einheit = 9,99",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_lidl/lidl_offer_252.jpg,cat_non_food,,ref_000252,obs_0000023877|obs_0000024301|obs_0000010284|obs_0000018628|obs_0000022242,obs_0000023877|obs_0000024301,ref_000252,obs_0000023877|obs_0000024301|obs_0000010284|obs_0000018628|obs_0000022242,obs_0000023877|obs_0000024301
Kinder-Crinklekleid,Lupilu,"€ 3,99",,"pro Einheit = 3,99",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_lidl/lidl_offer_253.jpg,"cat_non_food,tag_ultra_processed",,ref_000253,,,ref_000253,,
T-Shirts,Lupilu,"€ 3,59",,"pro Einheit = 3,59",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_lidl/lidl_offer_254.jpg,cat_non_food,,ref_000254,obs_0000023098|obs_0000023492|obs_0000012598|obs_0000011719|obs_0000016055|obs_0000000596|obs_0000003661|obs_0000025394|obs_0000009238|obs_0000009714,obs_0000023098,ref_000254,obs_0000023098|obs_0000023492|obs_0000012598|obs_0000011719|obs_0000016055|obs_0000000596|obs_0000003661|obs_0000025394|obs_0000009238|obs_0000009714,obs_0000023098
Strickcardigan,Lupilu,"€ 6,99",,"pro Einheit = 6,99",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_lidl/lidl_offer_255.jpg,cat_non_food,,ref_000255,obs_0000018571|obs_0000022008,,ref_000255,obs_0000018571|obs_0000022008,
Leggings,Lupilu,"€ 3,29",,"pro Einheit = 3,29",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_lidl/lidl_offer_256.jpg,cat_non_food,,ref_000256,obs_0000023039|obs_0000023488|obs_0000023879|obs_0000024299|obs_0000012617|obs_0000002484|obs_0000014787|obs_0000002624|obs_0000000595|obs_0000025230|obs_0000013014|obs_0000017194|obs_0000000939|obs_0000023487|obs_0000003411|obs_0000003439|obs_0000016070|obs_0000016253|obs_0000026497|obs_0000010232|obs_0000023042|obs_0000019520|obs_0000019867|obs_0000026633|obs_0000032955|obs_0000032956|obs_0000014780|obs_0000018936|obs_0000016941|obs_0000017165|obs_0000019332|obs_0000011250|obs_0000019559|obs_0000019853|obs_0000019908|obs_0000011721|obs_0000003612,obs_0000023038|obs_0000023039|obs_0000023879|obs_0000024299,ref_000256,obs_0000023039|obs_0000023488|obs_0000023879|obs_0000024299|obs_0000012617|obs_0000002484|obs_0000014787|obs_0000002624|obs_0000000595|obs_0000025230|obs_0000013014|obs_0000017194|obs_0000000939|obs_0000023487|obs_0000003411|obs_0000003439|obs_0000016070|obs_0000016253|obs_0000026497|obs_0000010232|obs_0000023042|obs_0000019520|obs_0000019867|obs_0000026633|obs_0000032955|obs_0000032956|obs_0000014780|obs_0000018936|obs_0000016941|obs_0000017165|obs_0000019332|obs_0000011250|obs_0000019559|obs_0000019853|obs_0000019908|obs_0000011721|obs_0000003612,obs_0000023038|obs_0000023039|obs_0000023879|obs_0000024299
Kids Flared- Cargo-Sweathose,Esmara,"€ 6,99",,"pro Einheit = 6,99",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_lidl/lidl_offer_257.jpg,cat_non_food,,ref_000257,obs_0000023484|obs_0000022660|obs_0000023037|obs_0000023494,,ref_000257,obs_0000023484|obs_0000022660|obs_0000023037|obs_0000023494,
2 T-Shirts,Esmara Kids,"€ 3,59",,"pro Einheit = 3,59",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_lidl/lidl_offer_258.jpg,cat_non_food,,ref_000258,obs_0000023492|obs_0000023098|obs_0000011719|obs_0000012598|obs_0000016055|obs_0000003661|obs_0000000596|obs_0000009714|obs_0000025394|obs_0000009238,obs_0000023492,ref_000258,obs_0000023492|obs_0000023098|obs_0000011719|obs_0000012598|obs_0000016055|obs_0000003661|obs_0000000596|obs_0000009714|obs_0000025394|obs_0000009238,obs_0000023492
Kids Sweatjacke,Esmara,"€ 6,99",,"pro Einheit = 6,99",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_lidl/lidl_offer_259.jpg,cat_non_food,,ref_000259,,,ref_000259,,
Kids 7 Paar Socken,Esmara,"€ 3,99",,"pro Einheit = 3,99",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_lidl/lidl_offer_260.jpg,cat_non_food,,ref_000260,obs_0000022652|obs_0000016931|obs_0000017167|obs_0000023861|obs_0000024283|obs_0000016449|obs_0000025733|obs_0000022642|obs_0000018780|obs_0000023044|obs_0000017451|obs_0000023885|obs_0000024304|obs_0000018523|obs_0000008358|obs_0000010467|obs_0000002598|obs_0000002882|obs_0000025525|obs_0000019870|obs_0000022041|obs_0000008146|obs_0000023153|obs_0000000756|obs_0000000758|obs_0000000765|obs_0000000967|obs_0000011300|obs_0000001173|obs_0000001375|obs_0000001405|obs_0000001624,obs_0000022652,ref_000260,obs_0000022652|obs_0000016931|obs_0000017167|obs_0000023861|obs_0000024283|obs_0000016449|obs_0000025733|obs_0000022642|obs_0000018780|obs_0000023044|obs_0000017451|obs_0000023885|obs_0000024304|obs_0000018523|obs_0000008358|obs_0000010467|obs_0000002598|obs_0000002882|obs_0000025525|obs_0000019870|obs_0000022041|obs_0000008146|obs_0000023153|obs_0000000756|obs_0000000758|obs_0000000765|obs_0000000967|obs_0000011300|obs_0000001173|obs_0000001375|obs_0000001405|obs_0000001624,obs_0000022652
Minibuch,Minibuch,"€ 5,99",,"pro Einheit = 5,99",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_lidl/lidl_offer_261.jpg,"cat_non_food,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed",,ref_000261,obs_0000002305|obs_0000018538|obs_0000022048,,ref_000261,obs_0000002305|obs_0000018538|obs_0000022048,
Rucksack,Rucksack,"€ 6,99",,"pro Einheit = 6,99",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_lidl/lidl_offer_262.jpg,"cat_non_food,tag_ultra_processed",,ref_000262,obs_0000013861|obs_0000010317|obs_0000015199|obs_0000012628|obs_0000011256|obs_0000014171|obs_0000014782|obs_0000013023|obs_0000001379|obs_0000016087|obs_0000024767|obs_0000023055,obs_0000013861|obs_0000010317|obs_0000015199|obs_0000012628|obs_0000011256|obs_0000014171|obs_0000014782|obs_0000013023,ref_000262,obs_0000013861|obs_0000010317|obs_0000015199|obs_0000012628|obs_0000011256|obs_0000014171|obs_0000014782|obs_0000013023|obs_0000001379|obs_0000016087|obs_0000024767|obs_0000023055,obs_0000013861|obs_0000010317|obs_0000015199|obs_0000012628|obs_0000011256|obs_0000014171|obs_0000014782|obs_0000013023
