Produkt,Marke,Preis,Vorheriger Preis,Preis_kg,Hinweis,Nur_online,Gueltig_raw,Gueltig_von,Gueltig_bis,Bildpfad,assigned_labels,nutrition_link,reference_row_id,rough_match_observation_ids,exact_match_observation_ids,reference_row_id.1,rough_match_observation_ids.1,exact_match_observation_ids.1
Hemdenbügler,Cleanmaxx,"€ 79,99",,"pro Einheit = 199,99",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_lidl/lidl_offer_367.jpg,"cat_non_food,diet_vegetarian",,ref_000367,obs_0000018662,,ref_000367,obs_0000018662,
Dampfbürste mit Fuß,Silvercrest,"€ 17,99",,"pro Einheit = 22,99",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_lidl/lidl_offer_368.jpg,cat_non_food,,ref_000368,obs_0000022697,,ref_000368,obs_0000022697,
Nähmaschine,Silvercrest,"€ 79,99",,"pro Einheit = 99,99",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_lidl/lidl_offer_369.jpg,cat_non_food,BLS-W441000,ref_000369,obs_0000022933|obs_0000023476|obs_0000012504|obs_0000002810|obs_0000002996|obs_0000023542|obs_0000023546|obs_0000025756|obs_0000019016|obs_0000025463|obs_0000015998,obs_0000022933|obs_0000023476,ref_000369,obs_0000022933|obs_0000023476|obs_0000012504|obs_0000002810|obs_0000002996|obs_0000023542|obs_0000023546|obs_0000025756|obs_0000019016|obs_0000025463|obs_0000015998,obs_0000022933|obs_0000023476
Dampfbügeleisen Typ Virtuo FV1711,Tefal,"€ 14,99",,"pro Einheit = 14,99",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_lidl/lidl_offer_370.jpg,"cat_non_food,diet_vegetarian",,ref_000370,obs_0000017708|obs_0000018859|obs_0000000579|obs_0000003655|obs_0000022699|obs_0000026417,obs_0000017708|obs_0000018859,ref_000370,obs_0000017708|obs_0000018859|obs_0000000579|obs_0000003655|obs_0000022699|obs_0000026417,obs_0000017708|obs_0000018859
Wäschespinne,W5,"€ 49,99",,"pro Einheit = 49,99",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_lidl/lidl_offer_371.jpg,cat_non_food,,ref_000371,,,ref_000371,,
Akku-Staubsauger,Silvercrest,"€ 59,99",,"pro Einheit = 79,99",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_lidl/lidl_offer_372.jpg,cat_non_food,,ref_000372,obs_0000026719|obs_0000022692|obs_0000016915|obs_0000023562|obs_0000008482|obs_0000012914|obs_0000011185|obs_0000001373|obs_0000028195|obs_0000016811|obs_0000017223|obs_0000023543,obs_0000000082|obs_0000026719|obs_0000022692|obs_0000022693|obs_0000016915|obs_0000023562,ref_000372,obs_0000026719|obs_0000022692|obs_0000016915|obs_0000023562|obs_0000008482|obs_0000012914|obs_0000011185|obs_0000001373|obs_0000028195|obs_0000016811|obs_0000017223|obs_0000023543,obs_0000000082|obs_0000026719|obs_0000022692|obs_0000022693|obs_0000016915|obs_0000023562
Stand-Dampfglätter,Philips,"€ 54,99",,"pro Einheit = 99,99",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_lidl/lidl_offer_373.jpg,"cat_non_food,tag_ultra_processed",,ref_000373,,,ref_000373,,
Esszimmerstuhl,Livarno,"€ 179,00",,"pro Einheit = 179,00",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_lidl/lidl_offer_374.jpg,cat_non_food,,ref_000374,,,ref_000374,,
Deko-Ständer-Set,Livarno,"€ 22,99",,"pro Einheit = 29,99",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_lidl/lidl_offer_375.jpg,cat_non_food,,ref_000375,,,ref_000375,,
Küchenblock Premium,Menke Möbelwerke,"€ 1,399,00",,"pro Einheit = 0,00",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_lidl/lidl_offer_376.jpg,cat_non_food,,ref_000376,obs_0000013830|obs_0000011595,,ref_000376,obs_0000013830|obs_0000011595,
Sofa mit Ottomane,Juskys,"€ 809,00",,"pro Einheit = 0,00",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_lidl/lidl_offer_377.jpg,"cat_non_food,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed",,ref_000377,obs_0000022931,,ref_000377,obs_0000022931,
Ostsee Usedom Strandhotel Heringsdorf,Voyage More,"€ 299,00",,"pro Einheit = 399,00",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_lidl/lidl_offer_378.jpg,cat_non_food,,ref_000378,,,ref_000378,,
Citrus Plaza Hotel,SPICA TRAVEL AG,"€ 499,00",,"pro Einheit = 559,00",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_lidl/lidl_offer_379.jpg,"cat_non_food,diet_gluten_free,diet_lactose_free,diet_vegetarian",,ref_000379,obs_0000011126,,ref_000379,obs_0000011126,
China Große Rundreise,Bavaria Fernreisen GmbH,"€ 1,999,00",,"pro Einheit = 0,00",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_lidl/lidl_offer_380.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food",,ref_000380,,,ref_000380,,
Falkensteiner Hotel Antholz,Voyage More,"€ 269,00",,"pro Einheit = 269,00",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_lidl/lidl_offer_381.jpg,cat_non_food,,ref_000381,,,ref_000381,,
Ägypten Nilkreuzfahrt Baden,SPICA TRAVEL AG,"€ 699,00",,"pro Einheit = 899,00",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_lidl/lidl_offer_382.jpg,"cat_non_food,diet_vegan,diet_vegetarian",,ref_000382,obs_0000023668,obs_0000023668,ref_000382,obs_0000023668,obs_0000023668
Wild Atlantic Way Rundreise in Irland,Wild Atlantic Way Rundreise in Irland,"€ 999,00",,"pro Einheit = 0,00",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_lidl/lidl_offer_383.jpg,cat_fleisch_wurst,,ref_000383,,,ref_000383,,
Ägypten Hurghada Safaga 8-tägige Reise inkl Flug Amwaj Beach Club Abu Soma Resort Ultra All Inclusive,SPICA TRAVEL AG,"€ 599,00",,"pro Einheit = 699,00",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,,"cat_getraenke,diet_vegan,diet_vegetarian",,ref_000384,,,ref_000384,,
Disneys DER KÖNIG DER LÖWEN in Hamburg,Travelcircus GmbH,"€ 109,00",,"pro Einheit = 129,00",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_lidl/lidl_offer_385.jpg,"cat_non_food,diet_vegetarian,tag_ultra_processed",,ref_000385,,,ref_000385,,
Heide Park Soltau,Travelcircus GmbH,"€ 69,00",,"pro Einheit = 69,00",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_lidl/lidl_offer_386.jpg,"cat_non_food,diet_vegetarian",,ref_000386,,,ref_000386,,
Zurück in die Zukunft Das Musical,Travelcircus GmbH,"€ 109,00",,"pro Einheit = 129,00",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_lidl/lidl_offer_387.jpg,cat_non_food,,ref_000387,,,ref_000387,,
Disneys Musical TARZAN in Hamburg,Disneys Musical TARZAN in Hamburg,"€ 99,00",,"pro Einheit = 126,00",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_lidl/lidl_offer_388.jpg,cat_drogerie,,ref_000388,,,ref_000388,,
MJ Das Michael Jackson Musical in Hamburg,Travelcircus GmbH,"€ 99,00",,"pro Einheit = 99,00",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,,"cat_getraenke,tag_ultra_processed",,ref_000389,,,ref_000389,,
Bayerischer Wald St Englmar,HTH Hanse Touristik Hamburg GmbH,"€ 159,00",,"pro Einheit = 159,00",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_lidl/lidl_offer_390.jpg,"cat_grundnahrung,diet_vegetarian",,ref_000390,,,ref_000390,,
ASC White Tiger Garnelen,Fischerstolz,"€ 4,29",,"1 kg = 19,50",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,,cat_fisch_meeresfruechte,,ref_000391,obs_0000022565|obs_0000023184|obs_0000017593|obs_0000016643|obs_0000008528|obs_0000018788|obs_0000008551|obs_0000034724|obs_0000007798|obs_0000026001|obs_0000003631|obs_0000001313|obs_0000004921|obs_0000000369|obs_0000004494|obs_0000003502|obs_0000004067|obs_0000001520,obs_0000022565|obs_0000007798|obs_0000023184|obs_0000017593|obs_0000016643|obs_0000008528|obs_0000018788|obs_0000008551|obs_0000026001|obs_0000034724,ref_000391,obs_0000022565|obs_0000023184|obs_0000017593|obs_0000016643|obs_0000008528|obs_0000018788|obs_0000008551|obs_0000034724|obs_0000007798|obs_0000026001|obs_0000003631|obs_0000001313|obs_0000004921|obs_0000000369|obs_0000004494|obs_0000003502|obs_0000004067|obs_0000001520,obs_0000022565|obs_0000007798|obs_0000023184|obs_0000017593|obs_0000016643|obs_0000008528|obs_0000018788|obs_0000008551|obs_0000026001|obs_0000034724
MSC Knusper-Backfisch,Fischerstolz,"€ 3,49",,"1 kg = 12,46",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_lidl/lidl_offer_392.jpg,"cat_fisch_meeresfruechte,tag_ultra_processed",,ref_000392,obs_0000018462|obs_0000022416|obs_0000027654|obs_0000026155|obs_0000002293|obs_0000014937,,ref_000392,obs_0000018462|obs_0000022416|obs_0000027654|obs_0000026155|obs_0000002293|obs_0000014937,
Norwegische Lachsfilet-Portion,Fischerstolz,"€ 5,79",,"1 kg = 19,30",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,,"cat_fisch_meeresfruechte,tag_high_protein,tag_proteinreich",,ref_000393,obs_0000024235|obs_0000023815|obs_0000024237|obs_0000024241|obs_0000023812|obs_0000023816|obs_0000001421|obs_0000031809|obs_0000028347|obs_0000008391|obs_0000014208|obs_0000010175|obs_0000034280,obs_0000017429|obs_0000017474|obs_0000003679|obs_0000001649|obs_0000024235|obs_0000024241|obs_0000023812|obs_0000023815|obs_0000000821|obs_0000023368|obs_0000002413|obs_0000025479|obs_0000018827|obs_0000001421|obs_0000016809|obs_0000018880|obs_0000018884|obs_0000019936|obs_0000016374,ref_000393,obs_0000024235|obs_0000023815|obs_0000024237|obs_0000024241|obs_0000023812|obs_0000023816|obs_0000001421|obs_0000031809|obs_0000028347|obs_0000008391|obs_0000014208|obs_0000010175|obs_0000034280,obs_0000017429|obs_0000017474|obs_0000003679|obs_0000001649|obs_0000024235|obs_0000024241|obs_0000023812|obs_0000023815|obs_0000000821|obs_0000023368|obs_0000002413|obs_0000025479|obs_0000018827|obs_0000001421|obs_0000016809|obs_0000018880|obs_0000018884|obs_0000019936|obs_0000016374
ASC Dorade Royal,Fischerstolz,"€ 6,50",,"1 kg = 12,99",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_lidl/lidl_offer_394.jpg,"cat_fisch_meeresfruechte,tag_ultra_processed",,ref_000394,obs_0000024139|obs_0000023721|obs_0000015374|obs_0000011870|obs_0000011023|obs_0000008996|obs_0000006853|obs_0000005405,obs_0000024139|obs_0000023721,ref_000394,obs_0000024139|obs_0000023721|obs_0000015374|obs_0000011870|obs_0000011023|obs_0000008996|obs_0000006853|obs_0000005405,obs_0000024139|obs_0000023721
Premium Sushi Set,Chef Select,"€ 3,19",,"1 kg = 17,24",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_lidl/lidl_offer_395.jpg,cat_getraenke,,ref_000395,obs_0000034507|obs_0000011595|obs_0000013830,,ref_000395,obs_0000034507|obs_0000011595|obs_0000013830,
Metzgerfrisch Rinder-Minutensteaks,Metzgerfrisch Rinder-Minutensteaks,"€ 9,99",,"1 kg = 15,61",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_lidl/lidl_offer_396.jpg,"cat_fleisch_wurst,sub_gefluegel,sub_hackfleisch,sub_rind,sub_schwein",,ref_000396,obs_0000017431|obs_0000023241|obs_0000018759|obs_0000024473|obs_0000028078|obs_0000024048|obs_0000021638|obs_0000019641|obs_0000025795|obs_0000022244|obs_0000023366|obs_0000020819|obs_0000025961|obs_0000016310|obs_0000000511|obs_0000001076|obs_0000003641|obs_0000024140|obs_0000000647|obs_0000023718|obs_0000009481|obs_0000001311,,ref_000396,obs_0000017431|obs_0000023241|obs_0000018759|obs_0000024473|obs_0000028078|obs_0000024048|obs_0000021638|obs_0000019641|obs_0000025795|obs_0000022244|obs_0000023366|obs_0000020819|obs_0000025961|obs_0000016310|obs_0000000511|obs_0000001076|obs_0000003641|obs_0000024140|obs_0000000647|obs_0000023718|obs_0000009481|obs_0000001311,
Metzgerfrisch Frisches Rindergeschnetzeltes,Metzgerfrisch Frisches Rindergeschnetzeltes,"€ 7,49",,"1 kg = 14,98",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_lidl/lidl_offer_397.jpg,"cat_fleisch_wurst,sub_gefluegel,sub_hackfleisch,sub_rind,sub_schwein,tag_high_protein,tag_proteinreich",,ref_000397,obs_0000022566|obs_0000025786|obs_0000022952|obs_0000024140|obs_0000023718,obs_0000023243,ref_000397,obs_0000022566|obs_0000025786|obs_0000022952|obs_0000024140|obs_0000023718,obs_0000023243
Metzgerfrisch Hähnchen Kebab,Metzgerfrisch Hähnchen Kebab,"€ 5,99",,"1 kg = 7,49",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_lidl/lidl_offer_398.jpg,"cat_fleisch_wurst,sub_gefluegel,tag_proteinreich",,ref_000398,obs_0000023639|obs_0000020633|obs_0000024874|obs_0000021452|obs_0000025787|obs_0000025793|obs_0000021794|obs_0000023718|obs_0000024140,obs_0000023639,ref_000398,obs_0000023639|obs_0000020633|obs_0000024874|obs_0000021452|obs_0000025787|obs_0000025793|obs_0000021794|obs_0000023718|obs_0000024140,obs_0000023639
Norwegische Lachsfilet-Portionen,Fischerstolz,"€ 15,99",,"pro Einheit = 15,99",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_lidl/lidl_offer_399.jpg,"cat_fisch_meeresfruechte,diet_gluten_free,diet_lactose_free,tag_high_protein,tag_proteinreich,tag_whole_food",,ref_000399,obs_0000024241|obs_0000023812|obs_0000001421|obs_0000017429|obs_0000018827|obs_0000021540|obs_0000025684|obs_0000019689|obs_0000020721|obs_0000018885|obs_0000024235|obs_0000024238|obs_0000023815|obs_0000023817|obs_0000010448|obs_0000012790|obs_0000031809|obs_0000028347|obs_0000008391|obs_0000014208|obs_0000010175|obs_0000034280,obs_0000017429|obs_0000017474|obs_0000003679|obs_0000001649|obs_0000024235|obs_0000024241|obs_0000023812|obs_0000023815|obs_0000000821|obs_0000023368|obs_0000002413|obs_0000025479|obs_0000018827|obs_0000001421|obs_0000016809|obs_0000018880|obs_0000018884|obs_0000019936|obs_0000016374|obs_0000012790,ref_000399,obs_0000024241|obs_0000023812|obs_0000001421|obs_0000017429|obs_0000018827|obs_0000021540|obs_0000025684|obs_0000019689|obs_0000020721|obs_0000018885|obs_0000024235|obs_0000024238|obs_0000023815|obs_0000023817|obs_0000010448|obs_0000012790|obs_0000031809|obs_0000028347|obs_0000008391|obs_0000014208|obs_0000010175|obs_0000034280,obs_0000017429|obs_0000017474|obs_0000003679|obs_0000001649|obs_0000024235|obs_0000024241|obs_0000023812|obs_0000023815|obs_0000000821|obs_0000023368|obs_0000002413|obs_0000025479|obs_0000018827|obs_0000001421|obs_0000016809|obs_0000018880|obs_0000018884|obs_0000019936|obs_0000016374|obs_0000012790
Metzgerfrisch Hähnchen-Hackfleisch,Metzgerfrisch Hähnchen-Hackfleisch,"€ 4,99",,"1 kg = 6,24",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_lidl/lidl_offer_400.jpg,"cat_fleisch_wurst,sub_gefluegel,sub_hackfleisch,sub_rind,sub_schwein,tag_high_protein,tag_proteinreich",,ref_000400,obs_0000000054|obs_0000024874|obs_0000016724|obs_0000021036|obs_0000023639|obs_0000025787|obs_0000025793|obs_0000021971|obs_0000020217|obs_0000000646|obs_0000000826|obs_0000001083|obs_0000023718|obs_0000024140|obs_0000030444,,ref_000400,obs_0000000054|obs_0000024874|obs_0000016724|obs_0000021036|obs_0000023639|obs_0000025787|obs_0000025793|obs_0000021971|obs_0000020217|obs_0000000646|obs_0000000826|obs_0000001083|obs_0000023718|obs_0000024140|obs_0000030444,
MSC Kap-Seehecht Rückenfilet,Deluxe,"€ 4,80",,"1 kg = 19,99",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_lidl/lidl_offer_401.jpg,"cat_fisch_meeresfruechte,tag_high_protein,tag_proteinreich",,ref_000401,,,ref_000401,,
Metzgerfrisch Frisches Rinder-Cevapcici,Metzgerfrisch Frisches Rinder-Cevapcici,"€ 8,99",,"1 kg = 11,24",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_lidl/lidl_offer_402.jpg,"cat_fleisch_wurst,sub_gefluegel,sub_hackfleisch,sub_rind,sub_schwein,tag_proteinreich",,ref_000402,obs_0000022571|obs_0000023638|obs_0000025788|obs_0000023237|obs_0000024140|obs_0000023718|obs_0000024471|obs_0000001452|obs_0000024051,,ref_000402,obs_0000022571|obs_0000023638|obs_0000025788|obs_0000023237|obs_0000024140|obs_0000023718|obs_0000024471|obs_0000001452|obs_0000024051,
Hähnchen-Griller,Grillmeister,"€ 2,49",,"1 kg = 8,30",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_lidl/lidl_offer_403.jpg,"cat_fleisch_wurst,sub_gefluegel,tag_proteinreich",BLS-V634100,ref_000403,,,ref_000403,,
Metzgerfrisch Frische Schweine-Schälrippchen,Metzgerfrisch Frische Schweine-Schälrippchen,"€ 3,33",,"pro Einheit = 3,33",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_lidl/lidl_offer_404.jpg,"cat_fleisch_wurst,sub_gefluegel,sub_schwein",,ref_000404,obs_0000023633|obs_0000024869|obs_0000022854|obs_0000024911|obs_0000022890|obs_0000023636|obs_0000031265|obs_0000000362|obs_0000004482|obs_0000004909|obs_0000023718|obs_0000013886|obs_0000024140|obs_0000004055,obs_0000023633,ref_000404,obs_0000023633|obs_0000024869|obs_0000022854|obs_0000024911|obs_0000022890|obs_0000023636|obs_0000031265|obs_0000000362|obs_0000004482|obs_0000004909|obs_0000023718|obs_0000013886|obs_0000024140|obs_0000004055,obs_0000023633
Waschmittel,Persil,"€ 15,99",,"pro Einheit = 27,99",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_lidl/lidl_offer_405.jpg,cat_drogerie,,ref_000405,obs_0000018542|obs_0000019568|obs_0000012454|obs_0000025598|obs_0000018449|obs_0000034866|obs_0000027703|obs_0000012875|obs_0000016462|obs_0000023646|obs_0000024174|obs_0000013946|obs_0000025217|obs_0000026760|obs_0000021665|obs_0000033445|obs_0000002728|obs_0000023748|obs_0000023244|obs_0000025812|obs_0000018152|obs_0000017654|obs_0000015109|obs_0000033069|obs_0000022331|obs_0000022340|obs_0000018794|obs_0000020846|obs_0000019827|obs_0000022410|obs_0000012181|obs_0000003486|obs_0000019384|obs_0000017352|obs_0000026568|obs_0000022520|obs_0000032848|obs_0000034457|obs_0000033599|obs_0000033136|obs_0000034253|obs_0000005662|obs_0000029731|obs_0000033858|obs_0000033361|obs_0000033370|obs_0000001139|obs_0000024698|obs_0000007291|obs_0000033426,obs_0000018449|obs_0000034866|obs_0000027703|obs_0000012875|obs_0000016462|obs_0000023646|obs_0000018542|obs_0000024174|obs_0000019568|obs_0000013946|obs_0000025217|obs_0000026760|obs_0000021665|obs_0000033445|obs_0000012454|obs_0000002728|obs_0000023748|obs_0000023244|obs_0000025812|obs_0000018152|obs_0000017654|obs_0000015109|obs_0000033069|obs_0000022331|obs_0000033599|obs_0000022340|obs_0000018794|obs_0000020846|obs_0000019827|obs_0000022410|obs_0000012181|obs_0000003486|obs_0000019384|obs_0000017352|obs_0000026568|obs_0000022520|obs_0000025598,ref_000405,obs_0000018542|obs_0000019568|obs_0000012454|obs_0000025598|obs_0000018449|obs_0000034866|obs_0000027703|obs_0000012875|obs_0000016462|obs_0000023646|obs_0000024174|obs_0000013946|obs_0000025217|obs_0000026760|obs_0000021665|obs_0000033445|obs_0000002728|obs_0000023748|obs_0000023244|obs_0000025812|obs_0000018152|obs_0000017654|obs_0000015109|obs_0000033069|obs_0000022331|obs_0000022340|obs_0000018794|obs_0000020846|obs_0000019827|obs_0000022410|obs_0000012181|obs_0000003486|obs_0000019384|obs_0000017352|obs_0000026568|obs_0000022520|obs_0000032848|obs_0000034457|obs_0000033599|obs_0000033136|obs_0000034253|obs_0000005662|obs_0000029731|obs_0000033858|obs_0000033361|obs_0000033370|obs_0000001139|obs_0000024698|obs_0000007291|obs_0000033426,obs_0000018449|obs_0000034866|obs_0000027703|obs_0000012875|obs_0000016462|obs_0000023646|obs_0000018542|obs_0000024174|obs_0000019568|obs_0000013946|obs_0000025217|obs_0000026760|obs_0000021665|obs_0000033445|obs_0000012454|obs_0000002728|obs_0000023748|obs_0000023244|obs_0000025812|obs_0000018152|obs_0000017654|obs_0000015109|obs_0000033069|obs_0000022331|obs_0000033599|obs_0000022340|obs_0000018794|obs_0000020846|obs_0000019827|obs_0000022410|obs_0000012181|obs_0000003486|obs_0000019384|obs_0000017352|obs_0000026568|obs_0000022520|obs_0000025598
Crema d Oro Ganze Bohnen,Dallmayr,"€ 11,99",,"pro Einheit = 21,99",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_lidl/lidl_offer_406.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food",,ref_000406,obs_0000024061|obs_0000024489|obs_0000012377|obs_0000020062|obs_0000024943|obs_0000020881|obs_0000003483|obs_0000016405|obs_0000020628|obs_0000022194|obs_0000021447|obs_0000033277|obs_0000008359,obs_0000024061|obs_0000024489,ref_000406,obs_0000024061|obs_0000024489|obs_0000012377|obs_0000020062|obs_0000024943|obs_0000020881|obs_0000003483|obs_0000016405|obs_0000020628|obs_0000022194|obs_0000021447|obs_0000033277|obs_0000008359,obs_0000024061|obs_0000024489
Aperol,Aperol,"€ 8,88",,"pro Einheit = 13,99",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_lidl/lidl_offer_407.jpg,"cat_molkerei_kaese,sub_tk_fertiggerichte,tag_high_protein",BLS-F511100,ref_000407,obs_0000001111|obs_0000001345|obs_0000007085|obs_0000007649|obs_0000006003|obs_0000031405|obs_0000032739|obs_0000029439,obs_0000001111,ref_000407,obs_0000001111|obs_0000001345|obs_0000007085|obs_0000007649|obs_0000006003|obs_0000031405|obs_0000032739|obs_0000029439,obs_0000001111
Schlemmer Filet,Iglo,"€ 2,22",,"pro Einheit = 2,22",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_lidl/lidl_offer_408.jpg,"cat_fisch_meeresfruechte,sub_tk_fertiggerichte,tag_ultra_processed",,ref_000408,obs_0000014855|obs_0000018442|obs_0000011903|obs_0000019621|obs_0000022406|obs_0000034700|obs_0000015828|obs_0000014313|obs_0000006151|obs_0000006842|obs_0000005580,obs_0000014855|obs_0000006151|obs_0000018442|obs_0000011903|obs_0000019621|obs_0000022406|obs_0000034700|obs_0000000915|obs_0000005580|obs_0000015828|obs_0000014313,ref_000408,obs_0000014855|obs_0000018442|obs_0000011903|obs_0000019621|obs_0000022406|obs_0000034700|obs_0000015828|obs_0000014313|obs_0000006151|obs_0000006842|obs_0000005580,obs_0000014855|obs_0000006151|obs_0000018442|obs_0000011903|obs_0000019621|obs_0000022406|obs_0000034700|obs_0000000915|obs_0000005580|obs_0000015828|obs_0000014313
Collezione Farfalle n 65,Barilla,"€ 1,69",,"1 kg = 3,38",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_lidl/lidl_offer_409.jpg,"cat_grundnahrung,diet_lactose_free,diet_vegan,diet_vegetarian,sub_nudeln,tag_ultra_processed",,ref_000409,obs_0000010325|obs_0000004903|obs_0000004049|obs_0000000361|obs_0000004476,,ref_000409,obs_0000010325|obs_0000004903|obs_0000004049|obs_0000000361|obs_0000004476,
Butterkeks,Leibniz,"€ 1,29",,"pro Einheit = 1,99",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_lidl/lidl_offer_410.jpg,"cat_knabbern_naschen,diet_vegetarian,sub_butter_margarine,sub_milchprodukte,tag_ultra_processed",BLS-X820252,ref_000410,obs_0000031298|obs_0000003983|obs_0000025240|obs_0000004410|obs_0000000317|obs_0000004837|obs_0000003308|obs_0000008220|obs_0000005651|obs_0000007104,obs_0000003983|obs_0000025240|obs_0000004410|obs_0000000317|obs_0000031298|obs_0000004837|obs_0000003308,ref_000410,obs_0000031298|obs_0000003983|obs_0000025240|obs_0000004410|obs_0000000317|obs_0000004837|obs_0000003308|obs_0000008220|obs_0000005651|obs_0000007104,obs_0000003983|obs_0000025240|obs_0000004410|obs_0000000317|obs_0000031298|obs_0000004837|obs_0000003308
Salat,Popp,"€ 1,49",,"pro Einheit = 2,49",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_lidl/lidl_offer_411.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,sub_salate,sub_wurst,tag_ultra_processed,tag_whole_food",BLS-W149300,ref_000411,obs_0000025985|obs_0000034966|obs_0000025830|obs_0000018457|obs_0000023585|obs_0000011810|obs_0000024105|obs_0000022577|obs_0000031813|obs_0000016461|obs_0000009827|obs_0000019063|obs_0000005759|obs_0000009368|obs_0000029349|obs_0000008366|obs_0000029369|obs_0000021694|obs_0000001218|obs_0000007386|obs_0000022254|obs_0000029949|obs_0000029950|obs_0000031024|obs_0000028472|obs_0000014193|obs_0000018292|obs_0000031153|obs_0000026575|obs_0000015841|obs_0000031718|obs_0000007178|obs_0000000532|obs_0000000534|obs_0000011820|obs_0000011328|obs_0000029303|obs_0000032419|obs_0000028401|obs_0000018738|obs_0000032053|obs_0000034620|obs_0000000834|obs_0000028995|obs_0000032110|obs_0000032626|obs_0000032672|obs_0000030689|obs_0000006829|obs_0000032071,obs_0000025985,ref_000411,obs_0000025985|obs_0000034966|obs_0000025830|obs_0000018457|obs_0000023585|obs_0000011810|obs_0000024105|obs_0000022577|obs_0000031813|obs_0000016461|obs_0000009827|obs_0000019063|obs_0000005759|obs_0000009368|obs_0000029349|obs_0000008366|obs_0000029369|obs_0000021694|obs_0000001218|obs_0000007386|obs_0000022254|obs_0000029949|obs_0000029950|obs_0000031024|obs_0000028472|obs_0000014193|obs_0000018292|obs_0000031153|obs_0000026575|obs_0000015841|obs_0000031718|obs_0000007178|obs_0000000532|obs_0000000534|obs_0000011820|obs_0000011328|obs_0000029303|obs_0000032419|obs_0000028401|obs_0000018738|obs_0000032053|obs_0000034620|obs_0000000834|obs_0000028995|obs_0000032110|obs_0000032626|obs_0000032672|obs_0000030689|obs_0000006829|obs_0000032071,obs_0000025985
Family Mix,Langnese,"€ 2,99",,"1 l = 6,47",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_lidl/lidl_offer_412.jpg,"cat_knabbern_naschen,sub_tk_eis,tag_ultra_processed",,ref_000412,obs_0000028511|obs_0000028625|obs_0000024700|obs_0000032382|obs_0000029347,obs_0000028511|obs_0000028625,ref_000412,obs_0000028511|obs_0000028625|obs_0000024700|obs_0000032382|obs_0000029347,obs_0000028511|obs_0000028625
