Marke,Produkt,Preis,Vorheriger_Preis,Preis_kg,Hinweis,Nur_online,Gueltig_raw,Gueltig_von,Gueltig_bis,Bildpfad,assigned_labels,Einheit,nutrition_link,reference_row_id,rough_match_observation_ids,exact_match_observation_ids
PATTEX,Klebe-Strips Kleben statt Bohren,"€ 1,99","€ 2,99","pro Einheit = 1,99",Doppelseitig Hohe Klebkraft Wiederablösbar Für innen und außen Feuchtigkeits- und UV-beständig Belastbarkeit max. 2 kg Größe je ca. 20 x 40 mm,Nein,Dieses Angebot findest du vom 02.04. bis 08.04. in deiner Kaufland-Filiale.,2026-04-02,2026-04-08,../images/kaufland/kaufland_offer_310.jpg,cat_non_food,,,ref_000219,,
K-CLASSIC,Kleiderbügel,"€ 3,99",,"pro Einheit = 3,99","Aus Kunststoff Stabile, platzsparende Form Abgerundete, textilschonende Schulterpartie Öffnung für Kleidungsstücke mit engem Kragen 2 Haken für Trägertops oder Röcke Mit Anti-Rutsch-Elementen Steg für Krawatten, Gürtel oder Schals Drehbarer Haken Belastbarkeit je max. 2,5 kg",Nein,Dieses Angebot findest du vom 02.04. bis 08.04. in deiner Kaufland-Filiale.,2026-04-02,2026-04-08,../images/kaufland/kaufland_offer_384.jpg,"cat_non_food,diet_gluten_free,diet_lactose_free,diet_vegetarian,tag_ultra_processed",,,ref_000220,obs_0000013274|obs_0000022688|obs_0000003487|obs_0000000787,obs_0000022688|obs_0000013274|obs_0000003487
PARKSIDE,Knabber PMK 550 C2,"€ 39,99",,"pro Einheit = 39,99","Zum präzisen Schneiden von Blech Für versch. Metalle (z. B. Aluminium, Kupfer) Geringer Materialausschuss Matrize stufenlos verstellbar, 90°-Arretierung Min. Schnittradius 45 mm Schneidspurbreite 5 mm Hubhöhe 7 mm Max. Schnittleistung (Aluminium) 2,5 mm (bis zu 200 N/mm²) Max. Schnittleistung (Stahl) 1,6/0,8 mm (bis zu 400/800 N/mm²) 550 W Inkl. 2 Innensechskantschlüssel, 2 Kerbstifte 3 Jahre Garantie",Nein,Dieses Angebot findest du vom 02.04. bis 08.04. in deiner Kaufland-Filiale.,2026-04-02,2026-04-08,../images/kaufland/kaufland_offer_318.jpg,cat_non_food,,,ref_000221,,
LEERDAMMER,Knusper-Minis,"€ 2,22","€ 2,99","1 kg = 14,80","natur, cremig & knusprig, mit Leerdammer und Mozzarella",Nein,Dieses Angebot findest du vom 02.04. bis 08.04. in deiner Kaufland-Filiale.,2026-04-02,2026-04-08,../images/kaufland/kaufland_offer_139.jpg,"cat_molkerei_kaese,sub_kaese,sub_milchprodukte,tag_ultra_processed",,,ref_000222,obs_0000012802|obs_0000034379|obs_0000027072|obs_0000032557|obs_0000019480|obs_0000015901|obs_0000025627|obs_0000019541|obs_0000012394|obs_0000025800|obs_0000024884|obs_0000016191|obs_0000011085|obs_0000022992|obs_0000013779|obs_0000013309|obs_0000022527,obs_0000012802|obs_0000034379|obs_0000032557|obs_0000027072
K-WERTSCHÄTZE,Knödelbraten aus dem Schweinenacken gefüllt,"€ 8,99",,"pro Einheit = 8,99","aus dem Schweinenacken, mit Knödelfüllung, gewürzt",Nein,Dieses Angebot findest du vom 02.04. bis 08.04. in deiner Kaufland-Filiale.,2026-04-02,2026-04-08,../images/kaufland/kaufland_offer_111.jpg,"cat_fleisch_wurst,sub_schwein",,,ref_000223,obs_0000014903|obs_0000008559|obs_0000021524|obs_0000012845|obs_0000030431|obs_0000020705|obs_0000034537|obs_0000008472|obs_0000010090|obs_0000025537|obs_0000012756,
K-CLASSIC,Kochhinterschinken,"€ 1,29","€ 1,49","1 kg = 6,45",gepökelt,Nein,Dieses Angebot findest du vom 02.04. bis 08.04. in deiner Kaufland-Filiale.,2026-04-02,2026-04-08,../images/kaufland/kaufland_offer_099.jpg,"cat_fleisch_wurst,diet_vegetarian,sub_schwein,sub_wurst,tag_ultra_processed",,,ref_000224,obs_0000008869|obs_0000011852|obs_0000026780|obs_0000026817|obs_0000009479|obs_0000002097|obs_0000004307|obs_0000000252|obs_0000021071|obs_0000004734|obs_0000002904|obs_0000003046|obs_0000021905|obs_0000020252|obs_0000003880|obs_0000018611,obs_0000026780|obs_0000026817|obs_0000008869|obs_0000009479|obs_0000011852
Keine Marke,Kolumb Physalis,"€ 1,29","€ 1,79","1 kg = 12,90",,Nein,Dieses Angebot findest du vom 02.04. bis 08.04. in deiner Kaufland-Filiale.,2026-04-02,2026-04-08,../images/kaufland/kaufland_offer_051.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_gemuese,sub_frisches_obst,tag_ultra_processed,tag_whole_food",,,ref_000225,obs_0000021420|obs_0000020601|obs_0000011387|obs_0000031231,
PATTEX,Kraftkleber Transparent,"€ 2,99","€ 6,49","1 kg = 59,80",Für viele Materialien geeignet Super-Haftkraft für transparente Materialien Glasklarer Transparenz Hohe Temperaturbeständigkeit,Nein,Dieses Angebot findest du vom 02.04. bis 08.04. in deiner Kaufland-Filiale.,2026-04-02,2026-04-08,../images/kaufland/kaufland_offer_320.jpg,cat_non_food,,,ref_000226,,
TEEKANNE,Kräuter- oder Früchtetee- Klassiker,"€ 1,49",,"1 kg = 21,29 - 49,67",versch. Sorten,Nein,Dieses Angebot findest du vom 02.04. bis 08.04. in deiner Kaufland-Filiale.,2026-04-02,2026-04-08,../images/kaufland/kaufland_offer_226.jpg,"cat_knabbern_naschen,tag_ultra_processed",,,ref_000227,obs_0000010548|obs_0000013286|obs_0000005359|obs_0000006995|obs_0000002148|obs_0000002991|obs_0000000374|obs_0000004074|obs_0000004501|obs_0000004928|obs_0000031846|obs_0000000636|obs_0000009506|obs_0000001352|obs_0000009967|obs_0000034623|obs_0000002274|obs_0000002843|obs_0000011054|obs_0000012814|obs_0000013754,obs_0000010548|obs_0000013286
MEGGLE,Kräuter-Butter,"€ 1,49","€ 2,49","1 l = 18,63","Original, Mischpackung oder vegane Kräuter-Tube",Nein,Dieses Angebot findest du vom 02.04. bis 08.04. in deiner Kaufland-Filiale.,2026-04-02,2026-04-08,../images/kaufland/kaufland_offer_128.jpg,"cat_molkerei_kaese,diet_vegetarian,sub_butter_margarine,sub_milchprodukte",,BLS-Y790160,ref_000228,obs_0000009961|obs_0000009500|obs_0000025201|obs_0000021206|obs_0000020387|obs_0000015797|obs_0000008456|obs_0000011042|obs_0000012797|obs_0000032300|obs_0000032048|obs_0000003591|obs_0000012814|obs_0000019493|obs_0000031786|obs_0000024620|obs_0000003636|obs_0000002620|obs_0000000107|obs_0000002676|obs_0000000636|obs_0000010409|obs_0000034970|obs_0000003267|obs_0000011467|obs_0000018644|obs_0000002274|obs_0000009967|obs_0000026359|obs_0000002843|obs_0000009506|obs_0000011054|obs_0000034623|obs_0000013125|obs_0000001352|obs_0000018772|obs_0000008556|obs_0000009075|obs_0000027517|obs_0000001425|obs_0000027049|obs_0000017835|obs_0000013754|obs_0000018391|obs_0000021984|obs_0000000997|obs_0000022502,obs_0000032300|obs_0000025201|obs_0000021206|obs_0000009961|obs_0000009500|obs_0000032048|obs_0000020387
FERNET-BRANCA,Kräuterbitter,"€ 11,99","€ 17,99","1 l = 17,13","mit 27 Kräutern und Gewürzen hergestellt, im Eichenfass gereift, 35 Vol. %",Nein,Dieses Angebot findest du vom 06.04. bis 08.04. in deiner Kaufland-Filiale.,2026-04-06,2026-04-08,../images/kaufland/kaufland_offer_572.jpg,"cat_molkerei_kaese,diet_vegetarian,sub_milchprodukte",,BLS-Y790160,ref_000229,obs_0000016113|obs_0000015060|obs_0000011975,obs_0000016113|obs_0000015060|obs_0000011975
RICOLA,Kräuterbonbons,"€ 1,79",,"1 kg = 23,87","13-Kräuter-Mischung, ohne Zucker, versch. Sorten",Nein,Dieses Angebot findest du vom 02.04. bis 08.04. in deiner Kaufland-Filiale.,2026-04-02,2026-04-08,../images/kaufland/kaufland_offer_239.jpg,"cat_knabbern_naschen,sub_milchprodukte,tag_ultra_processed",,,ref_000230,obs_0000013287|obs_0000000797|obs_0000011327,obs_0000013287|obs_0000000797|obs_0000011327
ROBERTO GEISSINI,Kuscheldecke,"€ 17,99",,"pro Einheit = 17,99",Aus Polyester Größe ca. 150 x 180 cm,Nein,Dieses Angebot findest du vom 02.04. bis 08.04. in deiner Kaufland-Filiale.,2026-04-02,2026-04-08,../images/kaufland/kaufland_offer_480.jpg,"cat_non_food,tag_ultra_processed",,,ref_000231,obs_0000019714|obs_0000025615|obs_0000016434|obs_0000012604|obs_0000025918|obs_0000000958|obs_0000000074|obs_0000020685|obs_0000023891|obs_0000025308|obs_0000016994|obs_0000010470|obs_0000024315|obs_0000021504|obs_0000022936|obs_0000016082|obs_0000018015|obs_0000026322|obs_0000017415|obs_0000016815,obs_0000019714|obs_0000025615|obs_0000016434|obs_0000012604|obs_0000025918|obs_0000000958|obs_0000000074|obs_0000020685|obs_0000023891|obs_0000025308|obs_0000016994|obs_0000010470|obs_0000024315|obs_0000021504
THE PAPERMAKERS,Küchentücher,"€ 3,33",,"pro Einheit = 3,33",Sunny Küchen-Fee,Nein,Dieses Angebot findest du vom 02.04. bis 08.04. in deiner Kaufland-Filiale.,2026-04-02,2026-04-08,../images/kaufland/kaufland_offer_282.jpg,cat_drogerie,,,ref_000232,obs_0000013759|obs_0000010070|obs_0000017283|obs_0000026500|obs_0000028044|obs_0000023316|obs_0000034463|obs_0000027452|obs_0000020296|obs_0000025544|obs_0000034991|obs_0000002895|obs_0000014417|obs_0000027217|obs_0000011370|obs_0000016235|obs_0000022123|obs_0000019566|obs_0000022515|obs_0000014197|obs_0000021115|obs_0000018046|obs_0000024705|obs_0000008589|obs_0000026915|obs_0000033081|obs_0000008896|obs_0000006390|obs_0000034086|obs_0000033405|obs_0000032032|obs_0000026280|obs_0000012457|obs_0000007116|obs_0000007500|obs_0000033889|obs_0000007925|obs_0000028798,obs_0000017283|obs_0000026500|obs_0000028044|obs_0000023316|obs_0000034463|obs_0000027452|obs_0000013759|obs_0000020296|obs_0000025544|obs_0000034991|obs_0000002895|obs_0000014417|obs_0000027217|obs_0000010070|obs_0000011370|obs_0000016235|obs_0000022123|obs_0000019566|obs_0000022515|obs_0000014197|obs_0000021115|obs_0000018046
K-GOLD EDITION,Lachscarpaccio,"€ 3,99",,"1 kg = 31,92",mit gehobeltem Parmigiano Reggiano DOP und Vinaigrette,Nein,Dieses Angebot findest du vom 02.04. bis 08.04. in deiner Kaufland-Filiale.,2026-04-02,2026-04-08,../images/kaufland/kaufland_offer_171.jpg,"cat_grundnahrung,tag_ultra_processed",,,ref_000233,,
K-CLASSIC,Lachsschinken,"€ 1,29","€ 1,59","1 kg = 12,90","gepökelt und geräuchert, auch mit Kräutern",Nein,Dieses Angebot findest du vom 02.04. bis 08.04. in deiner Kaufland-Filiale.,2026-04-02,2026-04-08,../images/kaufland/kaufland_offer_102.jpg,"cat_fleisch_wurst,diet_lactose_free,sub_schwein,sub_wurst,tag_ultra_processed",,BLS-W443000,ref_000234,obs_0000010598|obs_0000026709|obs_0000006858|obs_0000027441|obs_0000033776|obs_0000007419|obs_0000028711|obs_0000024691|obs_0000019345|obs_0000001023|obs_0000025663|obs_0000025853|obs_0000028268|obs_0000001769|obs_0000028588,obs_0000026709|obs_0000010598|obs_0000006858|obs_0000027441|obs_0000033776|obs_0000007419
K-GOLD EDITION,Langkorn-Wildreis-Mischung,"€ 1,59","€ 1,99","1 kg = 3,18","parboiled, nussiger Geschmack",Nein,Dieses Angebot findest du vom 02.04. bis 08.04. in deiner Kaufland-Filiale.,2026-04-02,2026-04-08,../images/kaufland/kaufland_offer_204.jpg,"cat_grundnahrung,tag_ultra_processed,tag_whole_food",,,ref_000235,,
Keine Marke,Laugenbaguette,"€ 0,99","€ 1,29","1 kg = 3,81",ideal als Grillbeilage oder für eine herzhafte Brotzeit,Nein,Dieses Angebot findest du vom 02.04. bis 08.04. in deiner Kaufland-Filiale.,2026-04-02,2026-04-08,../images/kaufland/kaufland_offer_190.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food",,,ref_000236,obs_0000015421,obs_0000015421
DU DARFST,Leberwurst,"€ 1,19","€ 1,89","1 kg = 11,90",Apfel-Zwiebel- oder Kalbsleberwurst,Nein,Dieses Angebot findest du vom 02.04. bis 08.04. in deiner Kaufland-Filiale.,2026-04-02,2026-04-08,../images/kaufland/kaufland_offer_100.jpg,"cat_fleisch_wurst,sub_wurst,tag_ultra_processed",,,ref_000237,obs_0000014468|obs_0000011436|obs_0000026900|obs_0000028438|obs_0000024223|obs_0000003643|obs_0000013762|obs_0000028622|obs_0000026066|obs_0000026452|obs_0000028508|obs_0000010597|obs_0000031720|obs_0000012655|obs_0000019440|obs_0000023801|obs_0000013053|obs_0000014072|obs_0000028816|obs_0000010514|obs_0000027924|obs_0000013335|obs_0000006686|obs_0000005791|obs_0000016161|obs_0000034952|obs_0000013732|obs_0000029607|obs_0000005420|obs_0000007852|obs_0000029615|obs_0000033967|obs_0000031794|obs_0000007228|obs_0000006341|obs_0000026179|obs_0000030791|obs_0000006345|obs_0000022616|obs_0000023387|obs_0000027998|obs_0000014176|obs_0000005226|obs_0000008560|obs_0000010608|obs_0000010228|obs_0000029961|obs_0000028074|obs_0000010935|obs_0000005973,obs_0000014468|obs_0000026900|obs_0000028438|obs_0000024223|obs_0000011436|obs_0000003643|obs_0000013762|obs_0000028622|obs_0000026066|obs_0000026452|obs_0000028508|obs_0000010597|obs_0000031720|obs_0000012655|obs_0000019440|obs_0000023801|obs_0000013053
ST MANG,Limburger oder Rubius,"€ 1,99",,"1 kg = 9,95 - 11,06","würzig bis herzhaft-pikant, 40 - 60 % Fett i. Tr.",Nein,Dieses Angebot findest du vom 02.04. bis 08.04. in deiner Kaufland-Filiale.,2026-04-02,2026-04-08,../images/kaufland/kaufland_offer_134.jpg,"cat_molkerei_kaese,tag_ultra_processed",,,ref_000238,obs_0000014945|obs_0000006793|obs_0000005161|obs_0000006097,obs_0000014945
LINDT,Lindor Kugeln,"€ 4,79",,"1 kg = 34,97 - 35,23","mit zartschmelzender Füllung, versch. Sorten",Nein,Dieses Angebot findest du vom 02.04. bis 08.04. in deiner Kaufland-Filiale.,2026-04-02,2026-04-08,../images/kaufland/kaufland_offer_234.jpg,"cat_knabbern_naschen,diet_vegan,tag_ultra_processed,tag_whole_food",,,ref_000239,obs_0000014599|obs_0000014281|obs_0000013297|obs_0000012391|obs_0000011960|obs_0000009929|obs_0000009465|obs_0000008176|obs_0000007280|obs_0000006034,obs_0000007280|obs_0000014599|obs_0000006034|obs_0000014281|obs_0000013297
CHUPA CHUPS,Lollies,"€ 1,39","€ 1,79","1 kg = 11,59",versch. Sorten,Nein,Dieses Angebot findest du vom 02.04. bis 08.04. in deiner Kaufland-Filiale.,2026-04-02,2026-04-08,../images/kaufland/kaufland_offer_241.jpg,"cat_knabbern_naschen,diet_vegetarian,tag_ultra_processed",,,ref_000240,obs_0000011556|obs_0000008552|obs_0000016301|obs_0000017136|obs_0000012400,obs_0000011556|obs_0000008552
GORDON S,London Dry Gin oder 0 0,"€ 9,99","€ 13,99","1 l = 14,28","klassischer Gin mit typischem Wacholder-Aroma, 37,5 Vol. % oder alkoholfrei",Nein,Dieses Angebot findest du vom 02.04. bis 08.04. in deiner Kaufland-Filiale.,2026-04-02,2026-04-08,../images/kaufland/kaufland_offer_250.jpg,cat_getraenke,,,ref_000241,obs_0000011130|obs_0000008342|obs_0000014250|obs_0000008385|obs_0000017090|obs_0000017315|obs_0000009168|obs_0000034843|obs_0000010741|obs_0000011573|obs_0000012864|obs_0000013765|obs_0000014631|obs_0000016107|obs_0000016177|obs_0000016267|obs_0000030760|obs_0000006210|obs_0000012420|obs_0000013385|obs_0000015059|obs_0000007656|obs_0000035048|obs_0000026929|obs_0000019615|obs_0000015697,obs_0000011130
K-GOLD EDITION,Macarons S lection,"€ 2,99","€ 3,99","1 kg = 20,77",sechs cremige oder fruchtige Sorten,Nein,Dieses Angebot findest du vom 02.04. bis 08.04. in deiner Kaufland-Filiale.,2026-04-02,2026-04-08,../images/kaufland/kaufland_offer_126.jpg,"cat_molkerei_kaese,tag_ultra_processed",,,ref_000242,obs_0000017092|obs_0000019301|obs_0000001094|obs_0000021478|obs_0000024006|obs_0000024555|obs_0000016237|obs_0000024430|obs_0000025999|obs_0000020659|obs_0000025630,
Keine Marke,Magnethalterung,"€ 1,99",,"pro Einheit = 1,99",Montage von Rauchmeldern u. ä. ohne Bohren Mit Montage- und Magnetplatte Tragkraft Magnetplatte max. 500 g Befestigung der Platten mit robusten Klebepads,Nein,Dieses Angebot findest du vom 02.04. bis 08.04. in deiner Kaufland-Filiale.,2026-04-02,2026-04-08,../images/kaufland/kaufland_offer_328.jpg,"cat_tiefkuehl,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",,,ref_000243,,
MAOAM,MaoMixx oder Joystixx,"€ 2,29","€ 2,79","1 kg = 7,05 - 9,16",Kaubonbons,Nein,Dieses Angebot findest du vom 02.04. bis 08.04. in deiner Kaufland-Filiale.,2026-04-02,2026-04-08,../images/kaufland/kaufland_offer_240.jpg,"cat_knabbern_naschen,tag_ultra_processed",,,ref_000244,obs_0000012402,obs_0000012402
FREIXENET,Medera o oder Mia,"€ 2,99","€ 4,49","1 l = 3,99","Spanien, z. B. Mederaño Tinto: Noten von Cassis und Kirsche, passt zu kräftigen und würzigen Speisen",Nein,Dieses Angebot findest du vom 06.04. bis 08.04. in deiner Kaufland-Filiale.,2026-04-06,2026-04-08,../images/kaufland/kaufland_offer_038.jpg,cat_getraenke,,,ref_000245,obs_0000015260|obs_0000011983|obs_0000016121|obs_0000005450|obs_0000007869,obs_0000015260|obs_0000011983|obs_0000016121
Keine Marke,Mediterrane Stämme,"€ 23,99",,"pro Einheit = 23,99","versch. Sorten, ohne Übertopf, Topf Ø 21 cm, ab 19,99€",Nein,Dieses Angebot findest du vom 02.04. bis 08.04. in deiner Kaufland-Filiale.,2026-04-02,2026-04-08,../images/kaufland/kaufland_offer_056.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,sub_sahne_creme,tag_ultra_processed,tag_whole_food",,,ref_000246,,
PR SIDENT,Meersalz-Butter,"€ 2,49",,"1 kg = 9,96",mit echten Meersalzkörnern,Nein,Dieses Angebot findest du vom 02.04. bis 08.04. in deiner Kaufland-Filiale.,2026-04-02,2026-04-08,../images/kaufland/kaufland_offer_129.jpg,"cat_molkerei_kaese,diet_vegetarian,sub_butter_margarine,sub_milchprodukte",,,ref_000247,obs_0000002954|obs_0000015274|obs_0000002041|obs_0000003591|obs_0000019493|obs_0000031786|obs_0000024620|obs_0000003636|obs_0000002620|obs_0000000107|obs_0000002676|obs_0000010409|obs_0000034970|obs_0000003267|obs_0000011467|obs_0000018644|obs_0000026359|obs_0000008456|obs_0000011042|obs_0000013125|obs_0000018772|obs_0000008556|obs_0000009075|obs_0000027517|obs_0000001425|obs_0000027049|obs_0000017835|obs_0000018391|obs_0000006617|obs_0000021984|obs_0000000997|obs_0000022502|obs_0000012797,obs_0000002954|obs_0000015274|obs_0000006617|obs_0000002041
STORCK,Merci-Täfelchen,"€ 1,29",,"1 kg = 11,52 - 12,90",versch. Sorten,Nein,Dieses Angebot findest du vom 02.04. bis 08.04. in deiner Kaufland-Filiale.,2026-04-02,2026-04-08,../images/kaufland/kaufland_offer_231.jpg,"cat_knabbern_naschen,tag_ultra_processed",,,ref_000248,obs_0000008090|obs_0000009792|obs_0000009321,obs_0000008090|obs_0000009792|obs_0000009321
SHARP,Mikrowelle mit Grillfunktion YC-PG204AE-S,"€ 69,99",,"pro Einheit = 69,99","Garraum ca. 20 l mit LED-Beleuchtung 10 Leistungsstufen 12 Automatikprogramme Zeitschalt- und Auftaufunktion ECO-Funktion Kindersicherung Touch-Bedienelemente Drehteller ca. Ø 24,5 cm Mikrowelle 700 W, Grill 900 W Größe ca. B 46 x H 27 x T 35 cm",Nein,Dieses Angebot findest du vom 02.04. bis 08.04. in deiner Kaufland-Filiale.,2026-04-02,2026-04-08,../images/kaufland/kaufland_offer_319.jpg,cat_non_food,,,ref_000249,obs_0000010545,obs_0000010545
GIOTTO,Mini-Gebäckkugeln,"€ 2,99",,"1 kg = 19,42","gefüllt mit Haselnusscreme, 4 Stangen à 9 Stück",Nein,Dieses Angebot findest du vom 02.04. bis 08.04. in deiner Kaufland-Filiale.,2026-04-02,2026-04-08,../images/kaufland/kaufland_offer_232.jpg,"cat_knabbern_naschen,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",,,ref_000250,obs_0000011552|obs_0000012328|obs_0000006379|obs_0000010932|obs_0000017530|obs_0000026024|obs_0000018128|obs_0000016216,obs_0000011552
LIVINGTON,Mini-Tischsauger,"€ 5,99","€ 12,95","pro Einheit = 5,99","Zum schnellen Aufsaugen von Staub und Krümeln Für harte und gepolsterten Oberflächen Mit unterseitigen Borsten Entnehmbare Auffangschale Kabelloser Batteriebetrieb Größe ca. Ø 8,5 x 6,7 cm (ca. 170 g)",Nein,Dieses Angebot findest du vom 02.04. bis 08.04. in deiner Kaufland-Filiale.,2026-04-02,2026-04-08,../images/kaufland/kaufland_offer_475.jpg,"cat_non_food,tag_ultra_processed",,,ref_000251,obs_0000012328|obs_0000006379|obs_0000010932|obs_0000017530|obs_0000026024|obs_0000018128|obs_0000016216,
K-CLASSIC,Mini-Windbeutel,"€ 1,19","€ 1,49","1 kg = 4,76","mit feiner Sahnecreme-Füllung, versch. Sorten",Nein,Dieses Angebot findest du vom 02.04. bis 08.04. in deiner Kaufland-Filiale.,2026-04-02,2026-04-08,../images/kaufland/kaufland_offer_160.jpg,"cat_tiefkuehl,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",,BLS-D720200,ref_000252,obs_0000031667|obs_0000029655|obs_0000012328|obs_0000006379|obs_0000010932|obs_0000017530|obs_0000026024|obs_0000018128|obs_0000016216,obs_0000031667|obs_0000029655
Vegetarische Pizza,mit Blumenkohl,"€ 0,69",,"pro Einheit = 0,69","Pizza-Snack mit Blumenkohl, Paprika und Zwiebeln belegt und mit Käse überbacken",Nein,Dieses Angebot findest du vom 02.04. bis 08.04. in deiner Kaufland-Filiale.,2026-04-02,2026-04-08,../images/kaufland/kaufland_offer_187.jpg,"cat_grundnahrung,diet_lactose_free,diet_vegan,diet_vegetarian,sub_fleischersatz",,BLS-G311100,ref_000253,obs_0000014360|obs_0000026697|obs_0000006262|obs_0000034912|obs_0000006277|obs_0000010505|obs_0000026941|obs_0000000380|obs_0000004511|obs_0000027205|obs_0000021177|obs_0000004938|obs_0000025437|obs_0000033712|obs_0000007308|obs_0000027804|obs_0000007515|obs_0000026284|obs_0000020358|obs_0000004084,
HEIDSIECK,Monopole Blue Top,"€ 24,99","€ 33,99","1 l = 33,32","Champagner brut, hellgelb mit deutlicher Perlage, fruchtig, Duft nach tropischen Früchten",Nein,Dieses Angebot findest du vom 02.04. bis 08.04. in deiner Kaufland-Filiale.,2026-04-02,2026-04-08,../images/kaufland/kaufland_offer_266.jpg,cat_getraenke,,,ref_000254,obs_0000016153|obs_0000023999|obs_0000024428,
ZOTT,Monte,"€ 1,69","€ 2,99","1 kg = 4,23","Milchcreme-Dessert mit Schoko und Nuss, Mega oder Maxi",Nein,Dieses Angebot findest du vom 02.04. bis 08.04. in deiner Kaufland-Filiale.,2026-04-02,2026-04-08,../images/kaufland/kaufland_offer_123.jpg,"cat_molkerei_kaese,sub_milchprodukte,sub_sahne_creme,tag_ultra_processed",,,ref_000255,obs_0000012680|obs_0000011038|obs_0000001955|obs_0000009385|obs_0000019311|obs_0000009846|obs_0000002823|obs_0000019979|obs_0000021646|obs_0000024207|obs_0000001179|obs_0000021021|obs_0000000813|obs_0000010937|obs_0000024893|obs_0000022981|obs_0000016980|obs_0000020827|obs_0000023781|obs_0000020202|obs_0000025328|obs_0000025457|obs_0000034166|obs_0000005342|obs_0000006625|obs_0000005913|obs_0000030525|obs_0000029855|obs_0000030592,obs_0000012680|obs_0000011038|obs_0000001955|obs_0000009385|obs_0000005342|obs_0000006625|obs_0000019311|obs_0000009846
MONTORSI,Mortadella Bologna IGP mit Pistazien,"€ 1,29",,"pro Einheit = 1,29","mit Pistazien, ital. Wurstspezialität, zart und aromatisch",Nein,Dieses Angebot findest du vom 02.04. bis 08.04. in deiner Kaufland-Filiale.,2026-04-02,2026-04-08,../images/kaufland/kaufland_offer_115.jpg,"cat_fleisch_wurst,sub_schwein,sub_wurst,tag_ultra_processed",,,ref_000256,obs_0000014475|obs_0000011448|obs_0000004894|obs_0000004040|obs_0000000355|obs_0000003049|obs_0000034155|obs_0000004467|obs_0000005014|obs_0000000433|obs_0000004160|obs_0000004587|obs_0000001787,obs_0000014475|obs_0000011448
K-GOLD EDITION,Mousse au Chocolat,"€ 3,79",,"1 kg = 10,83","Zartbitter oder Weiße Schokolade, ohne Alkohol",Nein,Dieses Angebot findest du vom 02.04. bis 08.04. in deiner Kaufland-Filiale.,2026-04-02,2026-04-08,../images/kaufland/kaufland_offer_127.jpg,"cat_molkerei_kaese,tag_ultra_processed",,BLS-Y871363,ref_000257,obs_0000002317|obs_0000020652|obs_0000024622|obs_0000025433|obs_0000001241|obs_0000021471|obs_0000002144|obs_0000004880|obs_0000002857|obs_0000004026|obs_0000001096|obs_0000000346|obs_0000004453|obs_0000034905|obs_0000034878|obs_0000032489|obs_0000004262|obs_0000024440|obs_0000004689|obs_0000024022|obs_0000000221|obs_0000031599|obs_0000003835|obs_0000019981|obs_0000016658|obs_0000015380|obs_0000024017|obs_0000017492|obs_0000018773|obs_0000024558|obs_0000024444,obs_0000002317|obs_0000020652|obs_0000024622|obs_0000034878|obs_0000025433|obs_0000001241|obs_0000021471|obs_0000002144
MILRAM,Müritzer,"€ 0,99",,"pro Einheit = 0,99","dtsch. Schnittkäse, 55 % Fett i. Tr.",Nein,Dieses Angebot findest du vom 02.04. bis 08.04. in deiner Kaufland-Filiale.,2026-04-02,2026-04-08,../images/kaufland/kaufland_offer_145.jpg,"cat_molkerei_kaese,diet_vegetarian,sub_kaese,sub_milchprodukte",,,ref_000258,obs_0000009636|obs_0000011485|obs_0000001420|obs_0000033685|obs_0000014501|obs_0000030891|obs_0000032341|obs_0000031970,obs_0000009636|obs_0000011485
WEIDA,Neuseel Lammbraten,"€ 9,99","€ 11,99","pro Einheit = 9,99","mit Knochen, Stück ca. 1,7 - 2,9 kg",Nein,Dieses Angebot findest du vom 02.04. bis 08.04. in deiner Kaufland-Filiale.,2026-04-02,2026-04-08,../images/kaufland/kaufland_offer_164.jpg,cat_tiefkuehl,,,ref_000259,,
Keine Marke,Niederl Rote Bete lose,"€ 0,99","€ 1,49","pro Einheit = 0,99",Kl. I,Nein,Dieses Angebot findest du vom 02.04. bis 08.04. in deiner Kaufland-Filiale.,2026-04-02,2026-04-08,../images/kaufland/kaufland_offer_049.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,sub_frisches_obst,tag_whole_food",,,ref_000260,obs_0000010561|obs_0000015720|obs_0000001276,
