Marke,Produkt,Preis,Vorheriger_Preis,Preis_kg,Hinweis,Nur_online,Gueltig_raw,Gueltig_von,Gueltig_bis,Bildpfad
PAULANER,Münchner Hell,"€ 14,99",19.99,1 l = 1.50,,Nein,Dieses Angebot findest du vom 09.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-09,2026-02-11,images_kaufland/kaufland_offer_630.jpg
KLEINEMAS,Wacholder-Bauch,"€ 4,29",5.49,1 kg = 14.30,,Nein,Dieses Angebot findest du vom 09.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-09,2026-02-11,images_kaufland/kaufland_offer_631.jpg
Keine Marke,Ital Babyspinat,"€ 0,79",1.29,1 kg = 5.27,,Nein,Dieses Angebot findest du vom 09.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-09,2026-02-11,images_kaufland/kaufland_offer_632.jpg
DR OETKER,Paradiescreme,"€ 3,00",3.96,1 kg = 10.14 - 13.64,,Nein,Dieses Angebot findest du vom 09.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-09,2026-02-11,images_kaufland/kaufland_offer_633.jpg
HARRY,Toast,"€ 1,29",1.99,1 kg = 2.58,,Nein,Dieses Angebot findest du vom 09.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-09,2026-02-11,images_kaufland/kaufland_offer_636.jpg
Keine Marke,Dtsch Möhren,"€ 0,89",1.29,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 09.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-09,2026-02-11,images_kaufland/kaufland_offer_641.jpg
K-CLASSIC,Frischer Schmand 24 Fett,"€ 0,66",,1 kg = 3.30,,Nein,Dieses Angebot findest du vom 09.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-09,2026-02-11,images_kaufland/kaufland_offer_643.jpg
PERWOLL,Woll- oder Feinwaschmittel,"€ 9,89",11.95,pro Anwendung = 0.19,,Nein,Dieses Angebot findest du vom 09.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-09,2026-02-11,images_kaufland/kaufland_offer_644.jpg
Keine Marke,Kalanchoe im Glas,"€ 7,99",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 09.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-09,2026-02-11,images_kaufland/kaufland_offer_645.jpg
Keine Marke,Ital Rucola oder Pflücksalat,"€ 0,79",1.29,1 kg = 6.32,,Nein,Dieses Angebot findest du vom 09.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-09,2026-02-11,images_kaufland/kaufland_offer_646.jpg
Keine Marke,Bauernbrötchen mit Saaten,"€ 0,39",0.55,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 09.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-09,2026-02-11,images_kaufland/kaufland_offer_647.jpg
BRUT DARGENT,Franz Sekt,"€ 5,89",7.99,1 l = 7.86,,Nein,Dieses Angebot findest du vom 09.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-09,2026-02-11,images_kaufland/kaufland_offer_648.jpg
Keine Marke,Ecuador peruan Bio-Bananen,"€ 1,49",1.99,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 09.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-09,2026-02-11,images_kaufland/kaufland_offer_649.jpg
K-CLASSIC,Leberwurst,"€ 1,11",1.39,1 kg = 4.44,,Nein,Dieses Angebot findest du vom 09.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-09,2026-02-11,images_kaufland/kaufland_offer_651.jpg
K-CLASSIC,Baguette,"€ 2,22",2.99,1 kg = 2.96,,Nein,Dieses Angebot findest du vom 09.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-09,2026-02-11,images_kaufland/kaufland_offer_652.jpg
KUSCHELWEICH,Weichspüler Luxury Moments oder Oriental,"€ 1,69",,pro Anwendung = 0.05,,Nein,Dieses Angebot findest du vom 09.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-09,2026-02-11,images_kaufland/kaufland_offer_653.jpg
TUC,Bake Rolls oder Mini,"€ 1,39",1.99,1 kg = 9.27 - 11.59,,Nein,Dieses Angebot findest du vom 09.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-09,2026-02-11,images_kaufland/kaufland_offer_654.jpg
