Marke,Produkt,Preis,Vorheriger_Preis,Preis_kg,Hinweis,Nur_online,Gueltig_raw,Gueltig_von,Gueltig_bis,Bildpfad
K-BLUE BAY,Crevettes Roses,"€ 2,49",,1 kg = 9.96,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_119.jpg
LANDLIEBE,Pudding,"€ 0,49",,1 kg = 2.18 - 3.27,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_121.jpg
COOKIE BROS,Keksteig zum Naschen,"€ 2,49",2.99,1 kg = 15.57 - 16.60,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_122.jpg
EXQUISA,Käsekuchen-Snack,"€ 1,11",1.39,1 kg = 15.86,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_123.jpg
GLOWKITCHEN,Bio-Mini-Bananenbrot,"€ 1,59",1.99,1 kg = 22.72,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_124.jpg
Keine Marke,Macaron-Herzen,"€ 2,99",,1 kg = 33.23,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_125.jpg
KINDER,Choco fresh oder Paradiso,"€ 1,49",,1 kg = 12.85 - 14.54,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_126.jpg
DANONE,Actimel,"€ 1,99",,1 kg = 2.49,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_127.jpg
EMMI,Caff Latte,"€ 1,39",2.39,1 l = 6.05,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_128.jpg
EHRMANN,Obstgarten,"€ 0,49",,1 kg = 3.92,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_130.jpg
EXQUISA,Quark-Genuss,"€ 1,49",2.49,1 kg = 2.98,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_131.jpg
DUG,Kartoffeldrink,"€ 1,99",2.49,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_132.jpg
VLY,No Milk Today Erbsenprotein- Drink Barista oder Ungesüßt,"€ 1,99",2.49,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_133.jpg
NATRUE,Barista Oat Matcha,"€ 2,22",2.99,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_134.jpg
PIN,Pistaziendrink,"€ 1,99",2.49,1 l = 3.98,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_135.jpg
M LK,Haferdrink Barista,"€ 1,59",1.99,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_136.jpg
K-TAKE IT VEGGIE,Bio-Mandeldrink,"€ 0,99",1.35,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_137.jpg
ALPRO,Mandel- oder Kokosnussdrink,"€ 1,99",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_138.jpg
K-TAKE IT VEGGIE,Vegane Schlagcreme,"€ 0,79",0.95,1 l = 3.95,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_139.jpg
ALPENHAIN,Obazda,"€ 1,49",,1 kg = 11.92,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_140.jpg
K-FAVOURITES,Gorgonzola DOP,"€ 2,22",2.99,1 kg = 11.10,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_141.jpg
PR SIDENT,Franz Weichkäse,"€ 2,59",3.49,1 kg = 12.95 - 17.27,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_142.jpg
MILKANA,Tolle Rolle oder Schmelzkäse-Zubereitung,"€ 1,79",2.69,1 kg = 9.43 - 17.90,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_143.jpg
SALZBURGMILCH,Bergkäse oder Heujuwel,"€ 2,49",,1 kg = 9.96,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_144.jpg
K-CLASSIC,Gouda jung,"€ 3,29",,1 kg = 7.32,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_145.jpg
BABYBEL,Mini,"€ 1,59",,1 kg = 15.90,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_146.jpg
Keine Marke,Parmigiano Reggiano DOP,"€ 2,79",3.79,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_148.jpg
Keine Marke,Schweizer Emmentaler AOP,"€ 1,99",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_149.jpg
GRÜNLÄNDER,Dtsch Schnittkäse,"€ 0,99",2.09,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_150.jpg
CAMBOZOLA MONTAGNOLO,ROUGETTE oder FIORELLA DI TOMINO,"€ 1,79",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_151.jpg
NUII,Eis am Stiel,"€ 2,22",3.99,1 l = 8.23,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_152.jpg
OSWALD,Schofrulade,"€ 2,69",3.89,1 kg = 20.70,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_153.jpg
COPPENRATH WIESE,Meistertorte,"€ 5,99",,1 kg = 5.45 - 11.98,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_156.jpg
ARTISAN CAKE,Dessert,"€ 4,99",,1 kg = 55.45 - 62.38,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_157.jpg
POPPIES,Mini-Donuts oder -Eclairs,"€ 2,22",2.99,1 kg = 8.05 - 12.07,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_158.jpg
K-CLASSIC,Mini-Gebäck,"€ 2,49",2.99,1 kg = 8.30,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_159.jpg
SNACKMASTER,Mikrowellen-Pommes,"€ 0,74",1.39,1 kg = 5.29,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_160.jpg
IGLO,Fischstäbchen,"€ 2,22",,1 kg = 4.94 - 6.17,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_161.jpg
BÜRGER,Maultaschen,"€ 1,69",,1 kg = 4.70 - 5.64,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_162.jpg
K-TO GO,Sandwich,"€ 1,69",1.99,1 kg = 9.14,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_163.jpg
K-TAKE IT VEGGIE,Bio-Tempeh,"€ 2,39",2.99,1 kg = 11.95,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_164.jpg
K-TO GO,Schweizer Wurstsalat,"€ 1,69",1.99,1 kg = 5.64,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_165.jpg
LYSELL,Heringsfiletröllchen,"€ 1,69",,Abtropfgewicht 75 g - 90 g (1 kg = 18.78 - 22.54,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_167.jpg
K-BIO,Bioland Brechbohnen,"€ 0,79",0.99,Abtropfgewicht 195 g (1 kg = 4.06,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_168.jpg
KÜHNE,Gewürzgurken oder Dänischer Gurkensalat,"€ 1,59",2.79,Abtropfgewicht 360 g (1 kg = 4.42,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_170.jpg
KÜHNE,Dressing,"€ 1,99",2.49,1 l = 3.98,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_171.jpg
KÜHNE,Mittelscharfer Senf,"€ 1,29",1.79,1 l = 5.16,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_172.jpg
MAGGI,Internat Würzsoße,"€ 1,99",,1 l = 3.98,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_173.jpg
FILIPPO BERIO,Natives Olivenöl extra,"€ 8,00",9.98,1 l = 8.00,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_174.jpg
MAZOLA,Keimöl,"€ 3,49",4.49,1 l = 4.66,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_175.jpg
SAMYANG,Tangle Pasta,"€ 1,59",1.99,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_176.jpg
Keine Marke,Oliven-Mix,"€ 0,99",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_177.jpg
Keine Marke,Grüne Peperoni,"€ 0,99",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_178.jpg
Keine Marke,Hot Dog,"€ 0,99",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_179.jpg
Keine Marke,Schinken-Käse-Croissant,"€ 0,59",0.79,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_180.jpg
Keine Marke,Erdbeerherz,"€ 0,89",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_181.jpg
Keine Marke,Herz-Berliner,"€ 0,69",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_182.jpg
Keine Marke,Gourmetlaugenstange,"€ 0,39",0.49,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_183.jpg
Keine Marke,Weißbrot mit Glanz,"€ 1,39",1.99,1 kg = 2.78,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_184.jpg
Keine Marke,Möhren-Kartoffel-Brot,"€ 1,19",,1 kg = 2.65,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_185.jpg
K-CLASSIC,Baguettes oder Brötchen,"€ 0,55",,1 kg = 1.84,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_186.jpg
K-BIO,Bio-Toastbrötchen,"€ 0,85",0.95,1 kg = 3.27,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_187.jpg
LEICHT CROSS,Knusperbrot,"€ 0,99",1.39,1 kg = 7.92,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_189.jpg
MAGGI,Guten Appetit Suppe,"€ 0,59",,1 l = 0.59 - 0.79,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_190.jpg
KNORR,Fix,"€ 0,39",,1 kg = 4.34 - 13.93,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_191.jpg
BIHOPHAR,Akazien-Honig,"€ 6,66",8.49,1 kg = 13.32,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_193.jpg
MILKA,Haselnusscreme,"€ 2,49",3.69,1 kg = 7.12,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_194.jpg
GRAFSCHAFTER,Goldsaft Zuckerrübensirup,"€ 1,39",1.79,1 kg = 3.09,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_195.jpg
DR OETKER,Vitalis Müsli,"€ 6,00",,1 kg = 2.78 - 3.88,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_196.jpg
LEIMER,Panko Paniermehl,"€ 1,49",1.99,1 kg = 8.52,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_197.jpg
K-BIO,Bio-Cashewbruch,"€ 2,69",3.25,1 kg = 8.97,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_198.jpg
K-CLASSIC,Pekannuss-Kerne,"€ 2,99",3.99,1 kg = 14.95,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_199.jpg
MELITTA,Kaffee,"€ 6,49",9.29,1 kg = 12.98,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_200.jpg
EDUSCHO,Filterkaffee Nr 1,"€ 6,49",,1 kg = 12.98,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_201.jpg
DALLMAYR,Crema d Oro,"€ 12,99",20.99,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_202.jpg
MELITTA,Kaffee-Pads,"€ 1,99",2.99,1 kg = 17.77 - 18.60,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_203.jpg
TEEKANNE,Verführerischer Früchtetee,"€ 3,38",5.07,1 kg = 25.12,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_205.jpg
K-CONCEPT VITAL,Arzneitee,"€ 1,17",,1 kg = 30.79 - 39.00,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_206.jpg
K-CLASSIC,Knusper-Mäuse,"€ 0,99",1.19,1 kg = 7.92,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_208.jpg
K-CLASSIC,Käse- oder Salz-Stängli,"€ 1,29",1.59,1 kg = 8.60,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_210.jpg
K-CLASSIC,Knuspriger Knabber-Mix,"€ 1,39",1.79,1 kg = 4.64,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_211.jpg
TUC,Cracker,"€ 1,99",,1 kg = 6.64,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_212.jpg
MON CH RI,Pralinen mit Alkoholfüllung,"€ 2,39",3.99,1 kg = 15.23,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_214.jpg
RITTER SPORT oder AMICELLI,Herz,"€ 2,99",,1 kg = 21.83 - 25.13,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_215.jpg
FERRERO,Mon Ch ri Raffaello Rocher oder Küsschen Herz,"€ 4,49",,1 kg = 30.55 - 36.21,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_216.jpg
FERRERO,Küsschen,"€ 2,79",3.99,1 kg = 15.68 - 16.23,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_218.jpg
LINDT,Mini-Pralin s,"€ 4,99",,1 kg = 49.90,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_219.jpg
LINDT,Alles Liebe Pralin s,"€ 5,99",8.99,1 kg = 47.92,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_220.jpg
LINDT,Lindor,"€ 7,99",11.99,1 kg = 21.31,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_221.jpg
MERCI,Lovelies,"€ 2,49",3.49,1 kg = 13.46,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_222.jpg
KINDER,Riegel Fan-Edition,"€ 6,99",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_223.jpg
KNOPPERS,Minis,"€ 1,99",2.49,1 kg = 9.95,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_224.jpg
NESTL,KitKat Lion oder Smarties Mini,"€ 2,49",4.79,1 kg = 10.65 - 13.32,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_225.jpg
EM-EUKAL,Gummidrops,"€ 1,29",1.85,1 kg = 14.34,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_227.jpg
HARIBO,Love Edition oder Berry Hearts,"€ 0,89",1.19,1 kg = 5.57,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_228.jpg
WICK,Halsbonbons,"€ 1,29",1.65,1 kg = 17.92,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_230.jpg
TIC TAC,Dragees,"€ 1,39",1.99,1 kg = 25.75,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_231.jpg
STORCK,Nimm2 Fruchtbonbons Soft oder Lollies,"€ 1,69",1.99,1 kg = 3.94 - 8.45,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_232.jpg
BÖHME,Fruchtkaramellen,"€ 1,39",1.89,1 kg = 5.56,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_233.jpg
MAOAM,MaoMixx oder Joystixx,"€ 1,79",2.79,1 kg = 5.51 - 7.16,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_234.jpg
STORCK,Super-Dickmann s,"€ 1,59",2.29,1 kg = 6.36,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_235.jpg
STORCK,Dickmann s Berliner,"€ 1,59",,1 kg = 10.00,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_236.jpg
COOL,Lollipop-Mix,"€ 2,79",3.49,1 kg = 5.58,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_237.jpg
LEIBNIZ,Zoo,"€ 1,49",1.89,1 kg = 11.92,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_238.jpg
OREO,Doppelkekse,"€ 1,39",1.99,1 kg = 7.90 - 8.18,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_239.jpg
LEIBNIZ,Choco,"€ 1,89",,1 kg = 15.12,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_240.jpg
LINDT,Lindor Love,"€ 6,99",8.99,1 kg = 43.15,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_241.jpg
TRUE FRUITS,Smoothie,"€ 2,29",2.89,1 l = 9.16,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_242.jpg
RIOCA,Matcha-Drink,"€ 2,22",2.49,1 l = 7.40,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_243.jpg
FEVER-TREE,Tonic Water,"€ 1,99",2.49,1 l = 3.98,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_244.jpg
DR PEPPER,Erfrischungsgetränk,"€ 0,79",1.09,1 l = 2.40,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_246.jpg
VILSA,Mineralwasser,"€ 2,70",3.30,1 l = 0.60,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_247.jpg
K-CLASSIC,Apfelsaft,"€ 0,88",1.19,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_248.jpg
MORE,Zerup,"€ 3,99",,1 l = 61.39,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_249.jpg
