Produkt,Preis,Preis_kg,Hinweis,Gueltig_von,Gueltig_bis,Bildpfad
albi Saft Nektar oder Fruchtsaftgetränk,"€ 1,59","1 l = 1,59 €","verschiedene Sorten, 1 Liter Packung, (1 l = 1,59 €)",2026-02-09,2026-02-14,images_edeka/albi-saft-nektar-oder-fruchtsaftgetr-nk.jpg
Kulmbacher Bier,"€ 10,99","1 l = 1,10 €","verschiedene Sorten Je nach Verfügbarkeit des Marktes., 24 x 0,33/20 x 0,5 Liter Kasten + 3,42/3,10 Pfand, (1 l = 1,10 €)",2026-02-09,2026-02-14,images_edeka/kulmbacher-bier.jpg
Bad Brückenauer Kondrauer oder Rhön Sprudel Mineralwasser,"€ 5,99","1 l = 0,50 €","verschiedene Sorten Je nach Verfügbarkeit des Marktes., 12 x 1 Liter Kasten + 3,30 Pfand, (1 l = 0,50 €)",2026-02-09,2026-02-14,images_edeka/bad-br-ckenauer-kondrauer-oder-rh-n-sprudel-mineralwasser.jpg
Bad Brückenauer Kondrauer oder Rhön Sprudel Mineralwasser,"€ 5,99","1 l = 0,50 €","verschiedene Sorten Je nach Verfügbarkeit des Marktes., 12 x 1 Liter Kasten + 3,30 Pfand, (1 l = 0,50 €)",2026-02-09,2026-02-14,images_edeka/bad-br-ckenauer-kondrauer-oder-rh-n-sprudel-mineralwasser.jpg
Aperol Aperitivo,"€ 9,99","1 l = 14,27 €","11 % Vol., 0,7 Liter Flasche, (1 l = 14,27 €)",2026-02-09,2026-02-14,images_edeka/aperol-aperitivo.jpg
Baileys Irish Cream Likör,"€ 9,99",Kein Mengenpreis,"verschiedene Sorten, 15,7/17 % Vol. Je nach Verfügbarkeit des Marktes.",2026-02-09,2026-02-14,images_edeka/baileys-irish-cream-lik-r.jpg
Gräf s Party-Minis,"€ 9,99",Kein Mengenpreis,"verschiedene Sorten, 15-25 % Vol. Je nach Verfügbarkeit des Marktes., 25 x 0,02 Liter Packung/Karton",2026-02-09,2026-02-14,images_edeka/gr-f-s-party-minis.jpg
Aperito Alkoholisches Mischgetränk,"€ 2,49","1 l = 4,15 €","verschiedene Sorten, 9/8 % Vol., 3er, 0,6 Liter Packung, (1 l = 4,15 €)",2026-02-09,2026-02-14,images_edeka/aperito-alkoholisches-mischgetr-nk.jpg
GWF Die jungen Frank n Wein,"€ 3,99","1 l = 5,32 €","aus Franken, verschiedene Sorten, 0,75 Liter Bocksbeutel, (1 l = 5,32 €)",2026-02-09,2026-02-14,images_edeka/gwf-die-jungen-frank-n-wein.jpg
Jim Beam Kentucky Straight Bourbon Whiskey,"€ 10,99","1 l = 15,70 €","verschiedene Sorten, 32,5/40 % Vol., 0,7 Liter Flasche, (1 l = 15,70 €)",2026-02-09,2026-02-14,images_edeka/jim-beam-kentucky-straight-bourbon-whiskey.jpg
Smirnoff Vodka,"€ 9,99","1 l = 14,27 €","37,5 % Vol., 0,7 Liter Flasche, (1 l = 14,27 €)",2026-02-09,2026-02-14,images_edeka/smirnoff-vodka.jpg
Laphroaig Islay Single Malt Scotch Whisky,"€ 29,99","1 l = 42,84 €","10 Jahre, 40 % Vol., 0,7 Liter Flasche, (1 l = 42,84 €)",2026-02-09,2026-02-14,images_edeka/laphroaig-islay-single-malt-scotch-whisky.jpg
Grand Sud Wein oder Alkoholfrei,"€ 3,49","1 l = 3,49 €","aus Frankreich, verschiedene Sorten, 1 Liter Flasche, (1 l = 3,49 €)",2026-02-09,2026-02-14,images_edeka/grand-sud-wein-oder-alkoholfrei.jpg
Becksteiner Weinhaus Silvaner Müller Thurgau Bacchus oder Schwarzriesling,"€ 3,99","1 l = 3,99 €","aus Tauberfranken/Baden, verschiedene Sorten, 1 Liter Flasche, (1 l = 3,99 €)",2026-02-09,2026-02-14,images_edeka/becksteiner-weinhaus-silvaner-m-ller-thurgau-bacchus-oder-schwarzriesling.jpg
Mo t Chandon Champagne,"€ 34,99","1 l = 46,65 €","Impérial Brut Nur solange der Vorrat reicht., 0,75 Liter Flasche + GRATIS Geschenkpackung, (1 l = 46,65 €)",2026-02-09,2026-02-14,images_edeka/mo-t-chandon-champagne.jpg
Asbach Uralt Weinbrand Coffee Cream oder Aperitif Ros,"€ 8,99",Kein Mengenpreis,15/36 % Vol. Je nach Verfügbarkeit des Marktes.,2026-02-09,2026-02-14,images_edeka/asbach-uralt-weinbrand-coffee-cream-oder-aperitif-ros.jpg
Schloss Hallburg Bio Wein,"€ 6,99","1 l = 9,32 €","verschiedene Sorten, aus Deutschland, 0,75 Liter Flasche, (1 l = 9,32 €)",2026-02-09,2026-02-14,images_edeka/schloss-hallburg-bio-wein.jpg
Roku Japanese Craft Gin,"€ 19,99","1 l = 28,56 €","43 % Vol., 0,7 Liter Flasche, (1 l = 28,56 €)",2026-02-09,2026-02-14,images_edeka/roku-japanese-craft-gin.jpg
Monster Energy Drink,"€ 0,88","1 l = 1,76 €","verschiedene Sorten, 0,5 Liter Dose + 0,25 Pfand, (1 l = 1,76 €)",2026-02-09,2026-02-14,images_edeka/monster-energy-drink.jpg
EDEKA Herzstücke Ice Tea,"€ 0,99","1 l = 0,66 €","verschiedene Sorten oder der Grüne, 1,5 Liter Flasche + 0,25 Pfand, (1 l = 0,66 €)",2026-02-09,2026-02-14,images_edeka/edeka-herzst-cke-ice-tea.jpg
Tri Top Sirup,"€ 2,99","1 l = 4,98 €","verschiedene Sorten, 0,6 Liter Flasche, (1 l = 4,98 €)",2026-02-09,2026-02-14,images_edeka/tri-top-sirup.jpg
Veltins V,"€ 0,79","1 l = 1,58 €","verschiedene Sorten Je nach Verfügbarkeit des Marktes., 0,5 Liter Dose + 0,25 Pfand, (1 l = 1,58 €)",2026-02-09,2026-02-14,images_edeka/veltins-v.jpg
Coca-Cola,"€ 1,11","1 l = 0,89 €","verschiedene Sorten, Fanta, Sprite oder Mezzo Mix* *koffeinhaltige Limonade, 1,25 Liter Flasche + 0,25 Pfand, (1 l = 0,89 €)",2026-02-09,2026-02-14,images_edeka/coca-cola.jpg
EDEKA Herzstücke Jakobus Apfelschorle,"€ 0,79","1 l = 0,79 €","Je nach Verfügbarkeit des Marktes., 1 Liter Flasche + 0,25 Pfand, (1 l = 0,79 €)",2026-02-09,2026-02-14,images_edeka/edeka-herzst-cke-jakobus-apfelschorle.jpg
innocent Der Smoothie Shot oder Saft,"€ 1,69",Kein Mengenpreis,verschiedene Sorten,2026-02-09,2026-02-14,images_edeka/innocent-der-smoothie-shot-oder-saft.jpg
Bionade Erfrischungsgetränk oder Eistee,"€ 7,99","1 l = 2,02 €","verschiedene Sorten Je nach Verfügbarkeit des Marktes., 12 x 0,33 Liter Kasten + 2,46 Pfand, (1 l = 2,02 €)",2026-02-09,2026-02-14,images_edeka/bionade-erfrischungsgetr-nk-oder-eistee.jpg
Schöfferhofer Weizen-Mix,"€ 3,99","1 l = 2,02 €","verschiedene Sorten, 6 x 0,33 Liter Packung + 0,48 Pfand, (1 l = 2,02 €)",2026-02-09,2026-02-14,images_edeka/sch-fferhofer-weizen-mix.jpg
Krombacher Bier,"€ 12,49","1 l = 1,25 €","verschiedene Sorten Je nach Verfügbarkeit des Marktes., 24 x 0,33/20 x 0,5 Liter Kasten + 3,42/3,10 Pfand, (1 l = 1,25 €)",2026-02-09,2026-02-14,images_edeka/krombacher-bier.jpg
Bayreuther Hell,"€ 14,99","1 l = 2,27 €","Je nach Verfügbarkeit des Marktes., 20 x 0,33 Liter Kasten + 3,10 Pfand, (1 l = 2,27 €)",2026-02-09,2026-02-14,images_edeka/bayreuther-hell.jpg
Ferrero Mon Ch ri,"€ 2,99","1 kg = 19,04 €","15er, 157 g Packung, (1 kg = 19,04 €)",2026-02-09,2026-02-14,images_edeka/ferrero-mon-ch-ri.jpg
Storck merci Selection,"€ 2,99",Kein Mengenpreis,verschiedene Sorten,2026-02-09,2026-02-14,images_edeka/storck-merci-selection.jpg
Milka Pralin s oder Hauchzarte Herzen,"€ 1,79",Kein Mengenpreis,verschiedene Sorten,2026-02-09,2026-02-14,images_edeka/milka-pralin-s-oder-hauchzarte-herzen.jpg
Ültje Swavy,"€ 1,99","1 kg = 13,27 €","verschiedene Sorten *Je nach Verfügbarkeit des Marktes., 120*-170 g Packung, (1 kg = 13,27 €)",2026-02-09,2026-02-14,images_edeka/ltje-swavy.jpg
funny-frisch Chipsfrisch,"€ 1,11","1 kg = 7,40 €","verschiedene Sorten, 150 g Packung, (1 kg = 7,40 €)",2026-02-09,2026-02-14,images_edeka/funny-frisch-chipsfrisch.jpg
Sarotti Tiamo Feinste Trüffel,"€ 2,49","1 kg = 19,92 €","verschiedene Sorten, 125 g Packung, (1 kg = 19,92 €)",2026-02-09,2026-02-14,images_edeka/sarotti-tiamo-feinste-tr-ffel.jpg
Lindt Lindor Kugeln,"€ 4,44","1 kg = 29,60 €","verschiedene Sorten Je nach Verfügbarkeit des Marktes., 150 g Packung, (1 kg = 29,60 €)",2026-02-09,2026-02-14,images_edeka/lindt-lindor-kugeln.jpg
Ritter Sport Schokowürfel Herz,"€ 2,99","1 kg = 25,13 €","Nur solange der Vorrat reicht., 119 g Packung, (1 kg = 25,13 €)",2026-02-09,2026-02-14,images_edeka/ritter-sport-schokow-rfel-herz.jpg
EDEKA Herzstücke Tafelschokolade,"€ 2,22",Kein Mengenpreis,verschiedene Sorten,2026-02-09,2026-02-14,images_edeka/edeka-herzst-cke-tafelschokolade.jpg
Ritter Sport Nuss oder Kakao Klasse Schokolade,"€ 1,69","1 kg = 16,90 €","verschiedene Sorten, 100 g Tafel, (1 kg = 16,90 €)",2026-02-09,2026-02-14,images_edeka/ritter-sport-nuss-oder-kakao-klasse-schokolade.jpg
Bahlsen Waffeln oder Kekse,"€ 2,49",Kein Mengenpreis,"schokoliert, verschiedene Sorten",2026-02-09,2026-02-14,images_edeka/bahlsen-waffeln-oder-kekse.jpg
Nestl Mini,"€ 2,99",Kein Mengenpreis,"KitKat, Smarties oder Lion, verschiedene Sorten",2026-02-09,2026-02-14,images_edeka/nestl-mini.jpg
Lindt Pralin s,"€ 6,99","1 kg = 55,92 €","Alles Liebe, verschiedene Sorten Je nach Verfügbarkeit des Marktes., 125 g Packung, (1 kg = 55,92 €)",2026-02-09,2026-02-14,images_edeka/lindt-pralin-s.jpg
EDEKA Herzstücke Belgische Meeres Früchte,"€ 2,99","1 kg = 11,96 €","Premium Pralinen mit Nuss-Nougat-Füllung, 250 g Packung, (1 kg = 11,96 €)",2026-02-09,2026-02-14,images_edeka/edeka-herzst-cke-belgische-meeres-fr-chte.jpg
Lorenz Erdnuß Locken,"€ 1,11",Kein Mengenpreis,verschiedene Sorten,2026-02-09,2026-02-14,images_edeka/lorenz-erdnu-locken.jpg
Lorenz Saltletts Sticks,"€ 1,11",Kein Mengenpreis,verschiedene Sorten,2026-02-09,2026-02-14,images_edeka/lorenz-saltletts-sticks.jpg
Storck Super Dickmann s,"€ 1,79","1 kg = 7,16 €","9er, 250 g Packung, (1 kg = 7,16 €)",2026-02-09,2026-02-14,images_edeka/storck-super-dickmann-s.jpg
kinder Schokolade,"€ 1,29","1 kg = 10,32 €","8er + 2 gratis Nur solange der Vorrat reicht., 125 g Packung, (1 kg = 10,32 €)",2026-02-09,2026-02-14,images_edeka/kinder-schokolade.jpg
funny-frisch Intense,"€ 1,11","1 kg = 10,09 €","verschiedene Sorten, 110 g Packung, (1 kg = 10,09 €)",2026-02-09,2026-02-14,images_edeka/funny-frisch-intense.jpg
Haribo Minis,"€ 1,79","1 kg = 7,16-8,14 €","verschiedene Sorten, 220-250 g Packung, (1 kg = 7,16-8,14 €)",2026-02-09,2026-02-14,images_edeka/haribo-minis.jpg
Storck Knoppers,"€ 1,69","1 kg = 8,45 €","verschiedene Sorten, 8er, 200 g Packung, (1 kg = 8,45 €)",2026-02-09,2026-02-14,images_edeka/storck-knoppers.jpg
Lindt Valentin Herz,"€ 8,49","1 kg = 86,63 €","Matcha Strawberry Je nach Verfügbarkeit des Marktes., 98 g Packung, (1 kg = 86,63 €)",2026-02-09,2026-02-14,images_edeka/lindt-valentin-herz.jpg
fit Geschirrspülmittel,"€ 1,19","1 l = 2,38 €","verschiedene Sorten, 500 ml Flasche, (1 l = 2,38 €)",2026-02-09,2026-02-14,images_edeka/fit-geschirrsp-lmittel.jpg
L Or al Paris Elvital Shampoo oder Spülung,"€ 2,99",Kein Mengenpreis,verschiedene Sorten,2026-02-09,2026-02-14,images_edeka/l-or-al-paris-elvital-shampoo-oder-sp-lung.jpg
Sensodyne Fluorid Zahncreme,"€ 2,49","1 l = 33,20 €","verschiedene Sorten, 75 ml Tube, (1 l = 33,20 €)",2026-02-09,2026-02-14,images_edeka/sensodyne-fluorid-zahncreme.jpg
Hakle Toilettenpapier,"€ 2,99",Kein Mengenpreis,"verschiedene Sorten, 4-lagig, 8 x 130 Blatt Packung",2026-02-09,2026-02-14,images_edeka/hakle-toilettenpapier.jpg
Tempo Feuchte Toilettentücher,"€ 1,39",Kein Mengenpreis,"verschiedene Sorten, 42er Nachfüllpackung",2026-02-09,2026-02-14,images_edeka/tempo-feuchte-toilettent-cher.jpg
Carefree Slipeinlagen,"€ 2,29",Kein Mengenpreis,verschiedene Sorten,2026-02-09,2026-02-14,images_edeka/carefree-slipeinlagen.jpg
WC Frisch Kraft Aktiv Duftspüler,"€ 1,39","1 kg = 27,80 €","verschiedene Sorten, 50 g Packung, (1 kg = 27,80 €)",2026-02-09,2026-02-14,images_edeka/wc-frisch-kraft-aktiv-duftsp-ler.jpg
Softis Taschentücher,"€ 2,49",Kein Mengenpreis,"super-soft, 30 x 9er Packung",2026-02-09,2026-02-14,images_edeka/softis-taschent-cher.jpg
Kneipp Aroma-Pflegedusche,"€ 2,49","1 l = 12,45 €","verschiedene Sorten, 200 ml Tube, (1 l = 12,45 €)",2026-02-09,2026-02-14,images_edeka/kneipp-aroma-pflegedusche.jpg
Dokas Donuts mit Hühnerbrust,"€ 4,79","1 kg = 29,94 €","160 g Packung, (1 kg = 29,94 €)",2026-02-09,2026-02-14,images_edeka/dokas-donuts-mit-h-hnerbrust.jpg
Herzberliner,"€ 0,79",Kein Mengenpreis,"mit Mehrfruchtkonfitüre, gepudert Abbildung ähnlich. Nur solange der Vorrat reicht., Stück",2026-02-09,2026-02-14,images_edeka/herzberliner.jpg
Mehrkornbrot,"€ 1,69","1 kg = 2,14 €","Abbildung ähnlich., 750 g Laib, (1 kg = 2,14 €)",2026-02-09,2026-02-14,images_edeka/mehrkornbrot.jpg
Weizenbrötchen,"€ 0,15",Kein Mengenpreis,"Abbildung ähnlich., Stück",2026-02-09,2026-02-14,images_edeka/weizenbr-tchen.jpg
Weizenbrötchen,"€ 0,15",Kein Mengenpreis,"Abbildung ähnlich., Stück",2026-02-09,2026-02-14,images_edeka/weizenbr-tchen.jpg
Laugenbrezel,"€ 0,25",Kein Mengenpreis,"Abbildung ähnlich., Stück",2026-02-09,2026-02-14,images_edeka/laugenbrezel.jpg
Kürbiskernbrötchen,"€ 0,39",Kein Mengenpreis,"Abbildung ähnlich., Stück",2026-02-09,2026-02-14,images_edeka/k-rbiskernbr-tchen.jpg
Kürbiskernbrötchen,"€ 0,39",Kein Mengenpreis,"Abbildung ähnlich., Stück",2026-02-09,2026-02-14,images_edeka/k-rbiskernbr-tchen.jpg
Würstchendog,"€ 0,89",Kein Mengenpreis,"Abbildung ähnlich., Stück",2026-02-09,2026-02-14,images_edeka/w-rstchendog.jpg
