Produkt,Marke,Preis,Vorheriger Preis,Preis_kg,Hinweis,Nur_online,Gueltig_raw,Gueltig_von,Gueltig_bis,Bildpfad,assigned_labels,nutrition_link,reference_row_id,rough_match_observation_ids,exact_match_observation_ids,reference_row_id.1,rough_match_observation_ids.1,exact_match_observation_ids.1
Monte Maxi oder Mega,Zott,"€ 1,49",,"1 kg = 3,73",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_tegut/tegut_offer_096.jpg,"cat_molkerei_kaese,sub_milchprodukte,sub_sahne_creme,tag_ultra_processed",,ref_000096,obs_0000030592|obs_0000024893|obs_0000000813|obs_0000025457|obs_0000001179|obs_0000034166|obs_0000002823|obs_0000020202|obs_0000021021|obs_0000022981|obs_0000023781|obs_0000024207|obs_0000009385|obs_0000009846|obs_0000001955|obs_0000011038|obs_0000019311|obs_0000012680,,ref_000096,obs_0000030592|obs_0000024893|obs_0000000813|obs_0000025457|obs_0000001179|obs_0000034166|obs_0000002823|obs_0000020202|obs_0000021021|obs_0000022981|obs_0000023781|obs_0000024207|obs_0000009385|obs_0000009846|obs_0000001955|obs_0000011038|obs_0000019311|obs_0000012680,
High Protein Pudding,Ehrmann,"€ 0,99",,"pro Einheit = 1,49",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_tegut/tegut_offer_097.jpg,"cat_molkerei_kaese,diet_vegetarian,sub_milchprodukte,sub_sahne_creme,tag_high_protein,tag_proteinreich,tag_ultra_processed",NUTR-0004,ref_000097,obs_0000035103|obs_0000008628|obs_0000019929|obs_0000026368|obs_0000016341|obs_0000002507|obs_0000023009|obs_0000021162|obs_0000025263|obs_0000003363|obs_0000003645|obs_0000001774|obs_0000020343|obs_0000018363|obs_0000022482|obs_0000008308|obs_0000026981|obs_0000009165|obs_0000023642|obs_0000023739|obs_0000024162|obs_0000031441|obs_0000024687|obs_0000034967|obs_0000031129|obs_0000033796|obs_0000001633|obs_0000014285|obs_0000026630|obs_0000000087|obs_0000004185|obs_0000014520|obs_0000010528|obs_0000000451|obs_0000004612|obs_0000014941|obs_0000010929|obs_0000031519|obs_0000005039|obs_0000003214|obs_0000013706|obs_0000011877|obs_0000028284|obs_0000011908|obs_0000013245|obs_0000011464|obs_0000022574|obs_0000005163|obs_0000016394|obs_0000020493,obs_0000035103|obs_0000008628|obs_0000002507|obs_0000023009|obs_0000021162|obs_0000025263|obs_0000003363|obs_0000019929|obs_0000003645|obs_0000001774|obs_0000026368|obs_0000020343|obs_0000018363|obs_0000022482|obs_0000016341,ref_000097,obs_0000035103|obs_0000008628|obs_0000019929|obs_0000026368|obs_0000016341|obs_0000002507|obs_0000023009|obs_0000021162|obs_0000025263|obs_0000003363|obs_0000003645|obs_0000001774|obs_0000020343|obs_0000018363|obs_0000022482|obs_0000008308|obs_0000026981|obs_0000009165|obs_0000023642|obs_0000023739|obs_0000024162|obs_0000031441|obs_0000024687|obs_0000034967|obs_0000031129|obs_0000033796|obs_0000001633|obs_0000014285|obs_0000026630|obs_0000000087|obs_0000004185|obs_0000014520|obs_0000010528|obs_0000000451|obs_0000004612|obs_0000014941|obs_0000010929|obs_0000031519|obs_0000005039|obs_0000003214|obs_0000013706|obs_0000011877|obs_0000028284|obs_0000011908|obs_0000013245|obs_0000011464|obs_0000022574|obs_0000005163|obs_0000016394|obs_0000020493,obs_0000035103|obs_0000008628|obs_0000002507|obs_0000023009|obs_0000021162|obs_0000025263|obs_0000003363|obs_0000019929|obs_0000003645|obs_0000001774|obs_0000026368|obs_0000020343|obs_0000018363|obs_0000022482|obs_0000016341
Alnatura Bio-Joghurt 8,Bioland,"€ 2,22",,"1 kg = 4,44",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_joghurt_skyr_quark,sub_milchprodukte,tag_whole_food",,ref_000098,obs_0000016386|obs_0000000488|obs_0000000671|obs_0000002441|obs_0000003781|obs_0000004230|obs_0000004657|obs_0000005084|obs_0000000620|obs_0000000677|obs_0000033990|obs_0000034596|obs_0000001980|obs_0000034796|obs_0000027750|obs_0000031692|obs_0000008703|obs_0000025171|obs_0000017127|obs_0000025392|obs_0000033696|obs_0000009180|obs_0000025811|obs_0000009663|obs_0000034580|obs_0000026710|obs_0000019794|obs_0000020687|obs_0000020689|obs_0000028966|obs_0000021506|obs_0000021508|obs_0000023030|obs_0000023284|obs_0000015673,,ref_000098,obs_0000016386|obs_0000000488|obs_0000000671|obs_0000002441|obs_0000003781|obs_0000004230|obs_0000004657|obs_0000005084|obs_0000000620|obs_0000000677|obs_0000033990|obs_0000034596|obs_0000001980|obs_0000034796|obs_0000027750|obs_0000031692|obs_0000008703|obs_0000025171|obs_0000017127|obs_0000025392|obs_0000033696|obs_0000009180|obs_0000025811|obs_0000009663|obs_0000034580|obs_0000026710|obs_0000019794|obs_0000020687|obs_0000020689|obs_0000028966|obs_0000021506|obs_0000021508|obs_0000023030|obs_0000023284|obs_0000015673,
Reine Rapsmargarine,Goldina,"€ 1,79",,"pro Einheit = 2,29",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_tegut/tegut_offer_099.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian",,ref_000099,,,ref_000099,,
Bio-Lupinen-Fleischalternative,alberts,"€ 2,99",,"pro Einheit = 3,79",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_tegut/tegut_offer_100.jpg,"cat_fleisch_wurst,diet_lactose_free,diet_vegan,diet_vegetarian,sub_fleischersatz",,ref_000100,obs_0000028325|obs_0000020050|obs_0000020869|obs_0000022451,,ref_000100,obs_0000028325|obs_0000020050|obs_0000020869|obs_0000022451,
Bio-Rostbratwürstchen,Alnatura,"€ 3,99",,"1 kg = 22,17",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_tegut/tegut_offer_101.jpg,"cat_fleisch_wurst,diet_vegan,diet_vegetarian,sub_wurst,tag_ultra_processed,tag_whole_food",,ref_000101,,,ref_000101,,
Kochkäse,Bönsel,"€ 1,29",,"pro Einheit = 1,99",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_tegut/tegut_offer_102.jpg,"cat_molkerei_kaese,sub_kaese,sub_milchprodukte,tag_ultra_processed",BLS-Y7A2010,ref_000102,obs_0000008572|obs_0000033992|obs_0000013747|obs_0000011030,obs_0000008572,ref_000102,obs_0000008572|obs_0000033992|obs_0000013747|obs_0000011030,obs_0000008572
Kloßteig,Jeden Tag,"€ 1,49",,"1 kg = 1,99",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_tegut/tegut_offer_103.jpg,"cat_grundnahrung,sub_kartoffeln",,ref_000103,obs_0000009764|obs_0000014518|obs_0000007385|obs_0000032467,obs_0000009764|obs_0000014518,ref_000103,obs_0000009764|obs_0000014518|obs_0000007385|obs_0000032467,obs_0000009764|obs_0000014518
Schafkäse,Salakis,"€ 1,99",,"1 kg = 11,06",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_tegut/tegut_offer_104.jpg,"cat_molkerei_kaese,sub_kaese,sub_milchprodukte,sub_wurst,tag_ultra_processed",BLS-Y7A2000,ref_000104,obs_0000017000|obs_0000016653|obs_0000019088|obs_0000022980|obs_0000006634|obs_0000025831,obs_0000017000|obs_0000016653|obs_0000019088,ref_000104,obs_0000017000|obs_0000016653|obs_0000019088|obs_0000022980|obs_0000006634|obs_0000025831,obs_0000017000|obs_0000016653|obs_0000019088
Käsescheiben,Kerrygold,"€ 1,79",,"pro Einheit = 2,99",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_tegut/tegut_offer_105.jpg,"cat_molkerei_kaese,sub_fleischersatz,sub_kaese,sub_milchprodukte",,ref_000105,obs_0000025113|obs_0000027170|obs_0000024639|obs_0000020051|obs_0000002664|obs_0000026217|obs_0000025206|obs_0000027787|obs_0000001181|obs_0000022214|obs_0000033991|obs_0000002763|obs_0000021231|obs_0000017666|obs_0000018205|obs_0000002335|obs_0000020870|obs_0000031123|obs_0000016810|obs_0000034730|obs_0000031666|obs_0000020412|obs_0000000993|obs_0000004115|obs_0000019487|obs_0000021587|obs_0000032339|obs_0000029794|obs_0000002160|obs_0000025207|obs_0000014493|obs_0000017591|obs_0000026864|obs_0000017161|obs_0000020768|obs_0000007977|obs_0000021823|obs_0000032080|obs_0000018774|obs_0000004969|obs_0000016774|obs_0000000405|obs_0000019371|obs_0000004542|obs_0000007162|obs_0000006286|obs_0000026787|obs_0000026584|obs_0000007170|obs_0000007782,obs_0000025113|obs_0000027170|obs_0000024639|obs_0000020051|obs_0000002664|obs_0000026217|obs_0000025206|obs_0000027787|obs_0000001181|obs_0000022214|obs_0000033991|obs_0000002763|obs_0000021231|obs_0000017666|obs_0000018205|obs_0000002335|obs_0000020870|obs_0000031123|obs_0000016810|obs_0000034730|obs_0000031666|obs_0000020412|obs_0000000993,ref_000105,obs_0000025113|obs_0000027170|obs_0000024639|obs_0000020051|obs_0000002664|obs_0000026217|obs_0000025206|obs_0000027787|obs_0000001181|obs_0000022214|obs_0000033991|obs_0000002763|obs_0000021231|obs_0000017666|obs_0000018205|obs_0000002335|obs_0000020870|obs_0000031123|obs_0000016810|obs_0000034730|obs_0000031666|obs_0000020412|obs_0000000993|obs_0000004115|obs_0000019487|obs_0000021587|obs_0000032339|obs_0000029794|obs_0000002160|obs_0000025207|obs_0000014493|obs_0000017591|obs_0000026864|obs_0000017161|obs_0000020768|obs_0000007977|obs_0000021823|obs_0000032080|obs_0000018774|obs_0000004969|obs_0000016774|obs_0000000405|obs_0000019371|obs_0000004542|obs_0000007162|obs_0000006286|obs_0000026787|obs_0000026584|obs_0000007170|obs_0000007782,obs_0000025113|obs_0000027170|obs_0000024639|obs_0000020051|obs_0000002664|obs_0000026217|obs_0000025206|obs_0000027787|obs_0000001181|obs_0000022214|obs_0000033991|obs_0000002763|obs_0000021231|obs_0000017666|obs_0000018205|obs_0000002335|obs_0000020870|obs_0000031123|obs_0000016810|obs_0000034730|obs_0000031666|obs_0000020412|obs_0000000993
Wiener Würstchen,Jeden Tag,"€ 2,99",,"1 kg = 7,48",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_tegut/tegut_offer_106.jpg,"cat_fleisch_wurst,sub_wurst,tag_ultra_processed",BLS-W211200,ref_000106,obs_0000034174|obs_0000006186|obs_0000031274|obs_0000027189|obs_0000035106|obs_0000028276|obs_0000031889|obs_0000005789|obs_0000026784|obs_0000028948|obs_0000015758|obs_0000028076|obs_0000031737|obs_0000034811|obs_0000034981|obs_0000032355|obs_0000007858|obs_0000020658|obs_0000031934|obs_0000030926|obs_0000030949|obs_0000025857|obs_0000025858|obs_0000021769|obs_0000030483|obs_0000021477|obs_0000031788|obs_0000029297|obs_0000030838|obs_0000009369|obs_0000007849|obs_0000021268|obs_0000032077|obs_0000009557|obs_0000030549|obs_0000021884|obs_0000020449|obs_0000030125,obs_0000006186|obs_0000031274|obs_0000027189|obs_0000035106|obs_0000028276|obs_0000031889|obs_0000005789|obs_0000026784|obs_0000028948|obs_0000034174|obs_0000015758|obs_0000028076|obs_0000031737|obs_0000034811,ref_000106,obs_0000034174|obs_0000006186|obs_0000031274|obs_0000027189|obs_0000035106|obs_0000028276|obs_0000031889|obs_0000005789|obs_0000026784|obs_0000028948|obs_0000015758|obs_0000028076|obs_0000031737|obs_0000034811|obs_0000034981|obs_0000032355|obs_0000007858|obs_0000020658|obs_0000031934|obs_0000030926|obs_0000030949|obs_0000025857|obs_0000025858|obs_0000021769|obs_0000030483|obs_0000021477|obs_0000031788|obs_0000029297|obs_0000030838|obs_0000009369|obs_0000007849|obs_0000021268|obs_0000032077|obs_0000009557|obs_0000030549|obs_0000021884|obs_0000020449|obs_0000030125,obs_0000006186|obs_0000031274|obs_0000027189|obs_0000035106|obs_0000028276|obs_0000031889|obs_0000005789|obs_0000026784|obs_0000028948|obs_0000034174|obs_0000015758|obs_0000028076|obs_0000031737|obs_0000034811
Salami,Jeden Tag,"€ 1,69",,"1 kg = 8,45",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_tegut/tegut_offer_107.jpg,"cat_fleisch_wurst,sub_wurst,tag_ultra_processed",BLS-W149300,ref_000107,obs_0000034176|obs_0000002611|obs_0000010316|obs_0000014932|obs_0000019030|obs_0000028273|obs_0000005781|obs_0000023205|obs_0000003239|obs_0000019666|obs_0000016602|obs_0000008425|obs_0000021226|obs_0000003307|obs_0000002285|obs_0000011010|obs_0000025355|obs_0000026898|obs_0000017184|obs_0000007987|obs_0000025934|obs_0000008039|obs_0000016755|obs_0000002957|obs_0000020407|obs_0000016328|obs_0000031198|obs_0000017375|obs_0000010234|obs_0000012289|obs_0000013826|obs_0000026626|obs_0000015369|obs_0000002574|obs_0000016914|obs_0000030229|obs_0000006681|obs_0000006181|obs_0000002087|obs_0000019516|obs_0000028742|obs_0000007240|obs_0000024649|obs_0000011856|obs_0000014924|obs_0000011861|obs_0000013910|obs_0000019547|obs_0000033878|obs_0000013924,obs_0000002611|obs_0000010316|obs_0000014932|obs_0000019030|obs_0000028273|obs_0000005781|obs_0000023205|obs_0000003239|obs_0000019666|obs_0000016602|obs_0000008425|obs_0000021226|obs_0000003307|obs_0000002285|obs_0000011010|obs_0000025355|obs_0000026898|obs_0000017184|obs_0000007987|obs_0000025934|obs_0000008039|obs_0000016755|obs_0000034176|obs_0000002957|obs_0000020407|obs_0000016328|obs_0000031198|obs_0000017375|obs_0000010234,ref_000107,obs_0000034176|obs_0000002611|obs_0000010316|obs_0000014932|obs_0000019030|obs_0000028273|obs_0000005781|obs_0000023205|obs_0000003239|obs_0000019666|obs_0000016602|obs_0000008425|obs_0000021226|obs_0000003307|obs_0000002285|obs_0000011010|obs_0000025355|obs_0000026898|obs_0000017184|obs_0000007987|obs_0000025934|obs_0000008039|obs_0000016755|obs_0000002957|obs_0000020407|obs_0000016328|obs_0000031198|obs_0000017375|obs_0000010234|obs_0000012289|obs_0000013826|obs_0000026626|obs_0000015369|obs_0000002574|obs_0000016914|obs_0000030229|obs_0000006681|obs_0000006181|obs_0000002087|obs_0000019516|obs_0000028742|obs_0000007240|obs_0000024649|obs_0000011856|obs_0000014924|obs_0000011861|obs_0000013910|obs_0000019547|obs_0000033878|obs_0000013924,obs_0000002611|obs_0000010316|obs_0000014932|obs_0000019030|obs_0000028273|obs_0000005781|obs_0000023205|obs_0000003239|obs_0000019666|obs_0000016602|obs_0000008425|obs_0000021226|obs_0000003307|obs_0000002285|obs_0000011010|obs_0000025355|obs_0000026898|obs_0000017184|obs_0000007987|obs_0000025934|obs_0000008039|obs_0000016755|obs_0000034176|obs_0000002957|obs_0000020407|obs_0000016328|obs_0000031198|obs_0000017375|obs_0000010234
Kaminwurzerl Mild,Christanell,"€ 2,99",,"1 kg = 19,93",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_tegut/tegut_offer_109.jpg,"cat_fleisch_wurst,sub_wurst,tag_ultra_processed",,ref_000109,obs_0000033995|obs_0000025462,obs_0000033995,ref_000109,obs_0000033995|obs_0000025462,obs_0000033995
Bio-Spinatknödel oder -Semmelknödel,Zimmermann,"€ 3,49",,"pro Einheit = 4,49",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_tegut/tegut_offer_110.jpg,"cat_grundnahrung,diet_vegetarian,tag_ultra_processed",,ref_000110,obs_0000018971,,ref_000110,obs_0000018971,
Wildlachs Filets,followfood,"€ 5,99",,"pro Einheit = 6,99",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_tegut/tegut_offer_111.jpg,"cat_fisch_meeresfruechte,tag_high_protein,tag_proteinreich",,ref_000111,obs_0000035105|obs_0000034983|obs_0000034185|obs_0000034803|obs_0000031505|obs_0000005771|obs_0000006322,obs_0000034185|obs_0000035105|obs_0000034983|obs_0000034803,ref_000111,obs_0000035105|obs_0000034983|obs_0000034185|obs_0000034803|obs_0000031505|obs_0000005771|obs_0000006322,obs_0000034185|obs_0000035105|obs_0000034983|obs_0000034803
Bio-Shrimps,Ristic,"€ 4,99",,"pro Einheit = 5,99",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_tegut/tegut_offer_112.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",,ref_000112,obs_0000034388,obs_0000034388,ref_000112,obs_0000034388,obs_0000034388
Big Burger,Allfein,"€ 2,49",,"pro Einheit = 2,99",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,,"cat_grundnahrung,sub_kaese",,ref_000113,obs_0000023609|obs_0000034387,,ref_000113,obs_0000023609|obs_0000034387,
Eis-Riegel,Mars,"€ 2,22",,"pro Einheit = 3,49",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_tegut/tegut_offer_114.jpg,"cat_knabbern_naschen,tag_high_protein,tag_ultra_processed",BLS-C356000,ref_000114,obs_0000011786|obs_0000013851|obs_0000016928|obs_0000033364|obs_0000034392|obs_0000015457|obs_0000010357|obs_0000025743|obs_0000017107|obs_0000011490|obs_0000025829|obs_0000018692|obs_0000014601|obs_0000030996|obs_0000025377|obs_0000017710|obs_0000022867|obs_0000013168|obs_0000012676|obs_0000016822|obs_0000019932,,ref_000114,obs_0000011786|obs_0000013851|obs_0000016928|obs_0000033364|obs_0000034392|obs_0000015457|obs_0000010357|obs_0000025743|obs_0000017107|obs_0000011490|obs_0000025829|obs_0000018692|obs_0000014601|obs_0000030996|obs_0000025377|obs_0000017710|obs_0000022867|obs_0000013168|obs_0000012676|obs_0000016822|obs_0000019932,
Fertiggericht,P U RE,"€ 3,99",,"1 kg = 9,98",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_tegut/tegut_offer_116.jpg,"cat_tiefkuehl,sub_tk_fertiggerichte,tag_ultra_processed",,ref_000116,obs_0000001537|obs_0000013186|obs_0000010900|obs_0000006306|obs_0000010919|obs_0000015278|obs_0000012214|obs_0000013632|obs_0000023763|obs_0000011360|obs_0000023662|obs_0000014071|obs_0000024188|obs_0000012670|obs_0000019329|obs_0000027145|obs_0000005393|obs_0000007209|obs_0000013099|obs_0000005947|obs_0000005568|obs_0000009803|obs_0000005585|obs_0000018132|obs_0000023011|obs_0000019308|obs_0000009331|obs_0000015097|obs_0000006655|obs_0000006831|obs_0000006323|obs_0000022985|obs_0000005214|obs_0000029810|obs_0000026782|obs_0000034004|obs_0000034413,obs_0000001537|obs_0000013186|obs_0000010900|obs_0000006306|obs_0000010919|obs_0000015278|obs_0000012214|obs_0000013632|obs_0000023763|obs_0000011360|obs_0000023662|obs_0000014071|obs_0000024188|obs_0000012670,ref_000116,obs_0000001537|obs_0000013186|obs_0000010900|obs_0000006306|obs_0000010919|obs_0000015278|obs_0000012214|obs_0000013632|obs_0000023763|obs_0000011360|obs_0000023662|obs_0000014071|obs_0000024188|obs_0000012670|obs_0000019329|obs_0000027145|obs_0000005393|obs_0000007209|obs_0000013099|obs_0000005947|obs_0000005568|obs_0000009803|obs_0000005585|obs_0000018132|obs_0000023011|obs_0000019308|obs_0000009331|obs_0000015097|obs_0000006655|obs_0000006831|obs_0000006323|obs_0000022985|obs_0000005214|obs_0000029810|obs_0000026782|obs_0000034004|obs_0000034413,obs_0000001537|obs_0000013186|obs_0000010900|obs_0000006306|obs_0000010919|obs_0000015278|obs_0000012214|obs_0000013632|obs_0000023763|obs_0000011360|obs_0000023662|obs_0000014071|obs_0000024188|obs_0000012670
Mollica Pizza,Crosta Mollica,"€ 3,99",,"pro Einheit = 5,99",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_tegut/tegut_offer_118.jpg,"cat_tiefkuehl,tag_ultra_processed",,ref_000118,obs_0000013341|obs_0000023186|obs_0000025810|obs_0000005867|obs_0000010530,,ref_000118,obs_0000013341|obs_0000023186|obs_0000025810|obs_0000005867|obs_0000010530,
Grillpfanne,Grillpfanne,"€ 37,99",,"pro Einheit = 129,99",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_tegut/tegut_offer_119.jpg,"cat_non_food,diet_vegan",,ref_000119,obs_0000024741|obs_0000015583,,ref_000119,obs_0000024741|obs_0000015583,
Fleischmesser,Fleischmesser,"€ 8,99",,"pro Einheit = 34,99",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_tegut/tegut_offer_120.jpg,"cat_fleisch_wurst,diet_vegetarian,tag_proteinreich,tag_ultra_processed",,ref_000120,obs_0000031892|obs_0000028984,obs_0000031892|obs_0000028984,ref_000120,obs_0000031892|obs_0000028984,obs_0000031892|obs_0000028984
Schokolade,Milka,"€ 2,99",,"pro Einheit = 4,99",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_tegut/tegut_offer_121.jpg,"cat_knabbern_naschen,diet_vegetarian,tag_ultra_processed",BLS-S500000,ref_000121,obs_0000015893|obs_0000027700|obs_0000028232|obs_0000013394|obs_0000015454|obs_0000034408|obs_0000025739|obs_0000008861|obs_0000015026|obs_0000017605|obs_0000034013|obs_0000018155|obs_0000018698|obs_0000014104|obs_0000031011|obs_0000011112|obs_0000008610|obs_0000006579|obs_0000012219|obs_0000026556|obs_0000022979|obs_0000001524|obs_0000011783|obs_0000013879|obs_0000028244|obs_0000028249|obs_0000000091|obs_0000004705|obs_0000031849|obs_0000034411|obs_0000017539|obs_0000025221|obs_0000000138|obs_0000004278|obs_0000017595|obs_0000021699|obs_0000000230|obs_0000003326|obs_0000004873|obs_0000003851|obs_0000010522|obs_0000002336|obs_0000033056|obs_0000021291|obs_0000016691|obs_0000004446|obs_0000008595|obs_0000004019|obs_0000010166|obs_0000009149,obs_0000011783|obs_0000015893|obs_0000027700|obs_0000013879|obs_0000028232|obs_0000013394|obs_0000028244|obs_0000006229|obs_0000028249|obs_0000000091|obs_0000015454|obs_0000004705|obs_0000034408|obs_0000031849|obs_0000034411|obs_0000017539|obs_0000025221|obs_0000000138|obs_0000025739|obs_0000008861|obs_0000005279|obs_0000015026|obs_0000004278|obs_0000017595|obs_0000021699|obs_0000017605|obs_0000034013|obs_0000000230|obs_0000018155|obs_0000003326|obs_0000004873|obs_0000018698|obs_0000003851|obs_0000014104|obs_0000010522|obs_0000002336|obs_0000033056|obs_0000031011|obs_0000021291|obs_0000016691|obs_0000004446|obs_0000011112|obs_0000008595|obs_0000008610|obs_0000004019|obs_0000006579|obs_0000010166|obs_0000012219|obs_0000026556|obs_0000009149,ref_000121,obs_0000015893|obs_0000027700|obs_0000028232|obs_0000013394|obs_0000015454|obs_0000034408|obs_0000025739|obs_0000008861|obs_0000015026|obs_0000017605|obs_0000034013|obs_0000018155|obs_0000018698|obs_0000014104|obs_0000031011|obs_0000011112|obs_0000008610|obs_0000006579|obs_0000012219|obs_0000026556|obs_0000022979|obs_0000001524|obs_0000011783|obs_0000013879|obs_0000028244|obs_0000028249|obs_0000000091|obs_0000004705|obs_0000031849|obs_0000034411|obs_0000017539|obs_0000025221|obs_0000000138|obs_0000004278|obs_0000017595|obs_0000021699|obs_0000000230|obs_0000003326|obs_0000004873|obs_0000003851|obs_0000010522|obs_0000002336|obs_0000033056|obs_0000021291|obs_0000016691|obs_0000004446|obs_0000008595|obs_0000004019|obs_0000010166|obs_0000009149,obs_0000011783|obs_0000015893|obs_0000027700|obs_0000013879|obs_0000028232|obs_0000013394|obs_0000028244|obs_0000006229|obs_0000028249|obs_0000000091|obs_0000015454|obs_0000004705|obs_0000034408|obs_0000031849|obs_0000034411|obs_0000017539|obs_0000025221|obs_0000000138|obs_0000025739|obs_0000008861|obs_0000005279|obs_0000015026|obs_0000004278|obs_0000017595|obs_0000021699|obs_0000017605|obs_0000034013|obs_0000000230|obs_0000018155|obs_0000003326|obs_0000004873|obs_0000018698|obs_0000003851|obs_0000014104|obs_0000010522|obs_0000002336|obs_0000033056|obs_0000031011|obs_0000021291|obs_0000016691|obs_0000004446|obs_0000011112|obs_0000008595|obs_0000008610|obs_0000004019|obs_0000006579|obs_0000010166|obs_0000012219|obs_0000026556|obs_0000009149
Bio-Nuss-Nougat-Creme,tegut,"€ 2,99",,"1 kg = 7,48",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_tegut/tegut_offer_122.jpg,"cat_knabbern_naschen,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",,ref_000122,obs_0000011096|obs_0000008072|obs_0000009860|obs_0000018094|obs_0000027589|obs_0000030263|obs_0000002265|obs_0000027131|obs_0000003358|obs_0000033360|obs_0000013141,obs_0000034017|obs_0000011096,ref_000122,obs_0000011096|obs_0000008072|obs_0000009860|obs_0000018094|obs_0000027589|obs_0000030263|obs_0000002265|obs_0000027131|obs_0000003358|obs_0000033360|obs_0000013141,obs_0000034017|obs_0000011096
Lion Black White,Nestl,"€ 1,99",,"1 kg = 11,99",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_tegut/tegut_offer_123.jpg,"cat_knabbern_naschen,tag_ultra_processed",,ref_000123,,,ref_000123,,
Schnitten,Eszet,"€ 1,29",,"pro Einheit = 1,69",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_tegut/tegut_offer_124.jpg,"cat_fleisch_wurst,tag_ultra_processed",BLS-D753200,ref_000124,obs_0000033920|obs_0000011553|obs_0000016134|obs_0000027239|obs_0000011949|obs_0000013941|obs_0000015029|obs_0000014591|obs_0000020942|obs_0000025465|obs_0000020123|obs_0000016575|obs_0000007495,obs_0000033920,ref_000124,obs_0000033920|obs_0000011553|obs_0000016134|obs_0000027239|obs_0000011949|obs_0000013941|obs_0000015029|obs_0000014591|obs_0000020942|obs_0000025465|obs_0000020123|obs_0000016575|obs_0000007495,obs_0000033920
