Produkt,Marke,Preis,Vorheriger Preis,Preis_kg,Hinweis,Nur_online,Gueltig_raw,Gueltig_von,Gueltig_bis,Bildpfad,assigned_labels,source_market,Einheit,nutrition_link,reference_row_id,rough_match_observation_ids,exact_match_observation_ids
Budweiser Premium Czech Lager,Keine Marke,"€ 13,99",,"1 l = 1,40","je 20 x 0,5-l-Fl.-Kasten, zzgl. 3,10 € Pfand",Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/neubrandenburg_offer_318.jpg,"cat_getraenke,diet_gluten_free,diet_vegetarian",neubrandenburg,,,ref_000412,obs_0000031254|obs_0000031044|obs_0000028696|obs_0000028576|obs_0000031559|obs_0000031711|obs_0000010230|obs_0000013830|obs_0000008991|obs_0000011595|obs_0000026617,obs_0000031254|obs_0000031044
Kosmonaut Radler hell oder alkoholfrei,Keine Marke,"€ 9,99",,"1 l = 1,00","je 20 x 0,5-l-Fl.-Kasten, zzgl. 3,10 € Pfand",Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/neubrandenburg_offer_322.jpg,cat_getraenke,neubrandenburg,,,ref_000413,obs_0000034431|obs_0000006711|obs_0000005811|obs_0000007680|obs_0000029640|obs_0000008166|obs_0000013844|obs_0000034841|obs_0000009785|obs_0000031386|obs_0000034475|obs_0000034487|obs_0000009915|obs_0000027350|obs_0000011994|obs_0000006377|obs_0000029930|obs_0000035038|obs_0000010541|obs_0000014654|obs_0000028550|obs_0000011150|obs_0000034225|obs_0000008658|obs_0000028667,
Flensburger,Keine Marke,"€ 12,49",,"1 l = 1,89","versch. Sorten, je 20 x 0,33-l-Fl.-Kasten, zzgl. 4,50 € Pfand",Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/neubrandenburg_offer_321.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food",neubrandenburg,,,ref_000414,obs_0000029989,obs_0000029989
Brauspezialitäten,Mönchshof,"€ 14,79",,"1 l = 1,48","versch. Sorten, auch alkoholfrei, je 20 x 0,5-l-Fl.-Kasten, zzgl. 4,50 € Pfand",Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/neubrandenburg_offer_320.jpg,"cat_getraenke,tag_ultra_processed",neubrandenburg,,,ref_000415,obs_0000030403,obs_0000030403
Rostocker Pils Zwickl Naturtrüb Export oder Radler Naturtrüb,Keine Marke,"€ 10,49",,"1 l = 1,05","je 20 x 0,5-l-Fl.-Kasten, zzgl. 3,10 € Pfand",Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/neubrandenburg_offer_319.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegetarian",neubrandenburg,,,ref_000416,obs_0000030235|obs_0000030944|obs_0000011151|obs_0000012450|obs_0000013844,obs_0000030235|obs_0000030944
Radeberger Pilsner oder alkoholfrei,Keine Marke,"€ 10,99",,"1 l = 1,10","je 20 x 0,5-l-Fl.-Kasten, zzgl. 3,10 € Pfand",Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/neubrandenburg_offer_317.jpg,cat_getraenke,neubrandenburg,,,ref_000417,obs_0000030239|obs_0000014653|obs_0000015936|obs_0000029992|obs_0000026911|obs_0000011150|obs_0000031680|obs_0000033919|obs_0000027852|obs_0000034225|obs_0000015943|obs_0000026430,obs_0000014653|obs_0000030239|obs_0000015936
Avocado,Keine Marke,"€ 1,11",,"pro Einheit = 1,11","Ursprung: siehe Etikett, »Hass«, Kl. I, je 1-St.",Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/neubrandenburg_offer_064.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_gemuese,sub_frisches_obst,tag_ultra_processed,tag_whole_food",neubrandenburg,,BLS-F502100,ref_000418,obs_0000017166|obs_0000029201|obs_0000020117|obs_0000027541|obs_0000008728|obs_0000001305|obs_0000000694|obs_0000034105|obs_0000000058|obs_0000018748|obs_0000029123|obs_0000020936|obs_0000027854|obs_0000034516|obs_0000030562|obs_0000014073|obs_0000030466|obs_0000030212|obs_0000032517|obs_0000007317|obs_0000031260|obs_0000006430|obs_0000024863|obs_0000030124|obs_0000030257|obs_0000025778|obs_0000033717|obs_0000034744|obs_0000030826|obs_0000030959|obs_0000028796|obs_0000006418|obs_0000015526|obs_0000028463|obs_0000028218|obs_0000011409|obs_0000011817|obs_0000012744|obs_0000006605|obs_0000013139|obs_0000012255|obs_0000028383|obs_0000014440|obs_0000006785|obs_0000030016|obs_0000007527|obs_0000000895,obs_0000017166|obs_0000029201|obs_0000020117|obs_0000027541|obs_0000008728|obs_0000001305|obs_0000000694|obs_0000034105|obs_0000000058|obs_0000018748|obs_0000029123|obs_0000020936|obs_0000027854|obs_0000034516|obs_0000030562|obs_0000014073
Essreife Mango,Keine Marke,"€ 1,59",,"pro Einheit = 1,59","Sorte: siehe Etikett, Kl. I, je 1-St.",Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/neubrandenburg_offer_063.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_obst,tag_whole_food",neubrandenburg,,,ref_000419,obs_0000030475|obs_0000031148|obs_0000028628|obs_0000028514|obs_0000009349|obs_0000029722|obs_0000028316|obs_0000021278|obs_0000004393|obs_0000024112|obs_0000033713|obs_0000000306|obs_0000034740|obs_0000027322|obs_0000029883|obs_0000004820|obs_0000026453|obs_0000009816|obs_0000031322|obs_0000016865|obs_0000020459|obs_0000025584|obs_0000026739|obs_0000003966,obs_0000030475|obs_0000031148
Honigmelone,Keine Marke,"€ 1,49",,"pro Einheit = 1,49","Kl. I, je 1-kg-",Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/neubrandenburg_offer_070.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_obst,tag_ultra_processed,tag_whole_food",neubrandenburg,,BLS-F533100,ref_000420,obs_0000008870,obs_0000008870
Irische Rinder-Rouladen -Braten oder -Gulasch,Keine Marke,"€ 1,66",,"pro Einheit = 1,66","aus der Keule, je 100-g-",Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/neubrandenburg_offer_083.jpg,"cat_fleisch_wurst,sub_rind,tag_whole_food",neubrandenburg,,,ref_000421,obs_0000029643|obs_0000029455|obs_0000032527|obs_0000029614|obs_0000030516|obs_0000028993|obs_0000030633|obs_0000028608|obs_0000031691|obs_0000029663|obs_0000002531|obs_0000000631|obs_0000000644|obs_0000000645|obs_0000001197|obs_0000000702|obs_0000000888|obs_0000001518,obs_0000029643
Milupa Kinder-Porridge oder Müsli,Keine Marke,"€ 3,99",,"1 kg = 9,98",je 400-g-Btl.,Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/neubrandenburg_offer_389.jpg,"cat_drogerie,diet_lactose_free,diet_vegetarian,tag_ultra_processed",neubrandenburg,,,ref_000422,obs_0000008349|obs_0000025199|obs_0000010536|obs_0000027228|obs_0000020845|obs_0000013314|obs_0000021664|obs_0000013793|obs_0000014004|obs_0000014570,
Henglein Thüringer Kloßteig,Keine Marke,"€ 1,99",,"1 kg = 2,65",je 750-g-Pckg.,Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/neubrandenburg_offer_023.jpg,"cat_grundnahrung,diet_vegetarian,sub_kartoffeln",neubrandenburg,,,ref_000423,obs_0000009764|obs_0000014518,
Lamm-Keule,Keine Marke,"€ 1,49",,"pro Einheit = 1,49","mit Knochen, je 100-g-",Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/neubrandenburg_offer_042.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",neubrandenburg,,BLS-U727100,ref_000424,obs_0000032570,obs_0000032570
Dreistern Truthahn-Schlemmerfleisch,Keine Marke,"€ 4,49",,"1 kg = 14,97",je 300-g-Pckg.,Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/neubrandenburg_offer_160.jpg,"cat_molkerei_kaese,diet_lactose_free,sub_tk_fertiggerichte,tag_ultra_processed",neubrandenburg,,,ref_000425,,
Deutsche See Pangasiusfilet,Keine Marke,"€ 4,49",,"1 kg = 14,03","ohne Haut, aufgetaut, je 320-g-Schale",Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/neubrandenburg_offer_156.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,tag_whole_food",neubrandenburg,,,ref_000426,obs_0000030632|obs_0000029287|obs_0000030495|obs_0000031269|obs_0000030014|obs_0000030272|obs_0000030540|obs_0000029555|obs_0000030968|obs_0000011058|obs_0000007611|obs_0000005958|obs_0000011872,obs_0000030632|obs_0000029287
Frische junge deutsche Ente,Keine Marke,"€ 7,77",,"pro Einheit = 7,77","Hkl. A, grillfertig, mit Hals und Innereien, SB-verpackt, je 1-kg-",Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/neubrandenburg_offer_155.jpg,"cat_molkerei_kaese,diet_vegetarian,sub_gefluegel,tag_whole_food",neubrandenburg,,,ref_000427,obs_0000008195|obs_0000021289|obs_0000005995|obs_0000025067|obs_0000020470|obs_0000032361|obs_0000022950|obs_0000003303|obs_0000008947|obs_0000002304|obs_0000028992|obs_0000004929|obs_0000027997|obs_0000004502|obs_0000004075,
Frisches Puten-Hackfleisch,Keine Marke,"€ 3,49",,"1 kg = 8,73",je 400-g-Pckg.,Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/neubrandenburg_offer_154.jpg,"cat_molkerei_kaese,diet_lactose_free,sub_gefluegel,sub_hackfleisch,sub_rind,tag_high_protein,tag_proteinreich",neubrandenburg,,,ref_000428,obs_0000029288|obs_0000031638|obs_0000030630|obs_0000024142|obs_0000023720|obs_0000008380|obs_0000015354|obs_0000022568|obs_0000029225|obs_0000025964|obs_0000005622|obs_0000001083|obs_0000000646|obs_0000030444|obs_0000000826,obs_0000029288|obs_0000031638|obs_0000030630
