Produkt,Marke,Preis,Vorheriger Preis,Preis_kg,Hinweis,Nur_online,Gueltig_raw,Gueltig_von,Gueltig_bis,Bildpfad,assigned_labels,source_market,Einheit,nutrition_link,reference_row_id,rough_match_observation_ids,exact_match_observation_ids
Gelbe Speisezwiebeln,Keine Marke,"€ 0,88",,"pro Einheit = 0,88","Kl. I, je 1-kg-Netz",Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/bamberg_offer_074.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,tag_whole_food",bamberg,,BLS-G480100,ref_000205,obs_0000031417|obs_0000032506|obs_0000029479,obs_0000029479|obs_0000031417|obs_0000032506
Rispentomaten,Keine Marke,"€ 1,99",,"pro Einheit = 1,99","Kl. I, je 1-kg-",Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/bamberg_offer_073.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,tag_whole_food",bamberg,,,ref_000206,obs_0000027139|obs_0000027413|obs_0000029590|obs_0000027927|obs_0000013997|obs_0000031578|obs_0000026075|obs_0000008287|obs_0000000876|obs_0000030210|obs_0000026758|obs_0000011399|obs_0000006281|obs_0000008970|obs_0000031628|obs_0000001302|obs_0000028053|obs_0000006427|obs_0000029206|obs_0000012189|obs_0000006431|obs_0000031226|obs_0000030260|obs_0000014134|obs_0000010557|obs_0000029646|obs_0000010451|obs_0000013027|obs_0000030825|obs_0000006270|obs_0000032515|obs_0000030469|obs_0000029204|obs_0000031140|obs_0000030614|obs_0000030141|obs_0000030918|obs_0000029129|obs_0000006783|obs_0000029645|obs_0000015321|obs_0000007136|obs_0000031461|obs_0000030568|obs_0000030961|obs_0000007312|obs_0000005527|obs_0000007325|obs_0000012235|obs_0000006608,obs_0000027139|obs_0000027413|obs_0000029590|obs_0000027927|obs_0000013997|obs_0000031578|obs_0000026075|obs_0000008287|obs_0000000876
Knoblauch,Keine Marke,"€ 0,89",,"1 kg = 4,45","Kl. I, je 200-g-Netz",Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/bamberg_offer_072.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",bamberg,,BLS-G490100,ref_000207,obs_0000030436|obs_0000031626|obs_0000032494|obs_0000003240|obs_0000004008|obs_0000026791|obs_0000026956|obs_0000000975|obs_0000001201|obs_0000009009|obs_0000004435|obs_0000025972|obs_0000004862|obs_0000034082|obs_0000003299|obs_0000006857|obs_0000002524|obs_0000001799,obs_0000030436|obs_0000031626|obs_0000032494
Speisemöhren,Keine Marke,"€ 1,11",,"1 kg = 0,74","Kl. I, je 1,5-kg-Btl.",Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/bamberg_offer_071.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,tag_whole_food",bamberg,,,ref_000208,obs_0000030440|obs_0000030860|obs_0000032333|obs_0000029593|obs_0000028833|obs_0000029498,obs_0000030440|obs_0000030860|obs_0000032333|obs_0000029593
Heidelbeeren,Keine Marke,"€ 1,59",,"1 kg = 12,72","Kl. I, je 125-g-Schale",Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/bamberg_offer_070.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_obst,tag_whole_food",bamberg,,BLS-F304100,ref_000209,obs_0000002819|obs_0000026376|obs_0000032523|obs_0000027788|obs_0000003088|obs_0000033682|obs_0000025384|obs_0000025769|obs_0000031149|obs_0000007729|obs_0000000051|obs_0000030262|obs_0000000695|obs_0000003000|obs_0000016699|obs_0000032326|obs_0000019143|obs_0000026698|obs_0000034122|obs_0000029138|obs_0000030560|obs_0000028260|obs_0000001513|obs_0000027502|obs_0000000880|obs_0000033918|obs_0000034918|obs_0000006409|obs_0000030472|obs_0000034319|obs_0000030138|obs_0000030919|obs_0000022353|obs_0000005509|obs_0000005525|obs_0000005120|obs_0000006958|obs_0000005692|obs_0000007128|obs_0000007143|obs_0000005713|obs_0000005894,obs_0000002819|obs_0000026376|obs_0000032523|obs_0000027788|obs_0000003088|obs_0000033682|obs_0000025384|obs_0000025769|obs_0000031149|obs_0000007729|obs_0000000051|obs_0000030262|obs_0000000695|obs_0000003000|obs_0000016699|obs_0000032326|obs_0000019143|obs_0000026698|obs_0000034122|obs_0000029138|obs_0000030560|obs_0000028260|obs_0000001513|obs_0000027502|obs_0000000880|obs_0000033918|obs_0000034918
Grüne Tafelbirnen,Keine Marke,"€ 2,49",,"pro Einheit = 2,49","»Xenia«, Kl. I, je 1-kg-",Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/bamberg_offer_069.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_obst,tag_whole_food",bamberg,,,ref_000210,obs_0000030854|obs_0000029711|obs_0000030480|obs_0000031151|obs_0000030137|obs_0000028994|obs_0000008712|obs_0000008373|obs_0000028627|obs_0000028513|obs_0000010484,obs_0000030854|obs_0000029711|obs_0000030480|obs_0000031151|obs_0000030137|obs_0000028994
Wassermelone,Keine Marke,"€ 1,59",,"pro Einheit = 1,59","Kl. I, je 1-kg-",Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/bamberg_offer_068.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_obst,tag_whole_food",bamberg,,BLS-F535100,ref_000211,obs_0000031381|obs_0000006962|obs_0000006426|obs_0000013140,obs_0000031381
Frische Kräuter Petersilie glatt,Keine Marke,"€ 0,69",,"1 kg = 17,25","Ursprung: siehe Etikett, je 40-g-Pckg.",Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/bamberg_offer_067.jpg,"cat_obst_gemuese,diet_vegetarian,sub_kraeuter",bamberg,,BLS-G250100,ref_000212,obs_0000032496|obs_0000012814|obs_0000000636|obs_0000002274|obs_0000009967|obs_0000002843|obs_0000009506|obs_0000011054|obs_0000034623|obs_0000001352|obs_0000013754,obs_0000032496
Erdbeeren,Keine Marke,"€ 3,49",,"1 kg = 8,73","»Calinda«, Kl. I, je 400-g-Schale",Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/bamberg_offer_066.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_gemuese,sub_frisches_obst,tag_whole_food",bamberg,,BLS-F301100,ref_000213,obs_0000022919|obs_0000006408|obs_0000030617|obs_0000027419|obs_0000031261|obs_0000029494|obs_0000030915|obs_0000024529|obs_0000031576|obs_0000030564|obs_0000031462|obs_0000000875|obs_0000006265|obs_0000032512|obs_0000033793|obs_0000012233|obs_0000013901|obs_0000034400|obs_0000030989|obs_0000005687|obs_0000006083|obs_0000006092|obs_0000015717|obs_0000013414|obs_0000013418|obs_0000011389|obs_0000030428,obs_0000022919|obs_0000006408|obs_0000030617|obs_0000027419|obs_0000031261|obs_0000029494|obs_0000030915|obs_0000024529|obs_0000031576|obs_0000030564|obs_0000031462|obs_0000000875|obs_0000006265|obs_0000032512
Frische Kräuter Schnittlauch,Keine Marke,"€ 0,69",,"1 kg = 27,60","Ursprung: siehe Etikett, je 25-g-Pckg.",Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/bamberg_offer_065.jpg,"cat_obst_gemuese,diet_vegetarian,sub_kraeuter,tag_ultra_processed",bamberg,,,ref_000214,obs_0000032495|obs_0000012814|obs_0000000636|obs_0000002274|obs_0000009967|obs_0000002843|obs_0000009506|obs_0000011054|obs_0000034623|obs_0000001352|obs_0000013754,obs_0000032495
Speisekartoffeln Die Feinen,Keine Marke,"€ 1,79",,"pro Einheit = 1,79","Sorte: siehe Etikett, Kocheigenschaft: festkochend, Qualität I, je 1-kg-Schale",Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/bamberg_offer_064.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,sub_kartoffeln,tag_whole_food",bamberg,,,ref_000215,obs_0000030445|obs_0000032509|obs_0000000006|obs_0000034312|obs_0000026668|obs_0000033875|obs_0000031321|obs_0000030837|obs_0000034910|obs_0000017026|obs_0000003716|obs_0000028399|obs_0000034088|obs_0000027986|obs_0000008539|obs_0000027510|obs_0000030615|obs_0000030140|obs_0000016324|obs_0000009672|obs_0000009188,obs_0000030445|obs_0000032509
Mandarinen,Keine Marke,"€ 2,99",,"pro Einheit = 2,99","»Orri«, Kl. I, je 1-kg-",Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/bamberg_offer_063.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_obst,tag_whole_food",bamberg,,BLS-F606100,ref_000216,obs_0000029577|obs_0000002444|obs_0000028686|obs_0000030862|obs_0000019728|obs_0000028566|obs_0000000157|obs_0000019106|obs_0000029478|obs_0000025646|obs_0000006967|obs_0000016695|obs_0000017600|obs_0000009920|obs_0000005319|obs_0000029146|obs_0000030566|obs_0000030443|obs_0000009457|obs_0000010492|obs_0000029576|obs_0000027153|obs_0000021145|obs_0000024101|obs_0000024103|obs_0000032331|obs_0000026960|obs_0000020326|obs_0000005872|obs_0000000501|obs_0000012673|obs_0000005688|obs_0000005871|obs_0000005325|obs_0000006091|obs_0000006263|obs_0000005501,obs_0000029577|obs_0000002444|obs_0000028686|obs_0000030862|obs_0000019728|obs_0000028566|obs_0000000157|obs_0000019106|obs_0000029478|obs_0000025646|obs_0000006967|obs_0000016695|obs_0000017600|obs_0000009920|obs_0000005319|obs_0000029146|obs_0000030566|obs_0000030443|obs_0000009457|obs_0000010492
Dunkle Pflaumen,Keine Marke,"€ 3,33",,"pro Einheit = 3,33","Sorte: siehe Etikett, Kl. I, je 1-kg-",Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/bamberg_offer_062.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_obst,tag_whole_food",bamberg,,,ref_000217,obs_0000030569|obs_0000031475|obs_0000009067|obs_0000027247,obs_0000030569|obs_0000031475
Saftorangen,Keine Marke,"€ 2,99",,"1 kg = 1,99","Sorte: siehe Etikett, Kl. I, je 1,5-kg-Netz",Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/bamberg_offer_075.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_obst,tag_ultra_processed,tag_whole_food",bamberg,,,ref_000218,obs_0000003139|obs_0000028871|obs_0000029595|obs_0000005869,obs_0000003139|obs_0000028871|obs_0000029595
Dunkle Tafeltrauben,Keine Marke,"€ 1,59",,"1 kg = 3,18","Sorte: siehe Etikett, Kl. I, je 500-g-Schale",Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/bamberg_offer_076.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_obst,tag_whole_food",bamberg,,,ref_000219,obs_0000030474|obs_0000029202|obs_0000030561|obs_0000031580|obs_0000031873|obs_0000008710|obs_0000014088|obs_0000009624|obs_0000028835|obs_0000028335|obs_0000028721|obs_0000008765|obs_0000010312|obs_0000008527|obs_0000008792|obs_0000010211,obs_0000030474|obs_0000029202|obs_0000031580|obs_0000030561
Bio Ingwer,Keine Marke,"€ 0,49",,"pro Einheit = 0,49",je 100-g-,Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/bamberg_offer_077.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_gemuese,sub_frisches_obst,tag_whole_food",bamberg,,,ref_000220,obs_0000018532|obs_0000027116|obs_0000019159|obs_0000029134|obs_0000030103|obs_0000024994|obs_0000000896|obs_0000001073|obs_0000034651|obs_0000010970|obs_0000020545|obs_0000021364|obs_0000021779|obs_0000015322|obs_0000033839|obs_0000034135|obs_0000028059|obs_0000029948|obs_0000006223|obs_0000023232|obs_0000007272|obs_0000007992,obs_0000018532|obs_0000027116|obs_0000019159|obs_0000029134|obs_0000030103
Rote Tafeläpfel,Keine Marke,"€ 1,99",,"1 kg = 1,00","Sorte: siehe Etikett, Kl. I, je 2-kg-Btl.",Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/bamberg_offer_078.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,sub_frisches_obst,tag_whole_food",bamberg,,,ref_000221,obs_0000029712|obs_0000031770|obs_0000030963|obs_0000031476|obs_0000029944|obs_0000029483|obs_0000030090|obs_0000029594|obs_0000031139|obs_0000031229|obs_0000029133|obs_0000030819|obs_0000030914|obs_0000028684|obs_0000032327|obs_0000005704|obs_0000028564,obs_0000029712|obs_0000031770|obs_0000030963|obs_0000031476|obs_0000029944|obs_0000029483|obs_0000030090|obs_0000029594|obs_0000031139|obs_0000031229|obs_0000029133
Wasner GQB Schwarzgeräucherte Schlegelstücke,Keine Marke,"€ 1,99",,"pro Einheit = 1,99",je 100-g-,Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/bamberg_offer_100.jpg,"cat_fisch_meeresfruechte,diet_vegetarian,tag_ultra_processed",bamberg,,,ref_000222,obs_0000006530|obs_0000005961,
Münchner Wurstsalat,Keine Marke,"€ 1,29",,"pro Einheit = 1,29",je 100-g-,Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/bamberg_offer_099.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,sub_salate,sub_wurst,tag_ultra_processed,tag_whole_food",bamberg,,BLS-W224000,ref_000223,obs_0000029191|obs_0000030792,obs_0000029191|obs_0000030792
Senner Bärlauchkäse,Keine Marke,"€ 2,19",,"pro Einheit = 2,19","Schnittkäse, mind. 50% Fett i. Tr., je 100-g-",Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/bamberg_offer_098.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_kaese,sub_milchprodukte,tag_ultra_processed,tag_whole_food",bamberg,,,ref_000224,,
R S Speck Cotto,Keine Marke,"€ 2,29",,"pro Einheit = 2,29",je 100-g-,Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/bamberg_offer_097.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",bamberg,,,ref_000225,,
Dolomiten König,Keine Marke,"€ 1,79",,"pro Einheit = 1,79","ital. Schnittkäse, mind. 45% Fett i.Tr., je 100-g-",Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/bamberg_offer_096.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,tag_ultra_processed,tag_whole_food",bamberg,,,ref_000226,obs_0000029791,obs_0000029791
Falsches Filet,Keine Marke,"€ 2,22",,"pro Einheit = 2,22","vom Ochsen, je 100-g-",Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/bamberg_offer_095.jpg,"cat_fisch_meeresfruechte,diet_gluten_free,diet_lactose_free,tag_high_protein,tag_proteinreich,tag_ultra_processed,tag_whole_food",bamberg,,,ref_000227,obs_0000027380|obs_0000014448|obs_0000026221,obs_0000027380
Frische Kalbsleber,Keine Marke,"€ 2,22",,"pro Einheit = 2,22",je 100-g-,Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/bamberg_offer_094.jpg,"cat_fleisch_wurst,diet_vegetarian,sub_rind,tag_ultra_processed",bamberg,,,ref_000228,obs_0000030447|obs_0000029511|obs_0000005983|obs_0000028640,
Duroc Schweine-Kotelett,Keine Marke,"€ 1,99",,"pro Einheit = 1,99",je 100-g-,Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/bamberg_offer_093.jpg,"cat_fleisch_wurst,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_schwein,tag_whole_food",bamberg,,BLS-U622100,ref_000229,obs_0000030581|obs_0000031225,obs_0000030581|obs_0000031225
Lammhüfte,Keine Marke,"€ 2,49",,"pro Einheit = 2,49","natur oder mariniert, je 100-g-",Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/bamberg_offer_092.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",bamberg,,,ref_000230,obs_0000029194|obs_0000034124|obs_0000030906|obs_0000034751,obs_0000029194|obs_0000034124|obs_0000030906|obs_0000034751
Strohschwein Braten Schnitzel oder Gulasch,Keine Marke,"€ 0,79",,"pro Einheit = 0,79","aus dem Schinken, je 100-g-",Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/bamberg_offer_091.jpg,"cat_fleisch_wurst,sub_schwein,tag_ultra_processed,tag_whole_food",bamberg,,,ref_000231,obs_0000030222|obs_0000031566|obs_0000029617|obs_0000029183|obs_0000031112|obs_0000029647|obs_0000000631|obs_0000005251|obs_0000000644|obs_0000000645|obs_0000001197|obs_0000000700|obs_0000000702|obs_0000000888|obs_0000001518|obs_0000001521,
Frische Putenschnitzel,Keine Marke,"€ 1,69",,"pro Einheit = 1,69","natur, paniert oder mariniert, von der Freiraumpute, je 100-g-",Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/bamberg_offer_090.jpg,"cat_fleisch_wurst,sub_gefluegel,tag_whole_food",bamberg,,,ref_000232,obs_0000029784|obs_0000028706|obs_0000030789|obs_0000028342|obs_0000032524|obs_0000002861|obs_0000028583|obs_0000003581,obs_0000029784|obs_0000030904|obs_0000031535|obs_0000031586
Schweineschnitzel,Keine Marke,"€ 0,99",,"pro Einheit = 0,99","paniert, je 100-g-",Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/bamberg_offer_088.jpg,"cat_fleisch_wurst,diet_gluten_free,diet_lactose_free,sub_schwein,tag_ultra_processed,tag_whole_food",bamberg,,BLS-U543100,ref_000233,obs_0000007055|obs_0000007440|obs_0000009488|obs_0000033938|obs_0000007067|obs_0000006174|obs_0000005418|obs_0000011443|obs_0000009949|obs_0000006886|obs_0000005615|obs_0000008208|obs_0000034711|obs_0000019804|obs_0000017503|obs_0000006880|obs_0000016510|obs_0000024875|obs_0000005612|obs_0000007436|obs_0000007065|obs_0000006190,obs_0000007055|obs_0000007440|obs_0000009488|obs_0000033938|obs_0000007067|obs_0000006174|obs_0000005418|obs_0000011443|obs_0000009949|obs_0000006886|obs_0000005615
Pommersche Gutsleberwurst,Rügenwalder Mühle,"€ 1,79",,"pro Einheit = 1,79","versch. Sorten, je 100-g-",Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/bamberg_offer_087.jpg,"cat_fleisch_wurst,sub_fleischersatz,sub_schwein,sub_wurst,tag_ultra_processed",bamberg,,,ref_000234,obs_0000008338|obs_0000014236|obs_0000006519|obs_0000029457|obs_0000005596|obs_0000030815,obs_0000028816|obs_0000029457|obs_0000008338|obs_0000014236|obs_0000016161|obs_0000006345|obs_0000006871|obs_0000005596|obs_0000030815|obs_0000006519
Ostermeier GQB Strohschwein Kantsalami,Keine Marke,"€ 1,59",,"pro Einheit = 1,59","versch. Sorten, je 100-g-",Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/bamberg_offer_086.jpg,"cat_fleisch_wurst,sub_schwein,sub_wurst,tag_ultra_processed",bamberg,,,ref_000235,obs_0000030095|obs_0000031121|obs_0000031549|obs_0000029117|obs_0000029544|obs_0000028613,obs_0000029544
Rinder-Rouladen -Braten oder -Gulasch,Keine Marke,"€ 1,99",,"pro Einheit = 1,99","aus der Keule, je 100-g-",Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/bamberg_offer_085.jpg,"cat_fleisch_wurst,sub_rind,tag_ultra_processed,tag_whole_food",bamberg,,,ref_000236,obs_0000029455|obs_0000032527|obs_0000029614|obs_0000029643|obs_0000030516|obs_0000028993|obs_0000030633|obs_0000028608|obs_0000031691|obs_0000029663|obs_0000002531|obs_0000000631|obs_0000000644|obs_0000000645|obs_0000001197|obs_0000000702|obs_0000000888|obs_0000001518,obs_0000005244|obs_0000029455|obs_0000032527|obs_0000029614
Rohschinken,Keine Marke,"€ 2,99",,"pro Einheit = 2,99","mit Trüffel, je 100-g-",Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/bamberg_offer_084.jpg,"cat_fleisch_wurst,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_schwein,sub_wurst,tag_ultra_processed,tag_whole_food",bamberg,,BLS-W271000,ref_000237,obs_0000031618|obs_0000017419|obs_0000018745|obs_0000028933|obs_0000010599|obs_0000023209|obs_0000010609|obs_0000015360|obs_0000019661|obs_0000030172|obs_0000005574,obs_0000031618|obs_0000017419|obs_0000018745
Spießbraten,Keine Marke,"€ 0,88",,"pro Einheit = 0,88","gewürzter Schweinerollbraten, aus dem Nacken, herzhaft gefüllt, je 100-g-",Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/bamberg_offer_083.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,tag_whole_food",bamberg,,BLS-Y710142,ref_000238,obs_0000008706|obs_0000006883|obs_0000030588|obs_0000011839|obs_0000029824|obs_0000003298|obs_0000004424|obs_0000004851|obs_0000003997|obs_0000002271,obs_0000008706|obs_0000006883|obs_0000030588|obs_0000011839|obs_0000029824
Reinert Aspik-Aufschnitt,Keine Marke,"€ 0,99",,"pro Einheit = 0,99","versch. Sorten, je 100-g-",Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/bamberg_offer_082.jpg,"cat_fleisch_wurst,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_wurst,tag_ultra_processed,tag_whole_food",bamberg,,,ref_000239,obs_0000029477,obs_0000029477
Ostermeier GQB Strohschwein Klosterschinken,Keine Marke,"€ 1,79",,"pro Einheit = 1,79",je 100-g-,Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/bamberg_offer_081.jpg,"cat_fleisch_wurst,sub_schwein,sub_wurst,tag_ultra_processed",bamberg,,,ref_000240,obs_0000031549|obs_0000030095|obs_0000031121|obs_0000029117|obs_0000029544,obs_0000030095|obs_0000031121|obs_0000031549|obs_0000029117
Schiller GQB Strohschwein Polnische roh oder Chilibeisser,Keine Marke,"€ 1,49",,"pro Einheit = 1,49",je 100-g-,Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/bamberg_offer_080.jpg,"cat_fleisch_wurst,sub_schwein,sub_wurst,tag_ultra_processed",bamberg,,,ref_000241,obs_0000030092,obs_0000030092
Rindersteakhüfte,Keine Marke,"€ 2,99",,"pro Einheit = 2,99","am Stück oder in Scheiben, je 100-g-",Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/bamberg_offer_079.jpg,"cat_fleisch_wurst,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_rind,tag_ultra_processed,tag_whole_food",bamberg,,,ref_000242,obs_0000028676|obs_0000028556|obs_0000029116,obs_0000028676|obs_0000028556|obs_0000029116
Rinderhackfleisch,Keine Marke,"€ 1,79",,"pro Einheit = 1,79",je 100-g-,Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/bamberg_offer_089.jpg,"cat_fleisch_wurst,sub_hackfleisch,sub_rind,tag_proteinreich,tag_ultra_processed,tag_whole_food",bamberg,,BLS-U020100,ref_000243,obs_0000015745|obs_0000007438|obs_0000013853|obs_0000007982|obs_0000029512|obs_0000014160|obs_0000008675|obs_0000005990|obs_0000008682|obs_0000009203|obs_0000015350|obs_0000010999|obs_0000005246|obs_0000009367|obs_0000011425|obs_0000034728|obs_0000020145|obs_0000021683|obs_0000006202|obs_0000020964|obs_0000033894|obs_0000012294|obs_0000014474,obs_0000015745|obs_0000007438|obs_0000013853|obs_0000007982|obs_0000029512|obs_0000014160|obs_0000008675|obs_0000005990|obs_0000008682|obs_0000009203|obs_0000015350|obs_0000010999|obs_0000005246
Frico Gouda jung,Keine Marke,"€ 0,89",,"pro Einheit = 0,89","holl. Schnittkäse, 51% Fett i.Tr., je 100-g-",Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/bamberg_offer_204.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_kaese,tag_whole_food",bamberg,,NUTR-0007,ref_000244,obs_0000032357|obs_0000022530|obs_0000025747|obs_0000010903|obs_0000016539|obs_0000015259|obs_0000028452|obs_0000012327|obs_0000024231|obs_0000025639|obs_0000028336|obs_0000022909|obs_0000020553|obs_0000028238|obs_0000021372|obs_0000023805|obs_0000030104|obs_0000019353|obs_0000028324|obs_0000018601|obs_0000034978|obs_0000028379,obs_0000028238|obs_0000032357
Kräuter-Butter,Meggle,"€ 1,49",,"1 kg = 14,90",je 5 x 20-g-Pckg.,Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/bamberg_offer_021.jpg,"cat_molkerei_kaese,diet_vegetarian,sub_butter_margarine,sub_milchprodukte",bamberg,,BLS-Y790160,ref_000245,obs_0000009961|obs_0000009500|obs_0000025201|obs_0000021206|obs_0000020387|obs_0000015797|obs_0000008456|obs_0000011042|obs_0000012797|obs_0000032300|obs_0000032048|obs_0000003591|obs_0000012814|obs_0000019493|obs_0000031786|obs_0000024620|obs_0000003636|obs_0000002620|obs_0000000107|obs_0000002676|obs_0000000636|obs_0000010409|obs_0000034970|obs_0000003267|obs_0000011467|obs_0000018644|obs_0000002274|obs_0000009967|obs_0000026359|obs_0000002843|obs_0000009506|obs_0000011054|obs_0000034623|obs_0000013125|obs_0000001352|obs_0000018772|obs_0000008556|obs_0000009075|obs_0000027517|obs_0000001425|obs_0000027049|obs_0000017835|obs_0000013754|obs_0000018391|obs_0000021984|obs_0000000997|obs_0000022502,obs_0000032300|obs_0000025201|obs_0000021206|obs_0000009961|obs_0000009500|obs_0000032048|obs_0000020387
Ziegenrolle,Altenburger,"€ 2,29",,"1 kg = 15,27",je 150-g-Rolle,Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/bamberg_offer_020.jpg,"cat_molkerei_kaese,sub_kaese",bamberg,,,ref_000246,obs_0000024012|obs_0000024437|obs_0000029901|obs_0000032350|obs_0000029811,obs_0000024012|obs_0000029901|obs_0000024437|obs_0000032350
