Produkt,Marke,Preis,Vorheriger Preis,Preis_kg,Hinweis,Nur_online,Gueltig_raw,Gueltig_von,Gueltig_bis,Bildpfad,assigned_labels,source_market,nutrition_link,reference_row_id,rough_match_observation_ids,exact_match_observation_ids
Veltins Pilsener oder V,Keine Marke,"€ 3,99",,"1 l = 2,02 €","versch. Sorten, teilw. koffeinhaltig, je 6 x 0,33-l-Fl.-Sixpack, zzgl. 0,48 € Pfand",Nein,2026-03-16 bis 2026-03-22,2026-03-16,2026-03-22,images_rewe/immenstaad_offer_149.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed",immenstaad,,ref_000283,obs_0000028014|obs_0000029768|obs_0000027891|obs_0000028055|obs_0000028881|obs_0000005806|obs_0000007861|obs_0000012536|obs_0000013181|obs_0000014028|obs_0000014464|obs_0000024630|obs_0000026532|obs_0000026674|obs_0000026791|obs_0000027115|obs_0000031555|obs_0000032101|obs_0000032333|obs_0000032334,obs_0000028014|obs_0000029768
Carlsberg Elephant Premium Beer,Keine Marke,"€ 0,99",,"1 l = 1,98 €","je 0,5-l-Dose, zzgl. 0,25 € Pfand",Nein,2026-03-16 bis 2026-03-22,2026-03-16,2026-03-22,images_rewe/immenstaad_offer_151.jpg,"cat_getraenke,diet_gluten_free,diet_vegetarian",immenstaad,,ref_000284,obs_0000030200|obs_0000029255|obs_0000006351|obs_0000026851|obs_0000029213|obs_0000031685|obs_0000027383|obs_0000011041,obs_0000030200
Budweiser Budvar Premium Lager,Keine Marke,"€ 4,49",,"1 l = 2,27 €","je 6 x 0,33-l-Fl.-Sixpack, zzgl. 0,48 € Pfand",Nein,2026-03-16 bis 2026-03-22,2026-03-16,2026-03-22,images_rewe/immenstaad_offer_152.jpg,"cat_getraenke,diet_vegetarian",immenstaad,,ref_000285,obs_0000009676|obs_0000029175|obs_0000032148|obs_0000008437|obs_0000010358|obs_0000011041|obs_0000024744,
Rothaus Tannenzäpfle,Keine Marke,"€ 14,99",,"1 l = 1,89 €","je 24 x 0,33-l-Fl.-Kasten, zzgl. 3,42 € Pfand",Nein,2026-03-16 bis 2026-03-22,2026-03-16,2026-03-22,images_rewe/immenstaad_offer_153.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_obst,tag_ultra_processed,tag_whole_food",immenstaad,,ref_000286,obs_0000007337|obs_0000014467,obs_0000007337
Rotkohl,Keine Marke,"€ 0,99",,"1 kg = 3,30 €","geschnitten, je 300-g-Btl.",Nein,2026-03-16 bis 2026-03-22,2026-03-16,2026-03-22,images_rewe/immenstaad_offer_089.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,sub_frisches_obst,tag_whole_food",immenstaad,BLS-G341100,ref_000287,obs_0000007807|obs_0000012670|obs_0000017009|obs_0000023239|obs_0000026464|obs_0000027971|obs_0000029117|obs_0000029985|obs_0000009722|obs_0000012614|obs_0000030134|obs_0000006847|obs_0000014342|obs_0000032189|obs_0000027365|obs_0000009970|obs_0000014200|obs_0000018907|obs_0000019726|obs_0000023818|obs_0000005157,obs_0000006576|obs_0000006766|obs_0000007445|obs_0000007807|obs_0000008842|obs_0000009303|obs_0000009722|obs_0000012614|obs_0000012670|obs_0000016641|obs_0000017009|obs_0000023128|obs_0000023239|obs_0000024496|obs_0000025698|obs_0000026108|obs_0000026464|obs_0000026570|obs_0000027616|obs_0000027971|obs_0000029117|obs_0000029399|obs_0000029985
Landbauern Rind Filet,Keine Marke,"€ 4,99",,Kein Mengenpreis,"am Stück oder in Scheiben, Haltungsform 3, je 100-g-",Nein,2026-03-16 bis 2026-03-22,2026-03-16,2026-03-22,images_rewe/immenstaad_offer_028.jpg,"cat_fisch_meeresfruechte,diet_gluten_free,diet_lactose_free,tag_high_protein,tag_proteinreich,tag_whole_food",immenstaad,,ref_000288,obs_0000028018|obs_0000029027|obs_0000027343|obs_0000027730|obs_0000028342|obs_0000028343,obs_0000028018|obs_0000029027
Landbauern Rind Rinder-Braten,Keine Marke,"€ 1,55",,Kein Mengenpreis,"vom Bug, Haltungsform 3, je 100-g-",Nein,2026-03-16 bis 2026-03-22,2026-03-16,2026-03-22,images_rewe/immenstaad_offer_029.jpg,"cat_fleisch_wurst,diet_gluten_free,diet_lactose_free,diet_vegetarian,sub_rind,tag_proteinreich,tag_whole_food",immenstaad,,ref_000289,obs_0000028342|obs_0000028018|obs_0000029027,obs_0000028342
Fior delle Alpi,Keine Marke,"€ 2,79",,Kein Mengenpreis,"Schweizer Hartkäse, mind. 45% Fett i.Tr., je 100-g-",Nein,2026-03-16 bis 2026-03-22,2026-03-16,2026-03-22,images_rewe/immenstaad_offer_030.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",immenstaad,,ref_000290,,
Dietz Schopflocher Kleeblatt,Keine Marke,"€ 1,49",,Kein Mengenpreis,je 100-g-,Nein,2026-03-16 bis 2026-03-22,2026-03-16,2026-03-22,images_rewe/immenstaad_offer_031.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",immenstaad,,ref_000291,obs_0000027337,obs_0000027337
Schweine-Schnitzel Braten oder Gulasch,Keine Marke,"€ 0,77",,Kein Mengenpreis,"aus dem Schinken, Haltungsform 2, je 100-g-",Nein,2026-03-16 bis 2026-03-22,2026-03-16,2026-03-22,images_rewe/immenstaad_offer_032.jpg,"cat_fleisch_wurst,sub_schwein,tag_ultra_processed,tag_whole_food",immenstaad,BLS-U541082,ref_000292,obs_0000027744|obs_0000028349|obs_0000027774|obs_0000027310|obs_0000027350|obs_0000029032|obs_0000025392|obs_0000018632|obs_0000019451|obs_0000023440|obs_0000024285|obs_0000025097|obs_0000000631|obs_0000000644|obs_0000000645|obs_0000000700|obs_0000000702|obs_0000000888|obs_0000001197|obs_0000005037,obs_0000027744|obs_0000028349
Schweine-Geschnetzeltes,Keine Marke,"€ 0,99",,Kein Mengenpreis,"nach Gyros-Art gewürzt, mit Zwiebeln, Haltungsform 2, je 100-g-",Nein,2026-03-16 bis 2026-03-22,2026-03-16,2026-03-22,images_rewe/immenstaad_offer_034.jpg,"cat_fleisch_wurst,diet_gluten_free,diet_lactose_free,sub_schwein,tag_high_protein,tag_proteinreich,tag_whole_food",immenstaad,BLS-U543100,ref_000293,obs_0000021768,obs_0000025306
Lamm-Hüfte,Keine Marke,"€ 2,79",,Kein Mengenpreis,"natur oder mariniert, je 100-g-",Nein,2026-03-16 bis 2026-03-22,2026-03-16,2026-03-22,images_rewe/immenstaad_offer_035.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_obst,tag_ultra_processed,tag_whole_food",immenstaad,BLS-V515100,ref_000294,obs_0000028021,obs_0000027321|obs_0000028021|obs_0000029033
Schweine-Hüftsteaks,Keine Marke,"€ 0,88",,Kein Mengenpreis,"versch. mariniert, Haltungsform 2, je 100-g-",Nein,2026-03-16 bis 2026-03-22,2026-03-16,2026-03-22,images_rewe/immenstaad_offer_036.jpg,"cat_fleisch_wurst,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_schwein,tag_whole_food",immenstaad,,ref_000295,,
Lausbua,Keine Marke,"€ 2,49",,Kein Mengenpreis,"österr. Hartkäse, mind. 55% Fett i.Tr., je 100-g-",Nein,2026-03-16 bis 2026-03-22,2026-03-16,2026-03-22,images_rewe/immenstaad_offer_037.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_gemuese,sub_frisches_obst,tag_ultra_processed,tag_whole_food",immenstaad,,ref_000296,,
Senner Alpenblütenkäse,Keine Marke,"€ 2,89",,Kein Mengenpreis,"Schnittkäse, mind. 50% Fett i.Tr., je 100-g-",Nein,2026-03-16 bis 2026-03-22,2026-03-16,2026-03-22,images_rewe/immenstaad_offer_039.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_kaese,sub_milchprodukte,tag_ultra_processed,tag_whole_food",immenstaad,,ref_000297,obs_0000027917,obs_0000027917
Heidiland würzig,Keine Marke,"€ 1,99",,Kein Mengenpreis,"Schweizer Schnittkäse, mind. 49% Fett i.Tr., je 100-g-",Nein,2026-03-16 bis 2026-03-22,2026-03-16,2026-03-22,images_rewe/immenstaad_offer_040.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_obst,sub_kaese,tag_ultra_processed,tag_whole_food",immenstaad,,ref_000298,obs_0000027335,obs_0000027335
Pfefferbeißer,Keine Marke,"€ 1,59",,Kein Mengenpreis,je 100-g-,Nein,2026-03-16 bis 2026-03-22,2026-03-16,2026-03-22,images_rewe/immenstaad_offer_041.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",immenstaad,BLS-P289000,ref_000299,obs_0000025248|obs_0000008155|obs_0000031940,obs_0000008155|obs_0000025248|obs_0000031940
Schlachtplatte Leber- oder Blutwürstchen,Keine Marke,"€ 0,99",,Kein Mengenpreis,je 100-g-,Nein,2026-03-16 bis 2026-03-22,2026-03-16,2026-03-22,images_rewe/immenstaad_offer_042.jpg,"cat_fleisch_wurst,sub_wurst,tag_ultra_processed",immenstaad,,ref_000300,obs_0000002427|obs_0000002750|obs_0000003242,
Kalbs-Leber,Keine Marke,"€ 2,22",,Kein Mengenpreis,"in Scheiben, je 100-g-",Nein,2026-03-16 bis 2026-03-22,2026-03-16,2026-03-22,images_rewe/immenstaad_offer_033.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_rind,tag_ultra_processed,tag_whole_food",immenstaad,BLS-V532100,ref_000301,obs_0000029029|obs_0000030045|obs_0000018162|obs_0000018761|obs_0000019580|obs_0000020450|obs_0000002427|obs_0000002750|obs_0000003242|obs_0000022159|obs_0000022575|obs_0000022997,obs_0000026767|obs_0000027638|obs_0000028574|obs_0000029029|obs_0000030045
Erdbeeren,Keine Marke,"€ 2,39",,"1 kg = 4,78 €","Kl. I, je 500-g-Schale",Nein,2026-03-16 bis 2026-03-22,2026-03-16,2026-03-22,images_rewe/immenstaad_offer_022.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_gemuese,sub_frisches_obst,tag_whole_food",immenstaad,BLS-F301100,ref_000302,obs_0000025546|obs_0000027621|obs_0000028691|obs_0000028744|obs_0000029042|obs_0000029976|obs_0000000875|obs_0000021444|obs_0000011679|obs_0000010835|obs_0000014242|obs_0000031257|obs_0000031864|obs_0000028555|obs_0000005473|obs_0000005869|obs_0000005878,obs_0000000875|obs_0000011804|obs_0000021444|obs_0000025546|obs_0000027621|obs_0000028691|obs_0000028744|obs_0000029042|obs_0000029976
Bio Cherry Tomaten,Keine Marke,"€ 1,29",,"1 kg = 5,16 €","Kl. II, je 250-g-Schale",Nein,2026-03-16 bis 2026-03-22,2026-03-16,2026-03-22,images_rewe/immenstaad_offer_020.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,sub_frisches_obst,tag_whole_food",immenstaad,,ref_000303,obs_0000027617|obs_0000025529|obs_0000028694|obs_0000029978|obs_0000024405|obs_0000024534|obs_0000001496|obs_0000001500|obs_0000009519|obs_0000018434|obs_0000024316|obs_0000025431|obs_0000031487,obs_0000025529|obs_0000027617|obs_0000028694
Rispentomaten,Keine Marke,"€ 2,49",,"1 kg = 6,23 €","»Joyn«, Kl. Extra, je 400-g-Schale",Nein,2026-03-16 bis 2026-03-22,2026-03-16,2026-03-22,images_rewe/immenstaad_offer_016.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,tag_whole_food",immenstaad,,ref_000304,obs_0000007733|obs_0000012522|obs_0000024202|obs_0000025540|obs_0000026054|obs_0000027717|obs_0000000876|obs_0000025266|obs_0000008416|obs_0000009897|obs_0000010003|obs_0000010845|obs_0000011635|obs_0000012473|obs_0000012659|obs_0000026180|obs_0000027333|obs_0000027773|obs_0000028337|obs_0000028387|obs_0000028952|obs_0000006229|obs_0000006582|obs_0000013846|obs_0000027256|obs_0000027331|obs_0000027772|obs_0000028268|obs_0000028596|obs_0000028695|obs_0000028741|obs_0000029045|obs_0000029088|obs_0000029979|obs_0000001302|obs_0000024885|obs_0000006054|obs_0000006586|obs_0000006758|obs_0000006771|obs_0000011681|obs_0000027403|obs_0000027715|obs_0000027941|obs_0000029087|obs_0000005289|obs_0000005313|obs_0000005668|obs_0000013344,obs_0000000876|obs_0000007733|obs_0000012522|obs_0000024202|obs_0000025266|obs_0000025540|obs_0000026054|obs_0000027333|obs_0000027717|obs_0000027773|obs_0000028337|obs_0000028387|obs_0000028952
Zitrone,Keine Marke,"€ 1,11",,Kein Mengenpreis,"»Amalfi«, Kl. II, je 1-St.",Nein,2026-03-16 bis 2026-03-22,2026-03-16,2026-03-22,images_rewe/immenstaad_offer_017.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_obst,tag_whole_food",immenstaad,BLS-F601100,ref_000305,obs_0000027707|obs_0000029969|obs_0000028068|obs_0000029044|obs_0000006573|obs_0000000906|obs_0000007730|obs_0000007828|obs_0000010170|obs_0000029111|obs_0000030180|obs_0000028377|obs_0000011445|obs_0000024163|obs_0000031396|obs_0000032042|obs_0000001350|obs_0000014435|obs_0000018866|obs_0000019685|obs_0000020249|obs_0000032021|obs_0000011417|obs_0000031893,obs_0000007767|obs_0000019373|obs_0000020192|obs_0000023214|obs_0000026184|obs_0000026389|obs_0000027707|obs_0000028068|obs_0000028263|obs_0000029044|obs_0000029969
Dunkle Bio Tafeltrauben,Keine Marke,"€ 2,29",,"1 kg = 5,73 €","Sorte: siehe Etikett, Kl. II, je 400-g-Schale",Nein,2026-03-16 bis 2026-03-22,2026-03-16,2026-03-22,images_rewe/immenstaad_offer_019.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_obst,tag_whole_food",immenstaad,,ref_000306,obs_0000027329|obs_0000028601|obs_0000028688|obs_0000027620|obs_0000007973|obs_0000008156|obs_0000008211|obs_0000009657|obs_0000009758|obs_0000012613|obs_0000026462|obs_0000026962|obs_0000029337|obs_0000008238|obs_0000009070|obs_0000026848,obs_0000027329|obs_0000028601|obs_0000028688
Heidelberger Schlossschinken,Keine Marke,"€ 1,69",,Kein Mengenpreis,je 100-g-,Nein,2026-03-16 bis 2026-03-22,2026-03-16,2026-03-22,images_rewe/immenstaad_offer_038.jpg,"cat_fleisch_wurst,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_obst,sub_schwein,sub_wurst,tag_ultra_processed,tag_whole_food",immenstaad,,ref_000307,,
Hackfleisch gemischt,Keine Marke,"€ 2,99",,"1 kg = 11,96 €","vom Rind und Schwein, je 250-g-Pckg.",Nein,2026-03-16 bis 2026-03-22,2026-03-16,2026-03-22,images_rewe/immenstaad_offer_069.jpg,"cat_molkerei_kaese,diet_lactose_free,diet_vegetarian,sub_hackfleisch,sub_rind,sub_schwein,tag_proteinreich,tag_ultra_processed",immenstaad,BLS-U020100,ref_000308,obs_0000006320|obs_0000006523|obs_0000008694|obs_0000026160|obs_0000027910|obs_0000028019|obs_0000028301|obs_0000028396|obs_0000029021|obs_0000029049|obs_0000029089|obs_0000005406|obs_0000005583|obs_0000008302|obs_0000008668|obs_0000009021|obs_0000009148|obs_0000010876|obs_0000011728|obs_0000012988|obs_0000015469|obs_0000015729|obs_0000016610|obs_0000018832|obs_0000019651|obs_0000020812|obs_0000023805|obs_0000025090|obs_0000025744|obs_0000025935|obs_0000031347|obs_0000032000|obs_0000027693|obs_0000028571|obs_0000029096|obs_0000029102|obs_0000000505|obs_0000008970|obs_0000009909|obs_0000012214|obs_0000013442|obs_0000016279|obs_0000017137|obs_0000018177|obs_0000026560|obs_0000000646|obs_0000000826|obs_0000001083|obs_0000021479|obs_0000023917,obs_0000000505|obs_0000005406|obs_0000005583|obs_0000006320|obs_0000006523|obs_0000008302|obs_0000008668|obs_0000008694|obs_0000008970|obs_0000009021|obs_0000009148|obs_0000009909|obs_0000010876|obs_0000011728|obs_0000012988|obs_0000015469|obs_0000015729|obs_0000016279|obs_0000016610|obs_0000017137|obs_0000018177|obs_0000018832|obs_0000019651|obs_0000020812|obs_0000023805|obs_0000026160|obs_0000026560|obs_0000027910|obs_0000028019|obs_0000028301|obs_0000028396|obs_0000029021|obs_0000029049|obs_0000029089|obs_0000031347|obs_0000032000
XXL Fleischkäse,Keine Marke,"€ 6,66",,Kein Mengenpreis,"roh, in der Schale, zum Selberbacken, je 1000-g-Pckg.",Nein,2026-03-16 bis 2026-03-22,2026-03-16,2026-03-22,images_rewe/immenstaad_offer_068.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_kaese,sub_milchprodukte,tag_ultra_processed,tag_whole_food",immenstaad,,ref_000309,obs_0000006666|obs_0000012209,obs_0000006666
Frische Hähnchen-Unterschenkel,Keine Marke,"€ 5,55",,Kein Mengenpreis,"natur, Hkl. A, oder gewürzt, SB-verpackt, je 1-kg-",Nein,2026-03-16 bis 2026-03-22,2026-03-16,2026-03-22,images_rewe/immenstaad_offer_067.jpg,"cat_molkerei_kaese,sub_gefluegel,tag_proteinreich,tag_whole_food",immenstaad,,ref_000310,obs_0000027723|obs_0000027793|obs_0000027692|obs_0000027345|obs_0000027351|obs_0000027401|obs_0000027418|obs_0000028032|obs_0000029023|obs_0000010037|obs_0000011724|obs_0000013877|obs_0000021474|obs_0000023911,obs_0000027351|obs_0000027418|obs_0000027723|obs_0000027793|obs_0000029023
Reinert Klosterschinken,Keine Marke,"€ 1,49",,Kein Mengenpreis,je 100-g-,Nein,2026-03-16 bis 2026-03-22,2026-03-16,2026-03-22,images_rewe/immenstaad_offer_060.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_schwein,sub_wurst,tag_ultra_processed,tag_whole_food",immenstaad,,ref_000311,obs_0000027959,obs_0000027959
Frische Puten-Schnitzel,Keine Marke,"€ 8,88",,"1 kg = 11,10 €","XXL-Packung, je 800-g-Pckg.",Nein,2026-03-16 bis 2026-03-22,2026-03-16,2026-03-22,images_rewe/immenstaad_offer_064.jpg,"cat_molkerei_kaese,sub_gefluegel,tag_whole_food",immenstaad,,ref_000312,obs_0000029031|obs_0000028348|obs_0000027768|obs_0000028402|obs_0000000159|obs_0000024362|obs_0000025747|obs_0000027100|obs_0000029377|obs_0000000700|obs_0000005037,obs_0000027911|obs_0000029031
Gilden Kölsch,Keine Marke,"€ 9,99",,"1 l = 1,00 €","je 20 x 0,5-l-Fl.-Kasten, zzgl. 3,10 € Pfand",Nein,2026-03-16 bis 2026-03-22,2026-03-16,2026-03-22,images_rewe/koeln_offer_024.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_obst,tag_ultra_processed,tag_whole_food",koeln,,ref_000313,,
Mini Gurke,Keine Marke,"€ 0,49",,Kein Mengenpreis,"Kl. I, je 1-St.",Nein,2026-03-16 bis 2026-03-22,2026-03-16,2026-03-22,images_rewe/koeln_offer_001.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_gemuese,tag_ultra_processed,tag_whole_food",koeln,BLS-G520100,ref_000314,obs_0000032202|obs_0000002349|obs_0000003482|obs_0000024254|obs_0000025220|obs_0000006963|obs_0000010378|obs_0000011774|obs_0000014741|obs_0000016055|obs_0000016653|obs_0000024151|obs_0000031985,obs_0000005487|obs_0000005496|obs_0000026550|obs_0000031576|obs_0000032202
Kreuzkümmel,REWE Beste Wahl,"€ 1,49",,"1 kg = 42,57 €",je 35-g-Glas,Nein,2026-03-16 bis 2026-03-22,2026-03-16,2026-03-22,images_rewe/neubrandenburg_offer_177.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_kaese,sub_milchprodukte,tag_whole_food",neubrandenburg,,ref_000315,,
Basmatireis,REWE Bio,"€ 2,89",,Kein Mengenpreis,"weiß, je 1-kg-Pckg.",Nein,2026-03-16 bis 2026-03-22,2026-03-16,2026-03-22,images_rewe/neubrandenburg_offer_178.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_reis,tag_whole_food",neubrandenburg,,ref_000316,obs_0000010537|obs_0000000832|obs_0000027373,obs_0000010537
Couscous,REWE Bio,"€ 0,99",,"1 kg = 1,98 €",je 500-g-Pckg.,Nein,2026-03-16 bis 2026-03-22,2026-03-16,2026-03-22,images_rewe/neubrandenburg_offer_179.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_kaese,sub_milchprodukte,tag_whole_food",neubrandenburg,BLS-C119200,ref_000317,obs_0000032084|obs_0000028148,
Rote Linsen,REWE Bio,"€ 1,49",,"1 kg = 2,98 €",je 500-g-Pckg.,Nein,2026-03-16 bis 2026-03-22,2026-03-16,2026-03-22,images_rewe/neubrandenburg_offer_187.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,sub_huelsenfruechte,tag_whole_food",neubrandenburg,,ref_000318,obs_0000008346|obs_0000010975,
Rinder- oder Gemüsefond,REWE Bio,"€ 1,69",,"1 l = 4,23 €",je 400-ml-Glas,Nein,2026-03-16 bis 2026-03-22,2026-03-16,2026-03-22,images_rewe/neubrandenburg_offer_188.jpg,"cat_grundnahrung,diet_lactose_free,diet_vegan,diet_vegetarian,sub_rind,tag_ultra_processed,tag_whole_food",neubrandenburg,,ref_000319,,
Aroma Datteln,REWE Feine Welt,"€ 2,79",,"1 kg = 13,95 €",je 200-g-Pckg.,Nein,2026-03-16 bis 2026-03-22,2026-03-16,2026-03-22,images_rewe/neubrandenburg_offer_199.jpg,"cat_knabbern_naschen,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food",neubrandenburg,,ref_000320,obs_0000012723|obs_0000013541,
Al Amier Tahina Sesampaste,Keine Marke,"€ 2,49",,"1 kg = 19,92 €",je 125-g-Glas,Nein,2026-03-16 bis 2026-03-22,2026-03-16,2026-03-22,images_rewe/neubrandenburg_offer_163.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food",neubrandenburg,,ref_000321,,
Datteln mit Stein,Keine Marke,"€ 1,79",,"1 kg = 7,16 €",je 250-g-Schale,Nein,2026-03-16 bis 2026-03-22,2026-03-16,2026-03-22,images_rewe/neubrandenburg_offer_200.jpg,"cat_knabbern_naschen,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,sub_frisches_obst,tag_ultra_processed,tag_whole_food",neubrandenburg,,ref_000322,obs_0000012723|obs_0000013541,
Bienenwirtschaft Meissen Lindenblütenhonig,Keine Marke,"€ 1,99",,"1 kg = 7,96 €",je 250-g-Glas,Nein,2026-03-16 bis 2026-03-22,2026-03-16,2026-03-22,images_rewe/neubrandenburg_offer_141.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food",neubrandenburg,,ref_000323,,
Kraftkorn mit Philadelphia,Keine Marke,"€ 0,99",,Kein Mengenpreis,"Weizen­gebäck gefüllt mit Frisch­käse­zubereitung und mit zart­splittriger Kruste, je 1-St.",Nein,2026-03-16 bis 2026-03-22,2026-03-16,2026-03-22,images_rewe/neubrandenburg_offer_142.jpg,"cat_grundnahrung,diet_lactose_free,diet_vegan,diet_vegetarian,sub_kaese,sub_milchprodukte,sub_sahne_creme,tag_ultra_processed,tag_whole_food",neubrandenburg,,ref_000324,obs_0000027247|obs_0000028923|obs_0000029546|obs_0000005123,
Pain au chocolat,Keine Marke,"€ 0,99",,Kein Mengenpreis,"Schokoladenbrötchen mit Füllung, je 1-St.",Nein,2026-03-16 bis 2026-03-22,2026-03-16,2026-03-22,images_rewe/neubrandenburg_offer_143.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,tag_ultra_processed,tag_whole_food",neubrandenburg,,ref_000325,obs_0000000221|obs_0000003621|obs_0000004048|obs_0000004475|obs_0000001241|obs_0000001930|obs_0000002103|obs_0000019177|obs_0000019996|obs_0000023560,obs_0000000221|obs_0000003621|obs_0000004048|obs_0000004475
Sesamring,Keine Marke,"€ 1,19",,Kein Mengenpreis,"ringförmiges Weizenfeingebäck mit Sesamkörnern auf der Kruste, je 1-St.",Nein,2026-03-16 bis 2026-03-22,2026-03-16,2026-03-22,images_rewe/neubrandenburg_offer_146.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_obst,tag_ultra_processed,tag_whole_food",neubrandenburg,,ref_000326,,
Fladenbrot,Keine Marke,"€ 1,29",,"1 kg = 2,58 €","orientalische Weizenbrotspezialität mit schwarzem Kümmel bestreut, je 500-g-St.",Nein,2026-03-16 bis 2026-03-22,2026-03-16,2026-03-22,images_rewe/neubrandenburg_offer_147.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,tag_ultra_processed,tag_whole_food",neubrandenburg,BLS-B782100,ref_000327,obs_0000008465|obs_0000010530|obs_0000021702|obs_0000032026|obs_0000001211,obs_0000008465|obs_0000010530|obs_0000021702
Maxi Dooti,Keine Marke,"€ 0,99",,Kein Mengenpreis,"Cookies & Strawberry, gefüllter süßer Snack in versch. Geschmacksrichtungen, je 1-St.",Nein,2026-03-16 bis 2026-03-22,2026-03-16,2026-03-22,images_rewe/neubrandenburg_offer_148.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_obst,tag_ultra_processed,tag_whole_food",neubrandenburg,,ref_000328,,
Kartoffelbrot,Keine Marke,"€ 1,69",,"1 kg = 2,25 €","Weizenmischbrot mit Kartoffelflocken, je 750-g-St.",Nein,2026-03-16 bis 2026-03-22,2026-03-16,2026-03-22,images_rewe/neubrandenburg_offer_149.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,sub_kartoffeln,tag_ultra_processed,tag_whole_food",neubrandenburg,BLS-W380300,ref_000329,obs_0000006748|obs_0000005467,obs_0000005467|obs_0000006748
Pistaziencroissant,Keine Marke,"€ 0,79",,Kein Mengenpreis,"gefüllt mit Pistaziencreme, je 1-St.",Nein,2026-03-16 bis 2026-03-22,2026-03-16,2026-03-22,images_rewe/neubrandenburg_offer_150.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",neubrandenburg,,ref_000330,,
