Produkt,Marke,Preis,Vorheriger Preis,Preis_kg,Hinweis,Nur_online,Gueltig_raw,Gueltig_von,Gueltig_bis,Bildpfad,assigned_labels,source_market,nutrition_link,reference_row_id,rough_match_observation_ids,exact_match_observation_ids
Reine Buttermilch,Müller,"€ 0,69",,"1 kg = 1,38 €","je 500-g-Fl., zzgl. 0,25 € Pfand",Nein,2026-03-16 bis 2026-03-22,2026-03-16,2026-03-22,images_rewe/bamberg_offer_069.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_vegetarian,sub_butter_margarine,sub_milchprodukte",bamberg,,ref_000166,obs_0000032257|obs_0000009427|obs_0000008966|obs_0000000794|obs_0000010067|obs_0000014178|obs_0000012149|obs_0000003616|obs_0000021548|obs_0000019106|obs_0000002325|obs_0000004470|obs_0000002993|obs_0000004043|obs_0000023502|obs_0000019925|obs_0000028307,obs_0000032257|obs_0000003616|obs_0000021548|obs_0000019106|obs_0000009427|obs_0000008966|obs_0000002325|obs_0000000794|obs_0000010067|obs_0000014178|obs_0000012149|obs_0000004470|obs_0000002993|obs_0000004043|obs_0000023502|obs_0000019925
High Protein,Ehrmann,"€ 1,29",,"1 kg = 6,45 €","Chocolate Mousse, je 200-g-Becher",Nein,2026-03-16 bis 2026-03-22,2026-03-16,2026-03-22,images_rewe/bamberg_offer_067.jpg,"cat_molkerei_kaese,diet_vegetarian,sub_milchprodukte,tag_high_protein,tag_proteinreich",bamberg,,ref_000167,obs_0000010910|obs_0000014866|obs_0000018454|obs_0000011323|obs_0000000087|obs_0000011354|obs_0000010375|obs_0000024757|obs_0000004825|obs_0000013045|obs_0000026411|obs_0000004398|obs_0000003971|obs_0000008074|obs_0000032392|obs_0000024495|obs_0000003000|obs_0000000451|obs_0000025108|obs_0000007754|obs_0000022167|obs_0000022687|obs_0000022264|obs_0000000814|obs_0000008611|obs_0000001544|obs_0000021007|obs_0000001560|obs_0000021534|obs_0000001056|obs_0000021556|obs_0000021559|obs_0000014919|obs_0000019018|obs_0000003149|obs_0000021110|obs_0000011384|obs_0000021113|obs_0000004781|obs_0000023740|obs_0000010971|obs_0000019687|obs_0000002293|obs_0000004354|obs_0000002843|obs_0000010523|obs_0000001325|obs_0000010555|obs_0000010062|obs_0000003927,obs_0000010910
Goldsteig Mozzarella,Keine Marke,"€ 0,99",,"1 kg = 7,92 €","versch. Sorten, je 200-g-Pckg., 125 g Abtropfgewicht",Nein,2026-03-16 bis 2026-03-22,2026-03-16,2026-03-22,images_rewe/bamberg_offer_066.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_kaese,sub_milchprodukte,tag_ultra_processed",bamberg,BLS-X208312,ref_000168,obs_0000000816|obs_0000005522|obs_0000008523|obs_0000010489|obs_0000014851|obs_0000016556|obs_0000016891|obs_0000016955|obs_0000020766|obs_0000020919|obs_0000021010|obs_0000021134|obs_0000021727|obs_0000022331|obs_0000022759|obs_0000025678|obs_0000025740|obs_0000031346,
Mühlen Schinken,Rügenwalder Mühle,"€ 1,79",,"1 kg = 17,90 €",je 100-g-Pckg.,Nein,2026-03-16 bis 2026-03-22,2026-03-16,2026-03-22,images_rewe/bamberg_offer_065.jpg,"cat_molkerei_kaese,diet_vegan,sub_fleischersatz,sub_schwein,sub_wurst,tag_ultra_processed",bamberg,,ref_000169,obs_0000013883|obs_0000008061|obs_0000029143|obs_0000031842|obs_0000015149|obs_0000016182|obs_0000006510|obs_0000026514|obs_0000007075|obs_0000005582|obs_0000005728|obs_0000004990|obs_0000028926|obs_0000030000|obs_0000029559|obs_0000027572,obs_0000013883|obs_0000008061|obs_0000005582
Bergader Bergbauern Käse,Keine Marke,"€ 3,49",,"1 kg = 11,63 €","Weichkäse, versch. Sorten, je 300-g-Pckg.",Nein,2026-03-16 bis 2026-03-22,2026-03-16,2026-03-22,images_rewe/bamberg_offer_064.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_kaese,sub_milchprodukte,tag_ultra_processed,tag_whole_food",bamberg,,ref_000170,obs_0000027580|obs_0000028940|obs_0000029655|obs_0000006431|obs_0000009822|obs_0000018025|obs_0000024149|obs_0000005120|obs_0000005881|obs_0000008329|obs_0000010077,
Egetürk Dilim Sucuk Türkische Knoblauchwurst,Keine Marke,"€ 3,99",,"1 kg = 19,95 €","in Scheiben, je 200-g-Pckg.",Nein,2026-03-16 bis 2026-03-22,2026-03-16,2026-03-22,images_rewe/bamberg_offer_063.jpg,"cat_molkerei_kaese,sub_wurst,tag_ultra_processed",bamberg,,ref_000171,obs_0000008807|obs_0000009268|obs_0000011305,
Goldsteig Emmentaler,Keine Marke,"€ 1,49",,"1 kg = 11,92 €","hauchdünn, je 125-g-Pckg.",Nein,2026-03-16 bis 2026-03-22,2026-03-16,2026-03-22,images_rewe/bamberg_offer_062.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_kaese,sub_milchprodukte,tag_whole_food",bamberg,,ref_000172,obs_0000007001|obs_0000027315|obs_0000028585|obs_0000002126|obs_0000003203|obs_0000008509|obs_0000009476|obs_0000016951|obs_0000017004|obs_0000020532|obs_0000020762|obs_0000023658|obs_0000029295|obs_0000029344,obs_0000007001|obs_0000027315|obs_0000028585
Echt Franken Fränkischer Joghurt,Keine Marke,"€ 1,49",,Kein Mengenpreis,"1,5/3,5% Fett, je 1000-g-Eimer",Nein,2026-03-16 bis 2026-03-22,2026-03-16,2026-03-22,images_rewe/bamberg_offer_061.jpg,"cat_molkerei_kaese,diet_vegetarian,sub_joghurt_skyr_quark,sub_milchprodukte",bamberg,,ref_000173,obs_0000008149|obs_0000008626|obs_0000009109|obs_0000014198|obs_0000015652|obs_0000018319|obs_0000019212|obs_0000019214|obs_0000020031|obs_0000020033|obs_0000021555|obs_0000021809|obs_0000023298|obs_0000023519|obs_0000023938|obs_0000024837|obs_0000027093|obs_0000031160|obs_0000032044,
Zott Cheese Tiger Original,Keine Marke,"€ 1,99",,"1 kg = 23,69 €",je 84-g-Pckg.,Nein,2026-03-16 bis 2026-03-22,2026-03-16,2026-03-22,images_rewe/bamberg_offer_060.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_tk_fertiggerichte,tag_ultra_processed",bamberg,,ref_000174,obs_0000027929|obs_0000008223|obs_0000008352|obs_0000008780|obs_0000008971|obs_0000009433|obs_0000009563|obs_0000011869|obs_0000012774|obs_0000013576|obs_0000014027|obs_0000014692|obs_0000015909|obs_0000016324|obs_0000018030|obs_0000018706|obs_0000018823|obs_0000019136|obs_0000019525|obs_0000019642|obs_0000019955|obs_0000020283|obs_0000020393|obs_0000020709|obs_0000023674|obs_0000023832|obs_0000024162|obs_0000024899|obs_0000024959|obs_0000025132|obs_0000025175|obs_0000025918|obs_0000026556|obs_0000026643|obs_0000026757|obs_0000026857|obs_0000027023|obs_0000029264|obs_0000031227|obs_0000031439|obs_0000032025|obs_0000032039|obs_0000032341,obs_0000027929
Settele Eier-Spätzle,Keine Marke,"€ 2,99",,Kein Mengenpreis,"versch. Sorten, je 1000-g-Btl.",Nein,2026-03-16 bis 2026-03-22,2026-03-16,2026-03-22,images_rewe/bamberg_offer_059.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_nudeln,tag_whole_food",bamberg,,ref_000175,obs_0000028664|obs_0000010505|obs_0000013041|obs_0000023955|obs_0000026903|obs_0000012681|obs_0000002223|obs_0000008016,obs_0000028664
Müllermilch,Müller,"€ 0,59",,"1 l = 1,48 €","versch. Sorten, je 400-ml-Fl., zzgl. 0,25 € Pfand",Nein,2026-03-16 bis 2026-03-22,2026-03-16,2026-03-22,images_rewe/bamberg_offer_058.jpg,"cat_molkerei_kaese,diet_vegetarian,sub_milchprodukte,tag_ultra_processed",bamberg,,ref_000176,obs_0000029251|obs_0000020121|obs_0000013467|obs_0000010911|obs_0000024793|obs_0000021816|obs_0000015679|obs_0000019302|obs_0000014705|obs_0000012241|obs_0000014320|obs_0000020475|obs_0000000031|obs_0000003544|obs_0000029436|obs_0000030010|obs_0000006060|obs_0000004948,obs_0000029251|obs_0000020121|obs_0000013467|obs_0000010911|obs_0000024793|obs_0000021816|obs_0000015679|obs_0000019302|obs_0000014705|obs_0000012241|obs_0000014320|obs_0000020475
Almighurt,Ehrmann,"€ 1,11",,"1 kg = 2,22 €","Straciatella, je 500-g-Glas, zzgl. 0,15 € Pfand",Nein,2026-03-16 bis 2026-03-22,2026-03-16,2026-03-22,images_rewe/bamberg_offer_057.jpg,"cat_molkerei_kaese,diet_vegetarian,sub_joghurt_skyr_quark,sub_milchprodukte",bamberg,,ref_000177,obs_0000026652|obs_0000004688|obs_0000026768|obs_0000004261|obs_0000003834|obs_0000002879|obs_0000001348|obs_0000000360|obs_0000011640|obs_0000021430|obs_0000031163|obs_0000012742|obs_0000013795|obs_0000000497|obs_0000000513|obs_0000031379|obs_0000031978|obs_0000025867|obs_0000005122|obs_0000005687|obs_0000028243|obs_0000006781|obs_0000030019|obs_0000029545,obs_0000005122|obs_0000026652|obs_0000005687|obs_0000004688|obs_0000026768|obs_0000004261|obs_0000003834|obs_0000002879|obs_0000001348|obs_0000000360|obs_0000011640|obs_0000021430|obs_0000031163|obs_0000012742|obs_0000013795|obs_0000000497
Höhenrainer Putengrillbrust Schinken,Keine Marke,"€ 1,99",,Kein Mengenpreis,je 100-g-,Nein,2026-03-16 bis 2026-03-22,2026-03-16,2026-03-22,images_rewe/bamberg_offer_038.jpg,"cat_fleisch_wurst,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_gefluegel,sub_schwein,sub_wurst,tag_ultra_processed",bamberg,,ref_000178,obs_0000015149|obs_0000016182|obs_0000026514|obs_0000031842,obs_0000028232
Frankenland Schmand,Keine Marke,"€ 0,99",,"1 kg = 4,95 €","24% Fett, je 200-g-Becher",Nein,2026-03-16 bis 2026-03-22,2026-03-16,2026-03-22,images_rewe/bamberg_offer_072.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_sahne_creme,tag_whole_food",bamberg,,ref_000179,obs_0000027609|obs_0000005700|obs_0000001519|obs_0000001656|obs_0000002204|obs_0000002989|obs_0000003842|obs_0000004269|obs_0000004696|obs_0000009420|obs_0000010480|obs_0000013014|obs_0000029330|obs_0000031837,obs_0000005700|obs_0000027609
