Marke,Produkt,Preis,Vorheriger_Preis,Preis_kg,Hinweis,Nur_online,Gueltig_raw,Gueltig_von,Gueltig_bis,Bildpfad,assigned_labels,Einheit,nutrition_link,reference_row_id,rough_match_observation_ids,exact_match_observation_ids
HUOBER,Bio-Knusperlaugengebäck,"€ 1,29",,"1 kg = 7,38 - 10,32",Schwäbische Knusperbrezel oder Prinzess-Brezel,Nein,Dieses Angebot findest du vom 26.03. bis 01.04. in deiner Kaufland-Filiale.,2026-03-26,2026-04-01,../images/kaufland/kaufland_offer_309.jpg,"cat_knabbern_naschen,diet_vegetarian,tag_ultra_processed",,,ref_000046,,
BORCHERS,Bio-Kokosöl,"€ 2,99","€ 4,49","1 l = 14,95","ideal zum Backen, Braten und für Wok-Gerichte",Nein,Dieses Angebot findest du vom 26.03. bis 01.04. in deiner Kaufland-Filiale.,2026-03-26,2026-04-01,../images/kaufland/kaufland_offer_246.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian",,,ref_000047,obs_0000000900,obs_0000000900
HIPP,Bio-Mahlzeit oder -Fruchtbrei,"€ 1,29",,"1 kg = 5,16 - 8,07","»Gute Nacht« 190 g oder Fruchtbrei, z. T. mit Getreide, 160 g oder 250 g, versch. Sorten, ab dem 5. - 8. Monat",Nein,Dieses Angebot findest du vom 26.03. bis 01.04. in deiner Kaufland-Filiale.,2026-03-26,2026-04-01,../images/kaufland/kaufland_offer_409.jpg,"cat_drogerie,diet_vegetarian,tag_ultra_processed",,,ref_000048,obs_0000012016|obs_0000008983|obs_0000010772|obs_0000012463,obs_0000012016
LATZIMAS,Bio-Olivenöl DOP extra nativ,"€ 4,99","€ 6,49","1 l = 9,98","extra nativ, aus Griechenland",Nein,Dieses Angebot findest du vom 26.03. bis 01.04. in deiner Kaufland-Filiale.,2026-03-26,2026-04-01,../images/kaufland/kaufland_offer_243.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian",,,ref_000049,obs_0000010685|obs_0000034888|obs_0000034420|obs_0000018950|obs_0000018480|obs_0000028952|obs_0000014541|obs_0000002069|obs_0000014367|obs_0000011361|obs_0000015501|obs_0000012446|obs_0000009909|obs_0000009444|obs_0000015088|obs_0000002836|obs_0000013624|obs_0000019269|obs_0000011593|obs_0000013180|obs_0000012176|obs_0000001438,obs_0000010685
K-BIO,Bio-Rahmspinat,"€ 1,69",,"1 kg = 3,76","mild gewürzt, mit Sahne verfeinert",Nein,Dieses Angebot findest du vom 26.03. bis 01.04. in deiner Kaufland-Filiale.,2026-03-26,2026-04-01,../images/kaufland/kaufland_offer_187.jpg,"cat_tiefkuehl,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_high_protein,tag_whole_food",,BLS-G211100,ref_000050,obs_0000000229|obs_0000000707|obs_0000003850|obs_0000004277|obs_0000004704,
COUNTRYSIDE,Bio-Rasendünger,"€ 3,99",,"1 kg = 2,00","Organischer Spezialdünger Mit natürlicher Langzeitwirkung Für gesunden, strapazierfähigen Rasen Für mehr Widerstands- und Regenerationskraft",Nein,Dieses Angebot findest du vom 26.03. bis 01.04. in deiner Kaufland-Filiale.,2026-03-26,2026-04-01,../images/kaufland/kaufland_offer_494.jpg,"cat_non_food,diet_vegetarian",,,ref_000051,,
K-BIO,Bio-Roggen-Vollkornbrot,"€ 0,95",,"1 kg = 1,90","mit Natursauerteig gebacken, ballaststoffreich",Nein,Dieses Angebot findest du vom 26.03. bis 01.04. in deiner Kaufland-Filiale.,2026-03-26,2026-04-01,../images/kaufland/kaufland_offer_265.jpg,"cat_grundnahrung,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food",,,ref_000052,obs_0000001689|obs_0000027497|obs_0000009561|obs_0000033749,obs_0000000416|obs_0000000836|obs_0000009561|obs_0000001689|obs_0000027497|obs_0000004130|obs_0000004557|obs_0000004984
COUNTRYSIDE,Bio-Rosendünger,"€ 3,99",,"1 kg = 2,00","Für alle Rosensorten Für üppige, langanhaltende Blüten Mit natürlicher Langzeitwirkung",Nein,Dieses Angebot findest du vom 26.03. bis 01.04. in deiner Kaufland-Filiale.,2026-03-26,2026-04-01,../images/kaufland/kaufland_offer_495.jpg,cat_non_food,,,ref_000053,,
KÄSEREBELLEN,Bio-Schnittkäse,"€ 2,22","€ 3,29","pro Einheit = 2,22","Chili- oder Pfeffer-Rebell, mind. 50 % Fett i. Tr.",Nein,Dieses Angebot findest du vom 26.03. bis 01.04. in deiner Kaufland-Filiale.,2026-03-26,2026-04-01,../images/kaufland/kaufland_offer_180.jpg,"cat_molkerei_kaese,sub_kaese,sub_milchprodukte,sub_wurst,tag_ultra_processed",,,ref_000054,obs_0000034813|obs_0000014031|obs_0000033772|obs_0000008439|obs_0000008758|obs_0000025651|obs_0000010264|obs_0000020198|obs_0000028586|obs_0000028709|obs_0000028921|obs_0000021017|obs_0000013876|obs_0000014122|obs_0000008137|obs_0000008191,obs_0000034813|obs_0000014031|obs_0000008191
KIKIS KITCHEN,Bio-Schwarzkümmelöl,"€ 8,99",,"1 l = 89,90",ungefiltert,Nein,Dieses Angebot findest du vom 26.03. bis 01.04. in deiner Kaufland-Filiale.,2026-03-26,2026-04-01,../images/kaufland/kaufland_offer_253.jpg,"cat_grundnahrung,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed",,,ref_000055,,
COUNTRYSIDE,Bio-Tomaten- und Gemüsedünge,"€ 3,99",,"1 kg = 2,00",Mit natürlicher Langzeitwirkung Für schmackhafte und gesunde Früchte,Nein,Dieses Angebot findest du vom 26.03. bis 01.04. in deiner Kaufland-Filiale.,2026-03-26,2026-04-01,../images/kaufland/kaufland_offer_498.jpg,"cat_non_food,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,tag_whole_food",,,ref_000056,obs_0000034023|obs_0000026278|obs_0000026407|obs_0000019909,
K-CLASSIC,Bio-Tomaten- Gemüsedünger,"€ 1,49","€ 1,99","pro Einheit = 1,49",Organischer Dünger Vollnahrung für Tomaten- und Gemüsepflanzen Versorgung mit allen wichtigen Nährstoffen Für gesundes Wachstum und aromatisches Gemüse Erhöht der Widerstandsfähigkeit gegen Krankheit,Nein,Dieses Angebot findest du vom 26.03. bis 01.04. in deiner Kaufland-Filiale.,2026-03-26,2026-04-01,../images/kaufland/kaufland_offer_504.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,tag_ultra_processed,tag_whole_food",,,ref_000057,obs_0000001496|obs_0000001500|obs_0000010073|obs_0000027402|obs_0000029490|obs_0000031577|obs_0000032514|obs_0000034023|obs_0000026278|obs_0000026407|obs_0000019909,
COUNTRYSIDE,Bio-Universaldünger,"€ 3,99",,"1 kg = 2,00","Für alle Pflanzen-, Obst- und Gemüsesorten Für gesunde Pflanzen und schmackhafte Früchte Mit natürlicher Langzeitwirkung",Nein,Dieses Angebot findest du vom 26.03. bis 01.04. in deiner Kaufland-Filiale.,2026-03-26,2026-04-01,../images/kaufland/kaufland_offer_499.jpg,"cat_non_food,diet_vegetarian",,,ref_000058,,
BRÄNDLE Vita-Rapsöl oder,BIOVIT Bio-Sonnenblumenöl,"€ 2,49","€ 3,59","1 l = 3,32 - 4,98",vielfältig einsetzbar,Nein,Dieses Angebot findest du vom 26.03. bis 01.04. in deiner Kaufland-Filiale.,2026-03-26,2026-04-01,../images/kaufland/kaufland_offer_241.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food",,,ref_000059,obs_0000023230|obs_0000017349|obs_0000034685|obs_0000035016|obs_0000011748|obs_0000013411|obs_0000023664,
LOTUS,Biscoff Aufstrich,"€ 2,79","€ 3,69","1 kg = 6,98 - 7,35",Creamy oder Crunchy,Nein,Dieses Angebot findest du vom 26.03. bis 01.04. in deiner Kaufland-Filiale.,2026-03-26,2026-04-01,../images/kaufland/kaufland_offer_285.jpg,"cat_grundnahrung,diet_vegan,diet_vegetarian,tag_ultra_processed",,,ref_000060,obs_0000014381|obs_0000013532|obs_0000009746|obs_0000015253|obs_0000010681|obs_0000009283|obs_0000013508,
LOTUS,Biscoff Doppelkeks,"€ 1,59",,"1 kg = 10,60",versch. Sorten,Nein,Dieses Angebot findest du vom 26.03. bis 01.04. in deiner Kaufland-Filiale.,2026-03-26,2026-04-01,../images/kaufland/kaufland_offer_326.jpg,"cat_knabbern_naschen,diet_vegetarian,tag_ultra_processed",,,ref_000061,obs_0000014381|obs_0000013532|obs_0000008327|obs_0000009746|obs_0000009108|obs_0000010007|obs_0000013594|obs_0000009283|obs_0000009547|obs_0000027757,obs_0000009108|obs_0000010007|obs_0000009547
NUTELLA,Biscuits,"€ 2,79","€ 3,49","1 kg = 9,18","knusprige Kekse, mit Nuss-Nugat-Creme gefüllt",Nein,Dieses Angebot findest du vom 26.03. bis 01.04. in deiner Kaufland-Filiale.,2026-03-26,2026-04-01,../images/kaufland/kaufland_offer_325.jpg,"cat_knabbern_naschen,diet_vegetarian,tag_ultra_processed",,,ref_000062,obs_0000024073|obs_0000014622|obs_0000024493|obs_0000028301|obs_0000024719|obs_0000027533|obs_0000001187|obs_0000014128|obs_0000017850|obs_0000001529|obs_0000017831|obs_0000018729,obs_0000024073|obs_0000028301|obs_0000024719|obs_0000014622|obs_0000024493
CAMPARI,Bitter,"€ 10,99","€ 15,99","1 l = 15,70","ital. Aperitif mit angenehm bitterem Geschmack, 25 Vol. %",Nein,Dieses Angebot findest du vom 30.03. bis 01.04. in deiner Kaufland-Filiale.,2026-03-30,2026-04-01,../images/kaufland/kaufland_offer_661.jpg,"cat_knabbern_naschen,diet_vegetarian,tag_ultra_processed",,NUTR-0011,ref_000063,obs_0000013043|obs_0000011976|obs_0000008666|obs_0000031671|obs_0000000861|obs_0000015486|obs_0000032739|obs_0000031723|obs_0000007662|obs_0000006895|obs_0000031405|obs_0000029439|obs_0000001095|obs_0000001242|obs_0000007671,obs_0000013043
MONKEY SHOULDER,Blended Malt Scotch Whisky The Original,"€ 22,99","€ 29,99","1 l = 32,85","schottischer Whisky mit fruchtigen Orangen- und süßen Vanille- und Honignoten, würzige Anklänge von Eiche, perfekt zum Mixen, aber auch pur ein Genuss, 40 Vol. %",Nein,Dieses Angebot findest du vom 26.03. bis 01.04. in deiner Kaufland-Filiale.,2026-03-26,2026-04-01,../images/kaufland/kaufland_offer_360.jpg,"cat_getraenke,tag_ultra_processed",,,ref_000064,obs_0000022321|obs_0000017864|obs_0000015490|obs_0000015073|obs_0000014252|obs_0000010241|obs_0000015917|obs_0000015070|obs_0000013536|obs_0000022836|obs_0000012693|obs_0000019878|obs_0000001464|obs_0000024880|obs_0000022506,
BARON PHILIPPE DE ROTHSCHILD,Bordeaux AOC,"€ 4,99","€ 6,99","1 l = 6,66","Frankreich, z. B. Bordeaux Rouge: Kirsch- und Himbeer-Noten, weiche Tannine, passt zu Grillfleisch und Wildgerichten",Nein,Dieses Angebot findest du vom 26.03. bis 01.04. in deiner Kaufland-Filiale.,2026-03-26,2026-04-01,../images/kaufland/kaufland_offer_365.jpg,"cat_getraenke,tag_ultra_processed",,,ref_000065,obs_0000012432|obs_0000024452|obs_0000024026|obs_0000007866,obs_0000012432|obs_0000008278
Keine Marke,Brasil Mini-Wassermelone lose,"€ 2,99","€ 3,99","pro Einheit = 2,99",Kl. I,Nein,Dieses Angebot findest du vom 30.03. bis 01.04. in deiner Kaufland-Filiale.,2026-03-30,2026-04-01,../images/kaufland/kaufland_offer_625.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_gemuese,sub_frisches_obst,tag_whole_food",,,ref_000066,obs_0000006962|obs_0000012328|obs_0000006379|obs_0000031381|obs_0000010932|obs_0000017530|obs_0000026024|obs_0000018128|obs_0000016216,
HUBERTI,Brat-Olivenöl,"€ 4,99","€ 6,99","1 l = 9,98","vielseitig verwendbar, neutral im Geschmack, hocherhitzbar, in der Squeeze-Flasche",Nein,Dieses Angebot findest du vom 26.03. bis 01.04. in deiner Kaufland-Filiale.,2026-03-26,2026-04-01,../images/kaufland/kaufland_offer_242.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian",,BLS-Q120000,ref_000067,obs_0000002836|obs_0000001438|obs_0000009909|obs_0000011361|obs_0000009444,
BÖHNLEIN,Bratwurst,"€ 1,11","€ 1,49","pro Einheit = 1,11","grob oder fein, mit Majoran oder Frankengriller",Nein,Dieses Angebot findest du vom 26.03. bis 01.04. in deiner Kaufland-Filiale.,2026-03-26,2026-04-01,../images/kaufland/kaufland_offer_129.jpg,"cat_fleisch_wurst,diet_vegetarian,sub_frisches_gemuese,sub_wurst,tag_ultra_processed",,,ref_000068,obs_0000026247|obs_0000006539|obs_0000006701|obs_0000007634|obs_0000000643|obs_0000002948|obs_0000031237|obs_0000034927|obs_0000034931|obs_0000007439|obs_0000034326|obs_0000002715|obs_0000007068|obs_0000014245|obs_0000009254|obs_0000021161|obs_0000008620|obs_0000006195|obs_0000009659|obs_0000034127|obs_0000029908|obs_0000031320|obs_0000013672|obs_0000015339|obs_0000005614|obs_0000030575|obs_0000034548|obs_0000020342|obs_0000021756|obs_0000016533|obs_0000015773|obs_0000033720|obs_0000028609|obs_0000023367|obs_0000019662|obs_0000019942|obs_0000010602|obs_0000024944|obs_0000030880|obs_0000022569|obs_0000030970,obs_0000026247|obs_0000006539|obs_0000006701|obs_0000007634
KIDLAND,Brettschaukel,"€ 6,99",,"pro Einheit = 6,99",Profilierter Sitz mit strapazierfähigen Seilen Seillänge einstellbar ca. 130 - 218 cm Ummantelte Befestigungselemente mit Metallkern Belastbarkeit max. 100 kg Nur für den Hausgebrauch im Außenbereich Für Kinder ab 3 Jahren 3 Jahre Garantie,Nein,Dieses Angebot findest du vom 26.03. bis 01.04. in deiner Kaufland-Filiale.,2026-03-26,2026-04-01,../images/kaufland/kaufland_offer_464.jpg,cat_non_food,,,ref_000069,,
Keine Marke,Briochehase,"€ 0,89",,"pro Einheit = 0,89",ideal für einen feinen Sonntagsbrunch,Nein,Dieses Angebot findest du vom 26.03. bis 01.04. in deiner Kaufland-Filiale.,2026-03-26,2026-04-01,../images/kaufland/kaufland_offer_258.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_gemuese,sub_frisches_obst,tag_ultra_processed,tag_whole_food",,,ref_000070,,
MARETTI,Bruschette,"€ 1,49","€ 1,99","1 kg = 9,94","ofengebackene Brotchips, versch. Sorten",Nein,Dieses Angebot findest du vom 26.03. bis 01.04. in deiner Kaufland-Filiale.,2026-03-26,2026-04-01,../images/kaufland/kaufland_offer_310.jpg,"cat_knabbern_naschen,diet_vegetarian",,,ref_000071,obs_0000028950|obs_0000007686,
KNACK BACK,Brötchen zum Selberbacken,"€ 1,69",,"1 kg = 4,23 - 7,05",Frischteig für versch. Sorten,Nein,Dieses Angebot findest du vom 26.03. bis 01.04. in deiner Kaufland-Filiale.,2026-03-26,2026-04-01,../images/kaufland/kaufland_offer_205.jpg,"cat_grundnahrung,diet_vegetarian,tag_ultra_processed",,,ref_000072,obs_0000015832|obs_0000011757,obs_0000015832|obs_0000011757
SWITCH ON,BT-Fahrrad-Lautsprecher,"€ 9,99",,"pro Einheit = 9,99",Kabellose Musikübertragung via Bluetooth® Reichweite ca. 10 m Musikwiedergabe bis zu 8 h Für gängige Fahrradlenker und -vorbauten Abnehmbare Fahrradhalterung Befestigungsclip für Rucksack-Gurt oder Gürtel Wasserdicht nach IPX7-Standard Größe ca. B 72 x H 102 x T 53 mm Inkl. USB-Ladekabel und Audiokabel,Nein,Dieses Angebot findest du vom 26.03. bis 01.04. in deiner Kaufland-Filiale.,2026-03-26,2026-04-01,../images/kaufland/kaufland_offer_429.jpg,cat_non_food,,,ref_000073,,
DENVER,BT-Lautsprecher BTV-130,"€ 9,99","€ 29,95","pro Einheit = 9,99","LED-Lichteffekte TWS-Funktion mit einem zweiten »BTV-130« Wiedergabezeit bis zu 8 h Leistung 5 W (RMS) Eingänge USB-A und microSD Größe ca. Ø 8,5 x 10 cm",Nein,Dieses Angebot findest du vom 26.03. bis 01.04. in deiner Kaufland-Filiale.,2026-03-26,2026-04-01,../images/kaufland/kaufland_offer_433.jpg,cat_non_food,,,ref_000074,,
VANELA,Bulgarischer Schafskäse,"€ 1,99","€ 2,99","1 kg = 9,95","Weichkäse aus Schafsmilch, mit Ziegenmilch verfeinert, 50 % Fett i. Tr.",Nein,Dieses Angebot findest du vom 26.03. bis 01.04. in deiner Kaufland-Filiale.,2026-03-26,2026-04-01,../images/kaufland/kaufland_offer_164.jpg,"cat_molkerei_kaese,sub_kaese,sub_milchprodukte",,,ref_000075,obs_0000008711,obs_0000008711
WEIHENSTEPHAN,Butter oder Die Streichzarte,"€ 1,29","€ 2,89","1 kg = 5,16","mildgesäuert, Die Streichzarte auch gesalzen",Nein,Dieses Angebot findest du vom 26.03. bis 01.04. in deiner Kaufland-Filiale.,2026-03-26,2026-04-01,../images/kaufland/kaufland_offer_154.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_vegetarian,sub_butter_margarine,sub_milchprodukte",,,ref_000076,obs_0000006434|obs_0000014852|obs_0000016088|obs_0000012198|obs_0000006296|obs_0000029454|obs_0000005897|obs_0000007149|obs_0000007562|obs_0000032534|obs_0000009075|obs_0000001425|obs_0000018644|obs_0000027049|obs_0000002620|obs_0000019493|obs_0000003267|obs_0000021984|obs_0000022502|obs_0000031786|obs_0000024620|obs_0000000107|obs_0000008456|obs_0000008556|obs_0000000997|obs_0000017835|obs_0000026359|obs_0000018391|obs_0000010409|obs_0000034970|obs_0000018772|obs_0000002676|obs_0000011042|obs_0000027517|obs_0000011467|obs_0000003591|obs_0000003636|obs_0000012797|obs_0000013125,obs_0000012198|obs_0000029454|obs_0000005897|obs_0000006296|obs_0000006434|obs_0000014852|obs_0000007149|obs_0000007562|obs_0000016088|obs_0000032534
K-CLASSIC,Butterkeks,"€ 1,89",,"1 kg = 4,73","mit 13 % Butter, knusprig",Nein,Dieses Angebot findest du vom 26.03. bis 01.04. in deiner Kaufland-Filiale.,2026-03-26,2026-04-01,../images/kaufland/kaufland_offer_329.jpg,"cat_knabbern_naschen,diet_gluten_free,diet_vegetarian,sub_butter_margarine,sub_milchprodukte,tag_ultra_processed",,BLS-X820252,ref_000077,obs_0000004410|obs_0000000317|obs_0000031298|obs_0000025240|obs_0000004837|obs_0000003308|obs_0000003983|obs_0000008220|obs_0000007104|obs_0000005651,obs_0000004410|obs_0000000317|obs_0000031298|obs_0000025240|obs_0000004837|obs_0000003308|obs_0000003983
BUTARIS,Butterschmalz Original,"€ 2,99","€ 4,49","1 kg = 11,96","zum Braten, Backen, Kochen und Frittieren",Nein,Dieses Angebot findest du vom 26.03. bis 01.04. in deiner Kaufland-Filiale.,2026-03-26,2026-04-01,../images/kaufland/kaufland_offer_177.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_vegetarian,sub_butter_margarine,sub_milchprodukte,tag_high_protein,tag_ultra_processed",,,ref_000078,obs_0000028730|obs_0000020611|obs_0000012423|obs_0000006283|obs_0000026772|obs_0000014499|obs_0000026832|obs_0000028896|obs_0000035052|obs_0000027005|obs_0000027048|obs_0000021000|obs_0000021011|obs_0000008777|obs_0000021117|obs_0000008906|obs_0000015051|obs_0000025398|obs_0000002883|obs_0000021430|obs_0000025547|obs_0000033763|obs_0000017384|obs_0000013325|obs_0000019505|obs_0000031800|obs_0000025705|obs_0000009334|obs_0000015502|obs_0000027791|obs_0000033975|obs_0000013544|obs_0000021758|obs_0000009525|obs_0000021868|obs_0000017799|obs_0000026035|obs_0000022184|obs_0000020181|obs_0000020192|obs_0000034561|obs_0000009987|obs_0000028429|obs_0000034575|obs_0000016167|obs_0000020298|obs_0000028516|obs_0000001914|obs_0000010117|obs_0000014249,
NEDERBURG,Cabernet Sauvignon oder Sauvignon Blanc,"€ 4,99","€ 5,99","1 l = 6,66","Südafrika, z. B. Cabernet Sauvignon: kraftvoll, ausgewogen, Duft nach Blaubeeren, Minze, passt zu Rind, Lamm, Gans und Ente",Nein,Dieses Angebot findest du vom 26.03. bis 01.04. in deiner Kaufland-Filiale.,2026-03-26,2026-04-01,../images/kaufland/kaufland_offer_367.jpg,"cat_getraenke,tag_ultra_processed",,,ref_000079,obs_0000033086|obs_0000017873|obs_0000019116|obs_0000022458|obs_0000023421|obs_0000034222|obs_0000017927|obs_0000026271|obs_0000027290,
KINDER,Cards,"€ 2,29",,"1 kg = 17,90","dünne Waffeln, gefüllt mit Milch- und Kakao-Creme",Nein,Dieses Angebot findest du vom 26.03. bis 01.04. in deiner Kaufland-Filiale.,2026-03-26,2026-04-01,../images/kaufland/kaufland_offer_324.jpg,"cat_knabbern_naschen,tag_ultra_processed",,,ref_000080,obs_0000011558|obs_0000023383|obs_0000006384|obs_0000010291|obs_0000008306|obs_0000001430|obs_0000028148|obs_0000033280|obs_0000005282,obs_0000011558|obs_0000023383|obs_0000028148
KELLOGG S,Cerealien,"€ 2,79","€ 4,49","1 kg = 5,58 - 6,98",versch. Sorten,Nein,Dieses Angebot findest du vom 26.03. bis 01.04. in deiner Kaufland-Filiale.,2026-03-26,2026-04-01,../images/kaufland/kaufland_offer_287.jpg,"cat_grundnahrung,tag_ultra_processed",,,ref_000081,obs_0000002573|obs_0000021907|obs_0000010261|obs_0000020261|obs_0000021080|obs_0000014569|obs_0000019709|obs_0000010904|obs_0000019645|obs_0000026092|obs_0000028013|obs_0000013550|obs_0000011537|obs_0000011799|obs_0000007193|obs_0000028844|obs_0000011951|obs_0000005564|obs_0000019006|obs_0000019427|obs_0000015441|obs_0000009503|obs_0000009964,obs_0000002573|obs_0000021907|obs_0000010261|obs_0000010904|obs_0000020261|obs_0000019645|obs_0000021080|obs_0000014569|obs_0000026092|obs_0000028013|obs_0000013550|obs_0000019709
MO T CHANDON,Champagner Brut Imp rial,"€ 34,99","€ 49,99","1 l = 46,66","eleganter und im Geschmack ausgeprägter Champagner bestehend aus Pinot Noir, Pinot Meunier und Chardonnay",Nein,Dieses Angebot findest du vom 26.03. bis 04.04. in deiner Kaufland-Filiale.,2026-03-26,2026-04-04,../images/kaufland/kaufland_offer_383.jpg,cat_getraenke,,,ref_000082,obs_0000022847|obs_0000018000|obs_0000016839|obs_0000017008|obs_0000032743|obs_0000019757|obs_0000015932|obs_0000017995,obs_0000018000|obs_0000032743
K-CLASSIC,Champignons,"€ 0,79","€ 0,99","pro Einheit = 4,65","1. Wahl, in Scheiben",Nein,Dieses Angebot findest du vom 30.03. bis 01.04. in deiner Kaufland-Filiale.,2026-03-30,2026-04-01,../images/kaufland/kaufland_offer_650.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,sub_pilze,tag_ultra_processed,tag_whole_food",,BLS-K701100,ref_000083,obs_0000014978|obs_0000026991|obs_0000027283|obs_0000031799|obs_0000027747|obs_0000001277|obs_0000014046|obs_0000028450|obs_0000008021|obs_0000002099|obs_0000030861|obs_0000028903|obs_0000006419|obs_0000031133|obs_0000029144|obs_0000008725|obs_0000027294|obs_0000000877|obs_0000031954|obs_0000034111|obs_0000032183|obs_0000027224|obs_0000029589|obs_0000033885|obs_0000011411|obs_0000005519|obs_0000007575|obs_0000034307|obs_0000034734|obs_0000006080|obs_0000027286|obs_0000027354|obs_0000005321|obs_0000007133|obs_0000005123|obs_0000005414,obs_0000026991|obs_0000014978|obs_0000027283|obs_0000031799|obs_0000027747|obs_0000001277|obs_0000014046|obs_0000028450|obs_0000008021
