Marke,Produkt,Preis,Vorheriger_Preis,Preis_kg,Hinweis,Nur_online,Gueltig_raw,Gueltig_von,Gueltig_bis,Bildpfad,assigned_labels,Einheit,nutrition_link,reference_row_id,rough_match_observation_ids,exact_match_observation_ids
Keine Marke,Erdbeerpflanze,"€ 4,99",,"pro Einheit = 4,99","versch. Sorten, als 6er-Packk",Nein,Dieses Angebot findest du vom 26.03. bis 01.04. in deiner Kaufland-Filiale.,2026-03-26,2026-04-01,../images/kaufland/kaufland_offer_072.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_obst,tag_whole_food",,,ref_000138,,
BRÄNDLE VITA,Erdnuss-Öl,"€ 2,99","€ 4,19","1 l = 5,98",hoch erhitzbar,Nein,Dieses Angebot findest du vom 26.03. bis 01.04. in deiner Kaufland-Filiale.,2026-03-26,2026-04-01,../images/kaufland/kaufland_offer_248.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed",,BLS-S492000,ref_000139,,
K-CLASSIC,Erdnusscreme American Style,"€ 1,49","€ 1,75","1 kg = 4,26",Creamy oder Crunchy,Nein,Dieses Angebot findest du vom 26.03. bis 01.04. in deiner Kaufland-Filiale.,2026-03-26,2026-04-01,../images/kaufland/kaufland_offer_286.jpg,"cat_grundnahrung,diet_vegan,diet_vegetarian,tag_ultra_processed",,,ref_000140,obs_0000014567|obs_0000018562|obs_0000023321|obs_0000023594|obs_0000021973,obs_0000014567
PEPSI,Erfrischungsgetränk,"€ 3,96","€ 7,14","1 l = 1,32","Cola, auch als Zero (+ 1.50 Pfand)",Nein,Dieses Angebot findest du vom 26.03. bis 01.04. in deiner Kaufland-Filiale.,2026-03-26,2026-04-01,../images/kaufland/kaufland_offer_338.jpg,"cat_getraenke,tag_ultra_processed",,,ref_000141,obs_0000023728|obs_0000024155|obs_0000011154|obs_0000017948|obs_0000010013|obs_0000014624|obs_0000015906|obs_0000009895|obs_0000009513|obs_0000022058|obs_0000022185|obs_0000013619|obs_0000008378|obs_0000011968|obs_0000023744|obs_0000015052|obs_0000023247|obs_0000009431|obs_0000012664|obs_0000024168|obs_0000010736|obs_0000015479|obs_0000018552|obs_0000013177|obs_0000012413|obs_0000012451|obs_0000011560|obs_0000013620|obs_0000014659|obs_0000010759|obs_0000026061|obs_0000014298|obs_0000006024|obs_0000005272|obs_0000015296|obs_0000016089|obs_0000012000|obs_0000007679|obs_0000006900,obs_0000011154|obs_0000017948|obs_0000010013|obs_0000014624|obs_0000015906|obs_0000009895|obs_0000009513|obs_0000022058|obs_0000022185|obs_0000011560|obs_0000023728|obs_0000013619|obs_0000008378|obs_0000011968|obs_0000023744|obs_0000015052|obs_0000023247|obs_0000009431|obs_0000024155|obs_0000012664|obs_0000024168|obs_0000010736|obs_0000015479|obs_0000018552|obs_0000013177|obs_0000012413
SAN MIGUEL,Especial,"€ 4,49","€ 5,49","1 l = 2,27",span. Pils (+ 0.48 Pfand),Nein,Dieses Angebot findest du vom 26.03. bis 01.04. in deiner Kaufland-Filiale.,2026-03-26,2026-04-01,../images/kaufland/kaufland_offer_385.jpg,cat_getraenke,,,ref_000142,obs_0000015937|obs_0000014346|obs_0000015087|obs_0000035032|obs_0000011993|obs_0000014655|obs_0000027593|obs_0000032478,obs_0000015937|obs_0000014346|obs_0000015087|obs_0000035032|obs_0000011993|obs_0000014655
MAZZETTI,Essig,"€ 2,99",,"1 l = 5,98",Aceto Balsamico di Modena IGP oder Condimento Bianco,Nein,Dieses Angebot findest du vom 26.03. bis 01.04. in deiner Kaufland-Filiale.,2026-03-26,2026-04-01,../images/kaufland/kaufland_offer_237.jpg,"cat_grundnahrung,diet_vegetarian,tag_ultra_processed",,BLS-R121000,ref_000143,obs_0000015850|obs_0000008263|obs_0000015851|obs_0000014540|obs_0000016432|obs_0000019760|obs_0000013504|obs_0000005370|obs_0000035073|obs_0000009723|obs_0000014301|obs_0000032034|obs_0000005174|obs_0000007960|obs_0000007961,obs_0000015850
CILLIT BANG,Expert Kraftreiniger,"€ 2,49","€ 2,99","1 l = 3,32",fürs Bad gegen Kalk und Schmutz oder Fettlöser für die Küche,Nein,Dieses Angebot findest du vom 26.03. bis 01.04. in deiner Kaufland-Filiale.,2026-03-26,2026-04-01,../images/kaufland/kaufland_offer_407.jpg,cat_drogerie,,,ref_000144,obs_0000011602|obs_0000027009,obs_0000011602
CORONA,Extra oder Cero 0 0,"€ 5,99","€ 7,59","1 l = 2,82","Bierspezialität, Original oder alkoholfrei (+ 0.48 Pfand)",Nein,Dieses Angebot findest du vom 26.03. bis 01.04. in deiner Kaufland-Filiale.,2026-03-26,2026-04-01,../images/kaufland/kaufland_offer_390.jpg,"cat_getraenke,tag_ultra_processed",,,ref_000145,obs_0000028173|obs_0000011593|obs_0000012446|obs_0000013180|obs_0000015088|obs_0000015501|obs_0000002069|obs_0000019269|obs_0000012176|obs_0000013624|obs_0000014367|obs_0000008087,obs_0000028173
NEWCENTIAL,Fahrrad-Kettenschloss,"€ 3,99",,"pro Einheit = 3,99","Widerstandsfähige Kettenglieder (ca. 5,8 mm) Gesamtlänge ca. 117 cm Inkl. 2 Schlüssel 3 Jahre Garantie",Nein,Dieses Angebot findest du vom 26.03. bis 01.04. in deiner Kaufland-Filiale.,2026-03-26,2026-04-01,../images/kaufland/kaufland_offer_567.jpg,cat_non_food,,,ref_000146,,
NEWCENTIAL,Fahrrad-Kettenschloss mit Zahlencode,"€ 3,99",,"pro Einheit = 3,99",Mit 5-stelligem Zahlencode (frei codierbar) Widerstandsfähige Kettenglieder (ca. 6 mm) Griffpunkte für bequemes Öffnen und Schließen Gesamtlänge ca. 117 cm 3 Jahre Garantie,Nein,Dieses Angebot findest du vom 26.03. bis 01.04. in deiner Kaufland-Filiale.,2026-03-26,2026-04-01,../images/kaufland/kaufland_offer_558.jpg,cat_non_food,,,ref_000147,,
NEWCENTIAL,Fahrrad-Panzerkabelschloss,"€ 3,99",,"pro Einheit = 3,99",Widerstandsfähige Kettenglieder (ca. 22 mm) Gesamtlänge ca. 98 cm Inkl. 2 Schlüssel 3 Jahre Garantie,Nein,Dieses Angebot findest du vom 26.03. bis 01.04. in deiner Kaufland-Filiale.,2026-03-26,2026-04-01,../images/kaufland/kaufland_offer_566.jpg,cat_non_food,,,ref_000148,,
NEWCENTIAL,Fahrrad-Weste L XL,"€ 3,99",,"pro Einheit = 3,99",Aus Polyester Wasserabweisend dank PU-Beschichtung Mit reflektierenden Deko-Elementen (3M Scotchlit Mit Klettverschluss zur Größenverstellung 3 Jahre Garantie,Nein,Dieses Angebot findest du vom 26.03. bis 01.04. in deiner Kaufland-Filiale.,2026-03-26,2026-04-01,../images/kaufland/kaufland_offer_559.jpg,cat_non_food,,,ref_000149,,
NEWCENTIAL,Fahrrad-Weste S M,"€ 3,99",,"pro Einheit = 3,99",Aus Polyester Wasserabweisend dank PU-Beschichtung Mit reflektierenden Deko-Elementen (3M Scotchlit Mit Klettverschluss zur Größenverstellung 3 Jahre Garantie,Nein,Dieses Angebot findest du vom 26.03. bis 01.04. in deiner Kaufland-Filiale.,2026-03-26,2026-04-01,../images/kaufland/kaufland_offer_557.jpg,cat_non_food,,,ref_000150,,
NEWCENTIAL,Fahrradhandschuhe,"€ 3,99",,"pro Einheit = 3,99",Aus Polyester und Elastan Gepolsterte Handflächen mit Gel-Einlage Mit je 2 Laschen zum einfach An- und Ausziehen Daumen mit saugfähigem Frottee Klettverschluss zur Weitenregulierung Versch. Größen,Nein,Dieses Angebot findest du vom 26.03. bis 01.04. in deiner Kaufland-Filiale.,2026-03-26,2026-04-01,../images/kaufland/kaufland_offer_565.jpg,cat_non_food,,,ref_000151,,
NEWCENTIAL,Fahrradsocken,"€ 2,69",,"pro Einheit = 2,69","Aus recyceltem, GRS-zertifiziertem Polyester, Polyamid und Elastan (LYCRA®) Besonders leicht für die warmen Tage SmartStep-Fußbett aus Dryact™ Feuchtigkeitstregulierendes Hightech-Garn SUPPORT-FORCE-Bandage am Mittelfuß Transpirationszonen an der Wade Größen 35/38 - 43/46",Nein,Dieses Angebot findest du vom 26.03. bis 01.04. in deiner Kaufland-Filiale.,2026-03-26,2026-04-01,../images/kaufland/kaufland_offer_489.jpg,cat_non_food,,,ref_000152,,
FISCHER,Faltschlösser Protec FK85 TWIN,"€ 24,99",,"pro Einheit = 24,99",Hochwertige Faltschlösser mit Sicherheitslevel 9 Mit 6 identischen Hochsicherheitsschlüsseln Länge je ca. 85 cm Inkl. 2 Halterungen,Nein,Dieses Angebot findest du vom 26.03. bis 01.04. in deiner Kaufland-Filiale.,2026-03-26,2026-04-01,../images/kaufland/kaufland_offer_555.jpg,"cat_fisch_meeresfruechte,tag_high_protein,tag_proteinreich,tag_ultra_processed",,,ref_000153,,
K-GOLD EDITION,Festtagssauce,"€ 1,29","€ 1,69","1 kg = 3,80","versch. Sorten, enthält z. T. Alkohol",Nein,Dieses Angebot findest du vom 26.03. bis 01.04. in deiner Kaufland-Filiale.,2026-03-26,2026-04-01,../images/kaufland/kaufland_offer_276.jpg,"cat_grundnahrung,tag_ultra_processed",,,ref_000154,obs_0000001740,obs_0000001740
COPPENRATH WIESE,Festtagstorte oder Bunte Sahneplatte,"€ 7,99","€ 14,99","1 kg = 5,16 - 10,25","Festtagstorte, versch. Sorten, oder Bunte Sahneplatte",Nein,Dieses Angebot findest du vom 26.03. bis 01.04. in deiner Kaufland-Filiale.,2026-03-26,2026-04-01,../images/kaufland/kaufland_offer_193.jpg,"cat_tiefkuehl,diet_vegetarian,sub_milchprodukte,sub_sahne_creme,tag_ultra_processed",,,ref_000155,obs_0000011496,obs_0000011496
NORDSEE,Fischspezialitäten,"€ 2,49","€ 3,49","1 kg = 11,07 - 13,54",Backfisch oder Brezelbackfisch mit Remoulade oder Fischfrikadellen mit Ketchup,Nein,Dieses Angebot findest du vom 26.03. bis 04.04. in deiner Kaufland-Filiale.,2026-03-26,2026-04-04,../images/kaufland/kaufland_offer_217.jpg,"cat_grundnahrung,tag_ultra_processed",,,ref_000156,obs_0000014849|obs_0000011911|obs_0000015838,obs_0000014849|obs_0000011911|obs_0000015838
SIL,Fleckenspray -gel oder -salz,"€ 2,59","€ 2,95","1 l = 2,00 - 5,18",1 für Alles,Nein,Dieses Angebot findest du vom 26.03. bis 01.04. in deiner Kaufland-Filiale.,2026-03-26,2026-04-01,../images/kaufland/kaufland_offer_403.jpg,"cat_drogerie,tag_ultra_processed",,,ref_000157,obs_0000010762|obs_0000012877,obs_0000010762|obs_0000012877
Aus eigener Herstellung,Fleischwurst,"€ 0,99",,"pro Einheit = 0,99","mild geräuchert, herzhaft gewürzt",Nein,Dieses Angebot findest du vom 26.03. bis 01.04. in deiner Kaufland-Filiale.,2026-03-26,2026-04-01,../images/kaufland/kaufland_offer_130.jpg,"cat_fleisch_wurst,sub_wurst,tag_ultra_processed",,BLS-W234000,ref_000158,obs_0000014928|obs_0000011863|obs_0000034703|obs_0000008871|obs_0000034472|obs_0000027764|obs_0000001812|obs_0000034593|obs_0000001790|obs_0000011850|obs_0000001753|obs_0000008668|obs_0000001768|obs_0000027638|obs_0000028660|obs_0000033916|obs_0000001022|obs_0000028543|obs_0000001024|obs_0000021765|obs_0000031245|obs_0000030484|obs_0000030485|obs_0000020644|obs_0000007216|obs_0000006329|obs_0000024646|obs_0000007623|obs_0000031486|obs_0000005968|obs_0000019414|obs_0000021463|obs_0000032348|obs_0000025459|obs_0000032374|obs_0000031485|obs_0000011433,obs_0000034703|obs_0000008871|obs_0000034472|obs_0000014928|obs_0000011863|obs_0000027764
BEVOLA NATURALS,Flüssigseife,"€ 1,95",,"1 l = 3,90","Nachfüllbeutel, Bio-Eucalyptus & Bio-Bergamotte",Nein,Dieses Angebot findest du vom 26.03. bis 01.04. in deiner Kaufland-Filiale.,2026-03-26,2026-04-01,../images/kaufland/kaufland_offer_420.jpg,"cat_drogerie,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian",,,ref_000159,obs_0000011621|obs_0000009217|obs_0000009697|obs_0000015973|obs_0000034059|obs_0000009084|obs_0000032398|obs_0000033295,obs_0000009217|obs_0000009697|obs_0000015973|obs_0000011621|obs_0000034059|obs_0000009084
JÜRGEN LANGBEIN,Fond,"€ 1,79",,"1 l = 3,58","versch. Sorten, ohne Farb-, Konservierungs- und geschmacksverstärkende Zusatzstoffe",Nein,Dieses Angebot findest du vom 26.03. bis 01.04. in deiner Kaufland-Filiale.,2026-03-26,2026-04-01,../images/kaufland/kaufland_offer_226.jpg,cat_grundnahrung,,BLS-S351000,ref_000160,obs_0000031330|obs_0000007969|obs_0000013636|obs_0000002959|obs_0000016626|obs_0000016761|obs_0000019387|obs_0000017023|obs_0000010145|obs_0000006824|obs_0000008243|obs_0000034692|obs_0000006646|obs_0000032688|obs_0000006480,obs_0000007969|obs_0000031330|obs_0000013636|obs_0000002959|obs_0000016626|obs_0000016761|obs_0000019387|obs_0000017023
GWF,Frankenseele Domina,"€ 4,29","€ 5,49","1 l = 5,72","Qualitätswein, Franken, kräftig, samtig, passt zu Kurzgebratenem und Wild",Nein,Dieses Angebot findest du vom 26.03. bis 01.04. in deiner Kaufland-Filiale.,2026-03-26,2026-04-01,../images/kaufland/kaufland_offer_371.jpg,cat_getraenke,,,ref_000161,obs_0000009776,obs_0000009776
Keine Marke,Franz Gourmet-Kartoffeln,"€ 1,79","€ 2,99","1 kg = 1,20","vorwiegend festkochend oder festkochend, ausgewählte Sorten laut Auszeichnung, Qualität I",Nein,Dieses Angebot findest du vom 26.03. bis 01.04. in deiner Kaufland-Filiale.,2026-03-26,2026-04-01,../images/kaufland/kaufland_offer_077.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,sub_kartoffeln,tag_ultra_processed,tag_whole_food",,,ref_000162,obs_0000014897|obs_0000015724|obs_0000013200|obs_0000013668,obs_0000014897|obs_0000015724|obs_0000013200
K-GOLD EDITION,Franz Ringsalami,"€ 3,99","€ 4,99","1 kg = 9,98","luftgetrocknet, Spitzenqualität",Nein,Dieses Angebot findest du vom 26.03. bis 01.04. in deiner Kaufland-Filiale.,2026-03-26,2026-04-01,../images/kaufland/kaufland_offer_121.jpg,"cat_fleisch_wurst,sub_wurst,tag_ultra_processed",,,ref_000163,obs_0000015692|obs_0000023979|obs_0000010412|obs_0000024399,obs_0000015692
BRUT DARGENT,Franz Sekt,"€ 5,99","€ 7,99","1 l = 7,99","Chardonnay Blanc de Blancs, Ice Pinot Noir, Ice Pinot Noir Rosé oder Ice Chardonnay",Nein,Dieses Angebot findest du vom 26.03. bis 01.04. in deiner Kaufland-Filiale.,2026-03-26,2026-04-01,../images/kaufland/kaufland_offer_380.jpg,cat_getraenke,,,ref_000164,obs_0000015933|obs_0000012653|obs_0000011802|obs_0000017436|obs_0000018465|obs_0000017456|obs_0000003634|obs_0000013889|obs_0000019009|obs_0000031833|obs_0000019561|obs_0000018037|obs_0000000122|obs_0000028281|obs_0000012437|obs_0000010911|obs_0000026289|obs_0000023255|obs_0000027358|obs_0000018687|obs_0000016680|obs_0000015666|obs_0000014644|obs_0000024889|obs_0000026425|obs_0000011590|obs_0000015699|obs_0000027487|obs_0000008047|obs_0000012694|obs_0000002457|obs_0000022430|obs_0000025002|obs_0000001461|obs_0000026048,obs_0000015933|obs_0000012653
Keine Marke,Franz ital Feldsalat,"€ 0,99","€ 1,69","1 kg = 6,60",Kl. I,Nein,Dieses Angebot findest du vom 26.03. bis 01.04. in deiner Kaufland-Filiale.,2026-03-26,2026-04-01,../images/kaufland/kaufland_offer_061.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,sub_frisches_obst,sub_salate,tag_whole_food",,,ref_000165,obs_0000011398|obs_0000013640|obs_0000015683|obs_0000017466|obs_0000007739|obs_0000032334|obs_0000030830|obs_0000009855|obs_0000006273|obs_0000009394|obs_0000007525|obs_0000007533,obs_0000013640
K-FAVOURITES,Frische Lammkeule mit Knochen,"€ 13,49",,"pro Einheit = 13,49",mit Knochen,Nein,Dieses Angebot findest du vom 26.03. bis 01.04. in deiner Kaufland-Filiale.,2026-03-26,2026-04-01,../images/kaufland/kaufland_offer_100.jpg,"cat_fleisch_wurst,sub_gefluegel,tag_ultra_processed",,,ref_000166,obs_0000015753|obs_0000014481|obs_0000013781|obs_0000009495|obs_0000009956|obs_0000034545,obs_0000015753
GAGGLI,Frischeier-Nudeln,"€ 3,00","€ 3,87","1 kg = 4,00",versch. Ausformungen,Nein,Dieses Angebot findest du vom 26.03. bis 01.04. in deiner Kaufland-Filiale.,2026-03-26,2026-04-01,../images/kaufland/kaufland_offer_282.jpg,"cat_grundnahrung,diet_vegetarian,sub_nudeln",,,ref_000167,obs_0000015437|obs_0000011093|obs_0000008178|obs_0000010359|obs_0000026495|obs_0000008987|obs_0000009763|obs_0000008075|obs_0000015006|obs_0000008784|obs_0000013802,obs_0000010508|obs_0000008987|obs_0000009763|obs_0000013642|obs_0000015437|obs_0000011093|obs_0000008178|obs_0000010359|obs_0000026495
EXQUISA,Frischkäsezubereitung,"€ 1,11",,"1 kg = 5,55","versch. Sorten, Magerstufe - Doppelrahmstufe",Nein,Dieses Angebot findest du vom 26.03. bis 01.04. in deiner Kaufland-Filiale.,2026-03-26,2026-04-01,../images/kaufland/kaufland_offer_176.jpg,"cat_molkerei_kaese,diet_vegetarian,sub_kaese,sub_milchprodukte,tag_ultra_processed",,,ref_000168,obs_0000011478|obs_0000027022|obs_0000034707|obs_0000008600|obs_0000012209|obs_0000015674|obs_0000013644|obs_0000008279|obs_0000011892|obs_0000026379|obs_0000005903|obs_0000007343|obs_0000007156|obs_0000014497|obs_0000005726|obs_0000014954|obs_0000011893|obs_0000012663,obs_0000027022|obs_0000034707|obs_0000008600|obs_0000012209|obs_0000015674|obs_0000013644|obs_0000011478|obs_0000008279|obs_0000011892
Aus eigener Herstellung,Frischwurst-Aufschnitt,"€ 0,99",,"pro Einheit = 0,99",versch. Sorten,Nein,Dieses Angebot findest du vom 26.03. bis 01.04. in deiner Kaufland-Filiale.,2026-03-26,2026-04-01,../images/kaufland/kaufland_offer_131.jpg,"cat_fleisch_wurst,sub_wurst,tag_ultra_processed",,,ref_000169,obs_0000015363|obs_0000011865|obs_0000009229|obs_0000001726|obs_0000026919|obs_0000009055|obs_0000028037|obs_0000000916|obs_0000030217|obs_0000003644|obs_0000028409|obs_0000031631|obs_0000030635|obs_0000029650|obs_0000007232|obs_0000032571|obs_0000030199,obs_0000015363|obs_0000009229|obs_0000011865|obs_0000001726|obs_0000026919|obs_0000009055|obs_0000028037|obs_0000000916
HARIBO,Fruchtgummis oder Lakritze,"€ 0,69",,"1 kg = 3,95 - 4,60",versch. Sorten,Nein,Dieses Angebot findest du vom 26.03. bis 01.04. in deiner Kaufland-Filiale.,2026-03-26,2026-04-01,../images/kaufland/kaufland_offer_320.jpg,"cat_knabbern_naschen,tag_ultra_processed",,,ref_000170,obs_0000011963|obs_0000014618|obs_0000015898|obs_0000010731|obs_0000012671|obs_0000001818,obs_0000010731|obs_0000011963|obs_0000012671|obs_0000030287|obs_0000014618|obs_0000032125|obs_0000015898
MÖVENPICK,Fruchtjoghurt,"€ 0,49","€ 0,99","1 kg = 3,27","13 - 14 % Fett im Milchanteil, versch. Sorten",Nein,Dieses Angebot findest du vom 30.03. bis 01.04. in deiner Kaufland-Filiale.,2026-03-30,2026-04-01,../images/kaufland/kaufland_offer_007.jpg,"cat_molkerei_kaese,diet_vegetarian,sub_joghurt_skyr_quark,sub_milchprodukte,tag_ultra_processed",,BLS-S221800,ref_000171,obs_0000014486|obs_0000012792|obs_0000010615|obs_0000010169|obs_0000002565|obs_0000023627|obs_0000021134|obs_0000000675|obs_0000023234|obs_0000002802|obs_0000011045|obs_0000020315|obs_0000009565|obs_0000034180|obs_0000027257|obs_0000033915|obs_0000024193|obs_0000011461|obs_0000034514|obs_0000023769|obs_0000000799|obs_0000017723|obs_0000001427|obs_0000019408|obs_0000025592|obs_0000016603|obs_0000026903|obs_0000029538|obs_0000016794|obs_0000030642|obs_0000014832|obs_0000011774,obs_0000002565|obs_0000023627|obs_0000021134|obs_0000014486|obs_0000000675|obs_0000023234|obs_0000002802|obs_0000011045|obs_0000020315|obs_0000009565|obs_0000012792|obs_0000010615|obs_0000034180|obs_0000010169
VALENSINA,Fruchtsaft,"€ 1,39",,"pro Einheit = 1,39",versch. Sorten (+ 0.25 Pfand),Nein,Dieses Angebot findest du vom 26.03. bis 01.04. in deiner Kaufland-Filiale.,2026-03-26,2026-04-01,../images/kaufland/kaufland_offer_343.jpg,cat_getraenke,,BLS-F010600,ref_000172,obs_0000015911|obs_0000011566|obs_0000015294|obs_0000012691|obs_0000010538|obs_0000007893|obs_0000007670,obs_0000012691|obs_0000015911|obs_0000010538|obs_0000011566|obs_0000015294|obs_0000008683
K-CLASSIC ASIA,Frühlingsrollen,"€ 2,29",,"1 kg = 5,73","mit Huhn-, Rind- oder Gemüsefüllung",Nein,Dieses Angebot findest du vom 26.03. bis 01.04. in deiner Kaufland-Filiale.,2026-03-26,2026-04-01,../images/kaufland/kaufland_offer_190.jpg,"cat_tiefkuehl,diet_lactose_free,diet_vegetarian,tag_ultra_processed",,,ref_000173,obs_0000010644|obs_0000022595|obs_0000024071|obs_0000024497|obs_0000019220|obs_0000010645|obs_0000009081|obs_0000028941,obs_0000022595|obs_0000024071|obs_0000024497|obs_0000019220|obs_0000010644|obs_0000010645|obs_0000009081
MEBUS,Funk-Wanduhr,"€ 9,99","€ 17,99","pro Einheit = 9,99",Kein Ticken dank Leisegangwerk Mit Thermo- und Hygrometer Größe ca. Ø 25 cm Versch. Ausführungen,Nein,Dieses Angebot findest du vom 26.03. bis 01.04. in deiner Kaufland-Filiale.,2026-03-26,2026-04-01,../images/kaufland/kaufland_offer_451.jpg,cat_non_food,,,ref_000174,obs_0000024327|obs_0000025228|obs_0000021411|obs_0000034252|obs_0000023906|obs_0000020592,obs_0000028693|obs_0000028573
MEBUS,Funk-Wetterstation 11387,"€ 12,99","€ 19,99","pro Einheit = 12,99",Innen- und Außenthermometer Innen- und Außenhygrometer Wettervorhersage Beleuchtetes Display auf Knopfdruck Inkl. Funksensor und Batterien,Nein,Dieses Angebot findest du vom 26.03. bis 01.04. in deiner Kaufland-Filiale.,2026-03-26,2026-04-01,../images/kaufland/kaufland_offer_450.jpg,cat_non_food,,,ref_000175,obs_0000009989|obs_0000009527|obs_0000016205,
MEBUS,Funk-Wetterstation 11388,"€ 12,99","€ 19,99","pro Einheit = 12,99",Innen- und Außenthermometer Innen- und Außenhygrometer Wettervorhersage Beleuchtetes Display auf Knopfdruck Inkl. Funksensor und Batterien,Nein,Dieses Angebot findest du vom 26.03. bis 01.04. in deiner Kaufland-Filiale.,2026-03-26,2026-04-01,../images/kaufland/kaufland_offer_449.jpg,cat_non_food,,,ref_000176,obs_0000009989|obs_0000009527|obs_0000016205,
YUU N MEE,Garnelen,"€ 8,99","€ 12,99","1 kg = 22,48 - 28,10","Riesengarnelen roh, Garnelen gekocht oder in Knusperpanade",Nein,Dieses Angebot findest du vom 26.03. bis 04.04. in deiner Kaufland-Filiale.,2026-03-26,2026-04-04,../images/kaufland/kaufland_offer_202.jpg,cat_tiefkuehl,,,ref_000177,obs_0000004494|obs_0000001313|obs_0000003502|obs_0000003631|obs_0000004921|obs_0000004067|obs_0000001520|obs_0000000369|obs_0000021529|obs_0000034603|obs_0000022459|obs_0000009154|obs_0000013769|obs_0000009057|obs_0000020710|obs_0000033784|obs_0000023293|obs_0000016643|obs_0000002183|obs_0000034724|obs_0000000056|obs_0000017593|obs_0000008528|obs_0000019672|obs_0000018788|obs_0000008551|obs_0000025977|obs_0000007811|obs_0000023184|obs_0000010650|obs_0000022565|obs_0000007798|obs_0000008768|obs_0000007405|obs_0000012824,obs_0000004494|obs_0000001313|obs_0000003502|obs_0000003631|obs_0000004921|obs_0000004067|obs_0000001520|obs_0000000369
PARKSIDE,Garten-Komposter,"€ 19,99",,"pro Einheit = 19,99","Humusgewinnung aus Garten- und Küchenabfällen Geschlossene Bauweise minimiert Geruchsbelastung Mit Ventilationsöffnungen 2 klappbare Deckel mit verstärkten Scharnieren Kompost-Entnahmeklappe mit Halterung Vorrichtung für Hängeschloss (nicht enthalten) Einfache, werkzeuglose Klicksystem-Montage Größe ca. B/T 71 x H 80 cm (ca. 300 l) 3 Jahre Garantie",Nein,Dieses Angebot findest du vom 26.03. bis 01.04. in deiner Kaufland-Filiale.,2026-03-26,2026-04-01,../images/kaufland/kaufland_offer_503.jpg,cat_non_food,,,ref_000178,,
PELY,Gefrierbeutel,"€ 0,99","€ 1,39","pro Einheit = 0,99","1-l-Beutel = 40 St., 2-l-Beutel = 30 St. oder 4-l-Beutel = 20 St.",Nein,Dieses Angebot findest du vom 26.03. bis 01.04. in deiner Kaufland-Filiale.,2026-03-26,2026-04-01,../images/kaufland/kaufland_offer_406.jpg,"cat_drogerie,tag_ultra_processed",,,ref_000179,obs_0000012880|obs_0000015102|obs_0000033450|obs_0000034672|obs_0000035071,obs_0000033450|obs_0000034672|obs_0000012880|obs_0000035071|obs_0000015102
K-GOLD EDITION,Gekochter Oktopus,"€ 7,59","€ 8,49","1 kg = 37,95","2 Fangarme, Größe M",Nein,Dieses Angebot findest du vom 26.03. bis 01.04. in deiner Kaufland-Filiale.,2026-03-26,2026-04-01,../images/kaufland/kaufland_offer_145.jpg,"cat_fisch_meeresfruechte,tag_ultra_processed",,,ref_000180,,
BÖHNLEIN,Gelbwurst,"€ 2,49","€ 3,19","1 kg = 10,38",im Ring,Nein,Dieses Angebot findest du vom 26.03. bis 01.04. in deiner Kaufland-Filiale.,2026-03-26,2026-04-01,../images/kaufland/kaufland_offer_103.jpg,"cat_fleisch_wurst,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,sub_wurst,tag_ultra_processed,tag_whole_food",,BLS-W241000,ref_000181,obs_0000015364|obs_0000028782|obs_0000008832|obs_0000029870|obs_0000031547,obs_0000015364|obs_0000028782|obs_0000008832
