Marke,Produkt,Preis,Vorheriger_Preis,Preis_kg,Hinweis,Nur_online,Gueltig_raw,Gueltig_von,Gueltig_bis,Bildpfad,assigned_labels
STORCK,Nimm2 Lachgummi,"€ 0,99",,1 kg = 3.05 - 4.95,"versch. Sorten, ausgenommen Kassenartikel",Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_264.jpg,"cat_knabbern_naschen,tag_ultra_processed"
NISSIN,Nissin Ramen,"€ 0,55",0.79,1 kg = 8.47,Thai Roasted Chicken oder Korean Hot Chili Flavour,Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_234.jpg,"cat_grundnahrung,diet_vegetarian,tag_ultra_processed"
STYLE N COOK,Nudelmaschine,"€ 19,99",,Kein Mengenpreis,"Aus Edelstahl Für Lasagne-Platten, Spaghetti und Bandnudeln Teigstärke in 7 Stufen einstellbar",Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_368.jpg,"cat_non_food,tag_ultra_processed"
BERSCHNEIDER,Nussschinken,"€ 1,79",2.39,Kein Mengenpreis,mild gesalzen und goldgelb geräuchert,Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_133.jpg,"cat_fleisch_wurst,sub_schwein,sub_wurst,tag_ultra_processed"
Keine Marke,Obstkuchenbehälter rund,"€ 3,99",,Kein Mengenpreis,"Aus Kunststoff Runde, flache Form - ideal für Obstkuchen Deckel mit 2 ausklappbaren Tragegriffen Größe ca. Ø 32 x 10 cm",Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_377.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food"
COCA-COLA FANTA MEZZO MIX,oder SPRITE,"€ 3,99",,1 l = 2.02,"z. T. koffeinhaltig, versch. Sorten Cola (+ 1.50 Pfand)",Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_275.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed"
Keine Marke,Orchidee im Keramik-Übertopf,"€ 10,99",,Kein Mengenpreis,"versch. Farben, Topf Ø 12 cm",Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_082.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian"
KERRYGOLD,Orig irisch Pizzakäse oder Cheddar,"€ 1,69",,1 kg = 11.27) / (1 kg = 9.94)**,"aus irisch. Weidemilch, gerieben, 45 - 50 % Fett i. Tr.",Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_169.jpg,"cat_molkerei_kaese,sub_fleischersatz,sub_gefluegel,sub_kaese,sub_milchprodukte,sub_tk_gemuese,tag_high_protein,tag_ultra_processed"
ORANGINA,Original,"€ 0,99",,1 l = 1.98,Limonade mit Fruchtfleisch (+ 0.25 Pfand),Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_278.jpg,"cat_getraenke,diet_gluten_free,diet_vegan,tag_high_protein,tag_ultra_processed"
LEERDAMMER,Original oder Delacr me,"€ 1,11",,Kein Mengenpreis,"holl. Schnittkäse, mild-nussig bzw. mild-würzig im Geschmack, 45 - 51 % Fett i. Tr.",Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_175.jpg,"cat_molkerei_kaese,sub_kaese,sub_milchprodukte,tag_ultra_processed"
TARCZYNSKI,Original Polnische Krakauer,"€ 2,99",3.79,1 kg = 9.35) / (1 kg = 8.72)**,gebrühte und geräucherte Wurstspezialität,Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_124.jpg,"cat_fleisch_wurst,tag_high_protein,tag_ultra_processed"
UNIVER,Paprikacreme,"€ 1,99",2.99,1 kg = 12.44,"aus Ungarn, mild oder scharf",Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_212.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,tag_whole_food"
TROLLI,Party-Burger Minis,"€ 1,79",2.29,1 kg = 10.53,Fruchtgummi mit leckerer Geschmackskombination,Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_266.jpg,cat_knabbern_naschen
Keine Marke,Party-Butler für Kuchen und Snacks,"€ 4,99",,Kein Mengenpreis,Aus Kunststoff Deckel mit 2 Tragegriffen Spülmaschinengeeignet Größe ca. B 45 x H 9 x T 30 cm,Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_374.jpg,"cat_knabbern_naschen,diet_gluten_free,diet_lactose_free,diet_vegetarian,tag_ultra_processed,tag_whole_food"
K-CLASSIC,Passierte Tomaten,"€ 0,49",0.65,1 kg = 0.98,passiert,Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_202.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,tag_ultra_processed,tag_whole_food"
Keine Marke,Peruan San Lucar Kulturheidelbeeren,"€ 1,99",2.99,1 kg = 15.31,Kl. I,Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_062.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_obst,tag_whole_food"
Keine Marke,Peruan brasil Mango lose,"€ 1,99",2.49,Kein Mengenpreis,"»Kent« oder »Keitt«, Kl. I",Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_056.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_gemuese,sub_frisches_obst,tag_whole_food"
K-CLASSIC,Pflanzenmargarine,"€ 0,99",1.49,1 kg = 2.98) / (1 kg = 1.98)**,mit Vitamin E,Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_172.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food"
Aus eigener Herstellung,Pfälzer Leberwurst,"€ 0,69",1.39,Kein Mengenpreis,feinwürzige Kochwurst-Spezialität,Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_132.jpg,"cat_fleisch_wurst,sub_wurst,tag_ultra_processed"
ROTKÄPPCHEN,Piccolo-Sekt,"€ 0,99",1.69,1 l = 4.95,versch. Sorten,Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_305.jpg,"cat_getraenke,tag_ultra_processed"
Keine Marke,Pikante Florini-Paprika,"€ 0,99",1.19,Kein Mengenpreis,"gefüllt mit einer Frischkäsezubereitung, gewürzt mit feiner Knoblauchnote und Kräutern",Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_216.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,tag_ultra_processed,tag_whole_food"
STEPHANSBRÄU,Pils,"€ 0,25",0.39,1 l = 0.76,(+ 0.25 Pfand),Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_315.jpg,cat_getraenke
BECK S,Pils oder Gold,"€ 10,99",19.99,1 l = 1.10) / (1 l = 1.00)**,(+ 3.10 Pfand),Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_310.jpg,cat_getraenke
ALLURE,Pinot Grigio oder Merlot Ros,"€ 3,99",,1 l = 5.32,"Italien, z. B. Pinot Grigio: blumig, frisch, ausgewogen, passt zu Antipasti oder als Aperitif",Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_299.jpg,cat_getraenke
GUSTAVO GUSTO,Pizza,"€ 9,00",11.07,1 kg = 6.32 - 7.32,versch. Sorten,Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_184.jpg,"cat_tiefkuehl,sub_tk_pizza,tag_ultra_processed"
Keine Marke,Pizza-Donut Flammkuchen,"€ 0,89",,Kein Mengenpreis,"herzhaftes Hefeteiggebäck mit Frischkäse-Füllung, überbacken mit Mozzarella, Rohschinken und Röstzwiebeln",Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_218.jpg,"cat_grundnahrung,sub_tk_fertiggerichte,sub_tk_pizza,tag_ultra_processed"
K-CLASSIC,Pizzakit,"€ 1,59",1.99,1 kg = 2.65,"Pizzateig mit extra Tomatensauce, zum Belegen und Fertigbacken",Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_197.jpg,"cat_grundnahrung,tag_ultra_processed"
AMECKE,Plus,"€ 1,99",2.99,Kein Mengenpreis,"Fruchtsaftgetränk mit extra Mineralstoffen und Vitaminen, versch. Sorten",Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_279.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian"
GRASOVKA,Poln Vodka,"€ 7,99",9.99,1 l = 15.98,"mit Büffelgrashalm, mild-würzig, 38 Vol. %",Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_294.jpg,cat_getraenke
Keine Marke,Poln kroat Kulturchampignons weiß,"€ 1,00",1.49,1 kg = 4.00,Kl. I,Nein,Dieses Angebot findest du vom 09.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-09,2026-03-11,images_kaufland/kaufland_offer_601.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,sub_pilze,tag_whole_food"
MON CH RI,Pralinen mit Alkoholfüllung,"€ 2,79",3.99,1 kg = 17.78) / (1 kg = 15.86)**,Kirsche in Likör und Zartbitterschokolade,Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_261.jpg,"cat_knabbern_naschen,tag_ultra_processed"
SALZBURGMILCH,Premium Heujuwel,"€ 0,99",1.99,Kein Mengenpreis,"österr. Schnittkäse aus Heumilch, 5 Monate gereift, kräftig-würzig, 50 % Fett i. Tr.",Nein,Dieses Angebot findest du vom 09.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-09,2026-03-11,images_kaufland/kaufland_offer_006.jpg,"cat_getraenke,diet_vegetarian,sub_milchprodukte"
CARLSBERG,Premium Lager Beer,"€ 14,99",19.99,1 l = 1.50,(+ 3.10 Pfand),Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_313.jpg,cat_getraenke
BITBURGER,Premium Pils,"€ 11,99",,1 l = 1.20,(+ 3.10 Pfand),Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_308.jpg,cat_getraenke
FRANZISKANER,Premium-Weißbier,"€ 14,99",,1 l = 1.50,"naturtrüb, auch alkoholfrei (+ 3.10 Pfand)",Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_312.jpg,cat_getraenke
Keine Marke,Premiumstrauß,"€ 29,99",,Kein Mengenpreis,versch. Variationen,Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_068.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_obst,tag_whole_food"
DOPPIO PASSO,Primitivo IGT Grillo DOC oder Alkoholfrei,"€ 4,99",,1 l = 6.66,"z. B. Primitivo Puglia IGT: Apulien, weich, mit einem Hauch von Beere, passt zu dunklem Fleisch und kräftigem Käse; auch in Bio-Qualität",Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_296.jpg,cat_getraenke
DALLMAYR,Prodomo,"€ 6,79",10.49,1 kg = 13.58,"gemahlen oder ganze Bohnen, versch. Sorten",Nein,Dieses Angebot findest du vom 09.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-09,2026-03-11,images_kaufland/kaufland_offer_016.jpg,"cat_getraenke,diet_vegan,diet_vegetarian"
MORE,Proteinpulver,"€ 15,99",,1 kg = 53.30,"versch. Sorten, z. B. Iced Coffee Dark Cookie Crumble",Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_343.jpg,"cat_drogerie,diet_vegetarian,tag_high_protein,tag_proteinreich,tag_ultra_processed"
DEUTSCHES WEINTOR,Qualitätswein,"€ 3,99",,1 l = 5.32,"Grauer Burgunder, Grau- und Weißburgunder oder Dornfelder, Pfalz, z. B. Grauer Burgunder: gehaltvoll, würzig und geschmeidig, passt zu hellem Fleisch, kräftigen Fischgerichten, Gemüse",Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_300.jpg,cat_getraenke
LOOSE,Quäse oder Hausmacher,"€ 1,89",2.99,1 kg = 8.60 - 9.45,"Sauermilchkäse, laktosefrei, 0,5 % Fett, versch. Sorten",Nein,Dieses Angebot findest du vom 09.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-09,2026-03-11,images_kaufland/kaufland_offer_015.jpg,"cat_molkerei_kaese,sub_kaese,sub_milchprodukte"
TEKIRDAG,Rakisi Gold,"€ 19,99",29.99,1 l = 28.56) / (1 l = 27.13)**,"türk. Anisspirituose, 45 Vol. %",Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_284.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed"
PARKSIDE,Raumteiler-Pflanzkasten,"€ 19,99",,Kein Mengenpreis,Ideal als räumliche Begrenzung Aus Kunststoff In Rattan-Geflecht-Optik Witterungs- und UV-beständig Herausnehmbarer Pflanzeinsatz mit Henkeln Mit Stopfen zur Wasserentleerung Pflanzvolumen max. 12 l Größe ca. B 58 x H 50 x T 18 cm,Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_514.jpg,cat_non_food
ESCAL,Regenbogen-Forellen,"€ 6,99",8.29,Kein Mengenpreis,küchenfertig,Nein,Dieses Angebot findest du vom 09.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-09,2026-03-11,images_kaufland/kaufland_offer_612.jpg,cat_non_food
ECHTER NORDHÄUSER,Reiche Ernte,"€ 10,00",,1 l = 10.00,"eine Kombination aus Kornbrand und Obstbrand, versch. Sorten, oder Haselnuss, 30 Vol. %",Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_289.jpg,"cat_getraenke,diet_vegetarian"
MEISTER PROPER,Reiniger,"€ 2,29",2.75,1 l = 2.87,"zum Sprühen, für Küche, für Bad, auch antibakteriell, oder Allzweckreiniger antibakteriell",Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_323.jpg,cat_drogerie
OMIS SCHNELLE KÜCHE,Riesen-Germknödel,"€ 2,22",2.99,1 kg = 6.00,mit Sauerkirsch- oder Pflaumenmusfüllung,Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_189.jpg,cat_tiefkuehl
K-WERTSCHÄTZE,Rindergulasch vom Jungbullen,"€ 17,90",21.90,Kein Mengenpreis,"vom Jungbullen, garantiert gereift, aus eigener Herstellung",Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_128.jpg,"cat_fleisch_wurst,sub_rind"
K-WERTSCHÄTZE,Rinderhüfte,"€ 22,90",,Kein Mengenpreis,"garantiert gereift, für saftigen Steakgenuss, aus eigener Herstellung",Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_127.jpg,"cat_fleisch_wurst,sub_rind"
K-PURLAND,Rinderzunge,"€ 8,49",11.99,Kein Mengenpreis,"mit Pökellake zubereitet, roh, zum Kochen, 1 Stück",Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_109.jpg,"cat_fleisch_wurst,sub_rind,tag_high_protein,tag_proteinreich,tag_whole_food"
RORAX,Rohrfrei,"€ 2,99",,Kein Mengenpreis,Power- oder Bio-Power-Gel,Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_324.jpg,cat_drogerie
DOMOPAK LIVING,Rollbox Katla Tivoli 28 l,"€ 7,99",UVP 12.99,Kein Mengenpreis,"Aus robustem Kunststoff Mit Rollen, Deckel und komfortablen Griffen Fassungsvermögen ca. 28 l Größe ca. B 59 x H 19 x T 39 cm",Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_401.jpg,cat_non_food
DOMOPAK LIVING,Rollbox Katla Tivoli 45 l,"€ 9,99",UVP 15.99,Kein Mengenpreis,"Aus robustem Kunststoff Mit Rollen, Deckel und komfortablen Griffen Fassungsvermögen ca. 45 l Größe ca. B 59 x H 28 x T 39 cm",Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_400.jpg,cat_non_food
DOMOPAK LIVING,Rollbox Katla Tivoli 57 l,"€ 12,99",UVP 18.99,Kein Mengenpreis,"Aus robustem Kunststoff Mit Rollen, Deckel und komfortablen Griffen Fassungsvermögen ca. 57 l Größe ca. B 59 x H 37 x T 39 cm",Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_403.jpg,cat_non_food
Keine Marke,Rollgarderobe,"€ 17,99",29.99,Kein Mengenpreis,Aus Metall und Kunststoff Mit 2 Kleiderstangen und Schuhablage Höhenverstellbar Größe ca. B 75 x H 90 - 160 x T 42 cm,Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_393.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food"
Keine Marke,Rosen-Chrysanthemenstrauß,"€ 12,99",,Kein Mengenpreis,versch. Variationen,Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_071.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food"
Keine Marke,Rosen-Eukalyptusstrauß oder Rosen-Gerministrauß,"€ 7,99",,Kein Mengenpreis,versch. Variationen,Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_089.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food"
Keine Marke,Rosen-Lilienstrauß,"€ 5,99",,Kein Mengenpreis,"versch. Variationen, ohne Deko",Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_074.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food"
Keine Marke,Rosenstrauß,"€ 1,99",,Kein Mengenpreis,"versch. Variationen und Farben, ohne Deko ab 1,99 €",Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_093.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_obst,tag_whole_food"
K-CLASSIC,Rostbratwurst,"€ 2,99",3.79,1 kg = 5.54,gebrüht,Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_114.jpg,"cat_fleisch_wurst,sub_wurst,tag_ultra_processed"
K-PURLAND,Rumpsteak,"€ 22,96",26.99,entspr. z. B. für eine 300-g-Packg. 6.89,"vom Jungbullen, mind. 21 Tage gereift",Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_106.jpg,"cat_fleisch_wurst,sub_rind,sub_schwein,tag_high_protein"
SPICE SOUL,Rührschüssel-Set 2-teilig,"€ 5,99",,Kein Mengenpreis,"Aus Kunststoff Mit rutschhemmendem Boden Platzsparend ineinander verstaubar Temperaturbeständig von -20 bis 80 °C Spülmaschinengeeignet Kleine Schüssel ca. Ø 18/20 x 11 cm (ca. 1,6 l) Rührschüssel ca. Ø 22/24 x 12 cm (ca. 2,8 l) 3 Jahre Garantie",Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_442.jpg,cat_non_food
SPICE SOUL,Rührschüssel-Set 4-teilig mit Deckel und Spritzschutz,"€ 5,99",,Kein Mengenpreis,"Aus Kunststoff Mit rutschhemmendem Boden Platzsparend ineinander verstaubar Temperaturbeständig von -20 bis 80 °C Spülmaschinengeeignet Kleine Schüssel ca. Ø 16 x 10 cm (ca. 1,2 l) Rührschüssel ca. Ø 25/28 x 14 cm (ca. 4,1 l) Inkl. Deckel und Spritzschutzring 3 Jahre Garantie",Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_445.jpg,cat_non_food
K-CLASSIC,Sahne-Softpudding,"€ 0,39",0.49,1 kg = 2.45) / (1 kg = 1.95)**,mit Schokoladen- oder Vanillegeschmack,Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_148.jpg,"cat_molkerei_kaese,diet_vegetarian,sub_milchprodukte,sub_sahne_creme,tag_ultra_processed"
ZOTT,Sahnejoghurt oder Pure Joy,"€ 0,44",0.99,1 kg = 3.15,"Joghurt bzw. veganes Dessert, versch. Sorten",Nein,Dieses Angebot findest du vom 09.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-09,2026-03-11,images_kaufland/kaufland_offer_002.jpg,"cat_molkerei_kaese,diet_vegetarian,sub_joghurt_skyr_quark,sub_milchprodukte,sub_sahne_creme,tag_ultra_processed"
SNACK IT,Salamistangen,"€ 1,49",,1 kg = 18.63,"zum Snacken, Classic, Cheddar oder Chili",Nein,Dieses Angebot findest du vom 09.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-09,2026-03-11,images_kaufland/kaufland_offer_621.jpg,"cat_fleisch_wurst,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_wurst,tag_ultra_processed,tag_whole_food"
MARTELLI,Salsiccia,"€ 3,49",,1 kg = 8.73,"ital. Rohwurst vom Schwein, grobkörnig, mild gewürzt",Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_103.jpg,"cat_fleisch_wurst,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed"
K-CLASSIC,Sandwichscheiben,"€ 1,99",2.49,1 kg = 9.95,"Gouda, Emmentaler oder Cheddar, 45 % Fett i. Tr.",Nein,Dieses Angebot findest du vom 09.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-09,2026-03-11,images_kaufland/kaufland_offer_599.jpg,"cat_molkerei_kaese,diet_vegetarian,sub_kaese,sub_milchprodukte,tag_ultra_processed,tag_whole_food"
BOMBAY,Sapphire London Dry Gin oder Citron Press,"€ 16,99",,1 l = 24.28,"Sapphire London Dry oder Citron Pressé Distilled Gin, 37,5 - 40 Vol. %",Nein,Dieses Angebot findest du vom 09.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-09,2026-03-11,images_kaufland/kaufland_offer_632.jpg,"cat_getraenke,tag_ultra_processed"
HEINZ,Sauce,"€ 1,49",2.29,1 l = 6.78,versch. Sorten,Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_205.jpg,"cat_grundnahrung,diet_vegan,diet_vegetarian,sub_huelsenfruechte,tag_ultra_processed"
LUMINARC,Schale Diwali,"€ 3,99",,Kein Mengenpreis,Aus gehärtetem Opalglas Mikrowellen- und spülmaschinengeeignet Größe ca. Ø 21 cm,Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_378.jpg,cat_non_food
