Marke,Produkt,Preis,Vorheriger_Preis,Preis_kg,Hinweis,Nur_online,Gueltig_raw,Gueltig_von,Gueltig_bis,Bildpfad,assigned_labels
K-CLASSIC,Bodenwisch-System,"€ 17,99",,Kein Mengenpreis,"2-Kammer-Eimer mit Wringfunktion Kammer für Wischwasser ca. 5,6 l Größe ca. B 50 × H 27 x T 25 cm 4-teiliger Stahlstiel ca. 122 cm Klick-Funktion zum schnellen Aufsatzwechsel Passend für Aufsätze der Serie »SWITCH & CLEAN« Passend auch für Reinigungsaufsätze mit Gewinde Wischteller mit Drehgelenk ca. Ø 16 cm 2 Wischmopp-Bezüge (maschinenwaschbar)",Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_426.jpg,"cat_non_food,tag_ultra_processed"
DOMOPAK LIVING,Boxenset Katla Tivoli 20 l,"€ 9,99",UVP 14.99,Kein Mengenpreis,Aus robustem Kunststoff Mit Deckel und komfortablen Griffen Fassungsvermögen je ca. 20 l Größe je ca. B 39 x H 26 x T 29 cm,Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_405.jpg,cat_non_food
DOMOPAK LIVING,Boxenset Katla Tivoli 4 l,"€ 9,99",UVP 14.99,Kein Mengenpreis,Aus robustem Kunststoff Mit Deckel und komfortablen Griffen Fassungsvermögen je ca. 4 l Domopak_Living,Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_404.jpg,cat_non_food
DOMOPAK LIVING,Boxenset Katla Tivoli 8 l,"€ 9,99",UVP 14.99,Kein Mengenpreis,Aus robustem Kunststoff Mit Deckel und komfortablen Griffen Fassungsvermögen je ca. 8 l Größe je ca. B 39 x H 11 x T 29 cm,Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_406.jpg,cat_non_food
RUSSELL HOBBS,Bratpfanne 24 cm Jewelstone,"€ 9,99",UVP 39.99,Kein Mengenpreis,"Aus geschmiedetem Aluminium Mit Jewelstone-Antihaftbeschichtung Abriebfest, für Metallutensilien geeignet Soft-Touch-Griff Für alle Herdarten und Spülmaschine geeignet Größe ca. Ø 24 x 5 cm",Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_391.jpg,cat_non_food
SCHWARZKOPF,Brillance Intensiv-Color-Creme,"€ 4,99",,Kein Mengenpreis,versch. Farben,Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_335.jpg,cat_drogerie
SÖHNLEIN,Brillant Sekt,"€ 2,69",,1 l = 3.59,trocken oder halbtrocken,Nein,Dieses Angebot findest du vom 09.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-09,2026-03-11,images_kaufland/kaufland_offer_598.jpg,"cat_getraenke,diet_lactose_free,diet_vegan,diet_vegetarian"
Keine Marke,Bromelie im Keramik-Übertopf,"€ 9,99",,Kein Mengenpreis,"versch. Sorten und Farben, Topf Ø 12 cm",Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_080.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food"
BRUNCH,Brotaufstrich,"€ 1,29",1.89,1 kg = 6.98,"Natur, Kräuter oder Paprika-Peperoni",Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_170.jpg,"cat_molkerei_kaese,diet_vegan,diet_vegetarian,sub_huelsenfruechte"
KERRYGOLD,Butter,"€ 1,99",3.49,1 kg = 7.96 - 9.95,"original irische Butter, auch gesalzen",Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_156.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_vegetarian,sub_butter_margarine,sub_fleischersatz,sub_gefluegel,sub_kaese,sub_milchprodukte,sub_tk_gemuese,tag_high_protein"
Keine Marke,Buttercroissant,"€ 0,35",,Kein Mengenpreis,fein-blättrig,Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_219.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_butter_margarine,tag_ultra_processed,tag_whole_food"
LANGEWIESCHE,Butterschinken,"€ 1,99",,Kein Mengenpreis,ofengebacken,Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_131.jpg,"cat_fleisch_wurst,sub_butter_margarine,sub_schwein,sub_wurst,tag_ultra_processed"
PARKSIDE,Bypass-Gartenschere,"€ 1,99",3.99,Kein Mengenpreis,"Karbonstahl-Schneidklinge antihaftbeschichtet Gummierte, rutschsichere Komfortgriffe Öffnungsweite einstellbar Einhand-Sicherheitsverschluss Mit Handschlaufe Für Schneidgut bis Ø 10 mm Ideal für Schnittblumen und Ziersträucher 3 Jahre Garantie",Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_508.jpg,cat_non_food
PARKSIDE,Bypass-Teleskop-Astschere,"€ 9,99",14.99,Kein Mengenpreis,"Schneidet Zweige und Äste von Bäumen und Stauden Präzise Schnittführung durch doppelte Klinke 5-stufig einstellbare Teleskop-Arme (64 - 85 cm) Mit Sicherheits-Schnellverschlüssen Antihaftbeschichtete Schneideklingen Rutschfeste, ergonomische Komfort-Softgriffe Mit Sicherheitsverriegelung Max. Schnittdurchmesser ca. 40 mm Inkl. Klingenhülle 3 Jahre Garantie",Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_502.jpg,cat_non_food
LEZZA,Börek-Schnecke,"€ 4,99",,1 kg = 6.24,gefüllt mit Käse oder Spinat und Käse,Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_188.jpg,cat_tiefkuehl
ÖMÜR,Böreklik,"€ 4,99",6.89,Abtropfgewicht 800 g (1 kg = 6.24,"aus Magermilch und Pflanzenfett, halal, 50 % Fett i. Tr.",Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_163.jpg,"cat_molkerei_kaese,diet_vegetarian"
K-CLASSIC,Cashew-Erdnuss-Mix,"€ 1,79",2.29,1 kg = 8.95,Honig & Salz oder Hot Chili,Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_257.jpg,"cat_knabbern_naschen,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food"
PFANNER,Cay Teegenuss,"€ 0,99",,1 l = 1.98,mit direkt aufgebrühtem Schwarztee nach türk. Art,Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_318.jpg,"cat_getraenke,tag_ultra_processed"
REINERT,Chambelle,"€ 1,59",2.29,1 kg = 19.88,Gourmet-Salami mit orig. franz. Camembert,Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_120.jpg,"cat_fleisch_wurst,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed"
KERRYGOLD,Cheddar,"€ 1,69",,1 kg = 13.00,"Herzhaft oder Burger-Cheddar, 45 - 48 % Fett i. Tr.",Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_164.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_fleischersatz,sub_gefluegel,sub_tk_gemuese,tag_high_protein"
LIKE,Chicken oder Grilled Chicken vegane Fleischalternative,"€ 1,99",3.29,1 kg = 11.06,vegane Fleischalternative auf Soja-Basis,Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_199.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_fleischersatz,sub_gefluegel,tag_high_protein,tag_proteinreich,tag_ultra_processed"
Keine Marke,Chicken-Nuggets XXL,"€ 5,99",,Kein Mengenpreis,im Backteigmantel,Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_112.jpg,"cat_fleisch_wurst,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_gefluegel,sub_tk_fertiggerichte,tag_ultra_processed,tag_whole_food"
BARILLA,Collezione oder Al Bronzo Pasta,"€ 1,69",,1 kg = 3.38 - 6.76) / (1 kg = 2.98 - 5.96)**,"aus Hartweizengrieß, ohne Ei, versch. Sorten",Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_240.jpg,"cat_grundnahrung,diet_lactose_free,diet_vegan,diet_vegetarian,sub_nudeln"
Keine Marke,Costa-rican Avocado lose,"€ 1,79",1.99,Kein Mengenpreis,"Sorte: »Hass«, Kl. I",Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_057.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,sub_frisches_obst,tag_whole_food"
Keine Marke,Costa-rican peruan Wassermelone lose,"€ 1,99",2.49,Kein Mengenpreis,Kl. I,Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_053.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_obst,tag_whole_food"
NIVEA,Creme,"€ 3,29",3.95,1 l = 13.16 - 32.90,Soft oder Original,Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_339.jpg,cat_drogerie
LORENZ,Crunchips,"€ 0,99",,1 kg = 6.60,versch. Sorten,Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_254.jpg,"cat_knabbern_naschen,sub_kartoffeln,tag_ultra_processed"
OVOMALTINE,Crunchy Cream,"€ 3,49",4.79,1 kg = 9.19,"knuspriger Malz-Brotaufstrich mit feinem Kakaogeschmack, ohne Palmöl",Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_244.jpg,"cat_grundnahrung,tag_ultra_processed"
SWITCH ON,Cr pe Maker XXL SCM 1500 G1,"€ 17,99",,Kein Mengenpreis,"Abnehmbare Backplatte mit Antihaftbeschichtung Backfläche ca. Ø 37 cm Stufenlos regulierbarer Thermostat Standsicher durch rutschfeste Füße Mit Teigverteiler und Crêpewender Platte, Verteiler, Wender spülmaschinengeeignet Leistungsaufnahme 1.500 W Inkl. Rezeptvorschlägen 3 Jahre Garantie",Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_352.jpg,cat_non_food
RAMA,Culinesse,"€ 1,49",1.99,1 l = 3.32 - 3.73,"Bratcreme, ohne Palmöl, versch. Sorten",Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_171.jpg,"cat_molkerei_kaese,diet_vegetarian,sub_butter_margarine,tag_ultra_processed"
PHILIPS,Dampfbügeleisen DST1030,"€ 17,99",17.99,Kein Mengenpreis,Antihaftbeschichtete Bügelsohle Konstanter Dampfausstoß bis zu 20 g/min Dampfstoß bis zu 90 g Integrierte Calc-Clean-Taste ECO-Modus für reduzierten Stromverbrauch Wasserbehälter ca. 250 ml 2.000 W,Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_350.jpg,"cat_non_food,tag_ultra_processed"
PHILIPS,Dampfbügelstation PSG2000 20,"€ 69,99",UVP 249.99,Kein Mengenpreis,"Antihaftbeschichtete Keramikbügelsohle Pumpendruck max. 6 bar Konstanter Dampfausstoß 110 g/min Dampfstoß bis zu 300 g Aufheizzeit ca. 2 min Wassertank ca. 1,4 l Integrierte Entkalkungsfunktion Smart CalcClean Kabel ca. 1,6 m, Schlauch ca. 1,4 m Größe ca. B 12 x H 29 x T 32 cm 2.400 W",Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_359.jpg,"cat_non_food,tag_ultra_processed"
BRAUN,Dampfglätter GS 3012 BG,"€ 29,99",,Kein Mengenpreis,Dampfleistung ca. 20 g/min Mit Desinfektionsfunktion Betriebsbereit in 30 sec Abnehmbarer Wassertank ca. 70 ml Kein Bügelbrett erforderlich Kabel ca. 2 m 1.100 W Inkl. Bürstenaufsatz,Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_358.jpg,"cat_non_food,diet_vegetarian"
Keine Marke,Das rustikale Weizenbrot,"€ 1,49",1.99,1 kg = 2.98,"mit Sauerteig gebacken, mit aromatischer Kruste und saftiger, lockerer Krume",Nein,Dieses Angebot findest du vom 09.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-09,2026-03-11,images_kaufland/kaufland_offer_630.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegetarian,tag_whole_food"
DOMOPAK LIVING,Deckenschutzhülle Tivoli,"€ 3,49",UVP 5.99,Kein Mengenpreis,Aus Polyester Schützt Decken vor Staub und Motten Mit Sichtfenster und Reißverschluss Größe ca. B 55 x H 25 x T 45 cm,Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_422.jpg,cat_non_food
DOVE,Deo-Spray,"€ 1,89",,1 l = 12.60,versch. Sorten,Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_342.jpg,cat_drogerie
LUMINARC,Dessertteller Diwali,"€ 7,99",,Kein Mengenpreis,Aus gehärtetem Opalglas Mikrowellen- und spülmaschinengeeignet Größe je ca. Ø 19 cm,Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_379.jpg,cat_grundnahrung
Keine Marke,Dinkelvollkornbrötchen,"€ 0,39",0.49,Kein Mengenpreis,auf Stein gebacken,Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_223.jpg,"cat_grundnahrung,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food"
OREO,Doppelkekse,"€ 1,11",,1 kg = 10.06,"Peanut & Choco, Dark & White Choco, »Ice Cream« oder Strawberry Creme",Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_270.jpg,"cat_knabbern_naschen,tag_ultra_processed"
GUINNESS,Draught irisches Bier,"€ 4,99",,1 l = 2.84,dunkles Bier aus Gerste und Hopfen mit cremiger Schaumkrone (+ 1.00 Pfand),Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_314.jpg,"cat_getraenke,tag_high_protein"
Keine Marke,Drehstapelkorb groß,"€ 1,49",,Kein Mengenpreis,Aus Kunststoff Nest- und stapelbar Größe ca. B 40 x H 13 x T 36 cm,Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_447.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_obst,tag_ultra_processed,tag_whole_food"
Keine Marke,Drehstapelkorb klein,"€ 0,99",,Kein Mengenpreis,Aus Kunststoff Nest- und stapelbar Größe ca. B 30 x H 13 x T 19 cm,Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_446.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food"
K-CLASSIC,Drink your meal,"€ 1,99",2.49,1 l = 4.98) / (1 l = 3.98)**,"ausgewogene Trinkmahlzeit, proteinreich, versch. Sorten (+ 0.25 Pfand)",Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_152.jpg,"cat_molkerei_kaese,diet_lactose_free,diet_vegetarian,tag_ultra_processed"
Keine Marke,Dtsch Cherryrispentomaten rot,"€ 2,99",3.99,1 kg = 14.95,"Sorte laut Auszeichnung, Kl. I",Nein,Dieses Angebot findest du vom 09.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-09,2026-03-11,images_kaufland/kaufland_offer_606.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,tag_whole_food"
Keine Marke,Dtsch Cocktailrispentomaten,"€ 2,99",3.99,1 kg = 8.55,Kl. I,Nein,Dieses Angebot findest du vom 09.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-09,2026-03-11,images_kaufland/kaufland_offer_625.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,tag_whole_food"
Keine Marke,Dtsch Multicolor-Salat oder Kopfsalat,"€ 1,29",1.79,Kein Mengenpreis,Kl. I,Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_063.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,sub_salate,tag_whole_food"
Keine Marke,Dtsch Möhren XXL,"€ 1,49",,1 kg = 0.50,Kl. I,Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_065.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,sub_frisches_obst,tag_whole_food"
Keine Marke,Dtsch Tafeläpfel Cameo XXL oder ital Kanzi XXL,"€ 3,99",,1 kg = 2.00,"Sorte laut Auszeichnung, Kl. I",Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_058.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_obst,tag_ultra_processed,tag_whole_food"
WC-FRISCH,Duftspüler,"€ 1,89",2.45,1 kg = 37.80 - 45.00,"Brilliant-Gel, Deluxe oder Spa-Momente, versch. Sorten",Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_329.jpg,cat_drogerie
PALMOLIVE,Duschgel,"€ 0,99",1.75,1 l = 3.96,versch. Sorten,Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_340.jpg,cat_drogerie
PICK,Echt ungar Salami,"€ 1,69",,Kein Mengenpreis,würzig-aromatisch,Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_135.jpg,"cat_fleisch_wurst,sub_wurst,tag_ultra_processed"
Keine Marke,Ecuador dominik Bio-Bananen,"€ 1,79",1.99,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_061.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_gemuese,sub_frisches_obst,tag_ultra_processed,tag_whole_food"
BEN JERRY S,Eis,"€ 3,99",,1 l = 8.59 - 9.35,versch. Sorten,Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_182.jpg,"cat_tiefkuehl,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_tk_eis,tag_ultra_processed,tag_whole_food"
NESTL SCHÖLLER,Eisgenuss,"€ 1,99",3.99,1 l = 2.37 - 7.11,"Big Sandwich, Bum Bum oder versch. Sorten Pirulo, ausgenommen Mischpackungen",Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_181.jpg,"cat_tiefkuehl,diet_vegetarian,tag_ultra_processed"
ORAL-B,Elektr Zahnbürste Vitality Pro,"€ 19,99",22.95,Kein Mengenpreis,"mit oszillierendem und rotierendem Bürstenkopf, 3 Putzprogramme, Timer, in Schwarz oder Blau",Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_338.jpg,cat_drogerie
BESTRON,Elektrische Gewürzmühle APS100BSAT,"€ 7,99",,Kein Mengenpreis,"Für Salz, Pfeffer und andere Gewürze Behälter aus robustem Acryl Mit hochwertigem Keramik-Mahlwerk Mahlgrad einstellbar Einhandbedienung mit Start/Stopp-Knopf Größe ca. Ø 3 x 18 cm Inkl. Batterien",Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_369.jpg,cat_non_food
SWITCH ON,Elektrischer Sprühmop SSE 25 A1,"€ 29,99",,Kein Mengenpreis,"Kabellos, handlich und flexibel einsetzbar Zum flexiblen Wischen in Ecken und unter Möbeln Für unterschiedliche Böden geeignet Zuschaltbare Wassersprühfunktion LED-Leuchten am Wischkopf Abnehmbarer Wassertank ca. 450 ml Abnehmbares Stoffpad (waschbar bis 60 °C) Akku-Laufzeit bis zu 35 min Inkl. 4 Reinigungstücher, USB-Kabel, Netzadapter 3 Jahre Garantie",Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_349.jpg,cat_non_food
PARKSIDE,Elektro-Gartenkultivator PEBH 1500 B2,"€ 79,99",,Kein Mengenpreis,"Zur Bodenlockerung und Einarbeitung 6 laufruhige, spezialgehärtete Hacksterne Anpassbare Arbeitsbreite (ca. 29 oder 40 cm) Arbeitstiefe max. 20 cm Eindringen in Boden 3-stufig einstellbar Turbo-Power-Motor (1.500 W) Leerlaufdrehzahl 380 min-1 Langlebiges Getriebe mit Ölbad-Dauerschmierung Sicherheitsschalter Automatischer Motor-Überlastschutz Griffe mit integrierter Kabelzugentlastung Klappfunktion zur platzsparenden Aufbewahrung 3 Jahre Garantie",Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_497.jpg,cat_non_food
ESCAL,Elsässer Flammkuchen,"€ 1,99",2.39,1 kg = 7.66,"knusperdünner Boden, mit Zwiebeln und Speck",Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_185.jpg,"cat_tiefkuehl,sub_tk_fertiggerichte,sub_tk_pizza,tag_ultra_processed"
MONSTER,Energy Drink,"€ 0,88",,1 l = 1.76,"versch. Sorten, koffeinhaltig (+ 0.25 Pfand)",Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_317.jpg,"cat_getraenke,tag_ultra_processed"
GOURMET P RE FILS,Entrec te Merlot Cabernet Syrah,"€ 3,99",5.99,1 l = 5.32,"Frankreich, kraftvoller Wein mit Noten von reifen Früchten, passt zu Lammkeule und Rinderbraten",Nein,Dieses Angebot findest du vom 09.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-09,2026-03-11,images_kaufland/kaufland_offer_019.jpg,"cat_fleisch_wurst,diet_gluten_free,diet_lactose_free,tag_proteinreich"
MOLOKO,Erfrischungsgetränk,"€ 0,99",,1 l = 3.96,Classic mit Zitrus-Ingwer-Holunderblüten-Geschmack (+ 0.25 Pfand),Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_277.jpg,"cat_getraenke,tag_ultra_processed"
WEINLAND BADEN,Exklusiv Qualitätsweine,"€ 4,99",,1 l = 6.66,"Baden, versch. Sorten, z. B. Oberkircher Winzer Grauer Burgunder: Aromen von Birne und Zitrusfrucht, passt zu Jungwild, Meeresfrüchten, Pasta und reifem Weichkäse",Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_301.jpg,cat_getraenke
Keine Marke,Exklusivstrauß,"€ 24,99",,Kein Mengenpreis,versch. Variationen,Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_069.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_obst,tag_ultra_processed,tag_whole_food"
CORONA,Extra,"€ 9,99",12.99,1 l = 2.35,Bierspezialität (+ 0.96 Pfand),Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_307.jpg,cat_getraenke
