Marke,Produkt,Preis,Vorheriger_Preis,Preis_kg,Hinweis,Nur_online,Gueltig_raw,Gueltig_von,Gueltig_bis,Bildpfad
Keine Marke,Heilbuttfilet,"€ 2,29",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_126.jpg
Keine Marke,Dorade Royal,"€ 1,59",1.99,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_127.jpg
Keine Marke,Makrele,"€ 0,99",1.29,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_128.jpg
Keine Marke,Matjessalat,"€ 1,39",1.79,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_129.jpg
KIRI,Dippi,"€ 2,79",3.69,1 kg = 15.95,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_131.jpg
DELI REFORM,Das Original,"€ 1,11",,1 kg = 2.47,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_132.jpg
ARLA,Skyr Natur,"€ 1,49",1.99,1 kg = 3.32 - 3.73,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_133.jpg
K-FAVOURITES,Burrata,"€ 1,69",,Abtropfgewicht 125 g (1 kg = 13.52,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_134.jpg
ESKO,Kochkäse mit Kümmel,"€ 1,29",1.99,1 kg = 6.45,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_137.jpg
K-CLASSIC,Frischer Schmand 24 Fett,"€ 0,69",0.79,1 kg = 3.45,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_138.jpg
K-FAVOURITES,Grana Padano DOP gerieben,"€ 2,69",,1 kg = 17.94,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_139.jpg
FRANKENLAND,frische Vollmilch,"€ 1,19",1.49,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_140.jpg
FRANKENLAND,Schmand,"€ 0,99",1.29,1 kg = 4.95,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_142.jpg
FRIENDLY VIKING S,O Gurt,"€ 1,69",2.29,1 kg = 4.83,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_143.jpg
KIDSWORLD,Puddingdessert,"€ 0,69",0.89,1 kg = 9.86,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_144.jpg
BAREBELLS,Milkshake,"€ 2,49",2.89,1 l = 7.55,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_147.jpg
ZOTT,Monte,"€ 1,49",,1 kg = 3.73,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_148.jpg
Keine Marke,YAKULT,"€ 2,79",3.69,1 l = 7.16,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_149.jpg
DANONE,Fruchtzwerge,"€ 1,39",,1 kg = 4.64,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_150.jpg
GOLDSTEIG,Protinella,"€ 1,11",1.79,Abtropfgewicht 125 g (1 kg = 8.88,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_151.jpg
MEGGLE,Butter,"€ 1,29",,1 kg = 5.16,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_152.jpg
K-CLASSIC,Mozzarella,"€ 0,69",0.85,Abtropfgewicht 125 g (1 kg = 5.52,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_153.jpg
GRECO,Feta g U,"€ 1,79",2.99,1 kg = 11.94,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_154.jpg
WEIDEGLÜCK,Fruchtjoghurt,"€ 2,49",3.19,1 kg = 2.49 - 3.12,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_155.jpg
QUARKI,Kefir,"€ 1,59",1.99,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_156.jpg
COBURGER,Bayr Landkäse,"€ 2,99",3.59,1 kg = 8.55,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_157.jpg
KÄSEMANUFAKTUR ALLGÄU,Bioland Hubertus oder Bockhornklee,"€ 1,99",2.89,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_158.jpg
KERRYGOLD,Orig irischer Cheddar,"€ 0,99",1.99,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_159.jpg
SAINT ALBRAY oder CHAUMES,Franz Weichkäse,"€ 1,29",2.59,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_160.jpg
SWITZERLAND,Appenzeller kräftig-würzig,"€ 2,22",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_161.jpg
DAFGARDS,Köttbullar oder Falafel,"€ 6,99",8.99,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_162.jpg
WHOLEY,Bio-A ai,"€ 2,79",3.49,1 kg = 11.16,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_164.jpg
FROSTA,Kräuter,"€ 0,79",,1 kg = 6.59 - 11.29,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_165.jpg
FROSTA,Gemüse,"€ 2,22",,1 kg = 3.70 - 4.63,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_167.jpg
NOMOO,Veganes Bio-Eis,"€ 4,44",5.99,1 l = 10.58,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_168.jpg
K-TAKE IT VEGGIE,Vegane Knuspersnacks,"€ 1,79",2.29,1 kg = 5.97 - 7.46,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_169.jpg
ICEWIND,Pangasiusfilet,"€ 4,99",6.10,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_171.jpg
SETTELE,Eier-Spätzle,"€ 2,99",3.79,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_172.jpg
STEINHAUS,Tortelloni,"€ 2,99",3.99,1 kg = 5.98,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_173.jpg
K-TAKE IT VEGGIE,Veganer Hummus,"€ 0,79",0.99,1 kg = 3.95,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_175.jpg
BILLIE GREEN,Vegane Salami,"€ 1,29",1.59,1 kg = 18.43,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_177.jpg
VIOLIFE,Vegane Scheiben,"€ 1,99",2.49,1 kg = 11.57 - 14.22,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_178.jpg
NADLER,Delikatess-Fleischsalat,"€ 2,49",,1 kg = 6.23,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_179.jpg
KRINI,Kichererbsen,"€ 1,99",2.69,Abtropfgewicht 480 g (1 kg = 4.15,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_180.jpg
K-FAVOURITES,Tomatenmark,"€ 0,89",,1 kg = 4.45,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_181.jpg
THOMY,Mayonnaise oder Remoulade,"€ 1,79",2.29,1 l = 8.95,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_183.jpg
HÄNDLMAIER,Bayerischer Senf,"€ 1,49",1.79,1 l = 4.45,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_184.jpg
K-CLASSIC,Getrocknete Tomaten,"€ 1,29",1.79,Abtropfgewicht 180 g (1 kg = 7.17,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_185.jpg
THOMY,Fürs Brot,"€ 1,79",2.99,1 kg = 9.95,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_186.jpg
BAMBOO GARDEN,Chinesische Sojasauce,"€ 1,99",3.29,1 l = 9.95,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_188.jpg
TABASCO,Pepper Sauce,"€ 1,99",3.49,1 l = 33.17,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_189.jpg
KÜHNE,Trink-Apfel,"€ 2,22",3.99,1 l = 4.44,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_190.jpg
ALBAÖL,Schwed Rapsöl,"€ 4,99",7.49,1 l = 6.66,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_191.jpg
BERTOLLI,Natives Olivenöl extra,"€ 15,99",,1 l = 10.66,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_192.jpg
Keine Marke,Grüne Peperoni,"€ 0,89",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_194.jpg
Keine Marke,Pizza High Protein,"€ 0,99",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_196.jpg
Franzbrötchen mit,Pistaziencreme,"€ 0,89",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_197.jpg
Keine Marke,Rustikales Wurzelbrot,"€ 1,39",,1 kg = 3.31,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_198.jpg
Keine Marke,Bio-Dinkelvollkornbrot,"€ 1,39",1.89,1 kg = 2.78,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_199.jpg
Keine Marke,Chia-Skyr-Brötchen,"€ 0,29",0.45,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_200.jpg
Keine Marke,Rosenbrötchen,"€ 0,29",0.39,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_201.jpg
K-CLASSIC,Baguettes oder Brötchen,"€ 0,55",0.69,1 kg = 1.84,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_202.jpg
K-CLASSIC,Fladenbrot,"€ 0,99",1.19,1 kg = 1.98,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_204.jpg
BRANDT,Minis,"€ 0,99",1.49,1 kg = 9.00 - 11.65,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_205.jpg
K-CLASSIC,Gefüllte Croissants,"€ 1,19",,1 kg = 4.96,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_207.jpg
DR OETKER,Kleine Kuchen,"€ 1,99",2.49,1 kg = 14.22,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_208.jpg
BERTOLLI,Pasta-Sauce,"€ 1,99",2.99,1 kg = 4.98,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_209.jpg
BERTOLLI,Pesto,"€ 1,99",,1 kg = 10.76,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_210.jpg
LEIMER,Grießnockerl,"€ 1,49",2.29,1 kg = 14.90,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_211.jpg
K-CLASSIC,Basmatireis,"€ 1,99",2.49,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_213.jpg
FELICETTI,Pasta,"€ 0,99",1.69,1 kg = 1.98,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_214.jpg
GAGGLI,Frischeier-Nudeln,"€ 1,19",1.89,1 kg = 4.76,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_215.jpg
MAINTAL,Hagebutten-Konfitüre Extra,"€ 1,69",2.19,1 kg = 4.98,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_218.jpg
LANGNESE,Bienenhonig,"€ 3,49",,1 kg = 6.98,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_219.jpg
BIONELLA,Bio-Nuss-Nougat-Creme,"€ 5,55",,1 kg = 7.40,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_220.jpg
KÖLLN,Haferflocken,"€ 1,19",,1 kg = 2.38,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_221.jpg
STEVIOLA,Stevia,"€ 3,69",5.29,1 kg = 12.30,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_222.jpg
DR OETKER,Kuchen-Backmischung,"€ 2,99",3.99,1 kg = 4.47 - 7.77,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_223.jpg
BAUCK MÜHLE,Brotbackmischung,"€ 2,99",3.95,1 kg = 4.99 - 5.98,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_224.jpg
DR OETKER,Seelenwärmer,"€ 0,79",,1 kg = 13.17 - 13.63,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_225.jpg
K-CLASSIC,Nuss-Frucht-Mix oder Cashew-Cranberry-Mix,"€ 1,79",,1 kg = 8.95,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_226.jpg
CORNY,Müsli- Nuss- oder Hafer Riegel,"€ 5,97",,1 kg = 10.00 - 15.63,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_227.jpg
JACOBS,Gold,"€ 6,99",10.99,1 kg = 34.95,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_228.jpg
STARBUCKS,Kaffeekapseln,"€ 3,33",4.89,1 kg = 58.43 - 62.83,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_229.jpg
JACOBS,Crema Kaffeepads,"€ 1,99",2.79,1 kg = 16.87,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_230.jpg
KRÜGER,Family Cappuccino,"€ 7,00",8.37,1 kg = 4.66,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_231.jpg
ROB S CHIPS,Kartoffelchips,"€ 2,49",,1 kg = 20.75,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_233.jpg
LAYENBERGER,High Protein Chips,"€ 1,99",2.99,1 kg = 26.54,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_234.jpg
EAT REAL,Chips,"€ 1,99",2.99,1 kg = 14.75 - 17.62,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_235.jpg
ELEPHANT,Knabbergebäck,"€ 1,59",,1 kg = 8.84 - 12.72,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_236.jpg
MILKA,Schokolade,"€ 4,00",,1 kg = 10.53 - 11.77,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_238.jpg
RITTER SPORT,Schokolade vegan oder gluten- laktosefrei,"€ 1,99",2.79,1 kg = 19.90,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_239.jpg
LINDT,Mini-Pralin s,"€ 4,99",,1 kg = 49.90,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_240.jpg
NUCAO,Crunchy Strawberries,"€ 2,39",2.95,1 kg = 47.80,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_242.jpg
HITSCHIES,Saures Fruchtgummi,"€ 0,99",1.39,1 kg = 7.92,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_244.jpg
K-BIO,Bio-Hafer-Cookies,"€ 1,89",2.49,1 kg = 9.45,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_245.jpg
LEIBNIZ,Choco,"€ 1,69",,1 kg = 13.52,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_246.jpg
KINDER,Kinderini,"€ 2,69",,1 kg = 10.76,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_247.jpg
COCA-COLA FANTA,SPRITE oder MEZZO MIX Erfrischungsgetränke,"€ 11,49",,1 l = 0.96,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_249.jpg
GRANINI,Die Limo,"€ 1,29",1.69,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_250.jpg
ALMDUDLER,Kräuterlimonade,"€ 0,88",1.09,1 l = 2.67,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_251.jpg
FRANKEN BRUNNEN,Mineralwasser,"€ 4,99",7.49,1 l = 0.42,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_252.jpg
FRANKEN BRUNNEN,Apfelschorle,"€ 6,99",9.99,1 l = 0.78,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_253.jpg
HOHES C,Super Shots,"€ 1,99",2.79,1 l = 6.03,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_255.jpg
AMECKE,Citrus,"€ 1,99",2.99,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_256.jpg
RAUCH,Yippy,"€ 0,79",,1 l = 2.40,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_257.jpg
MIONETTO,Aperitivo alkoholfrei,"€ 7,99",9.99,1 l = 15.98,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_259.jpg
KAHL A,Mexik Kaffeelikör,"€ 12,99",,1 l = 18.56,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_260.jpg
GORDON S,London Dry Gin oder 0 0,"€ 9,99",,1 l = 14.28,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_261.jpg
OUZO 12 oder GOLD 12,Anisspirituose oder -likör,"€ 9,99",,1 l = 14.28,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_262.jpg
KOSKENKORVA,Vodka,"€ 9,99",,1 l = 14.28,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_264.jpg
WZG MÖGLINGEN,Süß Fruchtig,"€ 3,49",,1 l = 4.66,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_265.jpg
CONTESSA MARINA,Primitivo 14 DOC,"€ 5,99",7.99,1 l = 7.99,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_266.jpg
GALLO FAMILY,Cabernet Sauvignon Ros Zinfandel oder Chardonnay,"€ 3,99",,1 l = 5.32,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_267.jpg
