Produkt,Preis,Preis_kg,Hinweis,Gueltig_von,Gueltig_bis,Bildpfad
Rinderhackfleisch,"€ 1,39",Kein Mengenpreis,100 g,2026-01-05,2026-01-10,images_edeka/rinderhackfleisch.jpg
Bard Hähnchenbrust de Luxe,"€ 1,89",Kein Mengenpreis,"flüssig gewürzt im Speckmantel, 100 g",2026-01-05,2026-01-10,images_edeka/bard-h-hnchenbrust-de-luxe.jpg
Bauernschätze Lachsrolle,"€ 1,11",Kein Mengenpreis,"vom Schweinerücken, natur, am Stück auch in Scheiben natur erhältlich, 100 g = 1,19 € /auch in gewürzt erhältlich, 100 g = 1,29 €), 100 g",2026-01-05,2026-01-10,images_edeka/bauernsch-tze-lachsrolle.jpg
Bauernschätze Putenspieße,"€ 1,89",Kein Mengenpreis,"verschieden gewürzt, 100 g",2026-01-05,2026-01-10,images_edeka/bauernsch-tze-putenspie-e.jpg
Geschnetzeltes Gyros Art,"€ 6,66","1 kg = 8,33 €","vom Schwein, 800 g XXL SB-Packung, (1 kg = 8,33 €)",2026-01-05,2026-01-10,images_edeka/geschnetzeltes-gyros-art.jpg
Schnitzel,"€ 4,29","1 kg = 12,26 €","aus der Oberschale, vom Schwein, 350 g SB-Packung, (1 kg = 12,26 €)",2026-01-05,2026-01-10,images_edeka/schnitzel.jpg
Putenrollbraten,"€ 7,99","1 kg = 9,99 €","aus der Oberkeule, Paprika, gewürzt, frisch, 800 g SB-Packung, (1 kg = 9,99 €)",2026-01-05,2026-01-10,images_edeka/putenrollbraten.jpg
Alle Angebote finden Sie im Prospekt,"€ ,00",Kein Mengenpreis,,2026-01-05,2026-01-10,images_edeka/alle-angebote-finden-sie-im-prospekt.jpg
Franken Brunnen Mineralwasser,"€ 5,49","1 l = 0,46 €","verschiedene Sorten, 12 x 1 Liter Kasten + 3,30 Pfand, (1 l = 0,46 €)",2026-01-05,2026-01-10,images_edeka/franken-brunnen-mineralwasser.jpg
Erdinger Weissbräu,"€ 13,99","1 l = 1,40 €","verschiedene Sorten Je nach Verfügbarkeit des Marktes., 20 x 0,5 Liter Kasten + 3,10 Pfand, (1 l = 1,40 €)",2026-01-05,2026-01-10,images_edeka/erdinger-weissbr-u.jpg
Erdinger Brauhaus Bier,"€ 13,99","1 l = 1,40 €","verschiedene Sorten Je nach Verfügbarkeit des Marktes., 20 x 0,5 Liter Kasten + 3,10 Pfand, (1 l = 1,40 €)",2026-01-05,2026-01-10,images_edeka/erdinger-brauhaus-bier.jpg
Paulaner Spezi oder Limonade,"€ 10,99","1 l = 1,10 €","verschiedene Sorten Je nach Verfügbarkeit des Marktes. *koffeinhaltige Limonade, 20 x 0,5 Liter Kasten + 3,10 Pfand, (1 l = 1,10 €)",2026-01-05,2026-01-10,images_edeka/paulaner-spezi-oder-limonade.jpg
Mönchshof Bier,"€ 13,99","1 l = 1,40 €","verschiedene Sorten Je nach Verfügbarkeit des Marktes., 20 x 0,5 Liter Kasten + 4,50 Pfand, (1 l = 1,40 €)",2026-01-05,2026-01-10,images_edeka/m-nchshof-bier.jpg
Puschkin Vodka oder Vodka-Mix,"€ 5,99","1 l = 8,56 €","verschiedene Sorten, 17,5/37,5 % Vol., 0,7 Liter Flasche, (1 l = 8,56 €)",2026-01-05,2026-01-10,images_edeka/puschkin-vodka-oder-vodka-mix.jpg
Zonin Prosecco D O C,"€ 6,99","1 l = 9,32 €","0,75 Liter Flasche, (1 l = 9,32 €)",2026-01-05,2026-01-10,images_edeka/zonin-prosecco-d-o-c.jpg
GWF Frisch Fruchtig,"€ 3,49","1 l = 4,65 €","aus Tauberfranken, verschiedene Sorten, 0,75 Liter Bocksbeutel, (1 l = 4,65 €)",2026-01-05,2026-01-10,images_edeka/gwf-frisch-fruchtig.jpg
Itarol Aperitivo Rosa oder Alkoholfrei,"€ 3,99","1 l = 5,70 €","14/0,00 % Vol., 0,7 Liter Flasche, (1 l = 5,70 €)",2026-01-05,2026-01-10,images_edeka/itarol-aperitivo-rosa-oder-alkoholfrei.jpg
Faber Sekt Light live alkoholfreier Sekt Wein Glühpunsch oder Cocktail,"€ 2,79","1 l = 3,72 €","verschiedene Sorten, 0,75 Liter Flasche, (1 l = 3,72 €)",2026-01-05,2026-01-10,images_edeka/faber-sekt-light-live-alkoholfreier-sekt-wein-gl-hpunsch-oder-cocktail.jpg
Gallo Wein oder Spritz,"€ 3,99","1 l = 5,32 €","aus Kalifornien, verschiedene Sorten Je nach Verfügbarkeit des Marktes., 0,75 Liter Flasche, (1 l = 5,32 €)",2026-01-05,2026-01-10,images_edeka/gallo-wein-oder-spritz.jpg
Gordon s Gin oder Alkoholfrei,"€ 9,99","1 l = 14,27 €","verschiedene Sorten, 0,00-37,5 % Vol., 0,7 Liter Flasche, (1 l = 14,27 €)",2026-01-05,2026-01-10,images_edeka/gordon-s-gin-oder-alkoholfrei.jpg
Kilbeggan Traditional Irish Whiskey,"€ 10,99","1 l = 15,70 €","40 % Vol., 0,7 Liter Flasche, (1 l = 15,70 €)",2026-01-05,2026-01-10,images_edeka/kilbeggan-traditional-irish-whiskey.jpg
Mangaroca Batida de Coco Rum,"€ 7,99","1 l = 11,41 €","16 % Vol., 0,7 Liter Flasche, (1 l = 11,41 €)",2026-01-05,2026-01-10,images_edeka/mangaroca-batida-de-coco-rum.jpg
Vitrex flavoured Water,"€ 0,79","1 l = 0,53 €","verschiedene Sorten, 1,5 Liter Flasche + 0,25 Pfand, (1 l = 0,53 €)",2026-01-05,2026-01-10,images_edeka/vitrex-flavoured-water.jpg
sodastream Getränkesirup,"€ 2,99","1 l = 6,80 €","verschiedene Sorten Ausgenommen Bio., 0,44 Liter Flasche, (1 l = 6,80 €)",2026-01-05,2026-01-10,images_edeka/sodastream-getr-nkesirup.jpg
Volvic natürliches Mineralwasser,"€ 0,79","1 l = 0,53 €","1,5 Liter Flasche + 0,25 Pfand, (1 l = 0,53 €)",2026-01-05,2026-01-10,images_edeka/volvic-nat-rliches-mineralwasser.jpg
Amecke oder Sanfte Säfte,"€ 1,99","1 l = 1,99 €","verschiedene Sorten Ausgenommen Bio, Orange und Mandarine Orange., 1 Liter Packung, (1 l = 1,99 €)",2026-01-05,2026-01-10,images_edeka/amecke-oder-sanfte-s-fte.jpg
Volvic Bio Tee Erfrischungsgetränk,"€ 1,29","1 l = 1,72 €","verschiedene Sorten Je nach Verfügbarkeit des Marktes., 0,75 Liter Flasche + 0,25 Pfand, (1 l = 1,72 €)",2026-01-05,2026-01-10,images_edeka/volvic-bio-tee-erfrischungsgetr-nk.jpg
Gatorade Sports Drink,"€ 0,99","1 l = 1,98 €","verschiedene Sorten, 0,5 Liter Flasche + 0,25 Pfand, (1 l = 1,98 €)",2026-01-05,2026-01-10,images_edeka/gatorade-sports-drink.jpg
Rockstar Energy Drink,"€ 1,00","1 l = 2,00 €","verschiedene Sorten, 0,5 Liter Dose + 0,25 Pfand, (1 l = 2,00 €)",2026-01-05,2026-01-10,images_edeka/rockstar-energy-drink.jpg
Gut Günstig Smoothie,"€ 1,00","1 l = 4,00 €","verschiedene Sorten, 250 ml Flasche + 0,25 Pfand, (1 l = 4,00 €)",2026-01-05,2026-01-10,images_edeka/gut-g-nstig-smoothie.jpg
Franken Brunnen oder Förstina Schorle,"€ 7,99","1 l = 0,89 €","verschiedene Sorten Ausgenommen Cola-Mix, Vital und Schorle im Glas Kasten. Je nach Verfügbarkeit des Marktes., 12 x 0,75 Liter Kasten + 3,30 Pfand, (1 l = 0,89 €)",2026-01-05,2026-01-10,images_edeka/franken-brunnen-oder-f-rstina-schorle.jpg
Clausthaler Bier Alkoholfrei,"€ 12,99","1 l = 1,30 €","verschiedene Sorten, 20 x 0,5 Liter Kasten + 3,10 Pfand, (1 l = 1,30 €)",2026-01-05,2026-01-10,images_edeka/clausthaler-bier-alkoholfrei.jpg
Alle Angebote finden Sie im Prospekt,"€ ,00",Kein Mengenpreis,,2026-01-05,2026-01-10,images_edeka/alle-angebote-finden-sie-im-prospekt.jpg
Milka Schokolade,"€ 1,00","1 kg = 11,11 €","verschiedene Sorten *Je nach Verfügbarkeit des Marktes., 85*-100 g Tafel, (1 kg = 11,11 €)",2026-01-05,2026-01-10,images_edeka/milka-schokolade.jpg
DeBeukelaer Prinzen Rolle,"€ 1,69",Kein Mengenpreis,verschiedene Sorten,2026-01-05,2026-01-10,images_edeka/debeukelaer-prinzen-rolle.jpg
funny-frisch Pom-Bär,"€ 1,19","1 kg = 15,87 €","verschiedene Sorten, 75 g Packung, (1 kg = 15,87 €)",2026-01-05,2026-01-10,images_edeka/funny-frisch-pom-b-r.jpg
kinder Cards oder Duo,"€ 1,99",Kein Mengenpreis,5/12er,2026-01-05,2026-01-10,images_edeka/kinder-cards-oder-duo.jpg
Mars Twix Snickers Bounty oder Milky Way,"€ 2,99","1 kg = 13,17 €","Mini Schokoriegel, 227 g Packung, (1 kg = 13,17 €)",2026-01-05,2026-01-10,images_edeka/mars-twix-snickers-bounty-oder-milky-way.jpg
Ferrero hanuta Minis,"€ 2,59","1 kg = 12,95 €","200 g Packung, (1 kg = 12,95 €)",2026-01-05,2026-01-10,images_edeka/ferrero-hanuta-minis.jpg
EDEKA Herzstücke Gelee Früchte,"€ 1,49","1 kg = 5,96 €","verschiedene Sorten, Pfefferminz Taler, Orangetten oder Fruchtmischung, 250 g Packung, (1 kg = 5,96 €)",2026-01-05,2026-01-10,images_edeka/edeka-herzst-cke-gelee-fr-chte.jpg
Bahlsen Gebäck,"€ 1,99",Kein Mengenpreis,verschiedene Sorten Ausgenommen schokolierte Sorten,2026-01-05,2026-01-10,images_edeka/bahlsen-geb-ck.jpg
Alle Angebote finden Sie im Prospekt,"€ ,00",Kein Mengenpreis,,2026-01-05,2026-01-10,images_edeka/alle-angebote-finden-sie-im-prospekt.jpg
o b Tampons oder Periodenslip,"€ 4,95",Kein Mengenpreis,"verschiedene Sorten Je nach Verfügbarkeit des Marktes., Packung",2026-01-05,2026-01-10,images_edeka/o-b-tampons-oder-periodenslip.jpg
Persil Vollwaschmittel,"€ 17,99",Kein Mengenpreis,verschiedene Sorten,2026-01-05,2026-01-10,images_edeka/persil-vollwaschmittel.jpg
Nivea Duschgel,"€ 1,95","1 l = 7,80 €","verschiedene Sorten, 250 ml Flasche, (1 l = 7,80 €)",2026-01-05,2026-01-10,images_edeka/nivea-duschgel.jpg
Hakle Toilettenpapier,"€ 2,99",Kein Mengenpreis,"verschiedene Sorten, 3-lagig, 8 x 150 Blatt Packung",2026-01-05,2026-01-10,images_edeka/hakle-toilettenpapier.jpg
Somat Maschinengeschirr-Reiniger,"€ 6,99",Kein Mengenpreis,verschiedene Sorten,2026-01-05,2026-01-10,images_edeka/somat-maschinengeschirr-reiniger.jpg
fit Geschirrspülmittel,"€ 1,19","1 l = 2,38 €","verschiedene Sorten, 500 ml Flasche, (1 l = 2,38 €)",2026-01-05,2026-01-10,images_edeka/fit-geschirrsp-lmittel.jpg
Viss Kraft Glanz Bad Dusche Glas Flächen oder Multi-Flächen-Reiniger,"€ 2,00","1 l = 2,67 €","Biozidprodukte vorsichtig verwenden. Vor Gebrauch stets Etikett und Produktinformation lesen., 750 ml Sprühflasche, (1 l = 2,67 €)",2026-01-05,2026-01-10,images_edeka/viss-kraft-glanz-bad-dusche-glas-fl-chen-oder-multi-fl-chen-reiniger.jpg
Nivea Deospray,"€ 2,49","1 l = 16,60 €","verschiedene Sorten, 150 ml Dose, (1 l = 16,60 €)",2026-01-05,2026-01-10,images_edeka/nivea-deospray.jpg
L Or al Paris Elvital Shampoo oder Spülung,"€ 2,99",Kein Mengenpreis,verschiedene Sorten,2026-01-05,2026-01-10,images_edeka/l-or-al-paris-elvital-shampoo-oder-sp-lung.jpg
Kuschelweich Weichspüler,"€ 1,49","1 por = 0,04 €","verschiedene Sorten, 38 WL Flasche, (1 por = 0,04 €)",2026-01-05,2026-01-10,images_edeka/kuschelweich-weichsp-ler.jpg
Nivea Haarspray oder Schaumfestiger,"€ 2,99",Kein Mengenpreis,verschiedene Sorten,2026-01-05,2026-01-10,images_edeka/nivea-haarspray-oder-schaumfestiger.jpg
Alle Angebote finden Sie im Prospekt,"€ ,00",Kein Mengenpreis,,2026-01-05,2026-01-10,images_edeka/alle-angebote-finden-sie-im-prospekt.jpg
Alle Angebote finden Sie im Prospekt,"€ ,00",Kein Mengenpreis,,2026-01-05,2026-01-10,images_edeka/alle-angebote-finden-sie-im-prospekt.jpg
EDEKA Herzstücke Premium Knusper Kissen,"€ 0,59","1 kg = 9,83 €","verschiedene Sorten oder Denta Snack, 60 g Packung, (1 kg = 9,83 €)",2026-01-05,2026-01-10,images_edeka/edeka-herzst-cke-premium-knusper-kissen.jpg
Gut Günstig Hello my cat Zarte Häppchen,"€ 4,49","1 kg = 1,87 €","verschiedene Sorten, 24 x 100 g XXL Multipackung, (1 kg = 1,87 €)",2026-01-05,2026-01-10,images_edeka/gut-g-nstig-hello-my-cat-zarte-h-ppchen.jpg
Alle Angebote finden Sie im Prospekt,"€ ,00",Kein Mengenpreis,,2026-01-05,2026-01-10,images_edeka/alle-angebote-finden-sie-im-prospekt.jpg
Roggenmischbrot,"€ 1,49",Kein Mengenpreis,"Abbildung ähnlich., 1000 g Laib",2026-01-05,2026-01-10,images_edeka/roggenmischbrot.jpg
Toscana Brötchen,"€ 0,39",Kein Mengenpreis,"Abbildung ähnlich., Stück",2026-01-05,2026-01-10,images_edeka/toscana-br-tchen.jpg
Ciabatta,"€ 0,59",Kein Mengenpreis,"Abbildung ähnlich., Stück",2026-01-05,2026-01-10,images_edeka/ciabatta.jpg
Schinken-Käse Croissant,"€ 0,69",Kein Mengenpreis,"Abbildung ähnlich., Stück",2026-01-05,2026-01-10,images_edeka/schinken-k-se-croissant.jpg
Donut,"€ 0,45",Kein Mengenpreis,"Pinky Abbildung ähnlich., Stück",2026-01-05,2026-01-10,
Alle Angebote finden Sie im Prospekt,"€ ,00",Kein Mengenpreis,,2026-01-05,2026-01-10,
