Produkt,Marke,Preis,Vorheriger Preis,Preis_kg,Hinweis,Nur_online,Gueltig_raw,Gueltig_von,Gueltig_bis,Bildpfad,assigned_labels,source_market,Einheit,nutrition_link,reference_row_id,rough_match_observation_ids,exact_match_observation_ids
Leicht Cross Knusperbrot,Keine Marke,"€ 0,99",,"1 kg = 7,92","versch. Sorten, je 125-g-Pckg.",Nein,2026-04-06 bis 2026-04-12,2026-04-06,2026-04-12,../images/rewe/bamberg_offer_125.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",bamberg,,,ref_000044,obs_0000030338|obs_0000029359|obs_0000031337|obs_0000006658|obs_0000013744|obs_0000028344|obs_0000012365|obs_0000028629|obs_0000028515|obs_0000015867,obs_0000030338|obs_0000006658|obs_0000029359|obs_0000013744|obs_0000028344|obs_0000012365|obs_0000031337|obs_0000015867
Corny Müsliriegel Milch Classic,Keine Marke,"€ 1,79",,"1 kg = 14,92",je 4 x 30-g-Riegel-Pckg.,Nein,2026-04-06 bis 2026-04-12,2026-04-06,2026-04-12,../images/rewe/bamberg_offer_126.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_milchprodukte,tag_ultra_processed,tag_whole_food",bamberg,,,ref_000045,obs_0000028802|obs_0000031015|obs_0000029026|obs_0000030708|obs_0000028764|obs_0000016990|obs_0000017003|obs_0000007022|obs_0000005187|obs_0000007378|obs_0000034817|obs_0000028751|obs_0000020596|obs_0000026884|obs_0000024877|obs_0000035101|obs_0000015018|obs_0000000796|obs_0000021415|obs_0000031658|obs_0000025668|obs_0000011543|obs_0000003614|obs_0000026178|obs_0000001628|obs_0000034410|obs_0000001643|obs_0000034649,obs_0000028802|obs_0000031015|obs_0000029026|obs_0000030708
Pumpernickel,REWE Bio,"€ 0,89",,"1 kg = 3,56",je 250-g-Pckg.,Nein,2026-04-06 bis 2026-04-12,2026-04-06,2026-04-12,../images/rewe/bamberg_offer_127.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food",bamberg,,BLS-B780500,ref_000046,obs_0000029619|obs_0000030939|obs_0000032408,obs_0000030939
Haferriegel Schoko,REWE Bio,"€ 1,59",,"1 kg = 15,14",je 3 x 35-g-Riegel-Pckg.,Nein,2026-04-06 bis 2026-04-12,2026-04-06,2026-04-12,../images/rewe/bamberg_offer_128.jpg,"cat_grundnahrung,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",bamberg,,,ref_000047,obs_0000029353,obs_0000029353
5 Minuten Terrine Nudeln in Rahmsauce,Maggi,"€ 0,99",,"1 kg = 16,23",je 61-g-Becher,Nein,2026-04-06 bis 2026-04-12,2026-04-06,2026-04-12,../images/rewe/bamberg_offer_129.jpg,"cat_grundnahrung,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed",bamberg,,,ref_000048,obs_0000031019|obs_0000030336|obs_0000032112|obs_0000032663|obs_0000029673|obs_0000032235|obs_0000022281|obs_0000018283|obs_0000019422|obs_0000027128|obs_0000008784|obs_0000015006|obs_0000008075|obs_0000013802,obs_0000030336|obs_0000031019|obs_0000032112|obs_0000032663|obs_0000029673|obs_0000032235
Fix Nudel-Schinken Gratin,Knorr,"€ 0,49",,"1 kg = 15,31",je 32-g-Btl.,Nein,2026-04-06 bis 2026-04-12,2026-04-06,2026-04-12,../images/rewe/bamberg_offer_130.jpg,"cat_grundnahrung,sub_schwein,sub_wurst,tag_ultra_processed",bamberg,,,ref_000049,obs_0000029684|obs_0000026187|obs_0000012367|obs_0000015001|obs_0000016596|obs_0000009999|obs_0000006464|obs_0000009537|obs_0000017240|obs_0000013189|obs_0000010701|obs_0000021014|obs_0000020195|obs_0000028387|obs_0000016624|obs_0000017657|obs_0000026433|obs_0000034378|obs_0000025048|obs_0000018941|obs_0000010238,obs_0000029684
Eintopf,Erasco,"€ 1,99",,"1 kg = 2,49","versch. Sorten, je 800-g-Dose",Nein,2026-04-06 bis 2026-04-12,2026-04-06,2026-04-12,../images/rewe/bamberg_offer_131.jpg,"cat_grundnahrung,diet_vegetarian",bamberg,,BLS-H861100,ref_000050,obs_0000008449|obs_0000034827|obs_0000013608|obs_0000001972|obs_0000028413|obs_0000014982|obs_0000009646|obs_0000027989|obs_0000008055|obs_0000000614|obs_0000034197|obs_0000033814|obs_0000032417|obs_0000031018|obs_0000005169|obs_0000031329|obs_0000006123|obs_0000030714|obs_0000007571|obs_0000007000|obs_0000034687|obs_0000005196|obs_0000007029,obs_0000008449|obs_0000014982|obs_0000034827|obs_0000032417|obs_0000013608|obs_0000031018|obs_0000009646|obs_0000005169|obs_0000001972|obs_0000027989|obs_0000031329|obs_0000006123|obs_0000008055|obs_0000030714|obs_0000028413
Volvic Mineralwasser,Keine Marke,"€ 3,99",,"1 l = 0,44","Naturelle, je 6 x 1,5-l-Fl.-Pckg., zzgl. 1,50 € Pfand",Nein,2026-04-06 bis 2026-04-12,2026-04-06,2026-04-12,../images/rewe/bamberg_offer_159.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food",bamberg,,BLS-N120000,ref_000051,obs_0000032706|obs_0000005270|obs_0000007093|obs_0000027653|obs_0000034851|obs_0000015908|obs_0000031797|obs_0000026205|obs_0000008801|obs_0000003689|obs_0000015481|obs_0000031867|obs_0000012414|obs_0000031871|obs_0000028800|obs_0000034437|obs_0000008841|obs_0000009353|obs_0000028841|obs_0000027836|obs_0000011969|obs_0000021185|obs_0000027856|obs_0000008437|obs_0000034043|obs_0000034044|obs_0000009985|obs_0000028931|obs_0000035059|obs_0000010519|obs_0000031006|obs_0000014625|obs_0000028968|obs_0000001349|obs_0000026948|obs_0000028493|obs_0000008537|obs_0000011123|obs_0000028537|obs_0000028027|obs_0000020366|obs_0000028603|obs_0000034235|obs_0000034238|obs_0000026570|obs_0000013773|obs_0000025562|obs_0000028654|obs_0000014332,obs_0000031871|obs_0000028931|obs_0000010519|obs_0000032706
Die Ofenfrische Vier Käse,Dr Oetker,"€ 2,22",,"1 kg = 5,41","tiefgefroren, je 410-g-Pckg.",Nein,2026-04-06 bis 2026-04-12,2026-04-06,2026-04-12,../images/rewe/bamberg_offer_108.jpg,"cat_tiefkuehl,sub_kaese,sub_milchprodukte,sub_tk_pizza,tag_ultra_processed",bamberg,,,ref_000052,obs_0000031168|obs_0000029346|obs_0000030510|obs_0000006457|obs_0000010631|obs_0000008883,obs_0000031168|obs_0000029346|obs_0000030510
Pepsi,Keine Marke,"€ 0,88",,"1 l = 0,70","versch. Sorten, koffeinhaltig, je 1,25-l-Fl., zzgl. 0,25 € Pfand",Nein,2026-04-06 bis 2026-04-12,2026-04-06,2026-04-12,../images/rewe/bamberg_offer_160.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_obst,tag_ultra_processed,tag_whole_food",bamberg,,,ref_000053,obs_0000028178|obs_0000032020|obs_0000029724|obs_0000032298|obs_0000022509|obs_0000024974|obs_0000008080|obs_0000019876|obs_0000018984|obs_0000020523|obs_0000008515|obs_0000030298|obs_0000030682|obs_0000021342|obs_0000010471|obs_0000027376|obs_0000032126|obs_0000003505|obs_0000007991|obs_0000006725|obs_0000006215|obs_0000007091,obs_0000028178|obs_0000032020|obs_0000029724|obs_0000032298|obs_0000022509
Ice Tea,Lipton,"€ 1,29",,"1 l = 1,03","versch. Sorten, je 1,25-l-Fl., zzgl. 0,25 € Pfand",Nein,2026-04-06 bis 2026-04-12,2026-04-06,2026-04-12,../images/rewe/bamberg_offer_162.jpg,"cat_getraenke,tag_ultra_processed",bamberg,,,ref_000054,obs_0000020995|obs_0000020024|obs_0000019013|obs_0000016458|obs_0000031818|obs_0000020176|obs_0000013051|obs_0000025367|obs_0000013713|obs_0000006551|obs_0000031815|obs_0000009902|obs_0000009437|obs_0000027466|obs_0000011369|obs_0000016097|obs_0000015245|obs_0000029978|obs_0000030683|obs_0000026737|obs_0000017671|obs_0000018798|obs_0000006018|obs_0000005643|obs_0000007470|obs_0000032067,obs_0000020995|obs_0000022051|obs_0000020024|obs_0000019013|obs_0000031815|obs_0000016458|obs_0000031818|obs_0000021610|obs_0000020176|obs_0000013051|obs_0000025367|obs_0000029978|obs_0000020791|obs_0000013713|obs_0000006551|obs_0000030683
Toilettenpapier,Hakle,"€ 2,99",,"pro Einheit = 2,99","versch. Sorten, 4-lagig, je 8 x 130-Blatt-Pckg.",Nein,2026-04-06 bis 2026-04-12,2026-04-06,2026-04-12,../images/rewe/bamberg_offer_190.jpg,cat_drogerie,bamberg,,,ref_000055,obs_0000033855|obs_0000013454|obs_0000027323|obs_0000014665|obs_0000011770|obs_0000000527|obs_0000003599|obs_0000001568|obs_0000010282|obs_0000002116|obs_0000026693|obs_0000024163|obs_0000013932|obs_0000004745|obs_0000023741|obs_0000034994|obs_0000028373|obs_0000025816|obs_0000028891|obs_0000026332|obs_0000004318|obs_0000033514|obs_0000000748|obs_0000033004|obs_0000000261|obs_0000008992|obs_0000000809|obs_0000003891|obs_0000001341|obs_0000033636|obs_0000033135|obs_0000028024|obs_0000006587|obs_0000015949|obs_0000013633|obs_0000034260|obs_0000005667|obs_0000029750|obs_0000012878|obs_0000015950|obs_0000008297|obs_0000006764|obs_0000007297|obs_0000031364|obs_0000009866|obs_0000028827|obs_0000002720|obs_0000005291|obs_0000033456|obs_0000009406,obs_0000000527|obs_0000003599|obs_0000001568|obs_0000010282|obs_0000033855|obs_0000002116|obs_0000026693|obs_0000024163|obs_0000013932|obs_0000007297|obs_0000004745|obs_0000013454|obs_0000005291|obs_0000027323|obs_0000023741|obs_0000034994|obs_0000028373|obs_0000025816|obs_0000028891|obs_0000026332|obs_0000004318|obs_0000033514|obs_0000000748|obs_0000033004|obs_0000000261|obs_0000008992|obs_0000000809|obs_0000003891|obs_0000001341|obs_0000014665|obs_0000007502|obs_0000033636|obs_0000033135|obs_0000028024|obs_0000006053|obs_0000006587|obs_0000007117|obs_0000011770
Softlan Weichspüler Ultra,Keine Marke,"€ 1,29",,"pro Einheit = 1,29","versch. Sorten, je 1-l-Fl.",Nein,2026-04-06 bis 2026-04-12,2026-04-06,2026-04-12,../images/rewe/bamberg_offer_191.jpg,"cat_drogerie,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food",bamberg,,,ref_000056,obs_0000029732|obs_0000005663|obs_0000008789|obs_0000006941|obs_0000010761|obs_0000003597|obs_0000019489|obs_0000012876|obs_0000025167|obs_0000032849|obs_0000021593|obs_0000026203|obs_0000023651|obs_0000021098|obs_0000009843|obs_0000026740|obs_0000013955|obs_0000015508|obs_0000032921|obs_0000031910|obs_0000009383|obs_0000013480|obs_0000028356|obs_0000010952|obs_0000006387|obs_0000016125|obs_0000020774|obs_0000020279|obs_0000011598|obs_0000022870|obs_0000034675|obs_0000033664|obs_0000019865|obs_0000015261|obs_0000033198|obs_0000021945|obs_0000008124|obs_0000027580|obs_0000016852|obs_0000031701|obs_0000014305,obs_0000029732
Odol-med 3 Zahncreme White Shine,Keine Marke,"€ 3,99",,"1 l = 17,73","2+1 Gratis, je 3 x 75-ml-Tuben-Pckg.",Nein,2026-04-06 bis 2026-04-12,2026-04-06,2026-04-12,../images/rewe/bamberg_offer_192.jpg,"cat_drogerie,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food",bamberg,,,ref_000057,obs_0000032773|obs_0000007111|obs_0000031055|obs_0000005488|obs_0000006397,
Old Spice Duschgel,Keine Marke,"€ 1,99",,"1 l = 7,96","Captain, je 250-ml-Fl.",Nein,2026-04-06 bis 2026-04-12,2026-04-06,2026-04-12,../images/rewe/bamberg_offer_193.jpg,"cat_drogerie,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",bamberg,,,ref_000058,obs_0000030358|obs_0000011788|obs_0000017459|obs_0000015972|obs_0000031850|obs_0000008329|obs_0000015523|obs_0000026290|obs_0000031924|obs_0000026347|obs_0000028939|obs_0000035065|obs_0000013602|obs_0000028963|obs_0000014682|obs_0000009054|obs_0000011624|obs_0000013165|obs_0000026494|obs_0000011174,obs_0000013602
Bübchen Shampoo Duschgel,Keine Marke,"€ 1,49",,"1 l = 6,48","versch. Sorten, je 230-ml-Fl.",Nein,2026-04-06 bis 2026-04-12,2026-04-06,2026-04-12,../images/rewe/bamberg_offer_194.jpg,"cat_drogerie,tag_ultra_processed,tag_whole_food",bamberg,,,ref_000059,obs_0000028459|obs_0000028680|obs_0000011788|obs_0000034854|obs_0000017459|obs_0000009796|obs_0000032840|obs_0000004179|obs_0000033372|obs_0000015972|obs_0000031850|obs_0000009325|obs_0000019053|obs_0000032877|obs_0000024178|obs_0000033398|obs_0000008329|obs_0000021647|obs_0000010913|obs_0000015523|obs_0000026290|obs_0000031924|obs_0000033460|obs_0000023755|obs_0000009955|obs_0000026347|obs_0000033529|obs_0000021764|obs_0000034052|obs_0000028939|obs_0000035065|obs_0000035066|obs_0000009494|obs_0000013602|obs_0000028963|obs_0000033059|obs_0000033092|obs_0000033623|obs_0000014682|obs_0000011610|obs_0000020828|obs_0000009054|obs_0000034662|obs_0000011624|obs_0000013165|obs_0000033133|obs_0000033649|obs_0000001916|obs_0000026494|obs_0000008067,obs_0000028459
L Or al Elvital Shampoo,Keine Marke,"€ 2,99",,"1 l = 9,97","Color-Glanz, je 300-ml-Fl.",Nein,2026-04-06 bis 2026-04-12,2026-04-06,2026-04-12,../images/rewe/bamberg_offer_195.jpg,"cat_drogerie,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food",bamberg,,,ref_000060,obs_0000030356|obs_0000030367|obs_0000005296|obs_0000006051|obs_0000033849|obs_0000019771|obs_0000033191|obs_0000008625|obs_0000016820|obs_0000028680|obs_0000034854|obs_0000009796|obs_0000032840|obs_0000004179|obs_0000033372|obs_0000009325|obs_0000019053|obs_0000032877|obs_0000024178|obs_0000033398|obs_0000021647|obs_0000010913|obs_0000033460|obs_0000023755|obs_0000009955|obs_0000033529|obs_0000021764|obs_0000034052|obs_0000035066|obs_0000009494|obs_0000033059|obs_0000033092|obs_0000033623|obs_0000011610|obs_0000020828|obs_0000034662|obs_0000033133|obs_0000033649|obs_0000001916|obs_0000008067|obs_0000028560|obs_0000033168|obs_0000005033|obs_0000010154|obs_0000000446|obs_0000033215|obs_0000034239|obs_0000033227|obs_0000033237|obs_0000033244,obs_0000033849|obs_0000030356
Hipp Hippis Fruchtquetschen,Keine Marke,"€ 0,89",,"1 kg = 8,90","versch. Sorten, je 100-g-Btl.",Nein,2026-04-06 bis 2026-04-12,2026-04-06,2026-04-12,../images/rewe/bamberg_offer_196.jpg,"cat_drogerie,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",bamberg,,,ref_000061,obs_0000029387|obs_0000031922,obs_0000029387
All in 1 Pods,Lenor,"€ 4,99",,"pro Einheit = 0,33","Amethyst & Blütentraum, je 15-WL-Pckg.",Nein,2026-04-06 bis 2026-04-12,2026-04-06,2026-04-12,../images/rewe/bamberg_offer_197.jpg,cat_drogerie,bamberg,,,ref_000062,obs_0000028287|obs_0000030722|obs_0000029740|obs_0000031669,obs_0000030722|obs_0000029740|obs_0000028287
L Or al Elvital Spülung,Keine Marke,"€ 2,99",,"1 l = 11,96","Color-Glanz, je 250-ml-Fl.",Nein,2026-04-06 bis 2026-04-12,2026-04-06,2026-04-12,../images/rewe/bamberg_offer_198.jpg,"cat_drogerie,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food",bamberg,,,ref_000063,obs_0000030367|obs_0000030356|obs_0000006051|obs_0000005296|obs_0000002339,obs_0000030367
Taschentücher Box,Tempo,"€ 1,99",,"pro Einheit = 1,99",je 100-St.-Pckg.,Nein,2026-04-06 bis 2026-04-12,2026-04-06,2026-04-12,../images/rewe/bamberg_offer_199.jpg,cat_drogerie,bamberg,,,ref_000064,obs_0000031764|obs_0000031059|obs_0000013922|obs_0000021120|obs_0000012007|obs_0000033002|obs_0000006388|obs_0000031049|obs_0000020301|obs_0000011599|obs_0000024952|obs_0000009761|obs_0000012879|obs_0000009297|obs_0000012458|obs_0000033673|obs_0000032037,obs_0000031764|obs_0000013922|obs_0000006249|obs_0000007296|obs_0000021120|obs_0000005854|obs_0000012007|obs_0000033002|obs_0000006388|obs_0000031049|obs_0000020301|obs_0000011599|obs_0000031059|obs_0000024952
Taschentücher,Tempo,"€ 1,99",,"pro Einheit = 1,99",je 15 x 10-St.-Pckg.,Nein,2026-04-06 bis 2026-04-12,2026-04-06,2026-04-12,../images/rewe/bamberg_offer_189.jpg,cat_drogerie,bamberg,,,ref_000065,obs_0000031049|obs_0000020301|obs_0000011599|obs_0000013922|obs_0000012007|obs_0000033002|obs_0000006388|obs_0000024952|obs_0000021120|obs_0000033673|obs_0000009761|obs_0000012458|obs_0000012879|obs_0000009297|obs_0000031764|obs_0000010159|obs_0000031059|obs_0000035077|obs_0000006057|obs_0000034871|obs_0000006592|obs_0000034990|obs_0000007115|obs_0000005854|obs_0000033631|obs_0000007296|obs_0000006249|obs_0000005484|obs_0000008063|obs_0000014666|obs_0000032037,obs_0000033673|obs_0000031764|obs_0000009761|obs_0000012458|obs_0000031049|obs_0000020301|obs_0000011599|obs_0000012879|obs_0000009297|obs_0000031059|obs_0000005854|obs_0000007296|obs_0000013922|obs_0000012007|obs_0000006249|obs_0000033002|obs_0000006388|obs_0000024952|obs_0000021120
Grillkohle oder Grillbriketts,REWE Beste Wahl,"€ 5,99",,"1 kg = 2,40",je 1-Pckg.,Nein,2026-04-06 bis 2026-04-12,2026-04-06,2026-04-12,../images/rewe/bamberg_offer_200.jpg,"cat_knabbern_naschen,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food",bamberg,,,ref_000066,,
Butcher s Anzündkamin,Keine Marke,"€ 8,99",,"pro Einheit = 8,99","Griff mit Hitzeschutzschild Höhe ca. 27,5 cm Boden Ø ca. 16 cm, Öffnung Ø ca. 18 cm, je 1-St.",Nein,2026-04-06 bis 2026-04-12,2026-04-06,2026-04-12,../images/rewe/bamberg_offer_202.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",bamberg,,,ref_000067,,
Butcher s Grillpfännchen 6-teilig,Keine Marke,"€ 5,99",,"pro Einheit = 5,99","2 Edelstahlpfännchen und 4 Buche-Schaber, je 1-Pckg.",Nein,2026-04-06 bis 2026-04-12,2026-04-06,2026-04-12,../images/rewe/bamberg_offer_203.jpg,"cat_tiefkuehl,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food",bamberg,,,ref_000068,,
Butcher s 3-in-1 Grillbürste,Keine Marke,"€ 2,99",,"pro Einheit = 2,99","mit kräftigem Putzschwamm und Edelstahlborsten, je 1-St.",Nein,2026-04-06 bis 2026-04-12,2026-04-06,2026-04-12,../images/rewe/bamberg_offer_204.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food",bamberg,,,ref_000069,,
Tomatengewächshaus ca 100 x 150 x 50 cm,Keine Marke,"€ 12,99",,"pro Einheit = 12,99",je 1-St.,Nein,2026-04-06 bis 2026-04-12,2026-04-06,2026-04-12,../images/rewe/bamberg_offer_205.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,tag_whole_food",bamberg,,,ref_000070,,
Tulpen,Keine Marke,"€ 1,99",,"pro Einheit = 1,99","versch. Farben, je 1-Bund",Nein,2026-04-06 bis 2026-04-12,2026-04-06,2026-04-12,../images/rewe/bamberg_offer_206.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_gemuese,sub_frisches_obst,tag_ultra_processed,tag_whole_food",bamberg,,,ref_000071,obs_0000034533|obs_0000029749|obs_0000001596|obs_0000034401|obs_0000031365|obs_0000030045,obs_0000034533|obs_0000029749
Rosenzauber,Keine Marke,"€ 4,79",,"pro Einheit = 4,79","mit Floralife Schnittblumen- nahrung, je 1-Bund",Nein,2026-04-06 bis 2026-04-12,2026-04-06,2026-04-12,../images/rewe/bamberg_offer_207.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_obst,tag_ultra_processed,tag_whole_food",bamberg,,,ref_000072,,
Hortensie,Keine Marke,"€ 4,79",,"pro Einheit = 4,79","versch. Farben, je 1-Topf",Nein,2026-04-06 bis 2026-04-12,2026-04-06,2026-04-12,../images/rewe/bamberg_offer_208.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food",bamberg,,,ref_000073,obs_0000013248,obs_0000013248
Blühpflanzen-Mix,Keine Marke,"€ 2,79",,"pro Einheit = 2,79","versch. Sorten und Farben, je 1-Topf",Nein,2026-04-06 bis 2026-04-12,2026-04-06,2026-04-12,../images/rewe/bamberg_offer_209.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",bamberg,,,ref_000074,obs_0000024700|obs_0000010966|obs_0000014078|obs_0000010567|obs_0000014169|obs_0000014267,
Husarenknopf,Keine Marke,"€ 1,99",,"pro Einheit = 1,99",je 1-Topf,Nein,2026-04-06 bis 2026-04-12,2026-04-06,2026-04-12,../images/rewe/bamberg_offer_210.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_gemuese,sub_frisches_obst,tag_whole_food",bamberg,,BLS-D734700,ref_000075,,
Nelkenschön,Keine Marke,"€ 3,99",,"pro Einheit = 3,99","versch. Farben, im dekorativen Korb, je 1-Topf",Nein,2026-04-06 bis 2026-04-12,2026-04-06,2026-04-12,../images/rewe/bamberg_offer_211.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food",bamberg,,,ref_000076,,
Butcher s Grillzange Grillwender oder Grillbürste,Keine Marke,"€ 6,99",,"pro Einheit = 6,99",je 1-St.,Nein,2026-04-06 bis 2026-04-12,2026-04-06,2026-04-12,../images/rewe/bamberg_offer_201.jpg,"cat_getraenke,diet_vegan,diet_vegetarian",bamberg,,,ref_000077,,
Waschmittel flüssig,Lenor,"€ 4,99",,"pro Einheit = 0,25","Aprilfrisch, je 20-WL-Fl.",Nein,2026-04-06 bis 2026-04-12,2026-04-06,2026-04-12,../images/rewe/bamberg_offer_188.jpg,cat_drogerie,bamberg,,,ref_000078,obs_0000033070|obs_0000033255|obs_0000033361|obs_0000033426|obs_0000033446|obs_0000032992|obs_0000021736|obs_0000033001|obs_0000021230|obs_0000020411|obs_0000018152|obs_0000022331|obs_0000003486|obs_0000022520|obs_0000030776|obs_0000018563|obs_0000017788|obs_0000018843|obs_0000018449|obs_0000034866|obs_0000027703|obs_0000012875|obs_0000016462|obs_0000023646|obs_0000018542|obs_0000019568|obs_0000024174|obs_0000013946|obs_0000025217|obs_0000026760|obs_0000021665|obs_0000033445|obs_0000002728|obs_0000012454|obs_0000023748|obs_0000023244|obs_0000025812|obs_0000017654|obs_0000015109|obs_0000033069|obs_0000022340|obs_0000018794|obs_0000020846|obs_0000019827|obs_0000022410|obs_0000012181|obs_0000019384|obs_0000017352|obs_0000026568|obs_0000025598,obs_0000030776|obs_0000018563|obs_0000033426|obs_0000032992|obs_0000021736|obs_0000021230|obs_0000033070|obs_0000033659|obs_0000017788|obs_0000018843|obs_0000020411|obs_0000033255
Kesper Küchenregale,Keine Marke,"€ 7,99",,"pro Einheit = 7,99","Küchenregal ca. 55 x 13,5 x 15 cm 7.99 UVP 19.99 Küchen-Eckregal ca. 52 x 29,5/39 cm 12.99 UVP 29.99 Obst-/Gemüseregal ca. 39,5 x 26/34,5 cm 17.99 UVP 49.99, je 1-St.",Nein,2026-04-06 bis 2026-04-12,2026-04-06,2026-04-12,../images/rewe/bamberg_offer_187.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food",bamberg,,,ref_000079,,
Outdoor Teppich,Keine Marke,"€ 7,99",,"pro Einheit = 7,99","100% Polypropylen ca. 90 x 150 cm 7.99 ca. 118 x 180 cm 9.99, je 1-St.",Nein,2026-04-06 bis 2026-04-12,2026-04-06,2026-04-12,../images/rewe/bamberg_offer_186.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food",bamberg,,,ref_000080,obs_0000022666|obs_0000020811|obs_0000025040|obs_0000023892|obs_0000024316|obs_0000021630,
Gatorade,Keine Marke,"€ 0,99",,"1 l = 1,98","versch. Sorten, je 0,5-l-Fl., zzgl. 0,25 € Pfand",Nein,2026-04-06 bis 2026-04-12,2026-04-06,2026-04-12,../images/rewe/bamberg_offer_163.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_obst,tag_ultra_processed,tag_whole_food",bamberg,,,ref_000081,obs_0000005273,
Rhönsprudel Mineralwasser,Keine Marke,"€ 5,49",,"1 l = 0,61","versch. Sorten, je 12 x 0,75-l-Fl.-Kasten, zzgl. 3,30 € Pfand",Nein,2026-04-06 bis 2026-04-12,2026-04-06,2026-04-12,../images/rewe/bamberg_offer_164.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian",bamberg,,,ref_000082,obs_0000029415|obs_0000032710|obs_0000030684|obs_0000027653|obs_0000034851|obs_0000015908|obs_0000031797|obs_0000026205|obs_0000008801|obs_0000003689|obs_0000015481|obs_0000031867|obs_0000012414|obs_0000031871|obs_0000028800|obs_0000034437|obs_0000008841|obs_0000009353|obs_0000028841|obs_0000027836|obs_0000011969|obs_0000021185|obs_0000027856|obs_0000008437|obs_0000034043|obs_0000034044|obs_0000009985|obs_0000028931|obs_0000035059|obs_0000010519|obs_0000031006|obs_0000014625|obs_0000028968|obs_0000026948|obs_0000028493|obs_0000008537|obs_0000011123|obs_0000028537|obs_0000028027|obs_0000020366|obs_0000028603|obs_0000034235|obs_0000034238|obs_0000026570|obs_0000013773|obs_0000025562|obs_0000028654|obs_0000014332,obs_0000029415|obs_0000035059|obs_0000034653|obs_0000034238|obs_0000032710|obs_0000026570|obs_0000030684
