Produkt,Marke,Preis,Vorheriger Preis,Preis_kg,Hinweis,Nur_online,Gueltig_raw,Gueltig_von,Gueltig_bis,Bildpfad,assigned_labels,source_market,nutrition_link,reference_row_id,rough_match_observation_ids,exact_match_observation_ids
Bonne Maman Weniger Zucker mehr Frucht Konfitüre,Keine Marke,"€ 2,49",,"1 kg = 7,43","Erdbeere, je 335-g-Glas",Nein,2026-03-23 bis 2026-03-29,2026-03-23,2026-03-29,images_rewe/bamberg_offer_149.jpg,"cat_grundnahrung,diet_vegetarian,tag_ultra_processed",bamberg,,ref_000048,obs_0000030710|obs_0000006313|obs_0000030695|obs_0000005567|obs_0000028522|obs_0000028637,obs_0000030710
Kölln Cereals Risps,Keine Marke,"€ 2,49",,"1 kg = 6,64",je 375-g-Pckg.,Nein,2026-03-23 bis 2026-03-29,2026-03-23,2026-03-29,images_rewe/bamberg_offer_148.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",bamberg,,ref_000049,,
Hawesta extra zarte Heringsfilets,Keine Marke,"€ 1,11",,"1 kg = 5,55","versch. Sorten, je 200-g-Dose",Nein,2026-03-23 bis 2026-03-29,2026-03-23,2026-03-29,images_rewe/bamberg_offer_154.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food",bamberg,,ref_000050,obs_0000032302|obs_0000006134|obs_0000028030|obs_0000008151|obs_0000011345|obs_0000012835|obs_0000013969|obs_0000014064|obs_0000015371|obs_0000034021|obs_0000034417|obs_0000002069|obs_0000002730|obs_0000008976|obs_0000011350|obs_0000011593|obs_0000012176|obs_0000012446|obs_0000013180|obs_0000013624|obs_0000014367|obs_0000015088|obs_0000015501|obs_0000019269|obs_0000027864,obs_0000006134|obs_0000032302
Tuc Cracker,Keine Marke,"€ 0,89",,"1 kg = 8,90","versch. Sorten, je 100-g-Pckg.",Nein,2026-03-23 bis 2026-03-29,2026-03-23,2026-03-29,images_rewe/bamberg_offer_181.jpg,"cat_knabbern_naschen,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",bamberg,BLS-D050000,ref_000051,obs_0000007685|obs_0000008909|obs_0000008024|obs_0000014294|obs_0000018964|obs_0000003528|obs_0000010537|obs_0000011380|obs_0000012384|obs_0000013564|obs_0000015892|obs_0000026987,obs_0000007685|obs_0000008909
Franken Gold Weizenmehl,Keine Marke,"€ 0,99",,"pro Einheit = 0,99","Type 405, je 1000-g-Pckg.",Nein,2026-03-23 bis 2026-03-29,2026-03-23,2026-03-29,images_rewe/bamberg_offer_163.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food",bamberg,,ref_000052,obs_0000034007|obs_0000034218|obs_0000034621|obs_0000001854|obs_0000002617|obs_0000003343|obs_0000010442|obs_0000010721|obs_0000011104|obs_0000012629|obs_0000012669|obs_0000013227|obs_0000015276|obs_0000023259|obs_0000026310|obs_0000027275|obs_0000028845|obs_0000031712|obs_0000031776,
Hellmann s Tomato Ketchup,Keine Marke,"€ 1,99",,"1 l = 3,98",je 500-ml-Fl.,Nein,2026-03-23 bis 2026-03-29,2026-03-23,2026-03-29,images_rewe/bamberg_offer_165.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,tag_ultra_processed,tag_whole_food",bamberg,,ref_000053,obs_0000032677|obs_0000034616|obs_0000008294|obs_0000010249|obs_0000011348|obs_0000014295|obs_0000014833|obs_0000015843|obs_0000018347|obs_0000022471|obs_0000002118|obs_0000014529,obs_0000032677
Finest Selection,Merci,"€ 5,99",,"1 kg = 14,98",je 400-g-Pckg.,Nein,2026-03-23 bis 2026-03-29,2026-03-23,2026-03-29,images_rewe/bamberg_offer_179.jpg,"cat_knabbern_naschen,tag_ultra_processed",bamberg,,ref_000054,obs_0000015264|obs_0000030284|obs_0000008926|obs_0000032160|obs_0000014288|obs_0000031828|obs_0000035020|obs_0000011580|obs_0000026027|obs_0000022988|obs_0000016848,
Saltletts Sticks,Lorenz,"€ 1,11",,"1 kg = 4,44",je 250-g-Pckg.,Nein,2026-03-23 bis 2026-03-29,2026-03-23,2026-03-29,images_rewe/bamberg_offer_178.jpg,"cat_knabbern_naschen,tag_ultra_processed",bamberg,,ref_000055,obs_0000017410|obs_0000033807|obs_0000010511|obs_0000019303|obs_0000000911|obs_0000001531|obs_0000007701|obs_0000006043|obs_0000015885|obs_0000014804,obs_0000006043
Choco Crossies,Nestl,"€ 2,29",,"1 kg = 15,27",je 150-g-Pckg.,Nein,2026-03-23 bis 2026-03-29,2026-03-23,2026-03-29,images_rewe/bamberg_offer_177.jpg,"cat_knabbern_naschen,tag_ultra_processed",bamberg,,ref_000056,obs_0000033498|obs_0000010066|obs_0000008018|obs_0000025427|obs_0000032157|obs_0000032694|obs_0000030666|obs_0000010930|obs_0000012408|obs_0000013552|obs_0000011118|obs_0000028149|obs_0000005655|obs_0000006231|obs_0000007105,obs_0000033498|obs_0000010066|obs_0000008018|obs_0000025427
Schmunzelhase,Milka,"€ 1,19",,"1 kg = 26,44","versch. Sorten, je 45-g-St.",Nein,2026-03-23 bis 2026-03-29,2026-03-23,2026-03-29,images_rewe/bamberg_offer_176.jpg,"cat_knabbern_naschen,diet_vegetarian,sub_milchprodukte,tag_ultra_processed",bamberg,,ref_000057,obs_0000013874,obs_0000013874
Chips,Pringles,"€ 1,79",,"1 kg = 10,85","versch. Sorten, je 165-g-Dose",Nein,2026-03-23 bis 2026-03-29,2026-03-23,2026-03-29,images_rewe/bamberg_offer_175.jpg,"cat_knabbern_naschen,tag_ultra_processed",bamberg,,ref_000058,obs_0000002584|obs_0000003161|obs_0000033655|obs_0000031705|obs_0000014349|obs_0000035109|obs_0000023296|obs_0000014595|obs_0000011110|obs_0000034193|obs_0000015889|obs_0000010270|obs_0000000033|obs_0000008236|obs_0000002126|obs_0000021584|obs_0000034402|obs_0000010390|obs_0000032432|obs_0000003763|obs_0000028868|obs_0000026827|obs_0000008911|obs_0000022229|obs_0000001764|obs_0000028950|obs_0000020765|obs_0000033679|obs_0000001941|obs_0000034206|obs_0000013222|obs_0000015272|obs_0000026589|obs_0000010725|obs_0000001536|obs_0000010237|obs_0000007686|obs_0000018514|obs_0000025700|obs_0000028803|obs_0000028815|obs_0000014102|obs_0000011548|obs_0000035085|obs_0000011109|obs_0000030104|obs_0000033689|obs_0000022996|obs_0000002551|obs_0000007684,obs_0000014349|obs_0000002584|obs_0000035109|obs_0000003161|obs_0000023296|obs_0000014595|obs_0000011110|obs_0000033655|obs_0000034193|obs_0000031705
Lindt Goldhase,Keine Marke,"€ 2,22",,"1 kg = 22,20",je 100-g-St.,Nein,2026-03-23 bis 2026-03-29,2026-03-23,2026-03-29,images_rewe/bamberg_offer_174.jpg,"cat_knabbern_naschen,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_obst,tag_ultra_processed,tag_whole_food",bamberg,,ref_000059,obs_0000013665,
Maier Gewürzgurken oder Gurkensticks,Keine Marke,"€ 1,69",,"1 kg = 4,69","je 670-g-Glas, 360 g Abtropfgewicht",Nein,2026-03-23 bis 2026-03-29,2026-03-23,2026-03-29,images_rewe/bamberg_offer_164.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,tag_ultra_processed,tag_whole_food",bamberg,,ref_000060,obs_0000033813|obs_0000028552|obs_0000028669,
Mon Ch ri,Keine Marke,"€ 2,39",,"1 kg = 15,22",je 157-g-Pckg.,Nein,2026-03-23 bis 2026-03-29,2026-03-23,2026-03-29,images_rewe/bamberg_offer_173.jpg,"cat_knabbern_naschen,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_gemuese,sub_frisches_obst,tag_ultra_processed,tag_whole_food",bamberg,,ref_000061,obs_0000032118|obs_0000032466|obs_0000034395|obs_0000026133|obs_0000007278|obs_0000007486|obs_0000006028|obs_0000009167|obs_0000012387|obs_0000015291,obs_0000034395|obs_0000026133|obs_0000032118|obs_0000032466
Haribo Goldbären oder Rote Tüte,Keine Marke,"€ 0,79",,"1 kg = 4,51",je 175-g-Btl.,Nein,2026-03-23 bis 2026-03-29,2026-03-23,2026-03-29,images_rewe/bamberg_offer_171.jpg,"cat_knabbern_naschen,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,sub_frisches_obst,tag_ultra_processed,tag_whole_food",bamberg,,ref_000062,obs_0000028828,
Ritter Sport Schokolade,Keine Marke,"€ 1,11",,"1 kg = 11,10","versch. Sorten, je 100-g-Tafel",Nein,2026-03-23 bis 2026-03-29,2026-03-23,2026-03-29,images_rewe/bamberg_offer_170.jpg,"cat_knabbern_naschen,diet_vegetarian,tag_ultra_processed",bamberg,BLS-S570000,ref_000063,obs_0000029001|obs_0000032007|obs_0000032690|obs_0000006816|obs_0000030285|obs_0000031301|obs_0000007277|obs_0000007487|obs_0000030307|obs_0000032476|obs_0000006748|obs_0000005836|obs_0000005654|obs_0000005468|obs_0000006037|obs_0000000091|obs_0000000138|obs_0000000230|obs_0000033056|obs_0000034013|obs_0000001524|obs_0000034408|obs_0000034411|obs_0000002336|obs_0000003326|obs_0000003851|obs_0000004019|obs_0000004278|obs_0000004446|obs_0000004705|obs_0000004873|obs_0000006579|obs_0000008595|obs_0000008610|obs_0000008861|obs_0000009149|obs_0000010166|obs_0000010522|obs_0000011112|obs_0000011765|obs_0000011783|obs_0000012219|obs_0000013394|obs_0000013879|obs_0000014104|obs_0000015026|obs_0000015454|obs_0000015893|obs_0000016691|obs_0000017539,obs_0000006816|obs_0000029001|obs_0000032007|obs_0000032690
Seelenwärmer Tassen - Cremepudding,Dr Oetker,"€ 0,79",,"1 kg = 13,62","Schoko, je 58-g-Pckg.",Nein,2026-03-23 bis 2026-03-29,2026-03-23,2026-03-29,images_rewe/bamberg_offer_168.jpg,"cat_grundnahrung,sub_milchprodukte,sub_sahne_creme,tag_ultra_processed",bamberg,,ref_000064,obs_0000001888|obs_0000003003|obs_0000031779|obs_0000031916|obs_0000013887|obs_0000011101,obs_0000031779|obs_0000001888|obs_0000003003
Semmel Knödel,Pfanni,"€ 1,49",,"1 kg = 7,45",je 200-g-Pckg.,Nein,2026-03-23 bis 2026-03-29,2026-03-23,2026-03-29,images_rewe/bamberg_offer_167.jpg,"cat_grundnahrung,diet_vegetarian,sub_kartoffeln,tag_ultra_processed",bamberg,BLS-E606000,ref_000065,obs_0000033816|obs_0000001965|obs_0000006822|obs_0000032490|obs_0000034190|obs_0000027214|obs_0000034892,obs_0000033816|obs_0000001965
Fix Airfryer Paprika Pommes Frites,Maggi,"€ 0,44",,"1 kg = 12,94",je 34-g-Btl.,Nein,2026-03-23 bis 2026-03-29,2026-03-23,2026-03-29,images_rewe/bamberg_offer_166.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,tag_ultra_processed,tag_whole_food",bamberg,,ref_000066,obs_0000032423|obs_0000032107|obs_0000032230|obs_0000021014|obs_0000003690|obs_0000000182|obs_0000020195|obs_0000027369|obs_0000026377|obs_0000000823|obs_0000026433|obs_0000025048|obs_0000018941|obs_0000010238|obs_0000020548|obs_0000026187|obs_0000012367|obs_0000015001|obs_0000016596|obs_0000009999|obs_0000021782|obs_0000006464|obs_0000009537|obs_0000017240|obs_0000021367|obs_0000013189|obs_0000010701,obs_0000032423|obs_0000032107
Country,Kinder,"€ 1,99",,"1 kg = 9,41","je 9 x 23,5-g-Pckg.",Nein,2026-03-23 bis 2026-03-29,2026-03-23,2026-03-29,images_rewe/bamberg_offer_172.jpg,"cat_knabbern_naschen,tag_ultra_processed",bamberg,,ref_000067,obs_0000022594|obs_0000010905|obs_0000013563|obs_0000014828|obs_0000025126|obs_0000018477|obs_0000006235|obs_0000007286|obs_0000014513|obs_0000030427|obs_0000026341|obs_0000032005|obs_0000009627|obs_0000022435|obs_0000029094|obs_0000029046,obs_0000022594|obs_0000006235|obs_0000010905|obs_0000013563|obs_0000014828
San Pellegrino Mineralwasser,Keine Marke,"€ 5,99",,"1 l = 1,00","je 6 x 1-l-Fl.-Kasten, zzgl. 2,40 € Pfand",Nein,2026-03-23 bis 2026-03-29,2026-03-23,2026-03-29,images_rewe/bamberg_offer_218.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian",bamberg,,ref_000068,obs_0000032718|obs_0000011563|obs_0000015663|obs_0000006218|obs_0000034043|obs_0000034044|obs_0000034235|obs_0000034238|obs_0000034437|obs_0000034851|obs_0000035059|obs_0000003689|obs_0000008437|obs_0000008537|obs_0000008801|obs_0000008841|obs_0000009353|obs_0000009985|obs_0000010519|obs_0000011123|obs_0000011969|obs_0000012414|obs_0000013773|obs_0000014332|obs_0000014625|obs_0000015481|obs_0000015908|obs_0000020366|obs_0000021185|obs_0000025562|obs_0000026205|obs_0000026570|obs_0000026948|obs_0000027653|obs_0000027836|obs_0000027856|obs_0000028027|obs_0000028493|obs_0000028537|obs_0000028603|obs_0000028654|obs_0000028800|obs_0000028841|obs_0000028931|obs_0000028968|obs_0000031006|obs_0000031797|obs_0000031867|obs_0000031871,obs_0000011563|obs_0000015663|obs_0000032718
Oettinger Pils oder Export,Keine Marke,"€ 6,99",,"1 l = 0,70","je 20 x 0,5-l-Fl.-Kasten, zzgl. 3,10 € Pfand",Nein,2026-03-23 bis 2026-03-29,2026-03-23,2026-03-29,images_rewe/bamberg_offer_219.jpg,"cat_getraenke,diet_lactose_free,diet_vegetarian,tag_ultra_processed",bamberg,,ref_000069,obs_0000029409|obs_0000030720|obs_0000011320|obs_0000000370|obs_0000033823|obs_0000034423|obs_0000034708|obs_0000035035|obs_0000003041|obs_0000004068|obs_0000004495|obs_0000004922|obs_0000008467|obs_0000010120|obs_0000010165|obs_0000010755|obs_0000012448|obs_0000012871|obs_0000013338|obs_0000013819|obs_0000014202|obs_0000015941|obs_0000016578|obs_0000017247|obs_0000019656|obs_0000023756|obs_0000024176|obs_0000026062|obs_0000026170|obs_0000027329|obs_0000027944|obs_0000028275|obs_0000028408|obs_0000028500|obs_0000028614|obs_0000028759|obs_0000028878|obs_0000028937|obs_0000031695|obs_0000031740,obs_0000029409|obs_0000030720
Franziskaner Weissbier,Keine Marke,"€ 13,99",,"1 l = 1,40","versch. Sorten, je 20 x 0,5-l-Fl.-Kasten, zzgl. 3,10 € Pfand",Nein,2026-03-23 bis 2026-03-29,2026-03-23,2026-03-29,images_rewe/bamberg_offer_220.jpg,"cat_getraenke,diet_lactose_free,diet_vegan,diet_vegetarian",bamberg,,ref_000070,obs_0000006364|obs_0000029759|obs_0000029929|obs_0000030766|obs_0000030945|obs_0000031102|obs_0000032726,obs_0000006364|obs_0000029759|obs_0000029929|obs_0000030766|obs_0000030899|obs_0000030945|obs_0000031102|obs_0000032726
Colorwaschmittel flüssig,Ariel,"€ 4,99",,"pro Einheit = 0,25",je 20-WL-Fl.,Nein,2026-03-23 bis 2026-03-29,2026-03-23,2026-03-29,images_rewe/bamberg_offer_271.jpg,cat_drogerie,bamberg,,ref_000071,obs_0000031932|obs_0000029058|obs_0000030086|obs_0000029376|obs_0000029574|obs_0000032919,obs_0000031932
Oral-B Aufsteckbürsten,Keine Marke,"€ 12,99",,"pro Einheit = 12,99","Pro Tiefenreinigung, je 4-St.-Pckg.",Nein,2026-03-23 bis 2026-03-29,2026-03-23,2026-03-29,images_rewe/bamberg_offer_270.jpg,"cat_drogerie,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food",bamberg,,ref_000072,obs_0000032038,obs_0000032038
All in 1 Pods,Ariel,"€ 4,99",,"pro Einheit = 0,33",je 15-WL-Pckg.,Nein,2026-03-23 bis 2026-03-29,2026-03-23,2026-03-29,images_rewe/bamberg_offer_269.jpg,cat_drogerie,bamberg,,ref_000073,obs_0000028287|obs_0000030722|obs_0000029740|obs_0000031669,obs_0000028287
Always Discreet Inkontinenz-Einlagen,Keine Marke,"€ 2,99",,"pro Einheit = 2,99","Normal, je 12-St.-Pckg.",Nein,2026-03-23 bis 2026-03-29,2026-03-23,2026-03-29,images_rewe/bamberg_offer_267.jpg,"cat_drogerie,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food",bamberg,,ref_000074,obs_0000030060|obs_0000032767|obs_0000020421|obs_0000021240|obs_0000022336|obs_0000011382|obs_0000012705,obs_0000030060|obs_0000032767
Pampers Sparpack Baby Dry Junior,Keine Marke,"€ 12,99",,"pro Einheit = 12,99",je 39-St.-Pckg.,Nein,2026-03-23 bis 2026-03-29,2026-03-23,2026-03-29,images_rewe/bamberg_offer_266.jpg,"cat_drogerie,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",bamberg,,ref_000075,obs_0000002091|obs_0000032835,
Weichspüler,Lenor,"€ 1,99",,"1 l = 2,49","versch. Sorten, je 798-ml-Fl.",Nein,2026-03-23 bis 2026-03-29,2026-03-23,2026-03-29,images_rewe/bamberg_offer_272.jpg,cat_drogerie,bamberg,,ref_000076,obs_0000003597|obs_0000019489|obs_0000025167|obs_0000032849|obs_0000021593|obs_0000009843|obs_0000009383|obs_0000028356|obs_0000010952|obs_0000020774|obs_0000033198|obs_0000008124|obs_0000027580|obs_0000031701|obs_0000010761|obs_0000012876|obs_0000026203|obs_0000023651|obs_0000021098|obs_0000026740|obs_0000013955|obs_0000015508|obs_0000032921|obs_0000031910|obs_0000013480|obs_0000006387|obs_0000016125|obs_0000020279|obs_0000011598|obs_0000022870|obs_0000034675|obs_0000033664|obs_0000019865|obs_0000015261|obs_0000021945|obs_0000016852|obs_0000014305|obs_0000012004|obs_0000000802|obs_0000032282|obs_0000005663|obs_0000030775|obs_0000008789|obs_0000006762|obs_0000005297|obs_0000029375|obs_0000005858|obs_0000006941|obs_0000030075|obs_0000033155,obs_0000010761|obs_0000003597|obs_0000019489|obs_0000012876|obs_0000025167|obs_0000032849|obs_0000021593|obs_0000026203|obs_0000023651|obs_0000021098|obs_0000009843|obs_0000026740|obs_0000013955|obs_0000015508|obs_0000032921|obs_0000031910|obs_0000009383|obs_0000013480|obs_0000028356|obs_0000010952|obs_0000006387|obs_0000016125|obs_0000020774|obs_0000020279|obs_0000011598|obs_0000022870|obs_0000034675|obs_0000033664|obs_0000019865|obs_0000015261|obs_0000033198|obs_0000021945|obs_0000008124|obs_0000027580|obs_0000016852|obs_0000031701|obs_0000014305
Gillette Mach3 Klingen,Keine Marke,"€ 29,98",,"pro Einheit = 29,98","Triopack, je 3 x 6-St.-Pckg.",Nein,2026-03-23 bis 2026-03-29,2026-03-23,2026-03-29,images_rewe/bamberg_offer_265.jpg,"cat_drogerie,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_obst,tag_whole_food",bamberg,,ref_000077,,
Persil Universal 4 in 1 Discs,Keine Marke,"€ 18,99",,"pro Einheit = 0,25",je 76-WL-Btl.,Nein,2026-03-23 bis 2026-03-29,2026-03-23,2026-03-29,images_rewe/bamberg_offer_263.jpg,"cat_drogerie,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food",bamberg,,ref_000078,obs_0000029057|obs_0000030083|obs_0000002834|obs_0000002909|obs_0000035079,obs_0000029057|obs_0000030083
feuchtes Toilettenpapier,Tempo,"€ 1,39",,"pro Einheit = 1,39","versch. Sorten, je 42-St.-Pckg.",Nein,2026-03-23 bis 2026-03-29,2026-03-23,2026-03-29,images_rewe/bamberg_offer_262.jpg,cat_drogerie,bamberg,,ref_000079,obs_0000028827|obs_0000015949|obs_0000008297|obs_0000031364|obs_0000033456|obs_0000014068|obs_0000001788|obs_0000013633|obs_0000006588|obs_0000033222|obs_0000026585|obs_0000007710|obs_0000029735|obs_0000032929|obs_0000032150|obs_0000033229|obs_0000000527|obs_0000003599|obs_0000001568|obs_0000010282|obs_0000033855|obs_0000002116|obs_0000026693|obs_0000024163|obs_0000013932|obs_0000004745|obs_0000013454|obs_0000027323|obs_0000023741|obs_0000034994|obs_0000028373|obs_0000025816|obs_0000028891|obs_0000026332|obs_0000004318|obs_0000033514|obs_0000000748|obs_0000033004|obs_0000000261|obs_0000008992|obs_0000000809|obs_0000003891|obs_0000001341|obs_0000014665|obs_0000033636|obs_0000033135|obs_0000028024|obs_0000006587|obs_0000011770|obs_0000032934,obs_0000015949|obs_0000008297|obs_0000031364|obs_0000028827|obs_0000033456|obs_0000014068|obs_0000001788|obs_0000013633|obs_0000006588|obs_0000033222|obs_0000033229|obs_0000026585
Pantene Pro-V Spülung,Keine Marke,"€ 2,99",,"1 l = 14,95","Repair & Care, je 200-ml-Fl.",Nein,2026-03-23 bis 2026-03-29,2026-03-23,2026-03-29,images_rewe/bamberg_offer_261.jpg,"cat_drogerie,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food",bamberg,,ref_000080,obs_0000030042|obs_0000032147|obs_0000030082|obs_0000032148|obs_0000002339,obs_0000030042|obs_0000032147
Nivea Men Deospray,Keine Marke,"€ 2,22",,"1 l = 14,80","Fresh Active, je 150-ml-Dose",Nein,2026-03-23 bis 2026-03-29,2026-03-23,2026-03-29,images_rewe/bamberg_offer_260.jpg,"cat_drogerie,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food",bamberg,,ref_000081,obs_0000029052|obs_0000032276|obs_0000005295|obs_0000033457|obs_0000032800|obs_0000032945|obs_0000033019|obs_0000033454|obs_0000033577|obs_0000034658|obs_0000035064|obs_0000002346|obs_0000003229|obs_0000013583|obs_0000015110|obs_0000026145|obs_0000026277|obs_0000026566|obs_0000027389|obs_0000031852,obs_0000029052|obs_0000032276
Nivea Pflegedusche,Keine Marke,"€ 1,79",,"1 l = 7,16","Creme Soft, je 250-ml-Fl.",Nein,2026-03-23 bis 2026-03-29,2026-03-23,2026-03-29,images_rewe/bamberg_offer_259.jpg,"cat_drogerie,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food",bamberg,,ref_000082,obs_0000029733|obs_0000030777|obs_0000003590|obs_0000010213|obs_0000010781|obs_0000012474|obs_0000016421|obs_0000019782,obs_0000031056
Nivea Deo Roll-On,Keine Marke,"€ 2,89",,"1 l = 57,80","Dry Comfort, je 50-ml-Roller",Nein,2026-03-23 bis 2026-03-29,2026-03-23,2026-03-29,images_rewe/bamberg_offer_258.jpg,"cat_drogerie,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food",bamberg,,ref_000083,obs_0000006769|obs_0000029053|obs_0000034449|obs_0000009543|obs_0000010004|obs_0000012472|obs_0000031854|obs_0000033194|obs_0000012028|obs_0000014681|obs_0000031853,obs_0000006769|obs_0000029053
Gillette Venus Comfort Klingen,Keine Marke,"€ 29,98",,"pro Einheit = 29,98","Triopack, je 3 x 4-St.-Pckg.",Nein,2026-03-23 bis 2026-03-29,2026-03-23,2026-03-29,images_rewe/bamberg_offer_264.jpg,"cat_drogerie,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food",bamberg,,ref_000084,,
Duschgel,Bruno Banani,"€ 2,29",,"1 l = 9,16","Man, je 250-ml-Fl.",Nein,2026-03-23 bis 2026-03-29,2026-03-23,2026-03-29,images_rewe/bamberg_offer_257.jpg,"cat_drogerie,diet_vegan,diet_vegetarian,tag_whole_food",bamberg,,ref_000085,obs_0000011788|obs_0000017459|obs_0000015972|obs_0000031850|obs_0000008329|obs_0000015523|obs_0000026290|obs_0000031924|obs_0000026347|obs_0000028939|obs_0000035065|obs_0000013602|obs_0000028963|obs_0000014682|obs_0000009054|obs_0000011624|obs_0000013165|obs_0000026494|obs_0000011174|obs_0000032769|obs_0000009734|obs_0000032774|obs_0000032275|obs_0000032279|obs_0000009268|obs_0000033843|obs_0000033845|obs_0000033348|obs_0000006243|obs_0000012904|obs_0000005290|obs_0000012473|obs_0000029373|obs_0000005856|obs_0000007920|obs_0000015116|obs_0000006943|obs_0000032036|obs_0000028459|obs_0000007503|obs_0000014679|obs_0000030078|obs_0000032141|obs_0000034246|obs_0000007114|obs_0000010779|obs_0000005670|obs_0000010285|obs_0000034863|obs_0000032819,obs_0000011788|obs_0000017459|obs_0000015972|obs_0000031850|obs_0000008329|obs_0000015523|obs_0000026290|obs_0000031924|obs_0000026347|obs_0000028939|obs_0000035065|obs_0000013602|obs_0000028963|obs_0000014682|obs_0000009054|obs_0000011624|obs_0000013165|obs_0000026494|obs_0000011174
