Produkt,Marke,Preis,Vorheriger Preis,Preis_kg,RAW_Preis_kg,Hinweis,Nur_online,Gueltig_raw,Gueltig_von,Gueltig_bis,Bildpfad,assigned_labels,source_market,Einheit,nutrition_link,reference_row_id,rough_match_observation_ids,exact_match_observation_ids,brand_extracted,brand_normalized
Mineralwasser,Evian,"€ 5,94",,"1 l = 0,66","1 l = 0,66","je 6 x 1,5-l-Fl.-Pckg., zzgl. 1,50 € Pfand",Nein,2026-04-20 bis 2026-04-26,2026-04-20,2026-04-26,../images/rewe/bamberg_offer_209.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian",bamberg,,,ref_000124,obs_0000034235|obs_0000027653|obs_0000034851|obs_0000015908|obs_0000031797|obs_0000026205|obs_0000008801|obs_0000003689|obs_0000015481|obs_0000031867|obs_0000012414|obs_0000031871|obs_0000028800|obs_0000034437|obs_0000008841|obs_0000009353|obs_0000028841|obs_0000027836|obs_0000011969|obs_0000021185|obs_0000027856|obs_0000008437|obs_0000034043|obs_0000034044|obs_0000009985|obs_0000028931|obs_0000035059|obs_0000010519|obs_0000031006|obs_0000014625|obs_0000028968|obs_0000026948|obs_0000028493|obs_0000008537|obs_0000011123|obs_0000028537|obs_0000028027|obs_0000020366|obs_0000028603|obs_0000034238|obs_0000026570|obs_0000013773|obs_0000025562|obs_0000028654|obs_0000014332|obs_0000031249|obs_0000002068|obs_0000024088|obs_0000029232|obs_0000031834,obs_0000027653|obs_0000034851|obs_0000015908|obs_0000031797|obs_0000026205|obs_0000008801|obs_0000003689|obs_0000015481|obs_0000031867|obs_0000012414|obs_0000031871|obs_0000028800|obs_0000034437|obs_0000008841|obs_0000009353|obs_0000028841|obs_0000027836|obs_0000011969|obs_0000021185|obs_0000027856|obs_0000008437|obs_0000034043|obs_0000034044|obs_0000009985|obs_0000028931|obs_0000035059|obs_0000010519|obs_0000031006|obs_0000014625|obs_0000028968|obs_0000026948|obs_0000028493|obs_0000008537|obs_0000011123|obs_0000028537|obs_0000028027|obs_0000020366|obs_0000028603|obs_0000034235|obs_0000034238|obs_0000026570|obs_0000013773|obs_0000025562|obs_0000028654|obs_0000014332,,
Gin Tonic oder Bacardi Razz Mojito,Bombay Sapphire,"€ 1,99",,"1 l = 7,96","1 l = 7,96","10% Vol., je 0,25-l-Dose, zzgl. 0,25 € Pfand",Nein,2026-04-20 bis 2026-04-26,2026-04-20,2026-04-26,../images/rewe/bamberg_offer_235.jpg,"cat_getraenke,diet_vegetarian,tag_ultra_processed",bamberg,,,ref_000125,obs_0000006717|obs_0000000142,,x,
Pit Cachaca,Keine Marke,"€ 9,99",,"1 l = 14,27","1 l = 14,27","38% Vol., je 0,7-l-Fl.",Nein,2026-04-20 bis 2026-04-26,2026-04-20,2026-04-26,../images/rewe/bamberg_offer_233.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_obst,tag_ultra_processed,tag_whole_food",bamberg,,,ref_000126,,,,
Kentucky Straight Bourbon Whiskey,Jim Beam,"€ 10,99",,"1 l = 15,70","1 l = 15,70","40% Vol., je 0,7-l-Fl.",Nein,2026-04-20 bis 2026-04-26,2026-04-20,2026-04-26,../images/rewe/bamberg_offer_232.jpg,cat_getraenke,bamberg,,,ref_000127,obs_0000009760|obs_0000009295|obs_0000016989|obs_0000031872|obs_0000008891|obs_0000026006|obs_0000002752|obs_0000031781|obs_0000027737|obs_0000004739|obs_0000004312|obs_0000000256|obs_0000003885|obs_0000023602|obs_0000028901|obs_0000006008|obs_0000032745|obs_0000012430|obs_0000018163|obs_0000021965|obs_0000000988|obs_0000001467,obs_0000009760|obs_0000031781|obs_0000029772|obs_0000009295|obs_0000027737|obs_0000016989|obs_0000031872|obs_0000004739|obs_0000012430|obs_0000008891|obs_0000002752|obs_0000004312|obs_0000028901|obs_0000018163|obs_0000000256|obs_0000003885|obs_0000006008|obs_0000026006|obs_0000021965|obs_0000000988|obs_0000032745,,
Anheuser-Busch Bud,Keine Marke,"€ 17,99",,"1 l = 2,50","1 l = 2,50","je 24 x 0,3-l-Fl.-Kasten, zzgl. 3,42 € Pfand",Nein,2026-04-20 bis 2026-04-26,2026-04-20,2026-04-26,../images/rewe/bamberg_offer_231.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,tag_whole_food",bamberg,,,ref_000128,,,,
Weißbier oder Brauhaus,Erdinger,"€ 14,99",,"1 l = 1,50","1 l = 1,50","auch alkoholfrei, je 20 x 0,5-l-Fl.-Kasten, zzgl. 3,10 € Pfand",Nein,2026-04-20 bis 2026-04-26,2026-04-20,2026-04-26,../images/rewe/bamberg_offer_230.jpg,"cat_getraenke,diet_vegetarian",bamberg,,,ref_000129,obs_0000029440|obs_0000015092|obs_0000011368|obs_0000034223|obs_0000028886|obs_0000035037|obs_0000028962|obs_0000028970|obs_0000031388|obs_0000027336|obs_0000031751|obs_0000031911|obs_0000028367,obs_0000029440,,
Oberdorfer Helles,Keine Marke,"€ 0,89",,"1 l = 1,78","1 l = 1,78","je 0,5-l-Dose, zzgl. 0,25 € Pfand",Nein,2026-04-20 bis 2026-04-26,2026-04-20,2026-04-26,../images/rewe/bamberg_offer_229.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food",bamberg,,,ref_000130,obs_0000030394|obs_0000032724|obs_0000008003|obs_0000011592|obs_0000012872|obs_0000014292|obs_0000031829|obs_0000015089|obs_0000013689,obs_0000030394|obs_0000011592|obs_0000032724|obs_0000015089,,
San Miguel Especial,Keine Marke,"€ 4,99",,"1 l = 2,52","1 l = 2,52","je 6 x 0,33-l-Fl.-Sixpack, zzgl. 0,48 € Pfand",Nein,2026-04-20 bis 2026-04-26,2026-04-20,2026-04-26,../images/rewe/bamberg_offer_228.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",bamberg,,,ref_000131,obs_0000014346|obs_0000014655|obs_0000015937|obs_0000011993|obs_0000015087|obs_0000035032,obs_0000014346|obs_0000015937|obs_0000011993|obs_0000015087|obs_0000035032,,
Henkell Piccolo Sekt,Keine Marke,"€ 1,11",,"1 l = 5,55","1 l = 5,55","trocken, je 0,2-l-Fl.",Nein,2026-04-20 bis 2026-04-26,2026-04-20,2026-04-26,../images/rewe/bamberg_offer_234.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",bamberg,,,ref_000132,obs_0000032264|obs_0000013336|obs_0000015931|obs_0000008276|obs_0000015498|obs_0000010420|obs_0000014100|obs_0000031084|obs_0000029076|obs_0000011802|obs_0000017436|obs_0000018465|obs_0000017456|obs_0000003634|obs_0000013889|obs_0000019009|obs_0000031833|obs_0000019561|obs_0000018037|obs_0000028281|obs_0000000122|obs_0000012437|obs_0000010911|obs_0000026289|obs_0000023255|obs_0000027358|obs_0000018687|obs_0000016680|obs_0000015666|obs_0000014644|obs_0000024889|obs_0000026425|obs_0000011590|obs_0000015699|obs_0000027487|obs_0000008047|obs_0000012694|obs_0000002457|obs_0000022430|obs_0000025002|obs_0000001461|obs_0000026048,,,
Pacific Prawns,Costa,"€ 5,99",,"1 kg = 27,86","1 kg = 27,86","versch. Sorten, tiefgefroren, je 215-g-Btl.",Nein,2026-04-20 bis 2026-04-26,2026-04-20,2026-04-26,../images/rewe/bamberg_offer_139.jpg,"cat_tiefkuehl,tag_ultra_processed",bamberg,,,ref_000133,obs_0000029698|obs_0000030505,obs_0000029698|obs_0000030505,,
Ottogi Jin Ramen,Keine Marke,"€ 0,99",,"1 kg = 15,23","1 kg = 15,23","mild, je 65-g-Becher",Nein,2026-04-20 bis 2026-04-26,2026-04-20,2026-04-26,../images/rewe/bamberg_offer_184.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_gemuese,sub_frisches_obst,tag_ultra_processed,tag_whole_food",bamberg,,,ref_000134,obs_0000008907,,,
Suprema Calabrese,Dr. Oetker,"€ 4,44",,"1 kg = 8,54","1 kg = 8,54","tiefgefroren, je 520-g-Pckg.",Nein,2026-04-20 bis 2026-04-26,2026-04-20,2026-04-26,../images/rewe/bamberg_offer_137.jpg,"cat_tiefkuehl,tag_ultra_processed",bamberg,,,ref_000135,obs_0000029779,obs_0000029779,,x
Schweinerückensteaks,Keine Marke,"€ 0,99",,"pro Einheit = 0,99","pro Einheit = 0,99","versch. mariniert, je 100-g-",Nein,2026-04-20 bis 2026-04-26,2026-04-20,2026-04-26,../images/rewe/bamberg_offer_037.jpg,"cat_fleisch_wurst,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_schwein,tag_whole_food",bamberg,,BLS-U605000,ref_000136,obs_0000021118|obs_0000020299|obs_0000025150|obs_0000006197|obs_0000005802,obs_0000021118|obs_0000020299|obs_0000025150,,
Thalheimer Leberwurst,Keine Marke,"€ 1,49",,"pro Einheit = 1,49","pro Einheit = 1,49","fein, je 100-g-",Nein,2026-04-20 bis 2026-04-26,2026-04-20,2026-04-26,../images/rewe/bamberg_offer_038.jpg,"cat_fleisch_wurst,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_wurst,tag_ultra_processed,tag_whole_food",bamberg,,,ref_000137,obs_0000030791|obs_0000014468|obs_0000026900|obs_0000028438|obs_0000024223|obs_0000011436|obs_0000003643|obs_0000013762|obs_0000028622|obs_0000026066|obs_0000026452|obs_0000028508|obs_0000010597|obs_0000031720|obs_0000012655|obs_0000019440|obs_0000023801|obs_0000013053,obs_0000030791,,
Grasbrunner Kartoffelsalat,Keine Marke,"€ 0,59",,"pro Einheit = 0,59","pro Einheit = 0,59",je 100-g-,Nein,2026-04-20 bis 2026-04-26,2026-04-20,2026-04-26,../images/rewe/bamberg_offer_039.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,sub_kartoffeln,sub_salate,tag_ultra_processed,tag_whole_food",bamberg,,,ref_000138,obs_0000028621|obs_0000028507|obs_0000030107|obs_0000026272|obs_0000010201|obs_0000031132,obs_0000028621|obs_0000028507,,
Schelkopf Bayerischer Kochsalami,Keine Marke,"€ 1,79",,"pro Einheit = 1,79","pro Einheit = 1,79",je 100-g-,Nein,2026-04-20 bis 2026-04-26,2026-04-20,2026-04-26,../images/rewe/bamberg_offer_040.jpg,"cat_fleisch_wurst,diet_vegetarian,sub_wurst,tag_ultra_processed,tag_whole_food",bamberg,,,ref_000139,,,,
Anton oder Scharfe Anna,Keine Marke,"€ 2,49",,"pro Einheit = 2,49","pro Einheit = 2,49","Schweizer Hartkäse, versch. Sorten, je 100-g-",Nein,2026-04-20 bis 2026-04-26,2026-04-20,2026-04-26,../images/rewe/bamberg_offer_041.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed",bamberg,,,ref_000140,obs_0000029189,,,
Sonthofer Bergkäse,Keine Marke,"€ 1,29",,"pro Einheit = 1,29","pro Einheit = 1,29","Hartkäse, mild, 50% Fett i.Tr., je 100-g-",Nein,2026-04-20 bis 2026-04-26,2026-04-20,2026-04-26,../images/rewe/bamberg_offer_042.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_kaese,sub_milchprodukte,tag_ultra_processed,tag_whole_food",bamberg,,,ref_000141,obs_0000030106|obs_0000030909|obs_0000022817|obs_0000022831|obs_0000033971|obs_0000008766|obs_0000016093,obs_0000030106|obs_0000030909,,
Wasner GQB Mettwurst,Keine Marke,"€ 1,59",,"pro Einheit = 1,59","pro Einheit = 1,59","fein, Hörnchen, je 100-g-",Nein,2026-04-20 bis 2026-04-26,2026-04-20,2026-04-26,../images/rewe/bamberg_offer_043.jpg,"cat_fleisch_wurst,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_wurst,tag_ultra_processed,tag_whole_food",bamberg,,,ref_000142,obs_0000029789|obs_0000009613|obs_0000012704|obs_0000006180|obs_0000007229|obs_0000010064|obs_0000005971|obs_0000014808,obs_0000029789,,
Natur,Patros,"€ 1,99",,"1 kg = 11,06","1 kg = 11,06","Weichkäse, je 180-g-Pckg.",Nein,2026-04-20 bis 2026-04-26,2026-04-20,2026-04-26,../images/rewe/bamberg_offer_044.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,tag_whole_food",bamberg,,,ref_000143,obs_0000029806|obs_0000006282|obs_0000028889|obs_0000001347|obs_0000009644|obs_0000007155,obs_0000029806|obs_0000001347|obs_0000009644,x,
Käse mild-nussig,Bergader Bergbauern,"€ 1,69",,"1 kg = 11,27","1 kg = 11,27","Schnittkäse, 48% Fett i.Tr., je 150-g-Pckg.",Nein,2026-04-20 bis 2026-04-26,2026-04-20,2026-04-26,../images/rewe/bamberg_offer_045.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_kaese,sub_milchprodukte,tag_ultra_processed",bamberg,,,ref_000144,obs_0000030813|obs_0000029453|obs_0000001530|obs_0000028542|obs_0000028659|obs_0000032191|obs_0000031444|obs_0000024913|obs_0000019500|obs_0000028722|obs_0000010376|obs_0000027519|obs_0000026022|obs_0000009655|obs_0000009173,obs_0000001530|obs_0000030813|obs_0000029453|obs_0000028542|obs_0000028659,x,
Joghurt,Landliebe,"€ 1,11",,"1 kg = 2,22","1 kg = 2,22","versch. Sorten, je 500-g-Glas, zzgl. 0,15 € Pfand",Nein,2026-04-20 bis 2026-04-26,2026-04-20,2026-04-26,../images/rewe/bamberg_offer_046.jpg,"cat_molkerei_kaese,diet_vegetarian,sub_joghurt_skyr_quark,sub_milchprodukte,sub_sahne_creme,tag_ultra_processed",bamberg,,BLS-X3A9010,ref_000145,obs_0000026710|obs_0000028966|obs_0000015673|obs_0000021506|obs_0000021508|obs_0000025171|obs_0000020687|obs_0000020689|obs_0000025811|obs_0000017127|obs_0000023284|obs_0000008703|obs_0000034580|obs_0000025392|obs_0000019794|obs_0000033696|obs_0000009663|obs_0000009180|obs_0000023030|obs_0000027682|obs_0000002722|obs_0000006440|obs_0000016386|obs_0000031756|obs_0000020500|obs_0000004133|obs_0000018991|obs_0000004657|obs_0000019507|obs_0000020030|obs_0000007763|obs_0000027740|obs_0000002653|obs_0000005728|obs_0000029797|obs_0000025213|obs_0000003199|obs_0000004230|obs_0000017054|obs_0000000671|obs_0000004783|obs_0000021174|obs_0000011458|obs_0000003781|obs_0000003287|obs_0000031971|obs_0000017128|obs_0000001772|obs_0000004356|obs_0000001804,obs_0000021506|obs_0000021508|obs_0000025171|obs_0000026710|obs_0000005728|obs_0000029797|obs_0000020687|obs_0000020689|obs_0000025811|obs_0000031971|obs_0000017127|obs_0000023284|obs_0000008703|obs_0000034580|obs_0000028966|obs_0000025392|obs_0000015673|obs_0000019794|obs_0000032342|obs_0000033696|obs_0000009663|obs_0000009180|obs_0000006624|obs_0000023030,,
Ofenkäse fein-würzig,Rougette,"€ 3,99",,"1 kg = 12,47","1 kg = 12,47","Weichkäse, 60% Fett i.Tr., je 320-g-Pckg.",Nein,2026-04-20 bis 2026-04-26,2026-04-20,2026-04-26,../images/rewe/bamberg_offer_047.jpg,"cat_molkerei_kaese,sub_kaese,sub_milchprodukte",bamberg,,,ref_000146,obs_0000019767|obs_0000016206|obs_0000028781|obs_0000032538|obs_0000029098|obs_0000030802|obs_0000032086|obs_0000029795|obs_0000014853|obs_0000034181|obs_0000028959|obs_0000010167|obs_0000003012|obs_0000011472|obs_0000018904|obs_0000027738|obs_0000015708|obs_0000023649,obs_0000032538|obs_0000029098|obs_0000019767|obs_0000016206|obs_0000030802|obs_0000032086|obs_0000029795|obs_0000028781,,
Almzeit oder Bavaria blu,Bergader,"€ 1,99",,"1 kg = 11,37","1 kg = 11,37","Weichkäse, versch. Sorten, je 175-g-Pckg.",Nein,2026-04-20 bis 2026-04-26,2026-04-20,2026-04-26,../images/rewe/bamberg_offer_048.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed",bamberg,,,ref_000147,obs_0000006971|obs_0000030449|obs_0000006285|obs_0000007352|obs_0000005715|obs_0000031185|obs_0000029534|obs_0000012812|obs_0000014503|obs_0000015676|obs_0000005348|obs_0000014218|obs_0000028306|obs_0000008044,obs_0000006971|obs_0000030449,x,
Buko Frischkäse,Arla,"€ 0,99",,"1 kg = 4,95","1 kg = 4,95","Der Sahnige, je 200-g-Becher",Nein,2026-04-20 bis 2026-04-26,2026-04-20,2026-04-26,../images/rewe/bamberg_offer_049.jpg,"cat_molkerei_kaese,sub_kaese,sub_milchprodukte,tag_ultra_processed",bamberg,,,ref_000148,obs_0000002064|obs_0000019510|obs_0000002429|obs_0000022984|obs_0000000998|obs_0000029798|obs_0000032541|obs_0000000519|obs_0000016946|obs_0000026675|obs_0000017482|obs_0000022604|obs_0000017513|obs_0000018043|obs_0000022149|obs_0000028302|obs_0000025259|obs_0000020143|obs_0000018636|obs_0000022250|obs_0000018668|obs_0000027893|obs_0000019721|obs_0000022312|obs_0000024882|obs_0000010048|obs_0000024407|obs_0000009596|obs_0000002951|obs_0000003481|obs_0000019362|obs_0000023986|obs_0000020962|obs_0000017894|obs_0000005716|obs_0000006799,obs_0000002064|obs_0000019510|obs_0000029798|obs_0000032541|obs_0000002429|obs_0000022984|obs_0000000998,,
extra,Kerrygold,"€ 2,69",,"1 kg = 6,73","1 kg = 6,73","versch. Sorten, je 400-g-Becher",Nein,2026-04-20 bis 2026-04-26,2026-04-20,2026-04-26,../images/rewe/bamberg_offer_050.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_fleischersatz,sub_tk_gemuese,tag_high_protein",bamberg,,,ref_000149,obs_0000014367|obs_0000013624|obs_0000012176|obs_0000002069|obs_0000015501|obs_0000012446|obs_0000015088|obs_0000019269|obs_0000011593|obs_0000013180|obs_0000018461|obs_0000009892|obs_0000000170|obs_0000009428|obs_0000019705|obs_0000027421|obs_0000021993|obs_0000021023|obs_0000028744|obs_0000020612|obs_0000015009|obs_0000030908|obs_0000026852|obs_0000009965|obs_0000020204|obs_0000009504|obs_0000008483|obs_0000035092|obs_0000028478|obs_0000032079|obs_0000022357|obs_0000026966|obs_0000019801|obs_0000022375|obs_0000014194|obs_0000012688|obs_0000030610|obs_0000029096|obs_0000021431|obs_0000010707|obs_0000031242|obs_0000033806|obs_0000000536|obs_0000025631|obs_0000015395|obs_0000009772|obs_0000012351|obs_0000019007|obs_0000028231|obs_0000000095,obs_0000002069|obs_0000014367|obs_0000015501|obs_0000012446|obs_0000015088|obs_0000013624|obs_0000019269|obs_0000011593|obs_0000032079|obs_0000013180|obs_0000012176|obs_0000029096,,
Rügenwalder Veganer Schinken Spicker Salat,Keine Marke,"€ 1,79",,"1 kg = 11,93","1 kg = 11,93","klassisch, je 150-g-Becher",Nein,2026-04-20 bis 2026-04-26,2026-04-20,2026-04-26,../images/rewe/bamberg_offer_051.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_fleischersatz,sub_frisches_gemuese,sub_salate,sub_schwein,sub_wurst,tag_ultra_processed,tag_whole_food",bamberg,,,ref_000150,obs_0000029799|obs_0000014002|obs_0000000912|obs_0000034790|obs_0000033770|obs_0000008190|obs_0000018292|obs_0000025985,obs_0000029799,,
Maultaschen,Bürger,"€ 1,89",,"1 kg = 5,25","1 kg = 5,25","traditionell schwäbisch, je 360-g-Pckg.",Nein,2026-04-20 bis 2026-04-26,2026-04-20,2026-04-26,../images/rewe/bamberg_offer_052.jpg,cat_molkerei_kaese,bamberg,,BLS-D7A5000,ref_000151,obs_0000006305|obs_0000010531|obs_0000017588|obs_0000012341|obs_0000031814|obs_0000000711|obs_0000033906|obs_0000014973|obs_0000007938|obs_0000005382|obs_0000021396|obs_0000025283|obs_0000020577|obs_0000029796|obs_0000030452|obs_0000006656|obs_0000031865|obs_0000016224|obs_0000019957,obs_0000007938|obs_0000005382|obs_0000006305|obs_0000010531|obs_0000017588|obs_0000012341|obs_0000031814|obs_0000000711|obs_0000029796|obs_0000033906|obs_0000030452|obs_0000014973|obs_0000006656,,
Frische oder haltbare Bergbauern Milch,Berchtesgadener Land,"€ 0,99",,"pro Einheit = 0,99","pro Einheit = 0,99","1,5/3,5% Fett, je 1-l-Pckg.",Nein,2026-04-20 bis 2026-04-26,2026-04-20,2026-04-26,../images/rewe/bamberg_offer_053.jpg,"cat_molkerei_kaese,diet_vegetarian,sub_fleischersatz,sub_milchprodukte,tag_high_protein",bamberg,,,ref_000152,obs_0000031717|obs_0000030532|obs_0000028840|obs_0000006623|obs_0000005353|obs_0000005542|obs_0000004105|obs_0000024615|obs_0000000188|obs_0000018655|obs_0000002386|obs_0000000398|obs_0000004532|obs_0000022969|obs_0000016892|obs_0000017120|obs_0000021248|obs_0000002860|obs_0000002896|obs_0000004959|obs_0000000992|obs_0000025642|obs_0000025740|obs_0000023736|obs_0000027928|obs_0000003359|obs_0000021992|obs_0000020007|obs_0000024153|obs_0000026371|obs_0000001831|obs_0000016208|obs_0000010141|obs_0000020429|obs_0000000796|obs_0000003614|obs_0000026178,,,
Camembert,Le Rustique,"€ 2,79",,"1 kg = 11,16","1 kg = 11,16","frz. Weichkäse, 45% Fett i.Tr., je 250-g-Pckg.",Nein,2026-04-20 bis 2026-04-26,2026-04-20,2026-04-26,../images/rewe/bamberg_offer_067.jpg,"cat_molkerei_kaese,sub_kaese,sub_milchprodukte",bamberg,,,ref_000153,obs_0000010626|obs_0000031154|obs_0000034979|obs_0000026982|obs_0000022280|obs_0000008978|obs_0000018198|obs_0000026263|obs_0000015387|obs_0000018079|obs_0000003881|obs_0000003626|obs_0000006449|obs_0000016955|obs_0000022606|obs_0000022610|obs_0000004308|obs_0000017627|obs_0000024575|obs_0000024571|obs_0000000253|obs_0000004735|obs_0000034381|obs_0000031620|obs_0000003205|obs_0000007560|obs_0000033700|obs_0000017976|obs_0000002666|obs_0000030585|obs_0000024723|obs_0000029102|obs_0000005338|obs_0000007152|obs_0000031424|obs_0000030451|obs_0000005534|obs_0000006102|obs_0000006615,obs_0000010626|obs_0000031154|obs_0000034979|obs_0000026982,,
Sahne Joghurt,Zott,"€ 0,44",,"1 kg = 3,14","1 kg = 3,14","versch. Sorten, je 140-g-Becher",Nein,2026-04-20 bis 2026-04-26,2026-04-20,2026-04-26,../images/rewe/bamberg_offer_066.jpg,"cat_molkerei_kaese,diet_lactose_free,diet_vegetarian,sub_joghurt_skyr_quark,sub_milchprodukte,sub_sahne_creme,tag_ultra_processed",bamberg,,,ref_000154,obs_0000006791|obs_0000029460|obs_0000030528|obs_0000031756|obs_0000004133|obs_0000020030|obs_0000003199|obs_0000004987|obs_0000004560|obs_0000002536|obs_0000021506|obs_0000021508|obs_0000025171|obs_0000026710|obs_0000020687|obs_0000020689|obs_0000025811|obs_0000017127|obs_0000023284|obs_0000034580|obs_0000028966|obs_0000025392|obs_0000015673|obs_0000019794|obs_0000033696|obs_0000009663|obs_0000009180|obs_0000023030|obs_0000008703,obs_0000031756|obs_0000020030|obs_0000006791|obs_0000029460|obs_0000030528,x,
Echt Franken Schlagsahne,Keine Marke,"€ 0,99",,"1 l = 4,95","1 l = 4,95","30% Fett, je 200-ml-Becher",Nein,2026-04-20 bis 2026-04-26,2026-04-20,2026-04-26,../images/rewe/bamberg_offer_065.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_sahne_creme,tag_ultra_processed,tag_whole_food",bamberg,,,ref_000155,obs_0000001048|obs_0000001651|obs_0000027295|obs_0000034973|obs_0000033987|obs_0000011466|obs_0000002266|obs_0000027873|obs_0000001268|obs_0000025846|obs_0000016126|obs_0000001793|obs_0000019729|obs_0000001826|obs_0000017188|obs_0000001322|obs_0000001840|obs_0000001856|obs_0000001899|obs_0000033692|obs_0000034786|obs_0000023025|obs_0000012796,,,
Emmentaler,Goldsteig,"€ 1,49",,"1 kg = 11,92","1 kg = 11,92","hauchdünn, je 125-g-Pckg.",Nein,2026-04-20 bis 2026-04-26,2026-04-20,2026-04-26,../images/rewe/bamberg_offer_064.jpg,"cat_molkerei_kaese,sub_kaese,sub_milchprodukte",bamberg,,,ref_000156,obs_0000010030|obs_0000031831|obs_0000031880|obs_0000001559|obs_0000018426|obs_0000002340|obs_0000018479|obs_0000025531|obs_0000003417|obs_0000022237|obs_0000009063|obs_0000022007|obs_0000007555|obs_0000029188|obs_0000030458|obs_0000029871|obs_0000028338|obs_0000022611|obs_0000031446|obs_0000006108|obs_0000006629|obs_0000028397|obs_0000011890|obs_0000019573|obs_0000010637|obs_0000005907|obs_0000006807|obs_0000030876|obs_0000015396|obs_0000012330|obs_0000034090|obs_0000020664|obs_0000006459|obs_0000024642|obs_0000032193|obs_0000021483|obs_0000025075|obs_0000006293|obs_0000005548|obs_0000007350|obs_0000006977|obs_0000032320,obs_0000007555|obs_0000029188|obs_0000031880|obs_0000030458|obs_0000001559|obs_0000018426|obs_0000002340|obs_0000010030|obs_0000018479|obs_0000025531|obs_0000031446|obs_0000031831|obs_0000003417|obs_0000022237|obs_0000009063|obs_0000022007,,
