Produkt,Marke,Preis,Vorheriger Preis,Preis_kg,RAW_Preis_kg,Hinweis,Nur_online,Gueltig_raw,Gueltig_von,Gueltig_bis,Bildpfad,assigned_labels,source_market,Einheit,nutrition_link,reference_row_id,rough_match_observation_ids,exact_match_observation_ids,brand_extracted,brand_normalized
Grüne Kiwi,Keine Marke,"€ 0,29",,"pro Einheit = 0,29","pro Einheit = 0,29","Kl. I, je 1-St.",Nein,2026-04-20 bis 2026-04-26,2026-04-20,2026-04-26,../images/rewe/bamberg_offer_018.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_obst,tag_whole_food",bamberg,,,ref_000174,obs_0000031324|obs_0000029818|obs_0000029923|obs_0000010274,obs_0000031324|obs_0000029818|obs_0000029923|obs_0000030464,,
Kalbsbäckchen,Keine Marke,"€ 2,99",,"pro Einheit = 2,99","pro Einheit = 2,99",je 100-g-,Nein,2026-04-20 bis 2026-04-26,2026-04-20,2026-04-26,../images/rewe/bamberg_offer_032.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_rind,tag_ultra_processed,tag_whole_food",bamberg,,,ref_000175,,,,
Frische Kaninchen,Keine Marke,"€ 12,90",,"pro Einheit = 12,90","pro Einheit = 12,90","mit Kopf und Nieren, SB-verpackt, je 1-kg-",Nein,2026-04-20 bis 2026-04-26,2026-04-20,2026-04-26,../images/rewe/bamberg_offer_031.jpg,"cat_fleisch_wurst,diet_lactose_free,diet_vegetarian,sub_gefluegel,tag_ultra_processed,tag_whole_food",bamberg,,BLS-F503100,ref_000176,obs_0000030273|obs_0000007828|obs_0000030195|obs_0000028702|obs_0000028580|obs_0000033730,obs_0000030273|obs_0000007828|obs_0000032576|obs_0000030195,,
Kabanos oder Knabber Kabanos,Houdek,"€ 1,49",,"pro Einheit = 1,49","pro Einheit = 1,49",je 100-g-,Nein,2026-04-20 bis 2026-04-26,2026-04-20,2026-04-26,../images/rewe/bamberg_offer_030.jpg,"cat_getraenke,sub_wurst,tag_ultra_processed",bamberg,,,ref_000177,obs_0000006189|obs_0000030911|obs_0000000616|obs_0000006873|obs_0000031478|obs_0000029807|obs_0000032560|obs_0000030519|obs_0000012778|obs_0000011011|obs_0000016109,,x,
Böhnlein Presssack,Keine Marke,"€ 1,11",,"pro Einheit = 1,11","pro Einheit = 1,11","rot oder weiß, je 100-g-",Nein,2026-04-20 bis 2026-04-26,2026-04-20,2026-04-26,../images/rewe/bamberg_offer_029.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,tag_ultra_processed,tag_whole_food",bamberg,,,ref_000178,,obs_0000030790,,
Schiller GQB Strohschwein Bistrosalami,Keine Marke,"€ 1,99",,"pro Einheit = 1,99","pro Einheit = 1,99",je 100-g-,Nein,2026-04-20 bis 2026-04-26,2026-04-20,2026-04-26,../images/rewe/bamberg_offer_028.jpg,"cat_fleisch_wurst,sub_schwein,sub_wurst,tag_ultra_processed",bamberg,,,ref_000179,obs_0000029187|obs_0000031107|obs_0000031108|obs_0000030093|obs_0000028317|obs_0000029870|obs_0000031547|obs_0000030543|obs_0000032597|obs_0000031192|obs_0000029792|obs_0000031468|obs_0000029808|obs_0000030833|obs_0000029556|obs_0000029558|obs_0000032571|obs_0000029119|obs_0000030199,,,
Hackfleisch,Keine Marke,"€ 1,11",,"pro Einheit = 1,11","pro Einheit = 1,11","gemischt, vom Rind und Schwein, je 100-g-",Nein,2026-04-20 bis 2026-04-26,2026-04-20,2026-04-26,../images/rewe/bamberg_offer_027.jpg,"cat_fleisch_wurst,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_hackfleisch,sub_rind,sub_schwein,tag_proteinreich,tag_whole_food",bamberg,,BLS-U020100,ref_000180,obs_0000001083|obs_0000000646|obs_0000030444|obs_0000000826|obs_0000027141|obs_0000009222|obs_0000009248|obs_0000016944|obs_0000000054|obs_0000030269|obs_0000024142|obs_0000025678|obs_0000029783|obs_0000002648|obs_0000021083|obs_0000033883|obs_0000002149|obs_0000026223|obs_0000002681|obs_0000014463|obs_0000021126|obs_0000028809|obs_0000027280|obs_0000008856|obs_0000027808|obs_0000005797|obs_0000011430|obs_0000018085|obs_0000002216|obs_0000023720|obs_0000030894|obs_0000008380|obs_0000029892|obs_0000030922|obs_0000002767|obs_0000029904|obs_0000006355|obs_0000006874|obs_0000034536|obs_0000030962|obs_0000029964|obs_0000022287|obs_0000026901|obs_0000002849|obs_0000020264|obs_0000031538|obs_0000019763|obs_0000017204|obs_0000031541|obs_0000027962,obs_0000001083|obs_0000000646|obs_0000030444|obs_0000000826,,
Cevapcici,Keine Marke,"€ 1,11",,"pro Einheit = 1,11","pro Einheit = 1,11","gewürztes Hackfleischröllchen aus Rind- und Schweinefleisch, je 100-g-",Nein,2026-04-20 bis 2026-04-26,2026-04-20,2026-04-26,../images/rewe/bamberg_offer_034.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_gemuese,sub_frisches_obst,tag_ultra_processed,tag_whole_food",bamberg,,,ref_000181,obs_0000001452|obs_0000024051|obs_0000024471|obs_0000009637|obs_0000023237|obs_0000008782|obs_0000014098|obs_0000031544|obs_0000025788|obs_0000002078|obs_0000003680|obs_0000019083|obs_0000021484|obs_0000025686|obs_0000020665|obs_0000022124|obs_0000018260|obs_0000017759,obs_0000001452|obs_0000024051|obs_0000024471,,
Bananen,Keine Marke,"€ 1,79",,"pro Einheit = 1,79","pro Einheit = 1,79","Ursprung: siehe Etikett, je 1-kg-",Nein,2026-04-20 bis 2026-04-26,2026-04-20,2026-04-26,../images/rewe/bamberg_offer_026.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_obst,tag_whole_food",bamberg,,NUTR-0008,ref_000182,obs_0000031875|obs_0000027051|obs_0000032185|obs_0000032060|obs_0000029136|obs_0000027736|obs_0000026329|obs_0000028769|obs_0000031472|obs_0000031729|obs_0000009078|obs_0000026492|obs_0000022914|obs_0000027397|obs_0000023689|obs_0000006264|obs_0000006428|obs_0000006432|obs_0000031804|obs_0000030831|obs_0000005880|obs_0000004503|obs_0000001843|obs_0000004930|obs_0000004076|obs_0000000375|obs_0000005528|obs_0000007321|obs_0000006961|obs_0000005689|obs_0000006073|obs_0000005310|obs_0000005711|obs_0000010969|obs_0000007135|obs_0000012654|obs_0000013167|obs_0000011386|obs_0000005115|obs_0000005504|obs_0000014883|obs_0000011819,obs_0000031875|obs_0000027051|obs_0000032185|obs_0000032060|obs_0000029136|obs_0000027736|obs_0000026329|obs_0000028769|obs_0000031472|obs_0000031729|obs_0000009078|obs_0000026492,,
Beyond Burger Original,Beyond Meat,"€ 2,99",,"1 kg = 13,23","1 kg = 13,23","tiefgefroren, je 226-g-Pckg.",Nein,2026-04-20 bis 2026-04-26,2026-04-20,2026-04-26,../images/rewe/bamberg_offer_138.jpg,"cat_tiefkuehl,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_high_protein,tag_ultra_processed",bamberg,,,ref_000183,obs_0000014504|obs_0000029701|obs_0000029707|obs_0000028730|obs_0000020611|obs_0000012423|obs_0000006283|obs_0000026772|obs_0000026832|obs_0000028896|obs_0000035052|obs_0000027005|obs_0000027048|obs_0000021000|obs_0000008777|obs_0000021117|obs_0000008906|obs_0000015051|obs_0000021430|obs_0000025547|obs_0000033763|obs_0000017384|obs_0000013325|obs_0000019505|obs_0000031800|obs_0000023609|obs_0000025705|obs_0000009334|obs_0000015502|obs_0000027791|obs_0000033975|obs_0000021758|obs_0000009525|obs_0000021868|obs_0000017799|obs_0000026035|obs_0000022184|obs_0000020181|obs_0000034561|obs_0000009987|obs_0000028429|obs_0000034575|obs_0000016167|obs_0000020298|obs_0000028516|obs_0000010117|obs_0000014249|obs_0000028630,obs_0000014504,x,
Freilandkräuter,Keine Marke,"€ 1,79",,"pro Einheit = 1,79","pro Einheit = 1,79","versch. Sorten, je 1-Topf",Nein,2026-04-20 bis 2026-04-26,2026-04-20,2026-04-26,../images/rewe/bamberg_offer_023.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_kraeuter,sub_milchprodukte,tag_whole_food",bamberg,,,ref_000184,obs_0000030829|obs_0000031470,obs_0000030829|obs_0000031470,,
Vorgegarter Zuckermais,Keine Marke,"€ 1,39",,"1 kg = 3,48","1 kg = 3,48",je 400-g-Pckg.,Nein,2026-04-20 bis 2026-04-26,2026-04-20,2026-04-26,../images/rewe/bamberg_offer_022.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food",bamberg,,,ref_000185,obs_0000010140,,,
Zucchini,Keine Marke,"€ 1,99",,"pro Einheit = 1,99","pro Einheit = 1,99","Kl. I, je 1-kg-",Nein,2026-04-20 bis 2026-04-26,2026-04-20,2026-04-26,../images/rewe/bamberg_offer_021.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_gemuese,sub_frisches_obst,tag_ultra_processed,tag_whole_food",bamberg,,BLS-G582100,ref_000186,obs_0000021829|obs_0000016265|obs_0000007131|obs_0000018752|obs_0000031457|obs_0000013900|obs_0000005522,obs_0000021829|obs_0000016265|obs_0000007131|obs_0000018752,,
Bio Pastinaken,Keine Marke,"€ 1,29",,"1 kg = 4,30","1 kg = 4,30","Kl. II, je 300-g-Pckg.",Nein,2026-04-20 bis 2026-04-26,2026-04-20,2026-04-26,../images/rewe/bamberg_offer_020.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_gemuese,sub_frisches_obst,tag_whole_food",bamberg,,,ref_000187,obs_0000033911|obs_0000019153|obs_0000029128|obs_0000031459|obs_0000031832,obs_0000033911|obs_0000019153|obs_0000029128|obs_0000031459|obs_0000031832,,
Zitrone,Keine Marke,"€ 1,11",,"pro Einheit = 1,11","pro Einheit = 1,11","»Amalfi«, Kl. II, je 1-St.",Nein,2026-04-20 bis 2026-04-26,2026-04-20,2026-04-26,../images/rewe/bamberg_offer_019.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_obst,tag_whole_food",bamberg,,BLS-F601100,ref_000188,obs_0000029580|obs_0000031579|obs_0000032505|obs_0000000906|obs_0000031647|obs_0000008382|obs_0000030917|obs_0000008284|obs_0000010724|obs_0000029941|obs_0000033932|obs_0000034578|obs_0000001572|obs_0000026036|obs_0000034741|obs_0000007127|obs_0000011999|obs_0000013557|obs_0000034557|obs_0000015910|obs_0000021160|obs_0000001350|obs_0000021724|obs_0000020341|obs_0000011971|obs_0000032716|obs_0000034429|obs_0000030250|obs_0000031615,obs_0000029580|obs_0000031579|obs_0000032505,,
Prinzessbohnen,Keine Marke,"€ 1,79",,"1 kg = 8,95","1 kg = 8,95","Ursprung: siehe Etikett, Kl. I, je 200-g-Pckg.",Nein,2026-04-20 bis 2026-04-26,2026-04-20,2026-04-26,../images/rewe/bamberg_offer_025.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,sub_frisches_obst,tag_ultra_processed,tag_whole_food",bamberg,,,ref_000189,obs_0000028267|obs_0000017637|obs_0000016975|obs_0000019192,obs_0000028267|obs_0000017637,,
Mozzarella,Goldsteig,"€ 0,99",,"1 kg = 7,92","1 kg = 7,92","versch. Sorten, je 200-g-Pckg., 125 g Abtropfgewicht",Nein,2026-04-20 bis 2026-04-26,2026-04-20,2026-04-26,../images/rewe/bamberg_offer_069.jpg,"cat_molkerei_kaese,sub_kaese,sub_milchprodukte",bamberg,,BLS-X208312,ref_000190,obs_0000018430|obs_0000022609|obs_0000033882|obs_0000001647|obs_0000018031|obs_0000023202|obs_0000024234|obs_0000022241|obs_0000023806|obs_0000011043|obs_0000000816|obs_0000024894|obs_0000009077|obs_0000022394|obs_0000027551|obs_0000018366|obs_0000016326|obs_0000022485|obs_0000027613|obs_0000028850|obs_0000012801|obs_0000018433|obs_0000025133|obs_0000031811|obs_0000018512|obs_0000022110|obs_0000033891|obs_0000022631|obs_0000030318|obs_0000011891|obs_0000009868|obs_0000032402|obs_0000020638|obs_0000023201|obs_0000018599|obs_0000034980|obs_0000009408|obs_0000011471|obs_0000031442|obs_0000034515|obs_0000008404|obs_0000021741|obs_0000023292|obs_0000027907|obs_0000031521|obs_0000028470|obs_0000019264|obs_0000025413|obs_0000007546|obs_0000034175,obs_0000018430|obs_0000022609|obs_0000033882|obs_0000001647|obs_0000018031|obs_0000023202|obs_0000024234|obs_0000031442|obs_0000022241|obs_0000023806|obs_0000031521|obs_0000011043|obs_0000000816|obs_0000024894|obs_0000009077|obs_0000022394|obs_0000027551|obs_0000018366|obs_0000016326|obs_0000022485|obs_0000027613,,
Rhabarber,Keine Marke,"€ 2,99",,"1 kg = 3,99","1 kg = 3,99","Kl. I, je 750-g-Bund",Nein,2026-04-20 bis 2026-04-26,2026-04-20,2026-04-26,../images/rewe/bamberg_offer_024.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_obst,tag_ultra_processed,tag_whole_food",bamberg,,BLS-F081100,ref_000191,obs_0000029571,,,
Wolf Berner Würstchen,Keine Marke,"€ 2,49",,"1 kg = 9,96","1 kg = 9,96","versch. Sorten, je 250-g-Pckg.",Nein,2026-04-20 bis 2026-04-26,2026-04-20,2026-04-26,../images/rewe/bamberg_offer_071.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_wurst,tag_ultra_processed,tag_whole_food",bamberg,,BLS-W211200,ref_000192,obs_0000009369|obs_0000009557,,,
Puten-Innenfilet,Rewe Regional,"€ 5,55",,"1 kg = 13,88","1 kg = 13,88","geschnitten, je 400-g-Pckg.",Nein,2026-04-20 bis 2026-04-26,2026-04-20,2026-04-26,../images/rewe/bamberg_offer_106.jpg,"cat_molkerei_kaese,diet_vegan,sub_gefluegel,tag_whole_food",bamberg,,,ref_000193,obs_0000031641,,,x
Frisches Hähnchen-Brustfilet,Rewe Regional,"€ 6,99",,"1 kg = 12,71","1 kg = 12,71","Teilstück, je 550-g-Pckg.",Nein,2026-04-20 bis 2026-04-26,2026-04-20,2026-04-26,../images/rewe/bamberg_offer_107.jpg,"cat_molkerei_kaese,diet_lactose_free,sub_gefluegel,tag_high_protein,tag_proteinreich,tag_whole_food",bamberg,,,ref_000194,obs_0000031200|obs_0000030925|obs_0000030952|obs_0000031243|obs_0000029597|obs_0000030219|obs_0000030256|obs_0000028699|obs_0000028436|obs_0000028847|obs_0000025273|obs_0000021299|obs_0000027499|obs_0000009094|obs_0000020480|obs_0000030884|obs_0000029518|obs_0000030184|obs_0000022853|obs_0000010592|obs_0000031206|obs_0000029186|obs_0000027320|obs_0000026229,obs_0000030884|obs_0000030925|obs_0000030952|obs_0000029115|obs_0000031200|obs_0000029186|obs_0000031243|obs_0000029518|obs_0000029597|obs_0000025784|obs_0000030184|obs_0000030190|obs_0000030219|obs_0000030256|obs_0000032588,,x
Butterkäse,Bauer,"€ 0,89",,"pro Einheit = 0,89","pro Einheit = 0,89","halbf. Schnittkäse, 45% Fett i.Tr., je 100-g-",Nein,2026-04-20 bis 2026-04-26,2026-04-20,2026-04-26,../images/rewe/bamberg_offer_108.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_vegetarian,sub_butter_margarine,sub_kaese,sub_milchprodukte,tag_ultra_processed",bamberg,,,ref_000195,obs_0000005908|obs_0000006806|obs_0000029171|obs_0000010146|obs_0000022440|obs_0000009899|obs_0000028601|obs_0000024636|obs_0000035114|obs_0000028491|obs_0000009434|obs_0000019165|obs_0000033775|obs_0000034800|obs_0000028402|obs_0000012660|obs_0000018295,obs_0000005908|obs_0000006806|obs_0000028601|obs_0000035114|obs_0000028491|obs_0000029171,x,
Geflügel-Fleischwurst,Gutfried,"€ 2,79",,"1 kg = 6,98","1 kg = 6,98","fein-würzig, je 400-g-Pckg.",Nein,2026-04-20 bis 2026-04-26,2026-04-20,2026-04-26,../images/rewe/bamberg_offer_109.jpg,"cat_molkerei_kaese,sub_gefluegel,sub_wurst,tag_ultra_processed",bamberg,,,ref_000196,obs_0000032348|obs_0000006329|obs_0000031486|obs_0000030485|obs_0000001753|obs_0000001768|obs_0000001790|obs_0000001812|obs_0000027638|obs_0000030265|obs_0000024646|obs_0000032374|obs_0000030888|obs_0000031962|obs_0000031485|obs_0000030484|obs_0000025459|obs_0000031187|obs_0000019414|obs_0000014928|obs_0000011863|obs_0000027764|obs_0000008871|obs_0000034472|obs_0000034703,obs_0000032348|obs_0000006329|obs_0000031486|obs_0000030485|obs_0000027638,x,
Hähnchen-Fleischwurst,Gutfried,"€ 2,79",,"1 kg = 7,97","1 kg = 7,97","würzig-frisch, je 350-g-Pckg.",Nein,2026-04-20 bis 2026-04-26,2026-04-20,2026-04-26,../images/rewe/bamberg_offer_110.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,sub_gefluegel,sub_wurst,tag_proteinreich,tag_ultra_processed,tag_whole_food",bamberg,,,ref_000197,obs_0000031485|obs_0000032374|obs_0000030484|obs_0000028543|obs_0000028660|obs_0000006329|obs_0000031486|obs_0000032348|obs_0000030485|obs_0000014928|obs_0000008871|obs_0000027764|obs_0000011863|obs_0000034472|obs_0000034703,obs_0000031485|obs_0000032374|obs_0000030484|obs_0000028543|obs_0000028660,x,
Buko Hirtenkäse,Arla,"€ 0,99",,"1 kg = 6,60","1 kg = 6,60","cremig mild, je 150-g-Pckg.",Nein,2026-04-20 bis 2026-04-26,2026-04-20,2026-04-26,../images/rewe/bamberg_offer_111.jpg,"cat_molkerei_kaese,sub_kaese,sub_milchprodukte",bamberg,,,ref_000198,obs_0000006979|obs_0000001180|obs_0000016541|obs_0000008866|obs_0000024228|obs_0000021676|obs_0000019634|obs_0000018107|obs_0000013037|obs_0000023290|obs_0000023807|obs_0000021261|obs_0000006443|obs_0000010627|obs_0000020442,obs_0000006979,,
Grill Ofen Kräuter,Patros,"€ 1,99",,"1 kg = 13,27","1 kg = 13,27","Weichkäse, je 150-g-Pckg.",Nein,2026-04-20 bis 2026-04-26,2026-04-20,2026-04-26,../images/rewe/bamberg_offer_112.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_kraeuter",bamberg,,,ref_000199,obs_0000012814|obs_0000000636|obs_0000006282|obs_0000002274|obs_0000009967|obs_0000002843|obs_0000009506|obs_0000011054|obs_0000034623|obs_0000001352|obs_0000013754|obs_0000007155,,x,
Paula Vanille-Pudding minis,Dr. Oetker,"€ 1,49",,"1 kg = 3,73","1 kg = 3,73",je 8 x 50-g-Becher,Nein,2026-04-20 bis 2026-04-26,2026-04-20,2026-04-26,../images/rewe/bamberg_offer_113.jpg,"cat_molkerei_kaese,sub_milchprodukte,sub_sahne_creme,tag_ultra_processed",bamberg,,,ref_000200,obs_0000031881|obs_0000006298|obs_0000004106|obs_0000000399|obs_0000004533|obs_0000004960|obs_0000027563|obs_0000000995|obs_0000003744|obs_0000018361|obs_0000029837|obs_0000014940|obs_0000013814|obs_0000011809|obs_0000012304|obs_0000012394|obs_0000010509|obs_0000024884|obs_0000022992|obs_0000017159|obs_0000011085|obs_0000013309|obs_0000015378|obs_0000019480|obs_0000025627|obs_0000019541|obs_0000025800|obs_0000001428|obs_0000013779|obs_0000034305|obs_0000017931|obs_0000013838|obs_0000015901|obs_0000026409|obs_0000016191|obs_0000016218|obs_0000022527,obs_0000031881|obs_0000029837,,x
Mini-Salami Original,Bifi,"€ 1,99",,"1 kg = 16,58","1 kg = 16,58",je 6 x 20-g-Pckg.,Nein,2026-04-20 bis 2026-04-26,2026-04-20,2026-04-26,../images/rewe/bamberg_offer_114.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_tk_fertiggerichte,sub_wurst,tag_ultra_processed,tag_whole_food",bamberg,,,ref_000201,obs_0000032187|obs_0000030488|obs_0000028517|obs_0000028632|obs_0000025064|obs_0000026305|obs_0000028448|obs_0000012328|obs_0000028730|obs_0000010316|obs_0000020611|obs_0000012423|obs_0000006283|obs_0000026772|obs_0000026832|obs_0000016602|obs_0000028896|obs_0000008425|obs_0000006379|obs_0000002285|obs_0000035052|obs_0000026898|obs_0000016755|obs_0000027005|obs_0000027048|obs_0000031198|obs_0000021000|obs_0000002611|obs_0000008777|obs_0000014932|obs_0000019030|obs_0000021117|obs_0000023205|obs_0000010932|obs_0000008906|obs_0000015051|obs_0000021226|obs_0000011010|obs_0000025355|obs_0000017184|obs_0000002957|obs_0000021430|obs_0000025547|obs_0000017375|obs_0000033763|obs_0000017384|obs_0000013325|obs_0000019505|obs_0000031800|obs_0000025705,obs_0000032187|obs_0000030488,x,
Roll Original,Bifi,"€ 1,99",,"1 kg = 14,74","1 kg = 14,74",je 3 x 45-g-Pckg.,Nein,2026-04-20 bis 2026-04-26,2026-04-20,2026-04-26,../images/rewe/bamberg_offer_115.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_tk_fertiggerichte,tag_high_protein,tag_ultra_processed,tag_whole_food",bamberg,,,ref_000202,obs_0000032188|obs_0000030489|obs_0000008510|obs_0000006696|obs_0000007062|obs_0000028730|obs_0000020611|obs_0000012423|obs_0000006283|obs_0000026772|obs_0000026832|obs_0000028896|obs_0000035052|obs_0000027005|obs_0000027048|obs_0000021000|obs_0000008777|obs_0000021117|obs_0000008906|obs_0000015051|obs_0000021430|obs_0000025547|obs_0000033763|obs_0000017384|obs_0000013325|obs_0000019505|obs_0000031800|obs_0000025705|obs_0000009334|obs_0000015502|obs_0000027791|obs_0000033975|obs_0000021758|obs_0000009525|obs_0000021868|obs_0000017799|obs_0000028072|obs_0000026035|obs_0000022184|obs_0000020181|obs_0000034561|obs_0000009987|obs_0000028429|obs_0000034575|obs_0000016167|obs_0000020298|obs_0000028516|obs_0000010117|obs_0000014249|obs_0000028630,obs_0000032188|obs_0000030489,x,
Rügenwalder Vegane Pommersche,Keine Marke,"€ 1,79",,"1 kg = 14,32","1 kg = 14,32","fein, je 125-g-Becher",Nein,2026-04-20 bis 2026-04-26,2026-04-20,2026-04-26,../images/rewe/bamberg_offer_116.jpg,"cat_molkerei_kaese,diet_lactose_free,diet_vegan,diet_vegetarian,sub_fleischersatz,tag_ultra_processed,tag_whole_food",bamberg,,,ref_000203,obs_0000029833|obs_0000005575|obs_0000028332,obs_0000029833|obs_0000028332|obs_0000005575,,
Elsässer Winzerkäse,Ermitage,"€ 1,89",,"pro Einheit = 1,89","pro Einheit = 1,89","frz. Weichkäse, mind. 50% Fett i.Tr., je 100-g-",Nein,2026-04-20 bis 2026-04-26,2026-04-20,2026-04-26,../images/rewe/bamberg_offer_117.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_kaese,tag_ultra_processed",bamberg,,,ref_000204,obs_0000031493|obs_0000006805|obs_0000033976,obs_0000031493,x,
Frischer Quiche- und Tarteteig,Tante Fanny,"€ 1,49",,"1 kg = 4,97","1 kg = 4,97",je 300-g-Pckg.,Nein,2026-04-20 bis 2026-04-26,2026-04-20,2026-04-26,../images/rewe/bamberg_offer_118.jpg,cat_molkerei_kaese,bamberg,,,ref_000205,obs_0000030494,obs_0000030494,,
vegan Hafer Drink,REWE Bio,"€ 0,90",,"pro Einheit = 0,90","pro Einheit = 0,90",je 1-l-Pckg.,Nein,2026-04-20 bis 2026-04-26,2026-04-20,2026-04-26,../images/rewe/bamberg_offer_121.jpg,"cat_molkerei_kaese,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",bamberg,,,ref_000206,obs_0000029292|obs_0000033178|obs_0000033988|obs_0000030980|obs_0000026421,obs_0000029292|obs_0000009306|obs_0000009773,,
Brotaufstrich,Popp,"€ 1,19",,"1 kg = 7,93","1 kg = 7,93","versch. Sorten, je 150-g-Becher",Nein,2026-04-20 bis 2026-04-26,2026-04-20,2026-04-26,../images/rewe/bamberg_offer_122.jpg,"cat_sonstiges,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,sub_huelsenfruechte,tag_whole_food",bamberg,,,ref_000207,obs_0000007196|obs_0000006143|obs_0000010497|obs_0000008458|obs_0000010510|obs_0000034334|obs_0000015391|obs_0000012207|obs_0000031930|obs_0000013124|obs_0000034763|obs_0000031182|obs_0000018403|obs_0000014956|obs_0000023659|obs_0000013042,obs_0000034334|obs_0000034763|obs_0000018403,x,
Billie Green vegane Salami,Keine Marke,"€ 1,29",,"1 kg = 18,43","1 kg = 18,43","versch. Sorten, je 70-g-Pckg.",Nein,2026-04-20 bis 2026-04-26,2026-04-20,2026-04-26,../images/rewe/bamberg_offer_070.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_fleischersatz,sub_wurst,tag_ultra_processed,tag_whole_food",bamberg,,,ref_000208,obs_0000030145|obs_0000023283|obs_0000011062|obs_0000033986|obs_0000005574|obs_0000010316|obs_0000016602|obs_0000008425|obs_0000002285|obs_0000026898|obs_0000016755|obs_0000031198|obs_0000002611|obs_0000014932|obs_0000019030|obs_0000023205|obs_0000021226|obs_0000011010|obs_0000025355|obs_0000017184|obs_0000002957|obs_0000017375|obs_0000003239|obs_0000019666|obs_0000003307|obs_0000025934|obs_0000034176|obs_0000028273|obs_0000005781|obs_0000007987|obs_0000008039|obs_0000020407|obs_0000016328|obs_0000010234,obs_0000023283|obs_0000011062|obs_0000033986|obs_0000030145,,
Lachsfilets,Costa,"€ 12,99",,"1 kg = 30,93","1 kg = 30,93","portioniert, tiefgefroren, je 420-g-Pckg.",Nein,2026-04-20 bis 2026-04-26,2026-04-20,2026-04-26,../images/rewe/bamberg_offer_136.jpg,"cat_tiefkuehl,tag_high_protein,tag_proteinreich",bamberg,,,ref_000209,obs_0000013760|obs_0000031634|obs_0000012823|obs_0000010654|obs_0000007806|obs_0000026391|obs_0000000830|obs_0000030416|obs_0000005212,obs_0000031634|obs_0000012823|obs_0000010654|obs_0000013760|obs_0000030416|obs_0000005212|obs_0000007806,,
O-Mochi Eis,Keine Marke,"€ 3,99",,"1 kg = 22,17","1 kg = 22,17","versch. Sorten, je 180-g-Pckg.",Nein,2026-04-20 bis 2026-04-26,2026-04-20,2026-04-26,../images/rewe/bamberg_offer_135.jpg,"cat_tiefkuehl,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_obst,sub_tk_eis,tag_ultra_processed,tag_whole_food",bamberg,,,ref_000210,obs_0000030502|obs_0000028855|obs_0000018692|obs_0000025743|obs_0000017710|obs_0000034392|obs_0000011490|obs_0000025829|obs_0000013168,obs_0000030502|obs_0000028855,,
