Produkt,Marke,Preis,Vorheriger Preis,Preis_kg,RAW_Preis_kg,Hinweis,Nur_online,Gueltig_raw,Gueltig_von,Gueltig_bis,Bildpfad,assigned_labels,source_market,Einheit,nutrition_link,reference_row_id,rough_match_observation_ids,exact_match_observation_ids,brand_extracted,brand_normalized
Pelmeni Teigtaschen mit Putenfleisch,Dovgan,"€ 1,99",,"1 kg = 3,98","1 kg = 3,98","tiefgefroren, je 500-g-Btl.",Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/bamberg_offer_005.jpg,"cat_fleisch_wurst,sub_gefluegel,sub_tk_fertiggerichte",bamberg,,,ref_000181,obs_0000008386,,,
Körniger Bio-Frischkäse,Andechser Natur,"€ 1,49",,"1 kg = 7,45","1 kg = 7,45",je 200-g-Becher,Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/bamberg_offer_069.jpg,"cat_molkerei_kaese,diet_vegetarian,sub_joghurt_skyr_quark,sub_kaese,sub_milchprodukte",bamberg,,,ref_000182,obs_0000031499|obs_0000000666|obs_0000033993|obs_0000031907|obs_0000008311|obs_0000009275|obs_0000001493|obs_0000009739|obs_0000026562|obs_0000018437|obs_0000002331|obs_0000002443|obs_0000003254|obs_0000022111|obs_0000030188|obs_0000010634|obs_0000011477|obs_0000019964|obs_0000030175|obs_0000022581|obs_0000030858|obs_0000023770|obs_0000024194|obs_0000024882|obs_0000000519|obs_0000016946|obs_0000025259|obs_0000017482|obs_0000017513|obs_0000009596|obs_0000017894|obs_0000018043|obs_0000010048|obs_0000026675|obs_0000018636|obs_0000018668|obs_0000002951|obs_0000019362|obs_0000027893|obs_0000019721|obs_0000003481|obs_0000028302|obs_0000020143|obs_0000020962|obs_0000022149|obs_0000022250|obs_0000022312|obs_0000022604|obs_0000023986|obs_0000024407,obs_0000008311|obs_0000000666|obs_0000009275|obs_0000033993|obs_0000009739|obs_0000026562|obs_0000018437|obs_0000002331|obs_0000002443|obs_0000003254|obs_0000030188|obs_0000022111|obs_0000031499,,
Kernlose Tafeltrauben,Keine Marke,"€ 4,99",,"pro Einheit = 4,99","pro Einheit = 4,99","Sorte: siehe Etikett, Kl. I, je 1-kg-",Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/bamberg_offer_017.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_obst,tag_whole_food",bamberg,,,ref_000183,obs_0000029586|obs_0000029122|obs_0000031474|obs_0000031873|obs_0000008710|obs_0000014088|obs_0000009624|obs_0000028835|obs_0000028335|obs_0000028721|obs_0000008765|obs_0000010312|obs_0000008527|obs_0000008792|obs_0000010211,obs_0000029586|obs_0000029122|obs_0000031474,,
Bio Avocado,Keine Marke,"€ 1,59",,"pro Einheit = 1,59","pro Einheit = 1,59","»Hass«, Kl. II, je 1-St.",Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/bamberg_offer_019.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_gemuese,sub_frisches_obst,tag_ultra_processed,tag_whole_food",bamberg,,,ref_000184,obs_0000033717|obs_0000034744|obs_0000028796|obs_0000030124|obs_0000030212|obs_0000030257|obs_0000030466|obs_0000030959|obs_0000032517|obs_0000000058|obs_0000008728|obs_0000000694|obs_0000017166|obs_0000001305|obs_0000034105|obs_0000034516|obs_0000018748|obs_0000027541|obs_0000027854|obs_0000020117|obs_0000029123|obs_0000020936|obs_0000029201|obs_0000014073|obs_0000030562|obs_0000000895,obs_0000033717|obs_0000034744|obs_0000028796|obs_0000030124|obs_0000030212|obs_0000030257|obs_0000030466|obs_0000030959|obs_0000032517,,
Cafeteria fein sahnig Erdbeer Joghurt,Coppenrath Wiese,"€ 3,49",,"1 kg = 5,82","1 kg = 5,82","tiefgefroren, je 600-g-Pckg.",Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/bamberg_offer_141.jpg,"cat_tiefkuehl,diet_vegetarian,sub_joghurt_skyr_quark,sub_milchprodukte,sub_sahne_creme",bamberg,,,ref_000185,obs_0000013546|obs_0000012674|obs_0000014357|obs_0000035124,,,
Lammlach oder Lammfilet,Keine Marke,"€ 3,79",,"pro Einheit = 3,79","pro Einheit = 3,79","natur oder mariniert, je 100-g-",Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/bamberg_offer_032.jpg,"cat_fisch_meeresfruechte,diet_gluten_free,diet_lactose_free,tag_ultra_processed",bamberg,,,ref_000186,obs_0000030786|obs_0000031454,obs_0000030786|obs_0000031454,,
Sartori Bellavitano Espresso,Keine Marke,"€ 2,99",,"pro Einheit = 2,99","pro Einheit = 2,99","Hartkäse aus den USA, 45% Fett i.Tr., je 100-g-",Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/bamberg_offer_031.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",bamberg,,,ref_000187,,,,
Schwarzwälder Schinken g g A,Adler,"€ 1,49",,"pro Einheit = 1,49","pro Einheit = 1,49","aus dem Kernstück, je 100-g-",Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/bamberg_offer_030.jpg,"cat_fleisch_wurst,sub_schwein,sub_wurst,tag_ultra_processed",bamberg,,BLS-W442000,ref_000188,obs_0000031183|obs_0000007217|obs_0000001644|obs_0000014479|obs_0000007844|obs_0000033965|obs_0000028343|obs_0000011450|obs_0000027841|obs_0000010447|obs_0000026362|obs_0000005410|obs_0000002630|obs_0000011855|obs_0000004753|obs_0000004326|obs_0000003311|obs_0000003899|obs_0000025522|obs_0000019960|obs_0000034378|obs_0000029286|obs_0000028387|obs_0000016624|obs_0000030964|obs_0000017657|obs_0000006532,obs_0000031183,,
Käsekrainer oder Debrecziner,Berger,"€ 1,19",,"pro Einheit = 1,19","pro Einheit = 1,19",je 100-g-,Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/bamberg_offer_029.jpg,"cat_getraenke,diet_lactose_free,sub_kaese,tag_ultra_processed",bamberg,,,ref_000189,obs_0000029809|obs_0000032594|obs_0000030459|obs_0000006862|obs_0000027546|obs_0000005788,obs_0000029809|obs_0000032594,x,
Schiller Stroschwein Gelbwurst,Keine Marke,"€ 0,99",,"pro Einheit = 0,99","pro Einheit = 0,99","mit oder ohne Petersilie, je 100-g-",Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/bamberg_offer_028.jpg,"cat_fleisch_wurst,sub_schwein,sub_wurst,tag_ultra_processed",bamberg,,,ref_000190,obs_0000015364|obs_0000028782|obs_0000008832,obs_0000029870|obs_0000031547,,
Orangen,Keine Marke,"€ 2,49",,"1 kg = 1,66","1 kg = 1,66","Sorte: siehe Etikett, Kl. I, je 1,5-kg-Netz",Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/bamberg_offer_018.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_obst,tag_ultra_processed,tag_whole_food",bamberg,,BLS-F603100,ref_000191,obs_0000031118|obs_0000024463|obs_0000028048|obs_0000008977|obs_0000021906|obs_0000028056|obs_0000014361|obs_0000029592|obs_0000024992|obs_0000025768|obs_0000019119|obs_0000008755|obs_0000010164|obs_0000034743|obs_0000026554|obs_0000009787|obs_0000032059|obs_0000032323|obs_0000016457|obs_0000029131|obs_0000027858|obs_0000027355|obs_0000029277|obs_0000009316|obs_0000030565|obs_0000030827|obs_0000017005|obs_0000031473|obs_0000029823|obs_0000034315|obs_0000033934|obs_0000001301|obs_0000029591|obs_0000014877|obs_0000030120|obs_0000031152|obs_0000033716|obs_0000026166|obs_0000033854|obs_0000012742|obs_0000010184|obs_0000015310|obs_0000025425|obs_0000006483|obs_0000016210|obs_0000015711|obs_0000010976|obs_0000013417|obs_0000034020|obs_0000027756,obs_0000031118|obs_0000024463|obs_0000028048|obs_0000008977|obs_0000021906|obs_0000028056|obs_0000014361|obs_0000029592|obs_0000024992|obs_0000025768|obs_0000019119|obs_0000008755|obs_0000010164|obs_0000034743|obs_0000026554|obs_0000009787|obs_0000032059|obs_0000032323|obs_0000016457|obs_0000029131|obs_0000027858|obs_0000027355|obs_0000029277|obs_0000009316|obs_0000030565|obs_0000030827|obs_0000017005|obs_0000031473|obs_0000029823,,
Strohschwein Tomahawk Kotelett,Keine Marke,"€ 0,89",,"pro Einheit = 0,89","pro Einheit = 0,89",je 100-g-,Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/bamberg_offer_027.jpg,"cat_fleisch_wurst,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,sub_schwein,tag_ultra_processed,tag_whole_food",bamberg,,,ref_000192,,,,
Cantaloupemelone,Keine Marke,"€ 2,22",,"pro Einheit = 2,22","pro Einheit = 2,22","Kl. I, je 1-kg-",Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/bamberg_offer_025.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_obst,tag_ultra_processed,tag_whole_food",bamberg,,,ref_000193,obs_0000013562,,,
Bio Ingwer,Keine Marke,"€ 0,49",,"pro Einheit = 0,49","pro Einheit = 0,49",je 100-g-,Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/bamberg_offer_024.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_gemuese,sub_frisches_obst,tag_whole_food",bamberg,,,ref_000194,obs_0000018532|obs_0000027116|obs_0000019159|obs_0000029134|obs_0000030103|obs_0000024994|obs_0000000896|obs_0000001073|obs_0000034651|obs_0000010970|obs_0000020545|obs_0000021364|obs_0000021779|obs_0000015322|obs_0000033839|obs_0000034135|obs_0000028059|obs_0000029948|obs_0000006223|obs_0000023232|obs_0000007272|obs_0000007992,obs_0000018532|obs_0000027116|obs_0000019159|obs_0000029134|obs_0000030103,,
Himbeeren,Keine Marke,"€ 1,99",,"1 kg = 15,92","1 kg = 15,92","Kl. I, je 125-g-Schale",Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/bamberg_offer_022.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_obst,tag_whole_food",bamberg,,BLS-F302100,ref_000195,obs_0000032513|obs_0000030214|obs_0000006412|obs_0000000524|obs_0000029585|obs_0000027154|obs_0000029205|obs_0000013981|obs_0000030130|obs_0000030258|obs_0000026169|obs_0000032322|obs_0000029127|obs_0000026967|obs_0000016741|obs_0000010473|obs_0000000498|obs_0000001270|obs_0000028022|obs_0000029817|obs_0000005511|obs_0000002727|obs_0000005696|obs_0000005315|obs_0000005328|obs_0000002907|obs_0000007521|obs_0000007532|obs_0000010894|obs_0000011789|obs_0000030995|obs_0000010921|obs_0000006959|obs_0000030324|obs_0000007799|obs_0000030428|obs_0000007801|obs_0000005894,obs_0000032513|obs_0000030214|obs_0000006412|obs_0000000524|obs_0000029585|obs_0000027154|obs_0000029205|obs_0000013981|obs_0000030130|obs_0000030258|obs_0000026169|obs_0000032322|obs_0000029127|obs_0000026967|obs_0000016741|obs_0000010473|obs_0000000498|obs_0000001270|obs_0000028022|obs_0000029817,,
Lauchzwiebeln,Keine Marke,"€ 0,69",,"pro Einheit = 0,69","pro Einheit = 0,69",je 1-Bund,Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/bamberg_offer_021.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,tag_whole_food",bamberg,,,ref_000196,obs_0000014337|obs_0000030823|obs_0000029496|obs_0000006078|obs_0000011753|obs_0000013256,obs_0000014337|obs_0000030823|obs_0000029496|obs_0000006078,,
Rispentomaten,Keine Marke,"€ 2,99",,"1 kg = 4,60","1 kg = 4,60","Kl. I, je 650-g-Schale",Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/bamberg_offer_020.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,tag_whole_food",bamberg,,,ref_000197,obs_0000027139|obs_0000027413|obs_0000029590|obs_0000027927|obs_0000013997|obs_0000031578|obs_0000026075|obs_0000008287|obs_0000000876|obs_0000030210|obs_0000026758|obs_0000011399|obs_0000006281|obs_0000008970|obs_0000031628|obs_0000001302|obs_0000028053|obs_0000006427|obs_0000029206|obs_0000012189|obs_0000006431|obs_0000031226|obs_0000030260|obs_0000014134|obs_0000010557|obs_0000029646|obs_0000010451|obs_0000013027|obs_0000030825|obs_0000006270|obs_0000032515|obs_0000030469|obs_0000029204|obs_0000031140|obs_0000030614|obs_0000030141|obs_0000030918|obs_0000029129|obs_0000006783|obs_0000029645|obs_0000015321|obs_0000007136|obs_0000031461|obs_0000030568|obs_0000030961|obs_0000007312|obs_0000005527|obs_0000007325|obs_0000012235|obs_0000006608,obs_0000027139|obs_0000027413|obs_0000029590|obs_0000027927|obs_0000013997|obs_0000031578|obs_0000026075|obs_0000008287|obs_0000000876,,
Gelbe Bio Speisezwiebeln,Keine Marke,"€ 1,11",,"1 kg = 1,48","1 kg = 1,48","Kl. II, je 750-g-Netz",Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/bamberg_offer_026.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,sub_frisches_obst,tag_whole_food",bamberg,,,ref_000198,obs_0000029479|obs_0000028321|obs_0000028446|obs_0000031417|obs_0000031727|obs_0000032506|obs_0000031134,obs_0000029479|obs_0000031417|obs_0000032506,,
BayBio Joghurt,Andechser Natur,"€ 1,59",,"1 kg = 3,18","1 kg = 3,18","versch. Sorten, je 500-g-Glas, zzgl. 0,15 € Pfand",Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/bamberg_offer_070.jpg,"cat_molkerei_kaese,diet_vegetarian,sub_joghurt_skyr_quark,sub_milchprodukte,tag_proteinreich",bamberg,,,ref_000199,obs_0000031692|obs_0000021506|obs_0000021508|obs_0000025171|obs_0000026710|obs_0000020687|obs_0000020689|obs_0000025811|obs_0000017127|obs_0000023284|obs_0000034580|obs_0000028966|obs_0000025392|obs_0000015673|obs_0000019794|obs_0000033696|obs_0000009663|obs_0000009180|obs_0000023030|obs_0000008703,obs_0000026121|obs_0000005340|obs_0000031692|obs_0000006618,,
Rinderfilet,Keine Marke,"€ 5,55",,"pro Einheit = 5,55","pro Einheit = 5,55","am Stück oder in Scheiben, je 100-g-",Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/bamberg_offer_033.jpg,"cat_fisch_meeresfruechte,diet_gluten_free,diet_lactose_free,sub_rind,sub_tk_fertiggerichte,tag_proteinreich,tag_ultra_processed,tag_whole_food",bamberg,,,ref_000200,obs_0000009729|obs_0000031469|obs_0000030832|obs_0000028851|obs_0000011445|obs_0000018165|obs_0000019724|obs_0000001638|obs_0000001010|obs_0000001945|obs_0000014910|obs_0000008496,obs_0000009729|obs_0000031469|obs_0000030832|obs_0000028851|obs_0000011445|obs_0000018165,,
Edelcreme Sahne,Adler,"€ 1,49",,"1 kg = 14,90","1 kg = 14,90","Schmelzkäse, 60% Fett i.Tr., je 100-g-Pckg.",Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/bamberg_offer_072.jpg,"cat_molkerei_kaese,sub_milchprodukte,sub_sahne_creme",bamberg,,,ref_000201,obs_0000031528|obs_0000012804|obs_0000015694|obs_0000011760,obs_0000031528,,
Edel-Salami,Aoste,"€ 3,19",,"1 kg = 21,27","1 kg = 21,27","luftgetrocknet, je 150-g-Pckg.",Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/bamberg_offer_119.jpg,"cat_molkerei_kaese,sub_wurst,tag_ultra_processed",bamberg,,,ref_000202,obs_0000026927|obs_0000014923|obs_0000032550|obs_0000002611|obs_0000010316|obs_0000014932|obs_0000019030|obs_0000028273|obs_0000005781|obs_0000003239|obs_0000023205|obs_0000019666|obs_0000016602|obs_0000008425|obs_0000021226|obs_0000003307|obs_0000002285|obs_0000011010|obs_0000025355|obs_0000026898|obs_0000017184|obs_0000007987|obs_0000025934|obs_0000008039|obs_0000016755|obs_0000034176|obs_0000002957|obs_0000020407|obs_0000016328|obs_0000017375|obs_0000031198|obs_0000010234,obs_0000032550|obs_0000026927,,
frei von H-Vollmilch Laktosefrei,REWE,"€ 0,99",,"pro Einheit = 0,99","pro Einheit = 0,99","1,5/3,5% Fett, je 1-l-Pckg.",Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/bamberg_offer_118.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegetarian,sub_milchprodukte",bamberg,,,ref_000203,obs_0000024991|obs_0000017187|obs_0000019892|obs_0000020797|obs_0000021616|obs_0000001050|obs_0000031903,obs_0000031733,,
mild-würzig,Appenzeller,"€ 1,99",,"pro Einheit = 1,99","pro Einheit = 1,99","Schweizer Hartkäse, mind. 48% Fett i.Tr., je 100-g-",Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/bamberg_offer_116.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_kaese,sub_milchprodukte,tag_ultra_processed,tag_whole_food",bamberg,,,ref_000204,obs_0000011897|obs_0000013070|obs_0000015815|obs_0000008426|obs_0000031242|obs_0000012811|obs_0000015395|obs_0000011483|obs_0000011051|obs_0000034288,obs_0000011897|obs_0000013070|obs_0000015815,x,
Internationales Fertiggericht,Youcook,"€ 3,79",,"1 kg = 9,02","1 kg = 9,02","versch. Sorten, je 420-g-Pckg.",Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/bamberg_offer_122.jpg,"cat_non_food,sub_tk_fertiggerichte,tag_ultra_processed",bamberg,,,ref_000205,obs_0000006306|obs_0000023763|obs_0000014071|obs_0000024188|obs_0000029810|obs_0000001537|obs_0000013186|obs_0000010900|obs_0000010919|obs_0000015278|obs_0000012214|obs_0000013632|obs_0000011360|obs_0000023662|obs_0000012670,obs_0000029810,,
Chorizo Griller,Campofrio,"€ 3,19",,"1 kg = 9,67","1 kg = 9,67","mild, je 330-g-Pckg.",Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/bamberg_offer_115.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",bamberg,,,ref_000206,obs_0000021222|obs_0000008586|obs_0000022226|obs_0000020403,,x,
Müritzer Original,Milram,"€ 0,99",,"pro Einheit = 0,99","pro Einheit = 0,99","Schnittkäse, 55% Fett i.Tr., je 100-g-",Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/bamberg_offer_113.jpg,"cat_molkerei_kaese,sub_kaese,sub_milchprodukte,tag_high_protein,tag_ultra_processed",bamberg,,,ref_000207,obs_0000033685|obs_0000001420|obs_0000011485|obs_0000009636|obs_0000030891|obs_0000028730|obs_0000020611|obs_0000012423|obs_0000006283|obs_0000026772|obs_0000026832|obs_0000028896|obs_0000035052|obs_0000027005|obs_0000027048|obs_0000021000|obs_0000008777|obs_0000021117|obs_0000008906|obs_0000015051|obs_0000021430|obs_0000025547|obs_0000033763|obs_0000017384|obs_0000013325|obs_0000019505|obs_0000031800|obs_0000025705|obs_0000009334|obs_0000015502|obs_0000027791|obs_0000033975|obs_0000021758|obs_0000009525|obs_0000021868|obs_0000017799|obs_0000026035|obs_0000022184|obs_0000020181|obs_0000034561|obs_0000009987|obs_0000028429|obs_0000034575|obs_0000016167|obs_0000020298|obs_0000028516|obs_0000010117|obs_0000014249|obs_0000028630,obs_0000030891|obs_0000033685|obs_0000001420,,
Hackfleisch gemischt,Keine Marke,"€ 3,33",,"1 kg = 13,32","1 kg = 13,32","vom Rind und Schwein, je 250-g-Pckg.",Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/bamberg_offer_112.jpg,"cat_molkerei_kaese,diet_lactose_free,diet_vegetarian,sub_hackfleisch,sub_rind,sub_schwein,tag_proteinreich,tag_ultra_processed",bamberg,,BLS-U020100,ref_000208,obs_0000009222|obs_0000009248|obs_0000016944|obs_0000030269|obs_0000025678|obs_0000029783|obs_0000033883|obs_0000014463|obs_0000021126|obs_0000008856|obs_0000027808|obs_0000005797|obs_0000011430|obs_0000018085|obs_0000030894|obs_0000029892|obs_0000030922|obs_0000006355|obs_0000006874|obs_0000034536|obs_0000030962|obs_0000022287|obs_0000031538|obs_0000017204|obs_0000020307|obs_0000026963|obs_0000031582|obs_0000009575|obs_0000028033|obs_0000007077|obs_0000030174|obs_0000027617|obs_0000009702|obs_0000005620|obs_0000012282|obs_0000014917|obs_0000001646|obs_0000018612|obs_0000019652|obs_0000010463|obs_0000028433|obs_0000009524|obs_0000017754|obs_0000012768|obs_0000000505|obs_0000001083|obs_0000000646|obs_0000025790|obs_0000030444|obs_0000030969,obs_0000009222|obs_0000009248|obs_0000016944|obs_0000030269|obs_0000025678|obs_0000029783|obs_0000033883|obs_0000001646|obs_0000014463|obs_0000021126|obs_0000008856|obs_0000005797|obs_0000011430|obs_0000018085|obs_0000030894|obs_0000018612|obs_0000029892|obs_0000019652|obs_0000030922|obs_0000006355|obs_0000006874|obs_0000010463|obs_0000034536|obs_0000030962|obs_0000022287|obs_0000028433|obs_0000031538|obs_0000017204|obs_0000009524|obs_0000020307|obs_0000017754|obs_0000031582|obs_0000009575|obs_0000028033|obs_0000007077|obs_0000030174|obs_0000009702|obs_0000005620|obs_0000000505|obs_0000012282,,
vegan Mandeldrink,REWE Bio,"€ 1,29",,"pro Einheit = 1,29","pro Einheit = 1,29","ohne Zucker, je 1-l-Pckg.",Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/bamberg_offer_111.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",bamberg,,,ref_000209,obs_0000031931|obs_0000030979|obs_0000027979,obs_0000030979,,
Parmigiano Reggiano,REWE Bio,"€ 3,99",,"1 kg = 26,60","1 kg = 26,60",je 150-g-Schale,Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/bamberg_offer_110.jpg,"cat_molkerei_kaese,diet_lactose_free,diet_vegan,diet_vegetarian,sub_kaese,sub_milchprodukte,tag_whole_food",bamberg,,,ref_000210,obs_0000009732|obs_0000034722|obs_0000016169|obs_0000009266|obs_0000019638|obs_0000019268|obs_0000007778|obs_0000003570|obs_0000008957|obs_0000023172|obs_0000015397|obs_0000012329|obs_0000033972|obs_0000013813|obs_0000032609|obs_0000005911|obs_0000006456,obs_0000009732|obs_0000023172|obs_0000034722|obs_0000015397|obs_0000016169|obs_0000012329|obs_0000009266|obs_0000019638|obs_0000033972|obs_0000019268|obs_0000007778|obs_0000003570|obs_0000013813|obs_0000008957,,
Schmand,REWE Bio,"€ 0,79",,"1 kg = 5,27","1 kg = 5,27","24% Fett, je 150-g-Becher",Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/bamberg_offer_109.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_milchprodukte,sub_sahne_creme,tag_whole_food",bamberg,,,ref_000211,obs_0000034373|obs_0000031866|obs_0000003203|obs_0000014489|obs_0000001733|obs_0000009974|obs_0000011034|obs_0000004910|obs_0000001870|obs_0000002418|obs_0000004483|obs_0000004056|obs_0000034793|obs_0000010416|obs_0000031453|obs_0000005914|obs_0000029482|obs_0000001902|obs_0000001486|obs_0000011031|obs_0000012648|obs_0000013207|obs_0000007769|obs_0000006448|obs_0000006451|obs_0000005540,obs_0000034373|obs_0000031866|obs_0000003203|obs_0000014489|obs_0000001733|obs_0000009974|obs_0000011034|obs_0000004910|obs_0000001870|obs_0000002418|obs_0000004483|obs_0000004056|obs_0000034793,,
Joghurt mild,REWE Bio,"€ 0,99",,"1 kg = 1,98","1 kg = 1,98","1,8%/3,8% Fett, je 500-g-Becher",Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/bamberg_offer_108.jpg,"cat_molkerei_kaese,diet_lactose_free,diet_vegan,diet_vegetarian,sub_joghurt_skyr_quark,sub_kaese,sub_milchprodukte",bamberg,,BLS-X3A9010,ref_000212,obs_0000002511|obs_0000023026|obs_0000017128|obs_0000027610|obs_0000011458|obs_0000015790|obs_0000006440|obs_0000000620|obs_0000023380|obs_0000031735|obs_0000031944|obs_0000026021|obs_0000001980|obs_0000026710|obs_0000030867|obs_0000020687|obs_0000020689|obs_0000030973|obs_0000020739|obs_0000028966|obs_0000023030|obs_0000008703|obs_0000025171|obs_0000017127|obs_0000023284|obs_0000025392|obs_0000000833|obs_0000006980|obs_0000033696|obs_0000009180|obs_0000021506|obs_0000021508|obs_0000021558|obs_0000033980|obs_0000025811|obs_0000015673|obs_0000019794|obs_0000007538|obs_0000009663|obs_0000034580|obs_0000014336,obs_0000030867|obs_0000030973|obs_0000002511|obs_0000023026|obs_0000017128|obs_0000027610|obs_0000011458|obs_0000015790,,
Mir e Französische Kräuter,Keine Marke,"€ 1,11",,"1 kg = 7,40","1 kg = 7,40","65% Fett i.Tr., je 150-g-Becher",Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/bamberg_offer_114.jpg,"cat_molkerei_kaese,diet_vegetarian,sub_kaese,sub_kraeuter,sub_milchprodukte",bamberg,,,ref_000213,obs_0000031531|obs_0000032198|obs_0000028294|obs_0000033779|obs_0000012814|obs_0000000636|obs_0000002274|obs_0000009967|obs_0000002843|obs_0000009506|obs_0000011054|obs_0000034623|obs_0000001352|obs_0000013754,obs_0000028294|obs_0000031531|obs_0000032198|obs_0000033779,,
Feta,REWE Bio,"€ 2,39",,"1 kg = 11,95","1 kg = 11,95","mind. 45% Fett i.Tr., je 200-g-Pckg.",Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/bamberg_offer_107.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_kaese,sub_milchprodukte,tag_whole_food",bamberg,,,ref_000214,obs_0000030983|obs_0000014339|obs_0000024072|obs_0000015386|obs_0000003162|obs_0000025183|obs_0000031891|obs_0000011044|obs_0000002450|obs_0000024500|obs_0000003622|obs_0000027730|obs_0000005735|obs_0000026959|obs_0000024973|obs_0000001453|obs_0000017363|obs_0000001495|obs_0000000520|obs_0000022608|obs_0000026804|obs_0000027830|obs_0000018123|obs_0000013707|obs_0000018938,obs_0000014339|obs_0000024072|obs_0000003162|obs_0000025183|obs_0000031891|obs_0000030983|obs_0000002450|obs_0000024500,,
