Produkt,Marke,Preis,Vorheriger Preis,Preis_kg,RAW_Preis_kg,Hinweis,Nur_online,Gueltig_raw,Gueltig_von,Gueltig_bis,Bildpfad,assigned_labels,source_market,Einheit,nutrition_link,reference_row_id,rough_match_observation_ids,exact_match_observation_ids,brand_extracted,brand_normalized
Pils,Lübzer,"€ 10,99",,"1 l = 1,10","1 l = 1,10","versch. Sorten, je 20 x 0,5-l-Fl.-Kasten, zzgl. 3,10 € Pfand",Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/neubrandenburg_offer_195.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_obst,tag_whole_food",neubrandenburg,,,ref_000306,obs_0000031614|obs_0000010755|obs_0000013338|obs_0000033823|obs_0000026170|obs_0000015941|obs_0000012871|obs_0000028759|obs_0000024176|obs_0000028275|obs_0000034423|obs_0000012448|obs_0000027329|obs_0000016578|obs_0000019656|obs_0000023756|obs_0000028878|obs_0000035035|obs_0000028408|obs_0000028937|obs_0000008467|obs_0000027944|obs_0000004922|obs_0000028500|obs_0000017247|obs_0000000370|obs_0000014202|obs_0000010120|obs_0000004495|obs_0000034708|obs_0000010165|obs_0000028614|obs_0000026062|obs_0000031695|obs_0000003041|obs_0000004068|obs_0000013819|obs_0000031740,obs_0000031614,x,
Edel Pils,Köstritzer,"€ 10,49",,"1 l = 1,05","1 l = 1,05","je 20 x 0,5-l-Fl.-Kasten, zzgl. 3,10 € Pfand",Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/neubrandenburg_offer_196.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",neubrandenburg,,,ref_000307,obs_0000031613|obs_0000030608|obs_0000029638|obs_0000010755|obs_0000013338|obs_0000033823|obs_0000026170|obs_0000015941|obs_0000012871|obs_0000028759|obs_0000024176|obs_0000028275|obs_0000034423|obs_0000012448|obs_0000027329|obs_0000016578|obs_0000019656|obs_0000023756|obs_0000028878|obs_0000035035|obs_0000028408|obs_0000028937|obs_0000008467|obs_0000027944|obs_0000004922|obs_0000028500|obs_0000017247|obs_0000000370|obs_0000014202|obs_0000010120|obs_0000004495|obs_0000034708|obs_0000010165|obs_0000028614|obs_0000026062|obs_0000031695|obs_0000003041|obs_0000004068|obs_0000013819|obs_0000031740,obs_0000031613|obs_0000030608|obs_0000029638,x,
Letscho Premium,Spreewaldhof,"€ 1,89",,"1 kg = 2,78","1 kg = 2,78",je 680-g-Glas,Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/neubrandenburg_offer_143.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian",neubrandenburg,,,ref_000308,obs_0000030243|obs_0000013830|obs_0000011595,obs_0000030243,x,
Riesa Teigwaren aus Hartweizen,Keine Marke,"€ 0,89",,"1 kg = 1,78","1 kg = 1,78","versch. Ausformungen, je 500-g-Btl.",Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/neubrandenburg_offer_146.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_nudeln,tag_whole_food",neubrandenburg,,,ref_000309,obs_0000008738|obs_0000015404|obs_0000026301,,,
Papageienkuchen,Kathi,"€ 2,49",,"1 kg = 2,96","1 kg = 2,96",je 840-g-Pckg.,Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/neubrandenburg_offer_153.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_obst,sub_tk_fertiggerichte,tag_ultra_processed,tag_whole_food",neubrandenburg,,,ref_000310,obs_0000030246,obs_0000030246,x,
5 Bockwürste,Halberstädter,"€ 4,79",,"1 kg = 11,98","1 kg = 11,98","je 680-g-Glas, 400 g Abtropfgewicht",Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/neubrandenburg_offer_154.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_wurst,tag_ultra_processed,tag_whole_food",neubrandenburg,,,ref_000311,obs_0000030593,obs_0000030593,x,
Spargelhof Klaistow Klaistower Kurze,Keine Marke,"€ 1,19",,"1 kg = 7,00","1 kg = 7,00","je 280-g-Glas, 170 g Abtropfgewicht",Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/neubrandenburg_offer_157.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",neubrandenburg,,,ref_000312,,,,
Pilsner oder Export,Feldschlößchen,"€ 9,99",,"1 l = 1,00","1 l = 1,00","je 20 x 0,5-l-Fl.-Kasten, zzgl. 3,10 € Pfand",Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/neubrandenburg_offer_200.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegetarian,tag_ultra_processed",neubrandenburg,,,ref_000313,obs_0000030249|obs_0000026911|obs_0000031680|obs_0000033919|obs_0000027852|obs_0000015943|obs_0000026430,obs_0000030249,x,
Das herzhaft-kräftige Zwiebelbrot,Keine Marke,"€ 1,69",,"1 kg = 2,25","1 kg = 2,25","Weizenmischbrot mit Röstzwiebeln, je 750-g-St.",Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/neubrandenburg_offer_134.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,tag_whole_food",neubrandenburg,,,ref_000314,obs_0000005864|obs_0000006776,,,
Kosmonaut Naturtrübes Radler,Keine Marke,"€ 11,99",,"1 l = 1,20","1 l = 1,20","je 20 x 0,5-l-Fl.-Kasten, zzgl. 3,10 € Pfand",Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/neubrandenburg_offer_203.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food",neubrandenburg,,,ref_000315,obs_0000027348|obs_0000029930|obs_0000013844,,,
Sekt oder Fruchtsecco,Rotkäppchen,"€ 3,29",,"1 l = 4,39","1 l = 4,39","versch. Sorten, je 0,75-l-Fl.",Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/neubrandenburg_offer_205.jpg,"cat_getraenke,diet_vegetarian,tag_ultra_processed",neubrandenburg,,,ref_000316,obs_0000029437|obs_0000029767|obs_0000030392|obs_0000005625|obs_0000005998|obs_0000007078|obs_0000007450|obs_0000007657|obs_0000000122|obs_0000025002|obs_0000025209|obs_0000017436|obs_0000018037|obs_0000026289|obs_0000026425|obs_0000018687|obs_0000002457|obs_0000027487|obs_0000011144|obs_0000011802|obs_0000020626|obs_0000012441|obs_0000012870|obs_0000021445|obs_0000023255|obs_0000015084|obs_0000023384|obs_0000031833|obs_0000015935|obs_0000001810|obs_0000016680|obs_0000024889|obs_0000017456|obs_0000001461|obs_0000026048|obs_0000018465|obs_0000019009|obs_0000010911|obs_0000027358|obs_0000019561|obs_0000011590|obs_0000003634|obs_0000028281|obs_0000012437|obs_0000012694|obs_0000013889|obs_0000022430|obs_0000014644|obs_0000015666|obs_0000015699,obs_0000029437|obs_0000029767|obs_0000030392,,
Sambalita Exotic-Likör 18 Vol oder Wilthener Gebirgskräuter,Wilthener,"€ 5,99",,"1 l = 8,56","1 l = 8,56","30% Vol., je 0,7-l-Fl.",Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/neubrandenburg_offer_206.jpg,"cat_getraenke,diet_vegetarian,tag_ultra_processed",neubrandenburg,,,ref_000317,,,x,
Nordhäuser Reiche Ernte Williams,Keine Marke,"€ 5,99",,"1 l = 11,98","1 l = 11,98","30% Vol., je 0,5-l-Fl.",Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/neubrandenburg_offer_211.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food",neubrandenburg,,,ref_000318,obs_0000030948|obs_0000006565|obs_0000012427|obs_0000013361|obs_0000015664|obs_0000034294,,,
Darguner Pilsener Naturradler Zitrone oder Mecklenburger hell,Keine Marke,"€ 9,99",,"1 l = 1,00","1 l = 1,00","je 20 x 0,5-l-Fl.-Kasten, zzgl. 3,10 € Pfand",Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/neubrandenburg_offer_199.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian",neubrandenburg,,,ref_000319,obs_0000030250|obs_0000031615|obs_0000029580|obs_0000033832|obs_0000031579|obs_0000034296|obs_0000032505,obs_0000030250|obs_0000031615,,
Vermouth Bianco,Gotano,"€ 3,99",,"1 l = 5,32","1 l = 5,32","15% Vol., je 0,75-l-Fl.",Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/neubrandenburg_offer_215.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food",neubrandenburg,,,ref_000320,obs_0000033580|obs_0000019796|obs_0000016478,,x,
Alter Schwede,Rücker,"€ 1,59",,"1 kg = 15,90","1 kg = 15,90","Schnittkäse, 50% Fett i.Tr., je 100-g-Pckg.",Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/neubrandenburg_offer_047.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_kaese,tag_ultra_processed,tag_whole_food",neubrandenburg,,,ref_000321,obs_0000029268,obs_0000029268,x,
Landmilch,Thüringer Land,"€ 1,49",,"pro Einheit = 1,49","pro Einheit = 1,49","3,8% Fett, je 1-l-Fl., zzgl. 0,15 € Pfand",Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/neubrandenburg_offer_049.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegetarian",neubrandenburg,,,ref_000322,obs_0000030638|obs_0000029269,obs_0000030638|obs_0000029269,x,
Radeberger mit Bockshornklee,Heinrichsthaler,"€ 1,69",,"1 kg = 13,52","1 kg = 13,52",je 125-g-Pckg.,Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/neubrandenburg_offer_050.jpg,"cat_molkerei_kaese,diet_vegetarian,tag_ultra_processed",neubrandenburg,,,ref_000323,obs_0000030640,obs_0000030640,x,
Leckermäulchen,Frischli,"€ 0,59",,"1 kg = 3,93","1 kg = 3,93","Vanille, je 150-g-Becher",Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/neubrandenburg_offer_051.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",neubrandenburg,,,ref_000324,obs_0000030620,obs_0000030620,x,
Bio Rostbratwurst,Thüringer Landstolz,"€ 6,49",,"1 kg = 16,23","1 kg = 16,23",je 400-g-Pckg.,Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/neubrandenburg_offer_055.jpg,"cat_molkerei_kaese,diet_lactose_free,diet_vegetarian,sub_wurst,tag_ultra_processed",neubrandenburg,,,ref_000325,obs_0000029275|obs_0000030624|obs_0000013376|obs_0000014464,,x,
Radeberger Premium-Lachsschinken,Keine Marke,"€ 2,99",,"1 kg = 19,93","1 kg = 19,93",je 150-g-Pckg.,Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/neubrandenburg_offer_056.jpg,"cat_molkerei_kaese,sub_schwein,sub_wurst",neubrandenburg,,,ref_000326,obs_0000013830|obs_0000026709|obs_0000006858|obs_0000007419|obs_0000027441|obs_0000011595|obs_0000010598|obs_0000033776,,,
Wolf Appetiter Streich-Mettwurst,Keine Marke,"€ 2,59",,"1 kg = 10,36","1 kg = 10,36",je 2 x 125-g-Pckg.,Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/neubrandenburg_offer_058.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegetarian,sub_wurst,tag_ultra_processed",neubrandenburg,,,ref_000327,obs_0000030644|obs_0000009613|obs_0000012704|obs_0000006180|obs_0000007229|obs_0000010064|obs_0000005971|obs_0000014808,obs_0000030644,,
Rostbratwurst,Die Thüringer,"€ 1,99",,"1 kg = 9,95","1 kg = 9,95",je 2 x 100-g-Pckg.,Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/neubrandenburg_offer_059.jpg,"cat_molkerei_kaese,sub_wurst,tag_ultra_processed",neubrandenburg,,BLS-W340000,ref_000328,obs_0000009263|obs_0000029275|obs_0000027860|obs_0000034076|obs_0000014109|obs_0000008488|obs_0000030624|obs_0000030650|obs_0000008189|obs_0000013376|obs_0000014464,,x,
Frühlings-Kartoffelsalat,Golßener,"€ 3,19",,"1 kg = 4,56","1 kg = 4,56",je 700-g-Pckg.,Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/neubrandenburg_offer_060.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,sub_kartoffeln,sub_salate,tag_ultra_processed,tag_whole_food",neubrandenburg,,,ref_000329,obs_0000030107|obs_0000031132|obs_0000026272|obs_0000010201,,x,
Bio Joghurt Griechischer Art,Gläserne Molkerei,"€ 1,39",,"1 kg = 3,48","1 kg = 3,48","7,5% Fett, je 400-g-Becher",Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/neubrandenburg_offer_061.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_joghurt_skyr_quark,sub_milchprodukte,tag_whole_food",neubrandenburg,,,ref_000330,obs_0000031258|obs_0000030652|obs_0000006103|obs_0000023033,,x,
Quäse mild,Loose,"€ 2,49",,"1 kg = 11,32","1 kg = 11,32","Sauermilchkäse, je 220-g-Pckg.",Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/neubrandenburg_offer_062.jpg,"cat_molkerei_kaese,diet_vegan,diet_vegetarian,sub_kaese,sub_milchprodukte",neubrandenburg,,,ref_000331,obs_0000026745|obs_0000018510|obs_0000000605|obs_0000010454|obs_0000029270,obs_0000029270|obs_0000026745,,
Rostocker Mini-Knacker,Keine Marke,"€ 5,99",,"1 kg = 11,98","1 kg = 11,98",je 500-g-Pckg.,Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/neubrandenburg_offer_033.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_wurst,tag_ultra_processed,tag_whole_food",neubrandenburg,,,ref_000332,obs_0000030637|obs_0000012328|obs_0000022621|obs_0000006379|obs_0000025060|obs_0000010932|obs_0000007224|obs_0000017530|obs_0000019635|obs_0000026024|obs_0000018128|obs_0000016216,obs_0000030637,,
Bio Salatgurke,Keine Marke,"€ 0,79",,"pro Einheit = 0,79","pro Einheit = 0,79","Kl. II, je 1-St.",Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/neubrandenburg_offer_016.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_gemuese,sub_frisches_obst,sub_salate,tag_whole_food",neubrandenburg,,BLS-G520100,ref_000333,obs_0000031262|obs_0000006068|obs_0000006407|obs_0000006429|obs_0000031142,obs_0000031262,,
Bio Erdbeeren,Keine Marke,"€ 2,49",,"1 kg = 9,96","1 kg = 9,96","Kl. I, je 250-g-Schale",Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/neubrandenburg_offer_018.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_gemuese,sub_frisches_obst,tag_whole_food",neubrandenburg,,,ref_000334,obs_0000013414|obs_0000000875|obs_0000027419|obs_0000029494|obs_0000030564|obs_0000030617|obs_0000006265|obs_0000030915|obs_0000006408|obs_0000022919|obs_0000031261|obs_0000031462|obs_0000031576|obs_0000032512|obs_0000024529,,,
Snack Möhren,Keine Marke,"€ 0,99",,"1 kg = 3,96","1 kg = 3,96","Kl. I, je 250-g-Btl.",Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/neubrandenburg_offer_020.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,tag_ultra_processed,tag_whole_food",neubrandenburg,,,ref_000335,obs_0000030259|obs_0000031230|obs_0000030143|obs_0000017480|obs_0000005706|obs_0000027745|obs_0000008865|obs_0000025802|obs_0000026853|obs_0000026344|obs_0000010486|obs_0000008450|obs_0000006415|obs_0000025364|obs_0000017698|obs_0000015693|obs_0000018804|obs_0000028058|obs_0000014824,obs_0000030259|obs_0000031230,,
Wurzelsalat,Keine Marke,"€ 1,19",,"pro Einheit = 1,19","pro Einheit = 1,19","»Salattrio«, je 1-St.",Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/neubrandenburg_offer_021.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,sub_salate,tag_ultra_processed,tag_whole_food",neubrandenburg,,,ref_000336,,,,
Edelsaftschinken,Meister,"€ 1,59",,"pro Einheit = 1,59","pro Einheit = 1,59",je 100-g-,Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/neubrandenburg_offer_029.jpg,"cat_fleisch_wurst,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_schwein,sub_wurst,tag_ultra_processed,tag_whole_food",neubrandenburg,,,ref_000337,obs_0000030913,,x,
Haselnuss-Nougat-Brotaufstrich,Nudossi,"€ 1,29",,"1 kg = 6,45","1 kg = 6,45","36% Haselnuss, je 200-g-Becher",Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/neubrandenburg_offer_132.jpg,"cat_grundnahrung,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",neubrandenburg,,,ref_000338,obs_0000034334|obs_0000015391|obs_0000022597|obs_0000023659|obs_0000014956|obs_0000031930|obs_0000001243|obs_0000013042|obs_0000010497|obs_0000008458|obs_0000010510|obs_0000013124|obs_0000012207|obs_0000034763|obs_0000031182|obs_0000018403,,x,
Salami,Greußener,"€ 1,29",,"1 kg = 16,13","1 kg = 16,13",je 80-g-Pckg.,Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/neubrandenburg_offer_064.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,sub_wurst,tag_ultra_processed,tag_whole_food",neubrandenburg,,,ref_000339,obs_0000030649|obs_0000002611|obs_0000010316|obs_0000014932|obs_0000019030|obs_0000028273|obs_0000005781|obs_0000023205|obs_0000003239|obs_0000019666|obs_0000016602|obs_0000008425|obs_0000021226|obs_0000003307|obs_0000002285|obs_0000011010|obs_0000025355|obs_0000026898|obs_0000017184|obs_0000007987|obs_0000025934|obs_0000008039|obs_0000016755|obs_0000034176|obs_0000002957|obs_0000020407|obs_0000016328|obs_0000017375|obs_0000031198|obs_0000010234,obs_0000030649,x,
Vanille Chocolate,Florida Eis,"€ 1,69",,"1 l = 11,27","1 l = 11,27",je 150-ml-Becher,Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/neubrandenburg_offer_117.jpg,"cat_tiefkuehl,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,sub_tk_eis,sub_tk_fertiggerichte,tag_ultra_processed,tag_whole_food",neubrandenburg,,,ref_000340,obs_0000034392|obs_0000025743|obs_0000011964|obs_0000011490|obs_0000025829|obs_0000018692|obs_0000017710|obs_0000013168,,x,
Thüringer Pflaumenmus,Mühlhäuser,"€ 1,69",,"1 kg = 3,76","1 kg = 3,76","versch. Sorten, je 450-g-Glas",Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/neubrandenburg_offer_127.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_obst,tag_whole_food",neubrandenburg,,,ref_000341,obs_0000034302,obs_0000034302,x,
Jagdwurst,Friki Geflügel,"€ 4,99",,"1 kg = 6,65","1 kg = 6,65",je 750-g-St.,Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/neubrandenburg_offer_067.jpg,"cat_molkerei_kaese,diet_vegetarian,sub_gefluegel,sub_wurst,tag_ultra_processed",neubrandenburg,,,ref_000342,obs_0000030654|obs_0000034380,,x,
Schokopudding,Hemme Milch,"€ 0,95",,"1 kg = 4,75","1 kg = 4,75",je 200-g-Becher,Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/neubrandenburg_offer_068.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegetarian,sub_milchprodukte,sub_sahne_creme,tag_ultra_processed",neubrandenburg,,,ref_000343,obs_0000003614|obs_0000026178|obs_0000000796,,x,
DDR Leberkäse,Rätzel,"€ 3,49",,"1 kg = 11,63","1 kg = 11,63",je 300-g-St.,Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/neubrandenburg_offer_070.jpg,"cat_molkerei_kaese,diet_lactose_free,sub_kaese,sub_schwein,sub_wurst,tag_ultra_processed,tag_whole_food",neubrandenburg,,,ref_000344,obs_0000030655|obs_0000026147|obs_0000027967|obs_0000027097|obs_0000008701,obs_0000030655,x,
Lobetaler Bio Fruchtjoghurt mild,Keine Marke,"€ 0,65",,"1 kg = 4,33","1 kg = 4,33","3,7% Fett, Mango-Vanille, je 150-g-Becher",Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/neubrandenburg_offer_072.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_joghurt_skyr_quark,sub_milchprodukte,tag_ultra_processed,tag_whole_food",neubrandenburg,,,ref_000345,obs_0000030642|obs_0000025592|obs_0000017723|obs_0000000675|obs_0000009565|obs_0000034180|obs_0000010169|obs_0000010615|obs_0000002565|obs_0000002802|obs_0000011045|obs_0000020315|obs_0000012792|obs_0000021134|obs_0000014486|obs_0000023234|obs_0000023627,obs_0000030642,,
Havelländer Frischwurst-Aufschnitt,Keine Marke,"€ 0,99",,"pro Einheit = 0,99","pro Einheit = 0,99","versch. Sorten, je 100-g-",Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/neubrandenburg_offer_077.jpg,"cat_molkerei_kaese,sub_wurst,tag_ultra_processed",neubrandenburg,,,ref_000346,obs_0000031631|obs_0000030635|obs_0000029650|obs_0000015363|obs_0000028037|obs_0000009229|obs_0000000916|obs_0000026919|obs_0000001726|obs_0000011865|obs_0000009055|obs_0000030217|obs_0000003644|obs_0000028409,obs_0000031631|obs_0000030635|obs_0000029650,,
Butcher s Barbecue Puten-Minuten-Schnitzel,Keine Marke,"€ 12,90",,"pro Einheit = 12,90","pro Einheit = 12,90","in versch. Marinaden, SB-verpackt, je 1-kg-",Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/neubrandenburg_offer_079.jpg,"cat_molkerei_kaese,sub_gefluegel",neubrandenburg,,,ref_000347,obs_0000030221|obs_0000026235|obs_0000000159|obs_0000031913|obs_0000028973|obs_0000027620|obs_0000005251|obs_0000000700|obs_0000001521,,,
Schweine-Nackensteaks,REWE Bio,"€ 22,90",,"pro Einheit = 22,90","pro Einheit = 22,90","SB-verpackt, je 1-kg-",Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/neubrandenburg_offer_083.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegetarian,sub_schwein,tag_whole_food",neubrandenburg,,BLS-U605000,ref_000348,obs_0000031319|obs_0000024672|obs_0000007445|obs_0000032401|obs_0000029921|obs_0000023636|obs_0000000649|obs_0000022890,obs_0000031319|obs_0000024672|obs_0000032401|obs_0000029921|obs_0000007445,,
Gulasch gemischt,Keine Marke,"€ 5,99",,"1 kg = 11,98","1 kg = 11,98","vom Rind und Schwein, je 500-g-Pckg.",Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/neubrandenburg_offer_084.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_rind,sub_schwein,tag_ultra_processed,tag_whole_food",neubrandenburg,,BLS-Y182912,ref_000349,obs_0000031234|obs_0000007241|obs_0000009293|obs_0000029290|obs_0000008317|obs_0000006347|obs_0000030923|obs_0000030950|obs_0000014163|obs_0000005978|obs_0000013674|obs_0000031193|obs_0000024145|obs_0000023717|obs_0000020673|obs_0000019678|obs_0000025475|obs_0000021492|obs_0000000631|obs_0000000644|obs_0000000645|obs_0000030869|obs_0000001197|obs_0000000702|obs_0000024868|obs_0000000888|obs_0000001518|obs_0000029179|obs_0000011454,obs_0000031234|obs_0000007241|obs_0000009293|obs_0000029290|obs_0000008317|obs_0000006347|obs_0000030923|obs_0000030950|obs_0000014163|obs_0000005978|obs_0000013674|obs_0000031193,,
